,9CL_Bc65_Bc01,9CL_Bc65_Bc03,9CL_Bc65_Bc04,9CL_Bc65_Bc05,9CL_Bc65_Bc06,9CL_Bc65_Bc07,9CL_Bc65_Bc08,9CL_Bc65_Bc09,9CL_Bc65_Bc10,9CL_Bc65_Bc11,9CL_Bc65_Bc12,9CL_Bc65_Bc15,9CL_Bc65_Bc16,9CL_Bc65_Bc17,9CL_Bc65_Bc18,9CL_Bc65_Bc19,9CL_Bc65_Bc20,9CL_Bc65_Bc22,9CL_Bc65_Bc23,9CL_Bc65_Bc24,9CL_Bc65_Bc25,9CL_Bc65_Bc26,9CL_Bc65_Bc27,9CL_Bc65_Bc28,9CL_Bc65_Bc29,9CL_Bc65_Bc30,9CL_Bc65_Bc31,9CL_Bc65_Bc32,9CL_Bc66_Bc01,9CL_Bc66_Bc04,9CL_Bc66_Bc05,9CL_Bc66_Bc06,9CL_Bc66_Bc07,9CL_Bc66_Bc08,9CL_Bc66_Bc09,9CL_Bc66_Bc10,9CL_Bc66_Bc11,9CL_Bc66_Bc12,9CL_Bc66_Bc13,9CL_Bc66_Bc14,9CL_Bc66_Bc15,9CL_Bc66_Bc16,9CL_Bc66_Bc17,9CL_Bc66_Bc18,9CL_Bc66_Bc20,9CL_Bc66_Bc22,9CL_Bc66_Bc23,9CL_Bc66_Bc25,9CL_Bc66_Bc26,9CL_Bc66_Bc27,9CL_Bc66_Bc28,9CL_Bc66_Bc29,9CL_Bc66_Bc30,9CL_Bc66_Bc31,9CL_Bc66_Bc32,9CL_Bc67_Bc01,9CL_Bc67_Bc02,9CL_Bc67_Bc03,9CL_Bc67_Bc04,9CL_Bc67_Bc05,9CL_Bc67_Bc06,9CL_Bc67_Bc07,9CL_Bc67_Bc08,9CL_Bc67_Bc09,9CL_Bc67_Bc10,9CL_Bc67_Bc12,9CL_Bc67_Bc13,9CL_Bc67_Bc14,9CL_Bc67_Bc17,9CL_Bc67_Bc18,9CL_Bc67_Bc19,9CL_Bc67_Bc24,9CL_Bc67_Bc25,9CL_Bc67_Bc26,9CL_Bc67_Bc27,9CL_Bc67_Bc28,9CL_Bc67_Bc29,9CL_Bc67_Bc30,9CL_Bc67_Bc31,9CL_Bc67_Bc32
DCBLD2,1.726024,0.0,1.0740721,0.0,2.3946984,0.6586041,0.0,0.9747851,0.0,0.0,1.7035996,1.931601,1.2065766,0.7778587,0.68702346,1.0410414,0.97958404,0.0,1.4492049,1.902114,2.503059,2.31999,2.2357159,0.8680619,1.5224568,0.63802314,2.092989,0.0,0.0,1.8429722,1.4477211,0.7362181,1.1535488,2.1206331,0.0,0.0,1.3435463,2.7436395,1.032597,0.0,0.56079584,0.0,0.9759685,1.4796644,0.0,0.0,0.0,0.0,0.0,1.3506544,0.0,2.4135447,0.0,0.0,0.8262338,0.0,1.4686707,2.2477252,0.0,1.1737733,1.4567674,1.5953192,0.41366088,1.0103861,0.0,1.9023806,2.2154188,0.96471465,0.0,1.2599598,1.9772222,0.0,0.0,2.1950636,0.0,2.143581,1.7662061,2.4608932,0.0,1.7018042
EFNA1,0.0,0.6368036,0.0,0.0,0.0,0.6586041,0.86152416,0.9747851,0.0,0.0,0.0,0.5321646,0.0,3.375652,0.0,1.3996073,0.0,0.0,0.59604776,0.0,0.0,0.0,1.6441461,0.0,1.1780703,0.63802314,0.0,0.0,0.63224626,0.0,0.0,2.1536403,1.4478905,1.2370607,0.0,2.0443957,1.0607052,0.5986567,0.0,1.9536532,0.0,0.0,1.7852732,0.0,0.0,0.0,1.3865373,1.0846213,1.7479227,0.0,0.9851683,0.62676203,0.5429309,1.1905065,1.2723963,0.0,1.8828834,1.3797681,1.0428478,0.7500409,2.0260572,2.184595,0.7054158,0.0,2.6239676,0.80124485,0.0,0.0,1.5035219,0.0,1.4137456,0.0,1.9705738,0.0,1.9342471,0.81314474,0.9617258,0.78338474,0.0,0.91413265
PRPF4,1.537165,0.0,1.760989,0.0,0.9786325,0.6586041,0.6477192,2.6535785,0.0,0.9894107,0.809611,0.0,0.77519345,1.210038,1.090439,1.2363101,0.0,1.5609705,0.9669318,0.0,0.80943847,1.0262316,0.71498054,1.3256359,0.7533247,0.0,1.6611704,0.6862682,1.5101328,1.1397902,0.7345147,0.0,0.7346299,1.2370607,0.0,0.5579948,0.66485244,0.0,1.9918694,1.3930728,1.3883586,1.5569693,1.2472059,0.6140325,0.7014982,2.0759284,0.6933092,1.9278854,2.0935898,1.3506544,2.0429137,1.009082,1.1515623,1.1905065,1.2723963,0.0,0.74881166,0.55589175,0.7996926,0.44375157,1.0903239,0.5405813,1.7247463,0.0,1.4345089,0.80124485,1.186922,0.96471465,0.6282754,0.98712933,1.4137456,1.0983963,1.5485992,0.0,0.0,0.81314474,0.0,0.0,0.68213916,1.7018042
TARDBP,1.3663743,1.9786539,1.0740721,1.4255883,0.9786325,1.3340217,0.86152416,0.0,1.6205765,1.2625643,2.0616195,1.65167,0.0,0.7778587,1.090439,1.8712627,1.8736986,1.2553201,0.9669318,2.0949523,0.80943847,0.6393587,1.4188682,0.0,1.475255,0.63802314,0.0,1.0894297,2.1901436,1.4325022,1.6748286,0.0,1.1535488,0.0,1.2860458,1.8294019,2.0293877,1.2409848,1.032597,1.3930728,1.7069997,1.8895862,1.2472059,1.6561955,0.7014982,1.5009552,0.6933092,1.0846213,1.7479227,2.037736,1.4716747,1.009082,1.7996129,0.0,0.8262338,1.7395167,1.5893781,0.55589175,0.7996926,1.796231,1.935241,1.3527423,2.036074,0.0,0.7255471,1.777196,1.8426032,0.0,1.6811774,1.4740855,1.6386927,1.0983963,1.2441306,0.76084405,1.6936182,1.2556093,1.4427727,2.3524175,2.17757,1.7018042
HPX,0.90038645,0.0,0.0,0.94784844,0.0,0.6586041,0.0,0.0,0.0,0.0,0.0,0.0,2.2188866,1.9292042,1.090439,0.79815704,0.0,0.0,0.0,0.0,0.0,0.0,0.71498054,0.0,0.0,0.0,0.0,0.0,0.0,1.1397902,0.0,1.6774882,0.0,0.0,0.0,0.0,0.0,0.0,0.6440487,0.92171717,0.0,0.0,2.226641,0.6140325,0.7014982,0.0,0.0,0.0,0.78192025,0.66952884,0.0,0.0,0.89285314,0.0,0.0,1.3394004,0.0,0.0,1.4017105,0.0,1.7243525,1.1477243,0.0,0.0,1.141583,0.0,0.0,0.0,1.0111464,0.0,0.0,0.69298524,0.0,0.0,0.0,0.81314474,0.0,1.217206,0.0,0.0
FILIP1L,0.0,0.0,0.0,0.94784844,0.0,0.0,1.5357283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3233997,0.0,0.9669318,0.0,0.0,1.0262316,0.0,1.3256359,1.475255,0.0,1.6611704,0.0,0.0,1.9985482,1.4477211,0.7362181,0.0,0.0,0.0,2.6175282,0.0,0.970531,0.0,0.92171717,0.0,0.0,0.0,0.7222141,1.1097316,1.2011633,0.0,0.0,0.78192025,1.0669955,0.0,0.0,1.6725143,0.7628473,0.0,0.0,0.0,0.0,1.7748553,0.0,0.0,1.1477243,0.0,0.0,0.7255471,0.80124485,1.7145108,0.0,0.0,1.6503495,0.0,0.69298524,0.0,0.76084405,0.0,0.81314474,0.0,0.0,0.0,0.91413265
FGA,0.0,0.0,1.0740721,0.0,0.0,1.5535814,0.0,3.1825588,0.0,0.0,0.48459473,0.0,0.0,0.7778587,0.68702346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6862682,0.0,0.0,0.0,4.5377693,0.7346299,0.0,0.0,0.5579948,0.0,0.0,0.0,0.0,0.0,0.0,1.2472059,0.0,0.7014982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5798224,2.0245135,0.0,0.0,2.2590508,0.0,1.8353457,1.1477243,0.0,1.0103861,2.543527,0.0,0.0,0.0,1.5035219,0.0,0.0,1.3860514,0.80422264,0.0,0.0,0.0,1.4427727,0.0,0.68213916,0.0
UBD,0.0,1.0227593,0.0,1.7438158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5321646,1.2065766,1.210038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7533247,0.0,0.0,1.7802681,0.0,0.0,0.7345147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3046241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0935898,2.257969,0.0,1.009082,0.0,0.7628473,0.0,0.0,0.44291687,0.0,0.0,0.34673303,0.0,0.0,0.7054158,0.0,0.0,2.2615747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9617258,0.0,0.0,0.0
STAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9292042,0.0,0.0,0.8662954,0.0,0.0,0.0,0.80943847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92171717,0.0,0.0,0.0,0.0,0.7014982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6621301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.141583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0839078,0.0
DPEP1,0.0,0.0,1.0740721,1.2149805,0.9786325,0.0,0.6477192,0.0,0.0,0.0,0.0,0.0,2.3387334,0.7778587,0.0,0.0,0.0,0.0,0.9669318,0.0,0.0,0.0,0.0,1.8762778,0.0,0.0,0.0,0.0,0.0,1.1397902,1.1533972,0.0,0.0,0.0,0.0,0.0,1.8969032,0.0,0.6440487,0.0,1.5603173,0.0,2.226641,0.0,1.3987949,1.731295,0.0,0.0,0.78192025,0.0,0.0,0.0,1.5271901,0.0,0.0,1.5593381,0.44291687,0.0,2.0459769,0.7500409,0.50586087,2.4013495,0.41366088,0.0,0.0,0.80124485,0.0,0.0,1.0111464,0.0,0.71153146,2.1969366,1.2441306,1.4861952,0.0,1.56129,0.0,0.78338474,0.68213916,0.91413265
TFPI2,1.810244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5321646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885836,0.0,0.0,0.0,0.0,0.0,0.0,1.3464215,0.0,0.0,0.0,0.0,0.7362181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8895398,0.0,0.0,0.0,0.0,0.92345935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7501514,0.0,0.0
IL11,1.537165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4768884,0.0,0.0,0.0,0.0,0.0,0.0,0.8662954,0.0,0.59604776,0.0,0.0,1.7004343,0.0,0.0,0.0,0.0,0.88452065,0.0,1.016558,1.8429722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5986567,0.0,0.0,0.0,0.0,0.0,1.936592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7837672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9747851,0.0,0.0,0.0,0.0,0.77519345,0.0,0.0,0.0,1.6359346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84671396,0.0,0.6933092,0.0,0.0,0.66952884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7673035,0.0,0.0,0.41366088,0.0,0.0,1.777196,0.5647415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3760966,0.0,0.0,0.0,0.0,0.0
CTSB,2.116589,2.2929676,2.2693114,2.9881856,3.5081334,1.8859419,2.6215096,0.0,2.9218717,2.483536,2.8384485,3.4848526,3.0945385,3.334578,2.0687003,3.2828007,2.9399605,1.7947421,3.236635,2.0949523,2.6002023,2.5367434,3.132319,2.3680005,4.4462185,2.295294,4.1957555,3.0313785,1.2934933,3.460366,3.121898,2.717625,3.0216331,3.236853,1.2853225,1.7016511,1.3435463,2.587395,2.472336,2.6825564,2.4448595,2.6465628,2.9966302,2.0519347,3.1069252,2.0759284,1.6096971,3.6430466,2.0935898,2.6635015,2.0429137,3.7573514,1.7996129,3.4625456,4.006533,2.5806663,3.1237946,4.3955326,2.6291232,1.6989762,2.370711,3.048107,2.5481877,3.365452,2.7677052,3.3759205,2.313319,1.770215,1.4670943,3.1666,2.5183573,2.397601,3.090783,3.49415,3.4208577,2.7763228,3.76166,3.2099788,3.5338488,2.5616274
CHAF1B,0.90038645,0.0,0.0,1.4255883,0.0,0.6586041,0.6477192,2.2249465,0.8552667,0.9894107,0.48459473,0.0,0.0,0.0,1.090439,0.0,0.0,0.0,0.0,0.0,0.0,0.6393587,0.0,0.8680619,0.7533247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.032597,0.0,0.0,0.0,0.6026031,0.99167126,1.6227664,0.7710295,0.6933092,0.0,0.78192025,0.66952884,0.0,0.0,1.3569106,0.0,0.0,1.0570387,0.0,0.55589175,0.4777414,0.98418474,0.0,0.0,0.7054158,1.5025924,0.7255471,0.0,1.186922,0.0,1.0111464,0.61072165,0.0,0.0,1.5485992,0.0,0.0,0.0,0.0,0.0,1.5923635,2.2993462
ZNF800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9747851,0.8552667,0.0,0.0,0.5321646,0.0,0.7778587,0.0,0.0,0.8662954,0.0,0.0,0.0,0.80943847,0.6393587,0.71498054,0.8680619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91402054,0.66485244,0.0,0.0,0.92171717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44375157,0.0,0.5405813,0.0,0.0,0.0,0.0,0.0,0.0,0.6282754,0.98712933,0.71153146,0.0,1.2441306,0.0,0.0,1.7950795,0.0,0.0,0.0,0.91413265
ORAI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.809611,0.0,0.0,0.0,0.68702346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6862682,0.0,0.72418845,1.4477211,0.7362181,0.7346299,0.0,1.2853225,0.0,0.0,0.0,0.0,0.0,0.0,2.1387525,0.6026031,0.0,0.0,0.7710295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41366088,0.0,0.0,0.0,0.0,0.0,0.0,0.61072165,0.0,0.69298524,0.0,1.1878933,0.0,0.0,0.0,1.217206,0.0,1.7018042
HSD17B2,0.0,1.5176985,1.0740721,1.4255883,0.0,0.0,1.1872158,2.6535785,0.8552667,1.2625643,0.48459473,0.0,1.50697,0.0,1.090439,1.2363101,1.3233997,0.0,0.0,0.0,1.2508446,0.6393587,0.0,1.6383883,0.0,1.698122,0.88452065,0.6862682,0.0,1.1397902,1.1533972,0.7362181,1.4478905,0.0,0.0,1.5551565,0.66485244,0.0,1.5296799,1.7121406,1.3883586,1.5569693,1.2472059,0.6140325,1.1097316,1.2011633,0.0,2.9244978,0.0,1.0669955,0.0,0.0,0.5429309,1.4891036,2.0046492,1.0570387,2.7034445,0.9110732,0.7996926,1.9662695,1.1106956,1.7949264,0.94443476,0.0,0.7255471,0.80124485,0.0,0.0,0.6282754,0.0,0.0,1.3860514,0.0,1.1878933,0.9081409,0.81314474,2.5106924,0.0,1.7733449,0.0
KIF14,0.0,0.6368036,0.0,0.94784844,0.0,0.0,0.37541023,0.0,0.0,0.0,0.809611,0.5321646,0.0,0.0,0.0,1.2363101,0.0,0.0,1.2368643,0.0,0.80943847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72418845,0.0,0.0,0.0,0.0,0.0,1.1760352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3865373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44375157,0.0,0.0,0.9309951,0.0,0.0,0.80838525,0.5647415,2.210491,0.0,0.0,0.0,1.0990627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7018042
G3BP1,1.6829972,1.8472843,1.760989,2.2711809,1.6393924,1.8859419,1.7148576,1.4588928,1.8575481,1.6532868,1.78978,1.9910916,2.0826952,1.9292042,1.3770947,1.8712627,2.0656497,2.280479,0.59604776,2.0949523,1.5560241,1.9833237,2.2357159,1.8762778,2.182489,2.2010639,0.0,1.9340885,1.6880947,0.72418845,2.015812,1.4502245,1.4478905,2.7519283,1.8296441,2.7210417,2.6545687,1.4536471,2.2123947,1.9536532,1.8348931,2.7711928,2.133197,2.1553385,0.7014982,1.731295,1.9461879,2.3787677,2.0935898,1.3506544,1.7975407,1.8292551,1.9122573,2.521217,1.8146279,2.2460425,1.4686707,2.1323838,2.536561,2.3509214,2.0260572,2.2621853,2.5481877,1.8309777,2.2541182,0.80124485,0.94875807,2.210491,2.5150218,1.8001509,1.6386927,1.6091788,2.3868957,2.0593014,1.6936182,1.9844357,2.0102026,1.7501514,1.9269644,1.3835961
HNRNPM,2.8370936,2.3790567,3.1437907,2.613096,2.3946984,2.8779438,2.7459128,3.476965,3.0577688,2.15216,2.5530965,2.9212966,1.2065766,2.520517,3.2462866,3.2828007,2.8643138,2.694579,2.7516694,2.3956268,2.9152293,2.839942,2.2357159,2.0683107,1.7040571,2.0970216,1.6611704,2.6951709,2.9713624,2.6959593,2.4718807,2.0186484,2.7147765,3.135896,3.555515,2.6175282,3.1638234,2.6472213,3.2352498,2.148036,3.093669,3.4325461,2.7652886,3.4234602,2.212023,2.7791843,3.1783643,1.9278854,2.798113,2.6635015,2.8782218,2.438731,2.6375408,2.06258,1.5798224,3.0309682,2.7034445,2.8102095,3.0829446,3.075749,2.93264,2.6323264,2.7954702,2.2755537,1.4345089,2.9012227,2.6852505,2.5151343,2.9170952,2.8328273,2.2296777,1.9456325,2.1098175,2.1950636,2.4299185,2.7763228,2.0102026,2.6445816,2.9747124,3.430504
LIN28B,0.90038645,1.300542,0.6747987,1.5994644,0.6045387,0.0,1.0375712,0.9747851,0.0,0.61238414,0.48459473,0.8776445,0.0,0.7778587,0.0,0.47668228,0.0,0.0,0.0,0.0,1.5560241,0.6393587,0.0,0.0,1.1780703,0.63802314,0.0,0.6862682,0.0,1.1397902,0.7345147,0.0,0.0,1.540775,0.0,0.91402054,1.3435463,0.0,0.0,1.3930728,0.56079584,1.5569693,0.9759685,0.99167126,0.7014982,0.7710295,0.0,0.0,0.78192025,0.0,0.0,0.0,1.5271901,0.7628473,0.0,0.0,0.44291687,0.0,0.0,0.7500409,0.8401978,1.1477243,0.0,1.0103861,1.4345089,0.0,0.5647415,0.0,1.0111464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9617258,1.217206,0.68213916,1.7018042
UBE2C,1.1602814,0.0,1.760989,0.0,0.6045387,0.0,2.2192678,1.7836925,0.8552667,0.9894107,2.948745,0.0,1.50697,0.0,1.5996219,3.6442485,0.0,0.8129196,1.4492049,1.902114,0.0,0.0,0.0,0.0,0.0,0.63802314,0.0,0.0,1.8391197,1.8429722,0.0,0.0,2.016004,0.0,0.0,2.7210417,0.0,1.2409848,0.6440487,0.0,2.1424942,1.5569693,0.0,0.99167126,1.6227664,1.9183853,2.4852035,0.0,1.9356183,1.3506544,0.0,0.62676203,2.4694254,0.0,0.0,0.0,0.44291687,0.0,1.0428478,0.7500409,2.1260226,0.8895398,2.7308311,0.0,0.0,0.80124485,2.9557345,0.0,0.0,0.0,0.71153146,3.0907333,0.0,0.0,0.0,1.2556093,0.0,0.0,1.7733449,1.3835961
IGFBP4,2.2786329,1.8472843,0.0,0.0,0.0,0.0,0.37541023,0.0,0.0,0.9894107,1.0545039,0.5321646,0.0,1.210038,0.0,0.0,0.0,1.5609705,0.0,2.7245867,0.0,1.0262316,1.4188682,0.8680619,0.0,1.024417,0.0,1.0894297,0.0,0.0,0.0,1.4502245,0.7346299,0.79873866,1.2853225,1.1760352,0.0,0.970531,0.0,1.7121406,1.1805605,0.0,1.2472059,1.6561955,0.0,1.731295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44291687,0.55589175,0.7996926,1.1737733,0.0,1.6680894,0.9309951,0.0,1.4345089,0.0,2.2352612,0.96471465,0.0,0.61072165,1.6386927,1.0983963,0.0,0.76084405,0.0,0.81314474,0.0,1.217206,0.0,1.3835961
APOC3,0.0,0.6368036,1.0740721,0.94784844,1.250252,1.0522845,1.3173543,0.0,0.0,0.9894107,0.48459473,0.8776445,2.0826952,4.00975,0.0,1.3996073,0.0,1.2553201,0.9669318,0.0,0.0,0.0,0.0,1.3256359,0.0,1.8494642,0.0,0.0,1.016558,0.0,0.0,3.0760422,0.7346299,1.2370607,1.2853225,0.91402054,1.5637739,0.0,1.032597,1.7121406,1.5603173,0.0,0.0,0.0,1.3987949,0.0,0.6933092,0.0,2.0935898,1.3506544,0.9851683,1.009082,2.0134878,1.7187394,0.8262338,2.0245135,0.0,1.1726323,1.8736246,0.7500409,1.4567674,1.6680894,0.41366088,0.0,2.2541182,1.240293,1.186922,0.96471465,2.1826046,1.2599598,0.0,2.890066,1.5485992,0.0,0.0,0.0,0.0,1.7501514,1.9269644,0.0
LCP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1339283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66485244,0.0,0.0,0.0,0.56079584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0570387,0.44291687,0.0,0.7996926,0.0,0.0,0.5405813,0.0,0.0,0.0,1.240293,0.0,0.0,0.0,0.0,1.9772222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91413265
TXNRD1,1.1602814,1.8472843,2.0471075,1.2149805,2.0338242,1.7335064,1.9347986,0.9747851,0.0,1.6532868,1.0545039,2.6135232,0.77519345,0.0,0.68702346,0.79815704,1.6359346,0.0,1.4492049,0.0,1.789521,2.839942,1.9830519,1.6383883,0.0,3.0272398,0.0,2.067372,2.8766572,2.25176,2.150749,1.6774882,0.7346299,2.582287,1.2853225,2.6706238,1.5637739,1.90772,0.6440487,2.9529936,1.5603173,1.5569693,1.6359514,1.2651442,1.1097316,1.206741,2.7083526,1.592625,1.7479227,1.0669955,0.9851683,1.9602054,1.7996129,1.1905065,1.8146279,1.3394004,2.1095047,1.5512738,1.2382913,1.1737733,1.8353457,1.5227951,2.036074,2.2309675,1.141583,1.5443529,1.3952471,1.4464664,1.5035219,1.6503495,1.9772222,1.6091788,0.80422264,0.0,3.5976682,2.7763228,0.0,1.217206,2.17757,1.3835961
ZUP1,0.0,0.0,1.0740721,0.58225816,0.9786325,1.5535814,0.0,1.7836925,0.0,0.0,1.2510666,0.5321646,0.0,0.0,0.0,0.0,0.0,0.0,0.59604776,0.0,0.0,0.6393587,0.0,0.0,0.0,1.024417,1.3464215,1.3759581,1.2934933,0.72418845,0.0,0.0,0.0,1.7734159,0.0,0.91402054,0.0,0.970531,0.0,0.0,0.56079584,0.0,0.6026031,0.6140325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1515623,0.7628473,0.8262338,0.0,0.0,0.9110732,1.4017105,1.1737733,0.8401978,0.8895398,0.7054158,0.0,0.0,0.80124485,0.0,0.96471465,0.6282754,0.0,1.4137456,0.69298524,0.0,0.0,2.054977,1.2556093,0.0,2.6445816,0.0,0.0
FKBP11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47668228,0.0,0.0,0.0,0.0,0.80943847,0.0,0.0,0.0,0.0,2.2010639,0.0,0.0,0.0,0.72418845,0.0,0.0,0.0,0.0,1.2853225,0.5579948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7014982,0.0,0.6933092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4740855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7501514,1.3697366,0.0
PTTG1,2.79336,1.0227593,2.36428,0.94784844,0.6045387,2.2395217,2.6856446,2.3890917,2.846305,0.61238414,3.04226,1.1339283,0.77519345,1.5108142,2.0687003,3.4116306,0.0,1.7947421,2.7516694,2.5177035,1.2508446,0.0,1.1276188,0.8680619,1.475255,0.0,1.6611704,0.0,2.1901436,2.621524,1.4477211,0.0,2.3760579,0.0,3.3016844,3.052749,2.5120714,2.4557993,3.0393589,0.0,2.1424942,3.4325461,0.0,1.6561955,1.8056394,2.5352755,2.7728925,0.0,1.5166636,2.037736,0.0,1.2849873,2.5286603,0.0,1.2723963,1.3394004,0.44291687,0.55589175,0.4777414,1.4704653,1.4567674,1.1477243,2.9675586,0.0,1.141583,2.2615747,2.4532354,2.7483184,0.6282754,0.0,0.71153146,2.890066,0.80422264,0.76084405,0.0,1.56129,0.9617258,0.0,0.0,2.7692146
EIF5,3.06562,3.2554777,3.1833441,1.9906936,1.918811,2.5002158,3.2776334,3.8191648,1.930953,2.245829,1.5562695,2.5606658,0.0,2.5469468,1.9353893,1.6629884,2.7924016,1.9840868,2.7537477,2.256548,1.5560241,1.3044863,1.8278879,1.6383883,1.8901333,2.9367628,2.9695783,2.8202252,3.7687986,2.4536362,2.150749,1.1556376,2.1509447,1.9620194,2.439154,3.5226855,2.3458395,4.1215672,1.032597,2.7810547,2.1424942,2.6465628,1.7852732,2.2490451,2.7881901,3.6723866,3.5556629,1.592625,3.5992272,3.2861438,2.5453615,2.2406073,3.705181,2.424746,2.3018734,1.0570387,2.0395195,1.3797681,1.7748553,2.1115532,2.5534549,1.9074718,2.3245614,1.5025924,2.2541182,2.4894643,2.4532354,2.7483184,1.9629958,1.6503495,1.9772222,1.0983963,3.4222739,2.1950636,3.9086246,2.509184,2.5106924,1.7501514,1.5917664,2.2993462
PRIM1,1.3663743,0.0,0.6747987,1.2149805,0.0,1.0522845,1.4324905,2.0284626,0.0,0.0,1.2510666,0.0,1.7376636,0.0,0.0,0.47668228,0.0,0.0,0.59604776,1.3480788,0.0,0.0,0.0,0.8680619,0.0,0.0,0.0,0.0,1.016558,0.72418845,0.0,0.7362181,2.5596905,1.540775,0.0,1.1760352,0.0,0.0,1.032597,0.0,1.3883586,0.0,1.4603512,2.0519347,1.8056394,1.9183853,1.3865373,0.0,2.457106,1.9050734,0.9851683,0.0,2.189582,1.1905065,0.0,0.0,0.0,0.0,0.4777414,1.4704653,1.5994836,0.5405813,1.4046413,0.0,0.0,0.0,0.0,0.0,1.8319815,0.0,0.0,0.0,2.129392,1.9021685,0.0,1.7950795,0.0,0.0,1.3697366,2.136891
