,9CL_Bc65_Bc01,9CL_Bc65_Bc03,9CL_Bc65_Bc04,9CL_Bc65_Bc05,9CL_Bc65_Bc06,9CL_Bc65_Bc07,9CL_Bc65_Bc08,9CL_Bc65_Bc09,9CL_Bc65_Bc10,9CL_Bc65_Bc11,9CL_Bc65_Bc12,9CL_Bc65_Bc15,9CL_Bc65_Bc16,9CL_Bc65_Bc17,9CL_Bc65_Bc18,9CL_Bc65_Bc19,9CL_Bc65_Bc20,9CL_Bc65_Bc22,9CL_Bc65_Bc23,9CL_Bc65_Bc24,9CL_Bc65_Bc25,9CL_Bc65_Bc26,9CL_Bc65_Bc27,9CL_Bc65_Bc28,9CL_Bc65_Bc29,9CL_Bc65_Bc30,9CL_Bc65_Bc31,9CL_Bc65_Bc32,9CL_Bc66_Bc01,9CL_Bc66_Bc04,9CL_Bc66_Bc05,9CL_Bc66_Bc06,9CL_Bc66_Bc07,9CL_Bc66_Bc08,9CL_Bc66_Bc09,9CL_Bc66_Bc10,9CL_Bc66_Bc11,9CL_Bc66_Bc12,9CL_Bc66_Bc13,9CL_Bc66_Bc14,9CL_Bc66_Bc15,9CL_Bc66_Bc16,9CL_Bc66_Bc17,9CL_Bc66_Bc18,9CL_Bc66_Bc20,9CL_Bc66_Bc22,9CL_Bc66_Bc23,9CL_Bc66_Bc25,9CL_Bc66_Bc26,9CL_Bc66_Bc27,9CL_Bc66_Bc28,9CL_Bc66_Bc29,9CL_Bc66_Bc30,9CL_Bc66_Bc31,9CL_Bc66_Bc32,9CL_Bc67_Bc01,9CL_Bc67_Bc02,9CL_Bc67_Bc03,9CL_Bc67_Bc04,9CL_Bc67_Bc05,9CL_Bc67_Bc06,9CL_Bc67_Bc07,9CL_Bc67_Bc08,9CL_Bc67_Bc09,9CL_Bc67_Bc10,9CL_Bc67_Bc12,9CL_Bc67_Bc13,9CL_Bc67_Bc14,9CL_Bc67_Bc17,9CL_Bc67_Bc18,9CL_Bc67_Bc19,9CL_Bc67_Bc24,9CL_Bc67_Bc25,9CL_Bc67_Bc26,9CL_Bc67_Bc27,9CL_Bc67_Bc28,9CL_Bc67_Bc29,9CL_Bc67_Bc30,9CL_Bc67_Bc31,9CL_Bc67_Bc32
SPTLC2,0.5482815,0.6424399,0.0,0.0,0.0,1.5535814,0.37541023,0.0,1.3094141,0.61238414,0.0,0.0,0.0,0.0,0.0,0.79815704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.475255,0.0,0.0,0.0,0.63224626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9179424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78192025,0.0,0.0,0.62676203,0.0,0.7628473,0.0,0.0,0.0,0.0,0.4777414,0.44375157,0.0,0.0,1.1149372,0.0,0.0,0.80124485,0.0,0.0,1.2873372,0.0,2.431074,1.0983963,0.0,0.76084405,1.3760966,0.0,0.0,0.0,0.0,0.0
NDRG4,0.0,1.0227593,0.0,0.0,0.0,0.0,0.37541023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63802314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5579948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99167126,0.0,0.7710295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8252692,0.0,0.44375157,0.0,0.0,0.7054158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1230503,0.0,0.0,0.0,0.0,0.0,0.0,2.3524175,0.0,0.0
IGFL4,0.0,0.0,0.0,0.0,0.0,0.6586041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0594876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6393587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7537797,0.0,0.0,0.0,0.0,0.0,0.5986567,0.0,0.0,0.56079584,0.0,0.0,0.6140325,0.0,0.0,0.0,0.0,0.0,0.78725934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64602983,0.0,0.42611763,0.0,0.0,0.0,0.0,0.0,0.66760963,0.0,0.0,0.0,0.0,0.0,0.9081409,0.0,0.0,0.0,0.0,1.7018042
NECTIN4,0.5482815,0.0,2.36428,0.0,0.0,0.6586041,1.0375712,0.0,0.0,0.0,0.48459473,0.0,0.0,0.0,0.68702346,0.0,0.0,0.0,0.59604776,0.885836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72418845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2409848,0.0,0.0,0.56079584,0.0,0.6026031,0.0,0.7014982,0.0,0.6933092,1.0846213,0.0,0.0,0.0,0.0,0.0,0.0,1.2723963,0.0,0.0,0.0,0.0,0.0,0.0,0.5405813,0.9309951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKC1,2.2008898,1.6960088,2.6735227,1.7475388,0.9786325,1.5535814,1.7936697,2.2249465,1.8575481,1.4768884,2.2089028,1.3377485,1.7376636,1.210038,2.186312,2.0435472,2.3652399,0.0,2.051586,1.6629848,2.2748563,1.8518492,1.8278879,2.3680005,0.7533247,1.3024253,2.7224944,1.0894297,2.7153122,2.25176,2.375857,0.0,1.4478905,2.1206331,3.2004066,2.299178,2.0293877,2.2188478,2.2123947,2.5732856,1.1805605,2.6465628,2.0301127,1.936592,1.6227664,2.8488476,2.6393583,0.0,2.798113,1.0669955,2.5453615,2.1797242,2.339261,1.4891036,2.1642637,0.6621301,1.5893781,2.04011,1.6652508,1.9662695,2.1861582,2.4013495,1.4046413,2.7820618,1.141583,1.777196,2.5759568,2.0143902,1.6811774,1.8001509,1.6386927,1.3860514,1.5485992,2.0593014,2.7598252,1.9844357,0.9617258,3.3015652,1.0839078,2.136891
NCBP2,1.537165,1.300542,1.760989,1.4255883,0.6045387,1.3340217,1.1872158,1.7836925,1.3094141,1.8031851,1.2510666,2.1666224,1.50697,1.7417327,0.68702346,1.2363101,0.0,1.2553201,2.4504972,1.6629848,1.789521,1.0262316,2.1173427,1.3256359,1.1780703,2.3002279,1.6611704,2.067372,1.9703003,0.72418845,2.6400313,1.1556376,1.8599712,1.2370607,1.8296441,1.9426655,1.7441467,2.0225248,1.3117119,1.7121406,1.3883586,1.5569693,0.0,1.4796644,0.7014982,1.9183853,1.7920294,1.0846213,1.7479227,1.3506544,2.0429137,0.0,1.6726496,2.424746,2.1642637,0.0,0.74881166,1.6976265,1.5421373,1.3330824,1.2902378,2.184595,0.9309951,1.8309777,1.141583,0.80124485,1.7145108,2.0143902,1.0111464,2.0456364,1.1230503,1.3860514,2.129392,0.76084405,0.9081409,0.81314474,0.9617258,1.2182612,1.3697366,1.7018042
HNRNPL,0.90038645,0.0,0.0,0.3329217,0.34727353,0.38256946,0.20521922,0.60174364,0.0,0.0,0.48459473,0.5321646,0.0,0.7778587,0.90893775,0.47668228,0.8662954,1.2553201,0.34179077,0.5379575,0.0,0.3699295,0.4200735,0.0,1.3376621,0.63802314,0.53702635,0.0,1.2934933,0.0,1.1533972,1.1556376,0.0,0.47708336,0.0,0.5579948,0.38669118,0.34347364,0.37300208,0.0,0.7552293,0.66067827,0.8066107,0.0,0.0,0.45805463,1.3865373,0.0,0.46551394,0.0,0.0,0.0,0.0,0.0,0.4961275,0.0,0.6075154,0.7491695,0.0,0.7500409,0.50586087,0.5405813,1.1149372,0.0,0.42718124,0.47881255,0.5647415,0.96471465,0.0,0.0,0.71153146,1.2525316,0.0,0.0,0.0,0.0,0.0,0.0,0.3981399,0.91413265
JRKL,0.0,0.0,1.0740721,0.94784844,0.0,0.0,0.37541023,0.0,0.0,1.2625643,0.0,0.5321646,0.77519345,0.0,0.0,0.79815704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7533247,0.0,1.3464215,0.6862682,0.0,0.0,1.4477211,0.0,0.7346299,0.0,2.439154,0.5579948,0.66485244,0.5986567,0.0,0.0,0.0,0.0,0.6026031,0.99167126,0.0,0.7710295,1.3865373,1.0846213,0.0,0.66952884,0.9851683,0.0,0.5429309,1.1905065,0.0,0.0,0.74881166,0.55589175,0.0,0.44375157,0.0,0.5405813,0.41366088,0.0,0.0,0.0,0.0,0.0,0.0,2.2425802,0.0,0.0,0.0,0.0,0.0,1.2556093,0.0,1.9379274,0.0,0.0
ACSL5,2.2008088,2.7811878,3.5748973,0.58225816,2.4677715,1.3340217,1.1870768,1.7836925,1.3094141,2.3314707,2.4509869,3.0946321,1.50697,0.7778587,0.68702346,3.1079557,2.5954607,1.5609705,2.9446216,2.724493,1.789521,2.4632728,3.5384257,0.0,2.5926058,2.2953842,1.9002092,2.1849623,2.857806,2.25176,2.269624,1.1556376,0.7346299,3.0235307,1.8296441,2.8148382,0.66485244,3.6126893,0.0,2.148036,1.8348931,0.0,0.6026031,2.7888079,2.1602814,3.3634186,1.3865373,3.0244749,1.5166636,0.0,1.7975407,1.5009978,1.9122573,0.0,1.5798224,1.5593381,2.1749108,3.0121405,0.7996926,0.7500409,1.0903239,0.0,1.2702438,2.077771,1.4345089,1.5443529,2.8734858,0.96471465,1.0111464,2.2425802,1.6386927,0.7973292,2.4944134,0.76084405,1.6936182,1.7950795,2.0102026,3.2099307,2.17757,0.91413265
HLTF,0.0,1.0227593,1.3586439,1.4255883,0.6045387,0.6586041,0.86152416,1.4588928,0.0,0.0,0.0,0.0,0.0,0.0,0.68702346,0.47668228,0.0,0.0,0.59604776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88452065,0.6862682,0.0,0.72418845,0.7345147,0.0,0.7346299,0.0,1.8296441,0.0,0.0,0.0,0.0,0.92171717,1.1805605,0.0,1.2472059,1.4796644,0.7014982,0.0,1.0988283,0.0,0.78192025,0.0,0.0,0.62676203,1.5271901,0.0,0.8262338,0.0,0.74881166,0.0,1.5667249,1.4704653,0.0,0.0,0.0,0.0,0.0,0.0,0.5647415,0.0,0.0,0.0,0.71153146,1.0983963,1.2441306,0.0,0.0,0.81314474,0.0,0.0,0.0,0.0
TAGLN,0.90038645,0.6368036,1.0740721,2.1861367,1.6393924,1.0522845,0.6477192,0.9747851,0.0,0.0,2.3957357,0.0,0.0,0.0,3.899985,1.3996073,1.3233997,1.2553201,0.0,0.885836,0.80943847,0.0,0.0,0.0,2.6733623,0.63802314,3.5175552,0.6862682,0.63224626,3.4932199,0.0,2.912806,1.6750087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7278366,1.7975407,3.6724398,0.0,0.7628473,0.0,3.1584477,0.0,0.55589175,1.8667353,0.7500409,0.0,0.0,0.0,2.4406037,1.6607856,0.0,0.0,1.770215,0.0,3.638571,1.6386927,1.6091788,0.0,1.9021685,1.6936182,0.0,0.9617258,2.3524175,1.0839078,1.3835961
METAP2,1.6829972,1.6960088,1.9142464,1.2149805,2.0338242,1.0522845,1.7936697,0.9747851,1.6205765,1.8031851,1.5562695,1.8902328,0.0,0.7778587,1.090439,1.3996073,1.8736986,1.5609705,1.4492049,1.3480788,1.5560241,1.5219305,2.3415482,2.3680005,1.8901333,1.8494642,1.9002092,1.5984087,1.8391197,1.1397902,1.1533972,2.3788252,2.016004,1.9620194,0.0,2.2212472,2.1463556,0.5986567,2.2306323,1.9536532,1.8348931,1.8895862,0.6026031,2.1553385,0.0,1.2011633,1.7920294,2.5455246,1.2153075,1.0669955,2.239785,1.8292551,0.0,2.1984031,1.8146279,0.6621301,1.5893781,1.3797681,1.4017105,1.6989762,1.935241,1.7949264,1.5230974,1.087464,0.7255471,0.80124485,2.313319,1.770215,1.9629958,1.8001509,1.4137456,1.6091788,2.2664094,1.7156569,2.5523834,0.81314474,0.0,0.0,0.68213916,1.7018042
RPS9,0.0,0.8886356,0.40555042,0.3391322,0.0,0.38447502,0.6105651,0.0,0.0,0.35709444,0.6963203,0.0,0.0,0.0,0.8207809,0.0,0.0,0.0,0.0,0.0,0.8811594,0.0,0.0,0.5408163,0.0,1.189761,4.3166184,0.77959466,0.8854852,0.4407372,0.0,0.0,0.74395204,1.0481763,0.0,3.645157,0.8915743,0.84389675,0.0,0.0,0.0,0.0,0.0,0.35817567,0.4184277,0.0,0.0,1.0302098,0.49340755,0.0,0.6092933,0.0,0.0,0.0,0.0,0.0,0.7440567,0.0,0.43862465,0.0,0.2865614,0.0,0.0,0.5288136,0.74445695,0.0,0.0,0.5944419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46651897,0.0,0.0
SND1,0.0,1.5176985,0.6747987,0.94784844,0.0,1.7335064,1.3173543,1.4588928,0.0,1.4768884,0.48459473,1.3377485,1.50697,1.5108142,0.68702346,0.47668228,1.6359346,1.2553201,0.9669318,1.902114,1.2508446,1.0262316,0.71498054,1.6383883,1.1780703,1.024417,1.3464215,1.3759581,1.5101328,0.0,1.1533972,1.1556376,1.8599712,1.540775,1.2853225,0.0,1.8326961,0.0,1.032597,0.0,0.56079584,0.0,0.6026031,0.0,0.0,0.7710295,0.0,0.0,0.78192025,0.0,1.4716747,1.2849873,0.5429309,2.3179648,0.0,1.7395167,1.7942872,1.1726323,1.0428478,1.3330824,1.2902378,0.0,0.9309951,0.0,2.2541182,1.240293,1.8426032,1.770215,1.0111464,0.61072165,0.71153146,0.69298524,0.0,1.4861952,1.3760966,1.7950795,0.9617258,1.7501514,1.0839078,0.91413265
PRPF8,0.0,0.0,0.6747987,0.94784844,0.0,1.0522845,1.1872158,0.0,0.0,0.0,1.2510666,1.1339283,0.77519345,0.7778587,1.090439,0.47668228,0.0,0.0,0.7985865,0.885836,1.2508446,0.6393587,0.71498054,0.0,0.0,1.3024253,0.0,1.0894297,0.0,0.0,0.0,0.0,2.0857487,0.79873866,0.0,0.5579948,0.66485244,0.5986567,0.6440487,0.0,1.3883586,0.0,0.6026031,0.6140325,1.6227664,1.2011633,0.6933092,0.0,0.0,1.7520798,2.239785,0.0,0.0,0.7628473,0.0,0.6621301,0.98272574,0.0,1.2382913,1.4704653,1.2902378,0.5405813,1.1149372,0.0,0.0,0.0,1.186922,1.4464664,1.0111464,0.0,1.1230503,0.69298524,0.0,0.76084405,0.9081409,0.81314474,1.7662061,1.5187702,0.68213916,0.91413265
RPS3,5.2005854,4.1321435,5.2463555,4.796547,4.6832657,4.7094135,4.565512,4.1045637,4.7051253,4.397623,5.3315587,4.3238287,4.6220965,4.220653,4.6029577,5.22272,4.8285346,5.173644,4.5508947,4.732471,5.160685,4.7423086,4.6775184,4.326033,4.5464406,4.924268,4.3719797,4.7569966,4.1665406,4.675681,4.3841033,4.594333,4.6448474,5.2171636,4.4696083,4.1433687,4.7052655,4.6560354,5.103856,4.7532816,4.545642,4.0459647,5.427426,4.4810843,4.8122873,4.410849,4.290779,4.9278502,4.137637,4.3222594,3.8710208,4.642768,4.7992086,4.1756926,3.908387,4.673742,4.6220155,4.4162045,5.2385545,4.5096836,4.5274177,4.845704,3.9942257,4.740863,4.051622,5.2282987,4.660993,4.862128,5.208776,4.6250825,4.490368,5.0235586,5.0693736,4.8027797,4.393285,4.1350775,4.1338196,4.9423394,4.499893,4.6311646
MS4A4E,0.0,0.0,0.0,1.3884445,1.8015189,1.8448126,1.9181418,0.0,1.2846544,1.2917726,0.0,0.0,1.7562377,0.0,1.958368,1.7121236,0.0,0.0,1.8038443,0.0,0.0,1.3206294,2.4370618,0.0,1.0837853,1.9634926,0.0,0.0,0.0,0.0,0.0,1.8075043,2.0419576,0.0,2.4468822,0.0,0.0,0.0,2.255107,0.0,2.266362,0.0,1.7084662,0.0,1.6578611,0.0,0.0,0.0,0.0,2.1724784,0.0,2.275237,0.0,0.0,0.0,1.5892894,0.0,0.0,0.0,0.0,0.0,2.0515556,1.727937,2.2247562,0.0,2.1306381,0.0,2.5835166,0.0,0.0,0.0,0.0,2.290197,1.8798007,0.0,0.0,0.0,1.2719929,0.0,0.0
SUSD1,0.0,0.0,0.0,1.2149805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0262316,0.71498054,0.0,0.7533247,0.0,0.0,0.6862682,0.0,0.0,0.7345147,0.0,0.0,0.0,0.0,0.5579948,1.0607052,0.0,0.0,0.0,0.0,2.1387525,0.6026031,0.0,0.0,1.2011633,0.6933092,0.0,0.0,0.0,0.0,0.0,0.5429309,0.7628473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5647415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0839078,0.0
CCNL1,0.0,0.6368036,0.6747987,0.94784844,1.250252,0.6586041,1.4324905,0.9747851,1.3094141,0.61238414,0.48459473,1.1339283,0.0,0.7778587,1.090439,1.2363101,0.8662954,0.0,0.59604776,0.885836,0.0,0.0,1.1276188,0.0,1.7040571,0.0,1.3464215,0.0,0.0,0.72418845,0.7345147,0.0,1.1535488,1.2370607,2.9606664,1.8294019,1.5637739,0.5986567,0.0,1.3930728,0.0,0.0,0.6026031,0.0,1.3987949,1.2011633,0.6933092,0.0,1.2153075,0.66952884,1.4716747,0.62676203,0.5429309,0.0,1.2723963,1.0570387,1.5893781,0.0,0.0,0.98418474,0.8401978,0.0,1.1149372,1.0103861,1.141583,0.0,0.0,0.0,0.6282754,0.0,0.71153146,1.7914896,0.0,0.76084405,1.6936182,1.2556093,0.0,1.217206,1.9269644,1.7018042
PUM1,0.5482815,0.0,1.196026,1.4255883,0.6045387,0.0,0.7100956,0.9747851,0.0,0.0,0.809611,0.5321646,0.77519345,1.5108142,0.68702346,0.47668228,0.0,0.0,0.59604776,1.3480788,1.2508446,0.0,0.0,0.0,0.0,0.0,1.3464215,0.6862682,0.0,0.0,0.7345147,0.0,1.1535488,0.0,0.0,0.91402054,1.5637739,0.5986567,0.6440487,0.92171717,0.56079584,0.0,0.9759685,1.2651442,0.0,0.0,1.3865373,0.0,0.0,0.0,0.0,0.0,0.89285314,1.1905065,0.0,1.0570387,0.74881166,0.9110732,0.7996926,0.7500409,0.50586087,0.0,0.0,0.0,0.7255471,0.0,0.0,1.4464664,0.0,0.61072165,0.71153146,0.69298524,0.0,0.0,0.9081409,0.0,0.0,1.5187702,0.0,0.0
BEX1,1.6829972,0.0,1.0740721,0.94784844,1.6393924,0.0,0.0,0.0,0.8552667,1.4768884,0.0,1.7780486,0.0,1.5108142,1.7815324,0.0,0.0,0.0,0.0,0.0,0.0,1.0262316,1.4188682,1.6383883,1.1780703,0.0,0.88452065,1.3759581,1.016558,0.72418845,1.6748286,1.1556376,1.4478905,1.7734159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4603512,0.0,1.9601839,0.7710295,0.6933092,0.0,0.0,0.66952884,0.0,0.0,0.0,2.3179648,0.8262338,0.0,0.0,0.55589175,0.7996926,0.44375157,1.0903239,2.0086222,0.0,0.0,1.141583,2.586495,0.0,0.0,1.0111464,1.2599598,0.0,0.0,0.0,2.3145783,1.3760966,0.0,0.0,1.217206,0.0,0.91413265
AGGF1,0.0,0.0,0.0,0.94784844,0.0,0.0,1.1872158,0.0,0.0,0.0,1.0545039,0.0,0.0,0.0,1.7815324,0.0,0.0,1.2553201,1.2368643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63224626,0.72418845,0.0,0.7362181,0.0,0.79873866,0.0,0.5579948,0.0,0.0,0.6440487,1.7121406,0.0,0.0,0.6026031,1.2651442,1.6227664,1.5009552,1.3865373,0.0,0.78192025,0.66952884,1.4716747,0.0,0.0,0.0,0.0,1.0570387,0.0,1.1726323,0.4777414,0.7500409,0.0,0.5405813,0.0,0.0,1.141583,0.0,1.5675664,0.0,0.0,0.0,0.0,0.0,1.7816812,0.0,0.0,0.0,0.0,0.78338474,0.0,0.0
PAX6,0.0,0.0,0.0,0.0,2.1369634,0.0,0.0,0.0,0.0,0.0,0.809611,0.0,0.77519345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2508446,0.0,0.0,0.0,0.0,1.3024253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0607052,1.2409848,0.0,1.3930728,0.0,0.0,0.0,0.6140325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2723963,0.0,0.44291687,0.55589175,0.0,1.1736006,0.0,0.0,0.0,0.0,0.0,1.240293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9844357,0.0,0.0,0.0,1.3835961
PLAC8,0.0,0.6368036,0.0,0.94784844,0.6045387,1.0522845,0.6477192,0.9747851,0.8552667,0.0,0.0,0.5321646,0.0,1.5108142,2.0687003,1.539944,0.0,0.0,0.0,0.0,0.0,0.0,0.71498054,0.0,1.475255,1.3024253,0.0,0.6862682,0.0,0.0,1.6748286,0.7362181,0.0,0.0,0.0,0.0,2.1463556,0.0,0.6440487,0.92171717,0.0,1.5569693,1.2472059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7610343,0.5429309,0.0,0.8262338,0.0,0.0,0.0,0.4777414,1.1737733,1.4567674,0.0,0.0,0.0,0.7255471,0.0,0.5647415,0.0,1.0111464,1.2599598,0.0,0.69298524,2.129392,1.1878933,0.0,0.81314474,0.9617258,0.0,2.5445313,0.0
ZNF512B,0.0,0.0,0.0,0.0,0.0,1.3340217,0.0,0.0,0.0,0.0,0.0,0.0,0.77519345,0.0,0.0,0.47668228,0.0,0.0,0.0,0.885836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6862682,0.0,0.0,0.0,1.4502245,0.0,0.0,0.0,0.91402054,0.0,0.0,0.0,0.0,0.56079584,0.0,0.6026031,0.6140325,0.0,0.0,0.0,0.0,0.0,0.66952884,0.0,0.0,0.0,0.0,0.0,0.0,0.44291687,0.0,0.0,0.0,0.0,0.5405813,0.0,2.077771,1.141583,0.0,0.0,0.0,0.6282754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61238414,0.0,0.5321646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.475255,0.0,1.3464215,0.6862682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56079584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62676203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.141583,0.0,0.0,0.0,0.0,1.8001509,1.4137456,0.69298524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR2C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4319052,0.0,0.59157443,0.5501591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8680619,1.5759346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7738944,0.0,0.0,0.0,0.6129594,0.0,0.0,0.0,1.9374349,1.0846213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6337859,0.0,0.0,0.0,0.0,0.81151706,0.0,0.0,0.0,0.0,0.0,1.1230503,0.0,0.9576038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPB8,0.0,0.0,0.0,0.0,0.6045387,0.0,0.37541023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8662954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3834559,0.0,0.0,1.3117119,0.0,0.0,0.0,0.0,0.0,0.0,0.7710295,0.0,0.0,0.0,0.0,0.9851683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.128058,0.0,0.0,0.0,0.0,0.0
FAM120A,0.90038645,0.0,0.0,0.0,0.0,0.0,0.86152416,0.9747851,0.0,0.0,0.48459473,0.0,0.77519345,0.0,0.0,1.2363101,0.0,0.8129196,0.0,0.885836,0.0,0.0,0.71498054,0.8680619,0.0,1.5197194,0.0,0.0,0.63224626,0.0,0.0,0.0,1.1535488,0.79873866,1.8296441,0.0,0.0,0.970531,0.0,1.3930728,0.0,0.0,0.9759685,0.0,0.0,0.7710295,0.0,1.0846213,0.0,1.3506544,0.9851683,0.0,0.0,0.7628473,0.0,1.0570387,0.74881166,1.3797681,1.6652508,0.7500409,0.0,0.0,0.7054158,0.0,0.7255471,0.0,0.0,0.0,0.0,0.0,1.1230503,0.69298524,0.80422264,0.0,0.0,0.0,0.0,0.0,1.0839078,0.0
LIME1,0.5482815,0.0,0.6747987,1.4255883,0.0,1.3340217,1.9347986,1.7836925,1.3094141,1.0040655,0.0,1.1339283,2.5423985,2.6351113,2.5536146,0.0,0.0,1.2553201,1.2368643,0.885836,0.0,1.3044863,0.71498054,0.0,0.0,0.63802314,0.88452065,1.5984087,0.63224626,1.6586517,0.0,3.6044717,0.0,0.0,1.8296441,0.5579948,2.0293877,0.5986567,2.2123947,0.92171717,1.3883586,0.0,1.7852732,0.99167126,1.3987949,1.512288,1.3865373,1.0846213,0.78192025,2.5947409,0.0,0.0,2.105406,0.0,0.0,1.5593381,0.98272574,0.0,2.5243213,1.1737733,0.50586087,2.579389,0.9309951,0.0,1.141583,0.80124485,0.0,0.96471465,2.5150218,0.0,0.71153146,3.3318923,1.5485992,1.7453523,0.0,0.0,0.0,0.78338474,0.0,1.3835961
LGALS3,1.1602814,3.3535216,1.5799166,2.3495557,3.0800822,0.0,1.0375712,1.4588928,1.6205765,3.0170515,3.04226,3.5270321,0.77519345,1.210038,2.5536146,1.8712627,2.9399605,1.7947421,2.5184255,1.902114,3.1544282,3.2257385,1.9830519,3.0131817,3.5473592,2.837278,3.3327274,2.4722588,1.016558,1.9985482,3.3740394,1.4502245,0.0,3.2369008,1.2853225,0.0,0.0,3.0676723,1.9918694,2.450593,1.3883586,2.6465628,2.0301127,2.0519347,1.1097316,1.2011633,2.079725,2.3787677,1.9356183,2.037736,0.9851683,3.268606,1.3569106,2.3179648,3.882261,2.0245135,3.6168673,4.077412,1.2382913,1.6006316,3.2069187,2.0086222,2.161616,2.816603,2.2541182,3.5665073,2.313319,1.4464664,1.5035219,2.612009,2.2296777,1.0983963,3.032996,3.3040211,2.9315403,2.694956,2.2061884,2.5563498,2.5445313,2.8588076
MRPS36,0.0,0.0,0.0,0.0,0.45718718,0.0,0.0,0.0,0.0,0.0,2.5033443,1.1500748,0.0,0.0,0.0,2.1197026,0.0,0.0,0.0,0.0,0.0,0.46765497,0.52791977,0.0,0.0,0.0,0.0,0.83971626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6632712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86677444,0.0,0.0,0.0,0.6495069,0.0,0.0,0.0,0.0,0.82481205,0.0,0.0,0.0,0.0,0.0,0.0
