,9CL_Bc65_Bc01,9CL_Bc65_Bc03,9CL_Bc65_Bc04,9CL_Bc65_Bc05,9CL_Bc65_Bc06,9CL_Bc65_Bc07,9CL_Bc65_Bc08,9CL_Bc65_Bc09,9CL_Bc65_Bc10,9CL_Bc65_Bc11,9CL_Bc65_Bc12,9CL_Bc65_Bc15,9CL_Bc65_Bc16,9CL_Bc65_Bc17,9CL_Bc65_Bc18,9CL_Bc65_Bc19,9CL_Bc65_Bc20,9CL_Bc65_Bc22,9CL_Bc65_Bc23,9CL_Bc65_Bc24,9CL_Bc65_Bc25,9CL_Bc65_Bc26,9CL_Bc65_Bc27,9CL_Bc65_Bc28,9CL_Bc65_Bc29,9CL_Bc65_Bc30,9CL_Bc65_Bc31,9CL_Bc65_Bc32,9CL_Bc66_Bc01,9CL_Bc66_Bc04,9CL_Bc66_Bc05,9CL_Bc66_Bc06,9CL_Bc66_Bc07,9CL_Bc66_Bc08,9CL_Bc66_Bc09,9CL_Bc66_Bc10,9CL_Bc66_Bc11,9CL_Bc66_Bc12,9CL_Bc66_Bc13,9CL_Bc66_Bc14,9CL_Bc66_Bc15,9CL_Bc66_Bc16,9CL_Bc66_Bc17,9CL_Bc66_Bc18,9CL_Bc66_Bc20,9CL_Bc66_Bc22,9CL_Bc66_Bc23,9CL_Bc66_Bc25,9CL_Bc66_Bc26,9CL_Bc66_Bc27,9CL_Bc66_Bc28,9CL_Bc66_Bc29,9CL_Bc66_Bc30,9CL_Bc66_Bc31,9CL_Bc66_Bc32,9CL_Bc67_Bc01,9CL_Bc67_Bc02,9CL_Bc67_Bc03,9CL_Bc67_Bc04,9CL_Bc67_Bc05,9CL_Bc67_Bc06,9CL_Bc67_Bc07,9CL_Bc67_Bc08,9CL_Bc67_Bc09,9CL_Bc67_Bc10,9CL_Bc67_Bc12,9CL_Bc67_Bc13,9CL_Bc67_Bc14,9CL_Bc67_Bc17,9CL_Bc67_Bc18,9CL_Bc67_Bc19,9CL_Bc67_Bc24,9CL_Bc67_Bc25,9CL_Bc67_Bc26,9CL_Bc67_Bc27,9CL_Bc67_Bc28,9CL_Bc67_Bc29,9CL_Bc67_Bc30,9CL_Bc67_Bc31,9CL_Bc67_Bc32
DCBLD2,6.324,0.0,2.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,7.207,8.398,2.0,1.0,1.0,3.0,1.207,0.0,4.0,4.0,9.0,10.249,8.0,1.0,3.188,1.0,5.0,0.0,0.0,5.0,3.0,1.0,2.0,6.0,0.0,0.0,3.0,17.743,2.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.673,0.0,0.0,1.0,0.0,6.0,11.387,0.0,4.0,5.0,5.481,1.0,1.0,0.0,4.642,10.758,1.0,0.0,3.0,6.0,0.0,0.0,7.0,0.0,6.0,3.0,9.013,0.0,3.0
EFNA1,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,2.0,0.0,9.0,2.0,1.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,10.0,4.0,3.0,2.0,10.0,11.0,2.0,0.0,12.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,5.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0
PRPF4,5.0,0.0,5.0,0.0,2.0,1.0,2.0,8.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,4.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,4.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,7.0,2.0,4.0,2.0,3.0,1.0,1.0,6.0,1.0,3.0,6.0,3.0,4.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,9.0,0.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0
TARDBP,4.0,7.0,2.0,4.0,2.0,3.0,3.0,0.0,3.0,3.0,11.0,6.0,0.0,1.0,2.0,9.0,4.0,2.0,2.0,5.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,2.0,9.0,3.0,4.0,0.0,2.0,0.0,1.001,7.0,7.0,3.0,2.0,2.0,6.0,3.0,3.0,5.0,1.0,3.0,1.0,1.0,4.0,7.0,2.0,2.0,7.0,0.0,1.0,5.0,7.0,1.0,2.0,9.0,9.0,4.0,13.0,0.0,1.0,4.0,7.0,0.0,5.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,8.0,8.0,3.0
HPX,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
FILIP1L,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.249,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,5.999,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
FGA,0.0,0.0,2.0,0.0,0.0,4.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,14.0,0.0,8.0,3.0,0.0,1.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
UBD,0.0,2.0,0.0,5.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.983,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.742,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
STAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
DPEP1,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,10.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,11.0,2.0,1.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,8.0,2.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0
TFPI2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
IL11,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.066,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CTSB,10.0,10.0,9.0,23.858,39.0,6.0,28.0,0.0,13.0,13.001,25.804,45.0,17.999,23.0,7.0,42.0,13.0,4.0,30.0,5.0,10.0,13.0,21.0,7.0,75.0,10.0,46.0,20.0,3.0,29.0,20.0,13.0,18.0,19.999,1.0,6.0,3.0,15.0,12.0,9.0,14.0,7.0,23.0,8.0,21.0,6.0,4.0,19.0,6.0,14.0,4.0,48.001,7.0,27.0,41.999,13.0,39.0,107.718,21.001,8.0,14.74,27.999,23.0,16.0,14.0,23.0,12.0,3.0,3.816,26.999,11.0,10.0,17.0,28.0,20.001,12.0,25.999,20.001,34.0,8.0
CHAF1B,2.0,0.0,0.0,4.0,0.0,1.0,2.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.003,6.0
ZNF800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
ORAI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0
HSD17B2,0.0,4.0,2.0,4.0,0.0,0.0,5.0,8.0,1.0,3.0,1.0,0.0,3.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,3.0,5.0,2.0,25.0,2.0,2.0,11.0,3.093,7.0,3.067,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,7.0,0.0,5.0,0.0
KIF14,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.013,1.0,5.0,0.0,0.0,0.0,2.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
G3BP1,6.0,6.0,5.0,11.0,5.0,6.0,10.0,2.0,4.0,5.0,8.0,9.0,6.0,5.0,3.0,9.0,5.0,7.0,1.0,5.0,3.0,7.0,8.0,4.0,7.0,9.0,0.0,6.0,5.0,1.0,6.0,3.0,3.0,12.0,2.0,19.0,14.0,4.0,9.0,4.0,7.0,8.0,9.0,9.0,1.0,4.0,6.0,5.0,6.0,3.0,3.0,6.0,8.0,10.0,4.0,9.0,6.0,10.0,19.0,17.0,10.0,12.0,23.0,3.0,8.0,1.0,2.085,5.0,13.0,6.0,4.0,4.0,8.0,6.0,3.0,5.0,4.0,4.0,6.0,2.0
HNRNPM,22.0,11.0,23.029,16.0,12.0,18.0,32.0,19.0,15.0,9.0,19.0,25.0,2.0,9.717,25.0,42.0,12.0,11.0,18.0,7.0,14.0,18.0,8.0,5.0,4.0,8.0,3.0,14.0,21.0,13.0,10.0,6.0,13.0,18.0,13.0,17.0,24.0,16.0,27.0,5.0,28.0,16.0,18.0,35.0,8.0,13.0,23.0,3.0,13.0,14.0,10.0,12.0,18.0,6.0,3.0,21.0,25.0,21.0,34.0,37.0,27.0,18.0,30.0,5.0,3.0,14.0,18.0,7.0,20.0,19.0,8.0,6.0,5.868,7.0,7.0,12.0,4.0,11.0,19.0,20.0
LIN28B,2.0,3.0,1.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0
UBE2C,3.0,0.0,5.0,0.0,1.0,0.0,18.0,3.0,1.0,2.0,29.0,0.0,3.0,0.0,4.0,61.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,0.0,6.0,0.0,0.0,19.0,0.0,3.0,1.0,0.0,10.0,2.0,0.0,2.0,4.0,5.0,11.0,0.0,5.0,3.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,11.211,2.0,28.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0
IGFBP4,12.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,3.0,3.0,0.0,3.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,6.0,3.0,0.0,3.0,0.0,11.0,1.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0
APOC3,0.0,1.0,2.0,2.0,3.0,2.0,6.0,0.0,0.0,2.0,1.0,2.0,6.0,46.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,19.0,1.0,2.0,1.0,2.0,4.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,3.0,1.0,2.0,9.0,4.0,1.0,7.0,0.0,3.0,9.0,2.0,5.0,6.0,1.0,0.0,8.0,2.0,3.0,1.0,9.0,3.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0
LCP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TXNRD1,3.0,6.0,7.0,3.0,8.0,5.0,13.0,1.0,0.0,5.0,3.0,18.0,1.0,0.0,1.0,2.0,3.0,0.0,4.0,0.0,4.0,18.0,6.0,3.0,0.0,22.0,0.0,7.0,19.0,8.0,7.0,4.0,1.0,10.0,1.0,18.0,4.0,7.0,1.0,12.0,5.0,2.0,5.0,3.0,2.0,2.016,14.0,2.0,4.0,2.0,1.0,7.0,7.0,2.0,4.0,3.0,13.0,5.0,4.0,4.0,8.0,5.0,13.0,4.757,2.0,3.0,4.0,2.0,4.0,5.0,6.0,4.0,1.0,0.0,24.0,12.0,0.0,2.0,8.0,2.0
ZUP1,0.0,0.0,2.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,4.6,2.0,0.0,11.0,0.0,0.0
FKBP11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
PTTG1,21.0,2.0,10.0,2.0,1.0,9.0,30.0,6.0,12.0,1.0,32.0,3.0,1.0,3.0,7.0,48.0,0.0,4.0,18.0,8.0,2.0,0.0,2.0,1.0,3.0,0.0,3.0,0.0,9.0,12.0,3.0,0.0,9.0,0.0,10.0,27.0,12.0,13.0,22.0,0.0,10.0,16.0,0.0,5.0,5.0,10.0,15.0,0.0,3.0,7.0,0.0,3.0,16.0,0.0,2.0,3.0,1.0,1.0,1.0,6.0,5.0,3.0,36.0,0.0,2.0,7.0,14.0,9.0,1.0,0.0,1.0,17.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,10.0
EIF5,28.0,28.0,24.0,8.0,7.0,12.0,56.0,27.0,4.361,10.0,6.0,17.0,0.0,10.0,6.0,7.0,11.117,5.0,18.04,6.0,3.0,3.0,5.0,3.0,5.0,20.0,13.0,16.0,48.0,10.0,7.0,2.0,7.0,5.0,4.0,44.0,10.0,74.0,2.0,10.0,10.0,7.0,6.0,10.0,15.0,33.0,34.0,2.0,30.0,27.0,7.0,9.637,55.0,9.0,7.0,2.0,12.0,4.0,8.0,13.0,18.0,8.0,18.0,2.0,8.0,9.0,14.0,9.0,7.0,5.0,6.0,2.0,24.0,7.0,33.0,9.0,7.0,4.0,4.0,6.0
PRIM1,4.0,0.0,1.0,3.0,0.0,2.0,7.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,11.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,8.0,5.0,5.0,3.0,0.0,9.0,6.0,1.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,5.0,0.0,4.0,0.0,0.0,3.0,5.0
HLA-DRB1,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UHRF1,0.0,0.0,1.0,2.0,0.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,12.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,7.0
PLK1,13.0,1.0,10.0,0.0,0.0,5.0,15.0,6.0,4.0,0.0,27.0,0.0,0.0,0.0,5.0,38.0,0.0,2.0,1.0,7.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,9.0,5.0,0.0,0.0,3.0,0.0,9.0,8.0,5.0,7.0,3.0,1.0,9.0,8.0,0.0,4.0,4.0,4.0,8.0,0.0,4.0,8.0,0.0,0.0,2.0,0.0,0.0,1.047,0.0,0.0,0.0,6.0,3.0,0.0,35.0,0.0,0.0,1.0,31.0,0.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
COL8A1,0.0,0.0,3.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.511,3.848,4.064,0.0,8.932,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,1.321,0.0,0.0,0.0,1.081,0.0,0.0,0.0,0.0,0.0,0.0
CPEB4,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TK1,12.0,1.0,4.0,4.0,0.0,16.0,25.0,10.0,5.0,7.0,12.0,0.0,3.0,1.0,24.0,8.0,0.0,4.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,10.0,0.0,5.0,13.0,7.0,2.0,10.578,0.0,26.0,1.0,0.0,9.0,12.0,19.0,9.0,0.0,11.0,10.0,1.0,0.0,17.0,0.0,0.0,2.0,2.0,0.0,14.0,12.0,10.0,0.0,16.0,1.0,0.0,0.0,9.0,1.0,3.0,0.0,1.0,9.0,1.0,0.0,1.0,4.0,0.0,0.0,16.0,7.0
DGKK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
