,9CL_Bc65_Bc01,9CL_Bc65_Bc03,9CL_Bc65_Bc04,9CL_Bc65_Bc05,9CL_Bc65_Bc06,9CL_Bc65_Bc07,9CL_Bc65_Bc08,9CL_Bc65_Bc09,9CL_Bc65_Bc10,9CL_Bc65_Bc11,9CL_Bc65_Bc12,9CL_Bc65_Bc15,9CL_Bc65_Bc16,9CL_Bc65_Bc17,9CL_Bc65_Bc18,9CL_Bc65_Bc19,9CL_Bc65_Bc20,9CL_Bc65_Bc22,9CL_Bc65_Bc23,9CL_Bc65_Bc24,9CL_Bc65_Bc25,9CL_Bc65_Bc26,9CL_Bc65_Bc27,9CL_Bc65_Bc28,9CL_Bc65_Bc29,9CL_Bc65_Bc30,9CL_Bc65_Bc31,9CL_Bc65_Bc32,9CL_Bc66_Bc01,9CL_Bc66_Bc04,9CL_Bc66_Bc05,9CL_Bc66_Bc06,9CL_Bc66_Bc07,9CL_Bc66_Bc08,9CL_Bc66_Bc09,9CL_Bc66_Bc10,9CL_Bc66_Bc11,9CL_Bc66_Bc12,9CL_Bc66_Bc13,9CL_Bc66_Bc14,9CL_Bc66_Bc15,9CL_Bc66_Bc16,9CL_Bc66_Bc17,9CL_Bc66_Bc18,9CL_Bc66_Bc20,9CL_Bc66_Bc22,9CL_Bc66_Bc23,9CL_Bc66_Bc25,9CL_Bc66_Bc26,9CL_Bc66_Bc27,9CL_Bc66_Bc28,9CL_Bc66_Bc29,9CL_Bc66_Bc30,9CL_Bc66_Bc31,9CL_Bc66_Bc32,9CL_Bc67_Bc01,9CL_Bc67_Bc02,9CL_Bc67_Bc03,9CL_Bc67_Bc04,9CL_Bc67_Bc05,9CL_Bc67_Bc06,9CL_Bc67_Bc07,9CL_Bc67_Bc08,9CL_Bc67_Bc09,9CL_Bc67_Bc10,9CL_Bc67_Bc12,9CL_Bc67_Bc13,9CL_Bc67_Bc14,9CL_Bc67_Bc17,9CL_Bc67_Bc18,9CL_Bc67_Bc19,9CL_Bc67_Bc24,9CL_Bc67_Bc25,9CL_Bc67_Bc26,9CL_Bc67_Bc27,9CL_Bc67_Bc28,9CL_Bc67_Bc29,9CL_Bc67_Bc30,9CL_Bc67_Bc31,9CL_Bc67_Bc32
LDLRAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C3,1.0,5.667,2.0,6.0,2.0,3.0,7.306,0.0,0.0,1.0,0.0,9.0,4.0,25.011,3.0,18.0,1.0,1.0,8.0,5.0,4.0,0.0,1.0,1.0,4.0,0.0,0.0,6.0,1.0,4.0,5.0,18.999,9.0,4.0,1.0,0.0,3.0,2.0,16.0,5.0,13.0,10.0,6.0,0.0,5.0,1.0,1.0,7.0,4.0,17.0,0.0,7.0,8.0,11.0,4.0,20.0,12.0,6.0,3.0,2.0,13.0,4.0,24.0,1.0,14.0,2.0,1.0,0.0,9.0,7.0,0.0,5.0,3.0,3.0,3.0,2.0,6.0,1.0,9.0,0.0
GPR89B,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPP21,0.0,0.0,3.163,6.5,0.0,0.8,0.0,0.0,0.0,0.6,1.71,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.033,0.5,2.0,2.105,0.0,0.167,1.333,0.0,0.0,2.948,0.0,0.0,0.333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.663,4.384,0.0,0.0,0.0,0.0,0.0,0.0,0.833,0.167,0.0,3.5,2.5,0.0,0.667,0.2,1.667,0.0,0.0,0.0,0.0,0.704
ICAM1,1.0,1.0,1.0,19.0,1.0,6.0,3.0,0.0,2.485,4.0,0.0,5.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,10.0,3.0,3.0,15.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,8.0,0.0,13.0,3.0,8.0,0.0,0.0,4.0,0.0,9.0,15.0,1.0,2.0,7.0,0.0,3.0,7.0,0.0,1.0,1.0,8.0,5.0,2.0,2.0,2.0,0.0,2.0,0.0,2.047,1.0,12.0
KSR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GTF2F1,3.0,7.0,3.0,2.0,3.0,2.0,6.0,1.0,2.0,2.0,1.0,7.0,0.0,1.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,4.0,5.0,2.0,5.0,2.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,5.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,5.0,2.0,9.0,6.0,3.0,6.0,4.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0
SMN1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.333,0.0,0.566,0.0,1.5,0.0,1.0,2.5,1.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,1.5,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0
SERPINA5,1.0,1.084,4.0,6.0,8.0,2.0,10.0,0.0,4.0,10.0,4.0,4.0,2.0,16.0,3.0,19.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,4.0,13.0,2.0,2.0,4.0,0.0,0.0,1.0,21.0,19.0,11.0,2.0,0.0,5.0,2.0,11.0,1.0,14.0,9.0,16.0,5.0,7.0,0.0,2.0,0.0,1.0,15.0,1.0,15.0,0.0,14.0,9.0,17.0,0.0,1.0,15.0,2.0,7.0,17.045,12.007,5.0,2.0,2.0,0.0,4.0,17.0,7.0,5.0,9.0,1.0,0.0,3.0,0.0,9.0,0.0,5.0,0.0
PLA2G2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,1.0,2.0,169.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BCAT2,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSANTD4,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
RPRD1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,9.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0
GARNL3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
DHFR,0.0,0.0,1.0,3.0,0.0,5.0,4.0,1.0,1.0,8.0,1.0,0.0,1.0,0.0,8.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,8.0,7.0,1.0,0.0,1.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,3.0,1.0,11.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0
SMIM4,2.0,1.0,0.0,8.0,7.0,3.0,2.0,0.0,4.0,0.0,9.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,2.0,0.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,1.992,2.0,6.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,5.0,4.0,1.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,2.0,2.0,34.0,1.0,8.0,0.0,5.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,2.0
IL18,2.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.429,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
H2AC20,4.0,0.0,0.0,0.0,0.0,3.0,2.168,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.154,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AKR1C1,9.368,174.511,47.838,91.042,66.586,43.624,137.212,12.0,3.0,162.051,89.613,409.916,46.449,39.422,82.464,4.0,62.27,13.0,8.0,6.0,100.378,302.275,12.798,67.435,30.913,395.399,36.193,182.705,152.185,18.0,78.884,85.914,20.187,8.0,52.711,150.408,159.244,69.0,138.017,214.849,34.623,28.21,114.624,148.791,52.472,126.375,80.072,2.0,58.99,77.433,1.0,9.944,46.2,15.111,65.247,47.773,362.818,40.12,24.0,6.457,131.368,96.561,41.681,25.577,89.157,44.904,61.786,13.0,88.154,38.0,39.527,49.236,14.462,25.672,89.796,58.394,41.659,36.0,20.949,16.737
FIZ1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
SRXN1,2.0,3.0,1.0,1.0,9.0,4.0,2.0,1.0,0.0,10.798,1.0,11.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.606,8.0,0.0,14.0,3.358,1.0,7.0,7.0,0.0,5.0,0.0,6.0,0.0,2.0,3.0,4.0,6.0,1.0,4.0,2.233,1.0,3.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,3.0,6.0,2.0,8.0,1.0,7.0,4.0,5.0,1.0,2.0,0.0,0.0,3.0,1.0,5.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0
ESRP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
OSGIN1,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,4.0,5.0,1.0,0.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.522,4.0,5.0,1.0,3.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
DDX39B,0.0,5.14,0.0,0.0,0.0,10.994,17.664,0.0,0.0,15.969,23.3,0.0,0.0,1.631,13.216,12.969,0.0,0.0,0.0,5.967,7.968,0.0,0.0,0.0,6.0,4.966,6.898,0.0,0.125,6.968,0.0,0.0,3.0,10.969,0.0,0.0,0.0,0.971,13.438,0.0,11.299,0.286,9.0,12.969,0.335,1.0,0.0,0.0,4.14,0.0,7.0,0.0,0.0,0.25,4.966,0.535,0.0,7.968,0.144,0.0,0.0,0.0,0.0,5.994,2.0,15.969,12.184,0.571,0.0,0.269,3.0,0.144,0.0,0.0,9.179,3.985,0.0,0.0,17.234,0.125
INIP,1.0,1.0,1.0,0.0,0.0,3.0,4.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,2.0,5.0,0.0,7.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,1.0,5.0,0.0,7.0,1.0,5.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,6.0,2.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,5.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
CDC40,1.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0
FXR1,4.0,3.0,6.0,4.0,1.0,1.0,7.0,2.0,0.0,5.0,10.0,5.0,5.0,3.0,1.0,7.0,1.0,2.0,1.0,0.0,4.0,1.0,2.0,0.0,1.0,2.0,7.0,4.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,8.885,0.0,2.0,4.0,2.0,4.0,1.0,1.0,2.062,3.0,7.0,9.0,0.0,3.0,2.0,0.0,4.0,0.0,4.0,2.0,1.0,4.0,1.0,11.0,4.0,5.0,3.0,5.0,0.0,6.0,1.0,8.0,2.0,4.0,6.0,7.999,5.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,3.0
DUSP6,0.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,2.0,6.0,1.0,2.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,17.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,6.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,6.0,1.0,6.0,2.0,0.0,10.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,2.0,1.0,0.0
SAMD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0
DDX6,1.0,3.0,1.0,0.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,0.0,0.0,2.0,4.0,1.0,1.0,10.0,1.0,1.0,4.0,5.0,2.0,1.0,6.0,5.0,0.0,1.0,4.0,0.0,0.0,4.0,3.0,4.0,9.0,0.0,1.0,1.0,3.0,8.0,2.0,2.0,4.0,5.0,7.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,3.0
RBM15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.382,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SERPINF2,0.0,3.333,1.5,3.579,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,19.0,4.606,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,1.0,3.0,1.0,0.5,14.197,10.0,2.0,0.0,2.0,2.0,0.0,5.0,2.0,5.215,1.0,6.0,3.0,4.0,1.0,5.0,3.0,1.0,3.0,0.0,1.0,1.0,18.0,16.0,16.0,2.0,0.0,12.0,0.0,1.0,6.0,3.0,0.0,9.0,3.0,0.0,0.0,11.0,1.0,0.0,7.0,4.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0
TAF8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
ACTB,225.0,143.899,302.996,281.0,107.0,145.997,252.503,31.0,56.0,94.0,277.367,182.0,125.804,106.0,200.811,251.0,85.0,112.0,186.104,127.0,129.0,179.989,210.586,85.584,99.0,60.0,97.0,130.0,98.564,192.608,110.0,151.0,124.0,98.678,52.0,200.0,125.0,336.0,116.0,40.0,114.88,99.999,136.981,212.955,122.0,70.296,75.0,89.0,120.0,177.0,176.904,227.0,67.041,68.0,70.0,169.223,247.0,289.317,296.0,257.0,186.674,138.0,259.0,101.0,163.865,224.0,270.0,133.0,167.0,212.968,126.0,159.0,51.792,240.0,60.0,84.0,46.9,143.0,138.0,162.795
HMOX1,0.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,1.0,12.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,13.0,0.0,0.0,1.0,2.0,2.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
C7orf31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
SHROOM1,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TAF15,5.664,2.5,0.5,13.0,3.5,1.0,0.0,2.0,3.0,1.0,2.5,1.5,12.0,4.5,21.0,8.0,2.5,6.5,4.5,3.5,4.0,1.5,1.0,9.5,9.0,1.5,2.0,3.002,2.5,3.5,4.5,3.0,6.0,0.5,0.0,0.5,6.0,2.0,1.5,1.5,7.952,1.0,3.5,4.5,8.817,3.0,3.0,1.5,0.5,3.5,1.0,3.5,6.5,1.0,0.5,0.0,5.0,5.0,3.0,7.5,7.0,1.0,12.5,2.0,1.0,8.0,3.0,2.0,14.0,4.5,2.5,3.5,5.5,8.5,0.5,0.5,2.5,0.0,7.5,4.0
KRT19,65.0,94.0,18.0,61.0,9.0,12.0,36.0,17.0,9.0,25.0,9.0,90.0,0.0,10.0,47.0,16.0,30.0,26.0,9.0,41.0,29.0,68.0,19.0,15.0,39.0,67.0,73.0,0.0,31.0,16.0,35.0,23.0,11.0,5.0,6.0,2.0,5.0,114.0,31.0,17.0,11.0,2.0,29.0,204.0,5.0,20.0,25.0,13.0,20.0,19.0,59.0,87.0,87.0,0.0,2.0,50.0,5.0,355.998,21.0,114.428,29.0,10.0,49.139,7.0,30.0,21.0,47.0,10.0,3.0,49.0,39.0,13.0,17.984,33.0,3.0,54.0,32.0,130.0,1.0,57.0
