,live_1,live_2,live_3,live_4,live_5,live_6,live_7,live_8,live_9,live_10,live_11,live_12,live_13,live_14,live_15,live_16,live_17,live_18,live_19,live_20,live_21,live_22,live_23,live_24,live_25,live_26,live_27,live_28,live_29,live_30,live_31,live_32,live_33,live_34,live_35,live_36,live_37,live_38,live_39,live_40,live_41,live_42,live_43,live_44,live_45,live_46,live_47,live_48,live_49,live_50,live_51,live_52,live_53,live_54,live_55,live_56,live_57,live_58,live_59,live_60,live_61,live_62,live_63,live_64,live_65,live_67,live_68,live_69
PRPF4,15.015987,46.63196,42.269455,47.696526,31.379501,8.766254,8.39934,16.448427,59.978123,20.883488,21.11533,43.873753,11.069687,24.025087,59.684364,4.348769,11.594789,34.89853,28.189419,44.275547,18.57818,9.586572,78.429504,19.255566,0.27494603,29.870237,17.970703,43.36556,16.848036,17.652922,16.686928,24.592974,10.924887,23.509361,9.939027,4.011537,28.841185,22.049433,14.928094,24.201805,30.640322,42.538486,30.934418,41.051636,41.022278,16.731766,49.004707,9.429673,12.750401,0.24783146,37.574757,20.551254,21.073444,55.34125,16.075169,73.822296,33.309452,14.96997,27.454824,13.998148,32.34139,36.084152,25.78559,30.06563,29.445986,40.26745,35.982597,1.9052752
TARDBP,80.63395,50.41414,93.28449,95.32534,100.70094,66.84971,34.387733,22.67968,64.59722,76.14629,103.6389,55.490227,49.399082,79.09091,64.804115,46.99713,31.833801,64.52131,77.79239,60.746635,55.503834,51.64262,114.89036,96.19698,12.574657,64.07084,70.18699,63.217392,56.264847,45.735104,48.689972,21.707638,98.43461,72.161354,73.24243,11.560487,55.592667,70.77174,38.59679,42.091724,44.309975,23.168081,76.64932,102.058334,88.866844,63.638416,84.42939,46.1962,54.286842,22.079004,77.52893,77.679276,58.830654,69.85751,12.074045,83.67598,78.09682,55.04254,54.42096,85.10852,70.45155,87.28583,74.129906,43.685787,86.42467,71.51013,73.52989,28.713985
TMEM164,23.56496,4.1857834,13.33523,15.0196085,10.033569,21.357132,10.881002,25.362263,4.935997,8.6309595,12.6025915,3.5811827,14.25929,1.2886362,0.5237021,5.926454,0.0,7.8095574,2.8582802,8.746785,6.189387,29.780174,1.2774532,28.642456,3.1705618,15.354009,8.495556,1.0900946,2.799424,22.425499,7.242876,1.7964584,38.53631,8.477819,17.512726,12.402036,2.2802994,0.5113286,0.90925217,92.52599,2.2453039,34.385338,8.58778,3.2910316,21.29504,8.738821,18.119207,15.781978,27.352295,0.0,9.787379,6.002211,21.51529,10.671053,100.89469,31.217714,5.441352,34.85535,19.263237,2.0527096,4.1889815,4.0187716,21.019644,28.659595,17.039047,0.0,1.590639,0.2926336
ISG15,40.825848,49.901783,24.852842,83.85743,70.11433,6.8380313,25.018541,0.0,41.25349,28.755438,142.46028,129.22108,147.99292,64.6528,63.96051,27.138206,116.06864,166.65678,14.375445,63.14475,359.61734,270.47302,185.86198,95.86562,54.02266,107.55815,17.096745,95.53216,125.95465,24.66568,67.18049,92.617836,59.111557,93.84015,0.0,22.317137,40.31696,32.991863,67.372375,0.0,153.86386,27.578085,251.9712,39.520893,109.844315,82.726265,29.571712,45.894096,41.671345,0.0,23.326757,22.162506,25.699242,46.107956,27.393623,24.380487,53.514977,35.22067,10.670952,46.16335,45.819412,77.013664,117.07406,20.119028,24.14426,66.61275,0.0,88.43569
BMP5,0.101551935,1.2643471,0.0,0.0,0.0,9.374853,0.0,0.054819975,0.0,0.0,0.4280496,0.0,0.0,0.043410197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11682385,0.0,0.4161052,0.0,0.0,0.0,0.1517481,0.0,0.0,0.0,0.0,2.345514,0.0,0.0,0.064953126,0.04386535,0.06094282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09826472,0.0,2.7899256,0.0,0.0,0.0,0.0,0.0,0.52491605,0.0,0.0,0.16564523,0.0,0.057546258,0.0,0.061920904,0.0,29.685755,0.061656866,0.0,0.0,0.10738881,0.0
ULBP2,8.358677,11.690288,2.4140155,0.0,4.600793,13.227617,4.314618,0.0,5.4601536,0.0,12.724363,7.4304404,17.7675,0.0,2.8368137,0.50040454,19.113499,7.3800673,0.0,15.471902,1.8512267,0.92222625,140.01068,0.0,2.7887137,12.638684,2.5156422,4.5496464,4.4660773,0.0,5.367481,1.0067494,0.0,0.0,4.040354,0.0,5.9203043,0.0,13.47382,0.0,7.185605,0.0,0.0,0.0,5.128872,0.38966408,6.8234606,7.1066527,0.0,13.8023205,6.8613477,0.0,17.057863,1.7423126,0.0,7.6320944,4.694471,5.0763197,4.708156,12.79632,5.490092,10.839685,10.76354,10.125058,6.353017,0.0,0.0,0.7087149
TNFRSF21,3.3489034,8.180915,10.994555,5.239835,8.477655,12.7993965,8.995039,6.431421,41.61502,8.179186,12.042285,3.9938838,3.253505,3.0794518,14.663971,13.7695875,4.868555,4.317559,6.902086,14.701731,6.201882,17.94717,14.154246,3.5821235,0.3186822,2.8959067,20.224558,0.12071559,5.0709777,11.118209,3.2039118,0.0,7.8471246,7.337469,7.8778906,0.0,12.421898,0.0,9.971363,10.829102,92.369026,5.584268,3.872737,6.71947,0.0,2.6943727,0.0,4.745649,0.0,28.216402,20.625542,20.851288,0.0,9.079156,2.9777064,0.0,8.052028,0.2715472,30.478912,38.020897,0.9396325,4.5467196,0.0,2.1859543,2.014036,0.0,3.84126,0.36792862
SGO1,26.733843,23.972906,20.098446,42.811104,43.272755,1.0369757,11.14101,0.53712696,34.61253,13.323336,42.42316,18.650276,0.76260597,51.40866,47.515923,0.29082817,20.843056,8.967536,59.609592,31.161572,28.863844,0.0,28.79515,57.404057,7.831968,15.846952,47.38907,18.36864,5.2004547,0.54644895,21.837969,13.847846,64.59238,0.39102793,29.145077,4.1779575,0.0,7.0527887,23.410425,6.3503375,0.19339316,0.0,31.85876,0.42685068,17.782122,39.81099,25.641272,12.658433,4.678857,0.32437187,0.2217489,15.15187,27.4802,28.219683,0.0,17.881502,42.01884,24.48419,25.687614,60.94326,29.480827,65.96742,42.989418,15.648691,19.577028,112.95054,18.394094,1.9939407
TFPI2,2.243334,8.867448,4.738593,4.4527574,2.8571615,3.028347,1.2827674,3.6458974,0.5703324,3.1496239,6.59118,11.405053,6.293703,11.3382,0.28937986,0.69535595,3.0158112,6.467425,12.375539,111.56388,0.7510846,0.0,15.17179,6.1264267,23.760086,8.411538,9.143305,29.35452,0.0,0.0,9.927026,7.32281,4.1490064,1.834015,5.1521316,3.3427765,5.640362,3.8070574,0.0,12.0953455,3.3908496,16.550665,6.9575973,0.0,12.411655,0.0,4.2429214,0.3968391,0.0,13.838043,0.0,4.998713,37.0862,7.20391,7.2026443,0.0,7.387496,6.9236083,12.744039,2.295932,2.9578612,9.210743,16.925406,7.2560277,3.166919,9.452537,2.979363,7.899288
C1GALT1C1L,0.88722533,0.0,6.159249,0.0,12.3409815,0.0,6.4939504,14.032539,0.0,0.0,0.0,14.639158,1.4020938,7.5670795,3.3452282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.470181,0.0,0.0,8.7966795,0.0,0.0,0.0,17.608566,0.0,0.0,0.0,0.0,13.612214,0.0,43.25243,0.0,16.707882,0.0,0.0,0.0,3.6187048,8.7128,0.0,35.414093,0.0,0.0,0.0,0.0,71.82822,2.4668398,0.0,0.0,0.0,0.0,12.657661,28.43731,0.0,0.0,0.0,0.0,0.90394264
ABCG2,0.0,30.340366,0.0,0.0,0.0,0.0,5.1735926,0.0,1.6112546,0.0,27.042152,1.7826332,0.0,4.519284,8.718509,0.0,32.41395,10.983792,0.0,3.2823815,10.339577,0.0,44.689114,0.0,0.0,2.8357627,11.893318,19.263054,0.116737165,0.0,5.5299797,5.412352,5.1382203,0.21094365,4.867507,0.0,0.0,3.3565526,12.254819,3.484091,2.658963,0.0,1.3734924,0.0,30.09148,0.0,0.0,0.0,0.0,7.7192945,0.0,0.0,0.0,13.460801,0.0,2.7881386,15.149613,3.0782797,15.423542,7.93853,7.818872,0.5078984,7.9435334,0.0,0.0,0.0,0.0,0.21830353
ZNF800,12.239252,12.039527,10.228215,5.432373,3.9042287,5.151817,2.4024196,1.6934701,6.394117,6.5512958,12.905348,9.427992,2.34422,10.2150135,6.0362163,5.466305,4.271866,5.366324,7.5926876,5.679423,8.536163,7.9341893,8.294267,5.581567,10.079062,2.6020446,8.855273,2.2237887,2.6279519,9.989953,8.70815,7.753403,6.3551006,5.981859,13.053077,5.2337294,2.2591722,3.920536,4.506361,4.392183,8.092378,3.0654051,7.0557537,1.9481691,4.4445944,5.349876,7.70149,4.9451747,7.6434526,8.715647,7.629447,1.0638764,8.780928,4.1043315,5.3522744,0.5284023,3.98139,9.251306,9.345123,14.33166,8.099181,6.031629,8.183487,1.2941687,4.5473075,4.5540423,0.8212854,0.04475621
G3BP1,60.17409,101.389656,117.78008,71.25469,93.331924,57.156044,54.548557,59.674534,123.661514,71.47481,76.511604,96.41243,63.694485,85.70143,93.26819,77.437675,41.13198,55.75301,86.15877,106.356575,92.75724,49.6288,86.57644,124.92852,1.8183241,67.79794,112.59405,44.958447,62.657463,54.140106,44.73091,20.157293,140.35205,71.68677,75.46832,21.594397,53.11079,113.94245,60.20604,48.21907,77.879265,34.52679,83.50581,101.73777,101.73719,115.32676,66.71332,35.499344,86.94869,56.575848,156.55568,80.3322,50.374638,96.92959,42.271534,47.695,110.27548,71.8063,70.601906,94.116745,96.34495,86.677155,101.49386,57.828255,84.46822,148.53752,97.14311,34.22037
LINC01213,10.075645,50.0707,6.707815,5.2348332,48.750015,8.4653425,72.376976,17.524296,79.44997,0.0,66.06296,8.409085,42.612316,8.516071,44.41239,16.607288,31.702953,0.0,20.578867,38.015366,15.770498,44.712414,0.0,44.242203,59.783707,19.633753,51.23045,35.28099,24.659752,0.0,7.8547096,0.0,12.196185,19.994213,7.241577,52.514492,11.475907,27.055155,91.28714,23.039343,78.75573,12.894278,16.305363,1.7960724,4.914219,19.775732,20.595423,0.0,8.391615,86.79446,0.0,0.0,12.28219,16.591803,0.0,197.51898,139.9152,26.35171,111.03844,206.14105,53.36608,22.34708,0.0,0.0,42.862553,46.272728,1.5731051,26.089508
GJA1,2.8127642,0.0,0.0,0.0,0.0,0.0,35.17338,0.0,0.0,2.3307755,0.0,0.8168089,0.0,0.0,0.0,0.0,0.50355244,0.0,0.0,0.0,0.0,5.178473,0.0,0.6982426,0.0,0.0,0.0,0.0,0.15247682,0.0,0.0,66.99606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.143763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0395904,0.0,0.0,0.0,0.0,0.0,5.2355466,0.0,0.0,0.0,0.0,3.831675,4.0320454,0.0,0.0,11.064587,0.0,0.0,0.0,0.0,0.28534
MFAP2,9.801772,2.0121887,0.0,9.353226,0.0,0.0,23.7314,10.698002,0.0,4.6549816,4.262457,16.312117,0.0,4.3783574,4.9483867,9.35471,0.0,0.0,0.0,4.525917,5.7529583,0.0,0.0,0.0,0.0,0.0,1.9300301,1.4484352,4.659055,0.0,1.0543543,13.104055,9.026178,0.0,4.186111,0.0,16.82447,0.0,3.7006636,0.7562606,3.8666759,0.0,6.987466,0.0,0.0,0.0,0.0,48.57765,4.6987834,0.0,0.0,40.730915,0.0,0.0,0.0,0.0,0.0,3.2176776,0.0,0.0,4.625247,0.0,3.8905199,0.0,0.61011344,0.0,0.0,0.0
HNRNPM,114.25471,112.40995,126.649315,138.04947,145.53389,90.95448,89.85993,169.12764,131.73453,134.24602,97.69734,217.63843,66.7656,129.12677,133.67012,119.14685,75.694885,116.812904,121.90164,90.309525,93.35216,54.243145,148.6415,113.364746,25.121645,114.82878,147.75598,111.85959,76.01168,10.843655,114.72478,35.742233,192.50998,132.59235,75.00999,81.73445,60.487164,112.96863,113.18333,61.506763,115.7788,122.258385,111.12563,92.74235,112.297966,68.9694,157.62778,222.79932,96.79196,78.279175,86.25043,95.78814,67.57418,139.82146,62.587715,91.274895,95.99897,118.495094,115.34438,112.39654,119.26564,154.9185,96.91574,81.95624,116.64853,86.052956,157.43129,30.23974
PKMYT1,56.024754,57.54904,50.99969,68.460014,70.01788,0.0,11.670835,0.0,32.14092,93.3117,52.632557,104.209404,0.0,131.1474,74.745544,9.503908,88.00767,97.010925,47.50772,127.35412,105.33655,0.7600705,152.5377,53.16799,4.4684277,60.326668,44.893616,73.36392,4.271924,0.0,103.07918,42.947456,46.37414,1.5125638,80.72879,0.0,8.152981,5.5352173,70.61426,0.0,0.0,0.0,60.326153,30.753223,231.9537,69.71552,91.52762,8.858109,112.80217,8.9479065,0.0,4.421241,101.67124,104.61703,0.0,69.09471,73.647316,52.2145,85.38961,13.654243,114.62396,96.704666,146.47166,44.078667,15.069617,11.971557,94.57206,0.46226615
LINC01264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.613952,35.10044,0.0,1.5083705,8.193711,0.0,0.0,0.0,0.0,10.022084,0.0,4.379072,0.0,7.1297693,0.0,0.0,0.0,6.597213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4358883,0.0,0.0,0.0,0.0,0.0,4.5629196,0.0,10.819064,0.0,0.0,0.0,0.0,0.0,3.9712474,3.9659822,0.0,4.977336,5.1685495,0.0,0.0,0.0,0.0,0.0,5.5592504,0.0,0.0,0.0,0.0
NXNL2,9.226999,3.8031075,3.314582,9.930287,3.0749264,21.715122,18.02827,10.104252,1.2521105,0.93114847,3.362481,11.350402,1.842464,1.1365356,5.3332314,21.562672,1.0085094,0.46585405,23.094902,5.8742,4.6993604,0.0,0.0,10.141757,5.2328186,3.904941,14.645527,1.5012586,4.278426,38.095158,16.916946,5.114189,6.026749,33.757812,35.770935,12.895462,13.38923,0.89183897,2.8873627,6.161909,0.30869296,95.29154,8.387974,6.7521386,23.45743,22.140461,6.0683446,18.393608,33.625065,1.1633192,8.071107,1.7529179,7.89171,9.748227,55.073784,7.2368493,2.951049,18.004236,6.5037766,8.042248,0.0,29.622238,3.7364168,3.4089415,0.49630386,49.17368,1.1973729,0.9128527
HCG17,0.8162665,0.0,0.9498728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06856796,0.25304696,0.0,0.0,0.0,0.0,0.0,0.100501865,0.0,0.0,17.664639,0.0,0.23881766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2815093,0.0,0.0,1.0348858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79830164,0.0,0.761999,0.6739595,0.0,0.0,0.0,0.0,3.4808836,0.0,0.0,0.0,0.0,0.0,0.5541661,0.0,0.0,0.0,0.0,0.0
KLK8,1.7496998,0.0,0.0,0.0,0.0,0.0,6.404557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.760787,0.0,6.997277,0.0,0.0,0.0,0.0,9.732832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.782861,0.0,0.0,0.0,5.8321567,2.2412326,0.0,2.2973409,0.0,0.0,0.0,0.0,0.0,2.2408013,0.0,0.0,0.0,3.7087448,0.0,0.0,6.41011,0.0,159.98106,0.0,0.0,0.0,0.0,0.0
TGM2,0.0,11.57293,0.0,26.393047,3.450158,0.0,0.0,2.477971,0.21874335,0.0,0.0,1.1278269,0.0,0.0,2.787789,0.0,0.0,0.6742281,0.0,12.061071,0.0,0.3782955,116.36725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1107492,0.0,9.537656,2.5145395,0.0,0.0,0.0,31.826418,0.0,0.0,9.664875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.626207,0.0,0.0,8.829625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9442117,0.0,61.258213,0.0
UBE2C,98.38124,344.65567,82.10366,366.98157,2207.0315,3.9024746,39.479023,0.0,568.9978,33.88703,1484.328,398.57712,0.0,322.12445,1084.5349,1.9476709,510.13907,289.10016,896.355,301.83713,224.64403,3.0500243,407.58832,1166.467,60.097973,64.87495,1579.515,304.27335,15.390591,0.0,212.86134,59.44204,1829.4935,29.165337,355.7097,0.0,0.0,59.840366,86.48305,0.0,2.7500527,0.0,292.77463,73.70538,272.13986,1007.1107,301.76932,39.316612,436.42133,0.0,0.91604877,41.09658,273.09595,293.7686,0.0,103.04889,1826.2963,88.58839,265.52933,1770.5743,285.0439,235.10704,310.68048,39.15987,56.23372,1568.3301,513.6618,62.823044
BCL6,3.3346715,5.531723,0.0,11.364597,0.14720927,12.105995,5.217974,0.0,7.9943967,0.1802586,6.357413,1.6734674,0.0,0.0,1.4729177,0.0,1.6356624,11.093974,1.7651869,1.1665088,1.1432636,8.10014,3.806822,1.5942191,0.0,0.0,6.7377634,8.745259,0.47076666,0.0,0.0,0.84078926,2.7003498,5.940273,0.0,0.0,5.0089846,3.2578366,0.14449477,0.0,7.9339046,58.559494,0.0,4.727151,2.3375204,1.1964709,1.7841341,4.899493,0.0,2.034075,0.0,0.0,1.1139075,7.724488,0.0,20.71496,2.6333258,7.639768,0.0,11.88926,2.2264135,8.486562,1.8978114,3.7470748,3.017951,0.47173765,2.3568158,0.13242447
EPHA7,3.2383552,0.23059998,0.0,0.0,0.0,0.0,8.644757,0.0,0.0,0.0,3.383091,0.0,0.0,0.0,0.0,26.282154,0.0,8.520772,0.0,0.0,0.0,0.0,0.27825123,0.0,0.0,0.0,3.0410671,0.0,0.20969714,0.0,0.0,0.0,0.0,0.0,1.5001357,0.0,0.38958997,0.0,0.591987,0.0,0.0,7.0107226,0.74807066,12.04979,1.9670609,0.0,0.06650067,6.2992,0.0,38.41614,7.789025,0.17703296,5.144336,1.42095,4.812733,11.332102,0.45169163,3.0027456,0.30455634,2.7371528,0.97614914,0.0,5.0960555,0.32443553,5.0091224,0.0,0.0,0.06529557
DIO2,0.0,2.648385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6741376,0.07052181,0.0,0.0,0.0,0.0,0.0,0.0,0.12668112,0.0,0.077166006,0.874144,0.0,0.0,0.116204776,0.0,0.0,0.0,0.0,0.0,0.0,0.07795517,0.0,0.0,0.0,0.0,0.3219495,0.0,0.0,368.81033,0.0,0.0,0.0,0.0,0.0,0.20766667,0.0,0.0,0.0,0.06337232,0.0,0.06456638,0.0,0.25840768,0.0,0.05288631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087414935,0.0,1.4010841,0.0
SPINK4,0.0,0.0,0.0,0.0,31.195652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.21837,0.0,66.705734,16.753513,0.0,0.0,0.0,24.784666,0.0,0.0,0.0,0.0,0.0,0.0,24.09025,0.0,0.0,0.0,0.0,2.079647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.477207,0.0,0.0,0.0,0.0,15.830753,0.0,0.0,0.0,0.0,15.757118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIP2A-IT1,12.217621,0.0,0.0,0.0,0.0,0.0,0.0,13.528049,12.692224,0.0,0.0,1.9792843,0.0,0.0,0.0,7.8433533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0556514,0.0,2.1664114,0.0,0.0,2.8614984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.742857,0.0,0.0,0.0,1.9199462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6291344,0.0,0.0,0.0
CCNE2,80.716606,56.78698,15.872993,70.66592,12.666567,0.0,23.940138,0.0,20.22477,6.4801345,8.286221,11.332533,0.0,21.430353,7.937243,0.8749492,2.297818,7.3668184,0.0,16.680178,7.3781753,0.0,62.386574,0.0,13.912688,50.480038,5.0220046,36.10924,12.905051,0.0,19.467325,7.296306,3.057542,3.555663,215.43073,0.0,0.0,0.0,46.270985,0.0,0.8360583,0.0,1.9100136,1.3921238,48.90142,4.286411,19.126295,4.87465,37.11788,0.0,12.054982,30.520466,87.62611,28.348742,8.660883,60.0884,9.116567,68.71886,75.00978,19.962774,79.2659,59.92245,41.308468,23.279743,7.732991,0.0,22.384155,2.3900619
PTTG1,219.75845,67.997826,384.05444,87.10516,367.53244,0.0,4.256141,0.0,398.87723,224.15533,249.36674,150.18187,0.0,65.64975,273.1695,242.45882,112.38553,53.965687,259.31686,86.445755,310.39612,0.0,86.03357,686.2454,0.65102506,217.45757,396.17352,30.749973,0.0,0.0,16.632427,27.07315,418.1676,245.39297,23.481369,319.59384,0.0,340.06033,191.79181,26.823221,0.0,3.4110036,547.16626,702.12885,60.943436,274.52805,66.97618,114.97654,129.5596,14.36013,29.689024,8.753137,40.54596,119.04561,0.0,5.2200155,315.43115,27.069946,13.023104,374.7021,41.094837,66.73877,32.189983,0.0,365.766,497.72964,95.86915,15.483232
LINC00659,0.0,0.0,0.0,0.0,2.432578,0.0,34.607006,8.124141,5.440274,0.0,0.0,0.0,5.930515,0.0,0.0,0.0,0.0,3.0770342,0.0,3.0710726,0.0,0.0,0.0,5.1625953,0.0,3.184772,0.0,4.9408445,0.0,0.0,5.7639084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2481384,25.583708,0.0,26.659475,4.8693986,0.0,0.0,1.2994751,0.0,0.0,0.0,0.0,0.0,3.4174192,4.604017,2.2564635,11.598326,0.0,0.0,6.788278,0.0,8.460383,0.0,0.0,13.968658,0.0,0.0,0.0,0.0,0.0
SGK1,10.918726,0.0,6.1533785,0.0,3.1489143,0.0,69.600784,14.586706,0.0,18.273052,0.0,6.8240356,0.0,0.0,0.0,0.0,0.0,0.0,9.528906,0.0,0.0,0.0,0.0,0.0,6.146147,26.31213,0.0,0.0,0.0,13.276228,4.809976,0.0,3.5425472,0.0,0.0,0.0,15.030267,49.338467,0.0,29.73589,0.0,0.0,3.5115697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.532134,0.0,28.234962,16.302723,0.0,19.568487,19.918959,0.0,0.0,0.0,19.190521,5.9768286,0.0,5.829728,0.0,0.0
HLA-DRB1,3.5693822,17.302622,8.466134,178.43362,4.4857244,53.544647,11.165615,0.0,3.6104283,0.0,20.677658,15.006073,16.395597,49.184353,30.452766,36.66797,14.297886,0.0,33.939312,0.0,0.0,1.369997,3.6420822,0.0,40.397026,39.732456,11.042881,99.44768,19.721418,0.0,13.548289,0.0,4.2066817,12.493162,4.322669,52.709213,5.111273,21.316017,37.68968,0.0,19.026648,8.594061,0.0,7.683312,8.462717,77.069916,0.0,0.0,36.32935,43.30854,46.905136,7.2612233,0.7614381,0.0,0.50941783,0.0,56.346195,84.79086,200.18195,125.3554,263.38962,247.9964,80.23732,0.0,0.0,72.93174,17.40312,21.613195
PLK1,9.634003,40.497547,9.71464,45.880444,548.59515,0.29558447,9.043664,0.43508145,442.13165,5.5530763,346.2109,79.11467,4.0123177,45.944862,450.35876,0.0,129.56178,70.97693,211.21219,67.503204,388.0772,0.0,24.55477,610.1317,19.343317,3.9939137,441.3079,106.83509,5.437734,0.0,31.003256,6.695066,814.7063,4.923714,53.955246,86.63246,0.0,7.9327326,21.316158,0.0,0.0,0.0,516.78906,47.140347,25.698605,282.47552,77.02303,0.0,74.5034,0.0,0.0,6.3713136,47.281574,62.65536,0.0,0.0,522.50543,0.0,10.036241,488.8194,37.855797,26.544281,9.084064,10.223554,213.41841,645.0842,58.671246,5.705905
CALB1,0.17828111,0.76885843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.573061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53478557,0.0,0.0,0.0,0.0,1.8735554,0.0,0.0,0.0,4.150065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51858383,0.0,0.36549824,0.0,0.0,0.0,0.0,0.0,1.5507995,0.0,0.0,0.0,0.0,0.0,4.7443967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36190745
CPEB4,1.8147149,0.18598017,0.0,0.0,2.5080893,0.7396941,0.42766082,1.8106626,1.1440564,0.19788174,1.0331172,0.7760546,2.3394763,0.49085605,1.1748086,1.5946994,1.4108868,0.8813276,1.2849092,0.47447,1.5150696,0.0,3.6834512,0.0,0.12630346,1.0569322,0.44589478,0.0,1.3235832,5.790884,0.0,0.0,0.0,1.4057078,0.8078328,0.0,2.7894437,1.4640981,1.2723602,4.298692,3.9631042,0.389176,0.7612706,0.36068857,0.0,0.0,1.111102,0.0,0.0,1.0846921,2.479333,0.0,0.0,0.35535407,3.7972608,2.639987,0.33959234,2.015288,1.6275802,2.0178587,0.9625555,1.6749405,0.0,0.17428675,1.0289624,0.0,1.0634092,0.14548554
CRISPLD2,0.0,4.0505652,9.052689,0.0,11.8376665,9.052858,0.21580267,2.5578814,0.6925725,0.0,19.316021,1.460909,0.0,3.0558383,15.869289,0.1405643,5.647863,3.6287062,0.0,4.4432993,0.49544135,0.1842237,19.665081,0.10503258,0.2567948,0.0,15.789899,2.6338341,5.113914,96.88641,13.718592,0.0,12.179798,0.18475874,6.015828,0.0,14.822231,0.6787125,0.25176144,0.0,14.835676,0.0,4.1578293,9.007264,0.0,0.184847,0.29236954,2.2043805,0.0,4.7915864,0.6234255,0.0,9.243765,3.526583,20.830292,16.309738,7.1119857,5.0166273,0.0,1.6050379,2.528797,3.9536796,0.46033466,1.1650887,0.42890525,0.0,2.1545596,0.095605046
CIART,3.8836942,0.0,4.2254243,2.438794,3.764104,0.0,0.0,19.058117,1.8518376,24.814774,4.6817203,5.759336,0.0,0.0,11.707126,9.501025,0.0,0.0,10.674681,2.1576967,0.0,14.191492,17.516932,8.492406,0.0,1.5758287,10.347134,3.680617,3.4558709,13.560416,0.50275165,0.0,12.223854,16.37199,0.0,0.58113897,11.360931,55.610176,0.0,19.162733,0.0,0.0,3.1541247,5.15674,0.0,22.245972,0.0,34.531563,1.5784065,0.0,8.571213,0.0,0.0,4.012052,8.207612,9.71937,9.79175,7.6706367,0.0,6.0561814,0.0,0.0,0.0,20.815561,0.0,62.532394,11.393841,0.8791528
ENSG00000286691,0.0,1.0847834,1.4546231,0.0,4.5179057,0.0,0.0,0.0,0.0,0.0,1.8981239,0.5318202,0.5770868,0.0,0.47280222,36.114624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5441196,0.0,3.0912547,3.9016473,0.0,0.59338754,0.63621837,0.0,0.0,0.0,0.0,0.0,0.69634897,0.0,0.0,0.0,0.0,6.894029,0.0,0.0,0.0,0.0,0.53395176,5.6983285,0.0,0.0,0.0,0.0,0.0,0.0,0.7868419,0.0,0.0,3.9930797,0.0,0.0,0.0,0.0,0.0,0.64896244,8.085022,0.0,0.0,0.0,0.0
CALCR,11.842124,0.0,0.0,7.2792993,0.0,3.6348457,27.355078,0.26702976,0.0,5.963566,2.0145493,8.113077,3.6347954,0.0,1.4720304,0.0,0.0,0.0,3.450398,18.011623,0.0,0.0,0.0,0.0,0.5420819,2.4579067,1.4048859,8.2597,0.0,36.48974,9.129166,5.918203,22.57569,28.746298,22.17584,0.9334424,3.8343728,4.883829,0.0,80.82899,0.0,0.0,5.0094104,0.0,57.964535,0.0,15.665496,14.946372,0.0,0.0,5.59266,13.9409485,9.263233,0.0,32.30108,6.9008355,0.0,16.461397,18.626356,0.0,2.405859,2.080361,101.307396,0.7489656,0.0,0.0,0.0,1.0014787
