,live_1,live_2,live_3,live_4,live_5,live_6,live_7,live_8,live_9,live_10,live_11,live_12,live_13,live_14,live_15,live_16,live_17,live_18,live_19,live_20,live_21,live_22,live_23,live_24,live_25,live_26,live_27,live_28,live_29,live_30,live_31,live_32,live_33,live_34,live_35,live_36,live_37,live_38,live_39,live_40,live_41,live_42,live_43,live_44,live_45,live_46,live_47,live_48,live_49,live_50,live_51,live_52,live_53,live_54,live_55,live_56,live_57,live_58,live_59,live_60,live_61,live_62,live_63,live_64,live_65,live_67,live_68,live_69
ID3,4.0823717,4.5752,1.8220438,5.0222135,3.9380038,2.6541626,2.3204246,2.978344,5.1243253,3.6339407,4.4243073,3.141854,2.6609106,5.240494,4.5202584,0.0,4.539046,3.5151727,2.1658196,2.7743266,3.4120867,3.8196304,5.078814,2.5450966,2.2146897,2.5349205,3.4818826,1.8458936,3.8187356,3.1687448,2.7893429,2.499593,4.14308,3.1386158,2.2913365,4.7056327,4.5029736,0.0,3.7265034,1.9352314,4.7964945,2.3223953,2.3858726,3.944733,3.3713987,1.0930209,3.0325632,3.8268578,2.105066,3.146511,1.4022169,1.7488316,2.6041436,4.0285296,4.74153,4.351162,3.327027,2.7772796,3.410939,3.7023623,3.5156205,3.1887832,2.412875,4.130233,3.8656046,0.0,4.370916,1.3623651
CCL26,0.0,1.1509874,0.0,0.0,2.4637704,0.0,0.0,0.0,0.0,0.0,2.5387015,2.3897696,0.0,0.0,1.9282966,0.0,1.503312,3.1074,0.0,3.5084105,2.8127072,0.0,2.5488532,0.0,0.0,0.0,1.2783486,2.3122804,0.0,0.0,0.0,0.0,0.0,0.81627643,0.0,0.0,0.0,0.0,0.0,0.0,3.2752538,0.0,0.0,0.0,0.0,0.0,2.176599,0.0,0.0,0.0,0.0,0.0,0.0,2.211939,0.0,0.0,2.5042505,3.513822,0.0,0.0,2.787659,0.0,0.0,0.0,0.0,0.0,0.0,0.8354417
CALM2,6.6450343,6.8883114,6.4620485,7.3484435,7.6613197,6.2943654,6.610734,5.9612365,7.2537184,6.1534433,7.266107,7.312536,7.057746,6.8162527,7.1717772,5.722804,6.6866136,6.9296994,7.203519,7.0167184,7.1194787,5.771929,7.743723,7.497223,4.645074,6.7040863,7.450844,6.557675,5.843851,5.3684616,6.83904,5.2860193,7.7613254,6.324842,7.116745,5.5959954,6.144698,6.049386,5.9766264,5.392025,6.462981,6.618803,7.2872725,6.688602,6.8628526,7.2918887,6.8724227,6.0913143,7.671443,6.388863,6.506018,6.8423705,7.2835503,7.1986947,5.930472,6.438607,7.356647,6.757051,6.9164767,7.2366605,7.3306203,6.8697257,7.2847924,6.2881713,6.1659594,8.2623,6.9790072,6.7225146
TOMM20L,0.0,0.0,0.986707,0.0,0.0,0.0,0.0,2.0898812,1.5937746,0.0,0.0,0.0,0.0,0.0,1.1718813,0.0,0.0,0.0,0.0,1.6265458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5235964,0.0,0.0,0.0,0.0,0.0,1.3625053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7800434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4381506,0.0,0.0,1.9075152,0.0,0.0,0.0,0.0,0.0,0.0,1.0541903,0.0,0.0,0.0
KLK10,1.5441401,0.23029785,0.0,3.443891,0.0,0.0,2.229774,2.022395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1260746,0.0,2.1797154,0.0,0.0,2.534842,0.0,0.13952498,0.0,1.1986316,0.0,0.0,0.0,2.6606374,2.36075,0.67719144,1.8111498,0.0,0.0,0.0,0.0,0.0,1.5480005,0.96454877,0.0,0.24750474,0.0,0.0,0.73955613,2.8454316,0.0,0.0,0.0,0.3456062,0.0,0.98367006,0.0,2.093932,0.0,0.0,0.11200769,2.048907,0.0,0.0,1.6228049,0.0,4.2451167,0.0,0.0,0.0,1.5961946,0.0
TRIM59,2.701884,2.6499412,3.1398115,2.6319976,4.0276966,2.2686062,3.0021858,2.4347842,3.8547306,3.169285,4.466704,2.832117,2.280252,2.7949963,3.7747488,1.4324042,2.6060948,2.367233,3.4843936,2.6940079,2.9643164,1.8669616,2.5473108,4.2352147,2.089169,2.7608795,3.7803469,2.848899,2.5764644,2.6462305,2.6142077,2.0868385,4.220326,2.6909406,2.978965,2.7135165,1.742291,2.6317554,2.6220822,2.7836292,1.6815407,2.7608123,4.0977397,3.1085942,3.0142562,3.4779367,3.4179754,1.5988077,3.0296073,2.5799186,3.0328403,2.8349435,1.700253,2.9545732,2.236017,3.3824165,3.8291378,2.966883,2.6718657,4.091809,1.9162084,3.0204782,2.9140637,2.4856308,4.3543105,5.0764823,2.1559412,1.1226047
CXCL12,5.091671,0.0,3.5136235,3.7066417,3.9714406,3.5880568,3.1119692,4.775607,2.940399,5.8063893,3.746205,0.8727343,2.1352518,2.6272423,2.2255094,4.054929,0.0,2.7183757,3.2248685,3.7796886,1.1850969,2.4779806,0.0,4.785772,1.7029957,2.2324493,4.412213,2.5657113,3.5224872,5.650604,4.123353,2.1730275,3.4590278,4.289934,2.7705996,2.2668843,4.4982343,2.554494,3.9172368,5.7562437,1.5032703,3.830058,4.150306,5.679592,3.49479,2.9649303,3.4910092,5.254179,0.0,0.36219332,2.1047797,0.0,2.2797782,4.284816,5.742112,2.76866,3.105766,3.9204156,4.0147724,0.0,0.0,0.0,3.678833,5.37557,1.8596615,4.2434263,3.1207883,1.4080534
B4GALT4,2.2047157,2.5239837,3.029544,1.6804004,2.9750416,0.0,2.477005,0.8891591,3.704065,1.5386485,3.263229,0.0,2.567302,2.4119303,2.8118894,0.9709674,3.0249505,2.4585707,3.0717256,1.7515548,0.0,2.6855812,4.3321104,2.1155534,3.4463375,3.1493466,2.8751476,3.1702363,1.1467408,0.0,2.774181,2.5183306,2.7208846,1.9650675,2.686444,1.5380886,2.9234369,2.0334904,2.2490723,2.0490808,4.588766,2.6691706,2.0740302,2.2591999,2.3802311,2.425013,2.927021,2.3320715,1.3951273,3.0044284,1.6707184,1.9899373,2.8800557,2.5677645,2.3006432,2.1427324,3.1456258,1.66923,3.5909536,4.460518,2.9374602,4.4281244,2.338783,0.23671474,2.196139,3.1722107,3.0217957,0.6240065
PRC1,3.9090676,4.653953,3.0486417,4.5278234,5.2645946,1.0444466,2.5017066,1.2610787,5.1417594,3.562799,4.9345226,5.0076785,1.7120686,4.5471563,5.336679,1.6785794,4.1135902,4.295929,4.8528438,4.4097457,4.8718596,0.39008027,4.667549,5.4572887,2.9454749,3.9799144,5.325054,3.5910382,2.3688836,3.11021,3.9099557,3.8012178,5.859803,1.9715155,4.6835747,3.045075,1.390104,3.2103264,3.94301,0.5926368,1.784022,2.1258447,5.581309,4.1610274,4.746356,4.9760275,4.637538,2.5399492,5.08615,3.066273,0.0,3.003943,4.6453357,4.356428,2.0232317,2.9830616,5.2440014,4.032719,4.2883806,5.1717343,4.0602674,4.1397243,4.863352,3.202068,5.0185037,5.576497,3.8476255,1.7726961
NKRF,0.6697938,1.277323,0.0,1.0131019,0.6778981,0.0,1.5409825,0.9638843,1.8421223,1.9489443,0.35427618,0.42368132,1.2344226,0.39378065,1.1093006,0.0,1.6617426,0.69682926,0.47583252,0.49684015,0.8897329,0.0,1.618492,0.7335279,1.027664,1.2117007,1.3337418,0.1275845,1.1681552,0.14772436,1.4950036,2.2098947,1.9047533,0.4280603,1.7142931,0.0,0.0,0.9042717,1.3520305,1.7280946,1.1438541,0.85622686,1.2605582,0.93234926,1.40588,1.4642866,0.24778888,0.13084763,1.4403692,0.0,2.1822615,2.3595307,0.7172132,0.41024047,1.1313695,0.55584717,0.5613827,1.824724,0.99947584,0.29788053,0.45256585,0.5345358,0.0,0.6179971,2.0060987,2.6597605,0.0,0.0
LY6E,5.2503247,6.5931196,5.5834737,5.8873534,6.3388896,4.956855,4.2791033,5.648631,6.485138,5.9152374,6.2955356,4.8972397,5.5122986,5.456168,5.7169857,4.714488,4.983587,5.652694,4.5287867,5.363671,5.490688,5.187165,5.9928155,5.4401565,2.676706,5.205748,6.449328,5.405862,4.968874,4.128317,5.523468,3.7991736,5.7089324,4.951386,5.98589,4.601799,5.5218105,4.402036,5.560373,4.8491483,5.3407373,5.764443,4.9033046,5.439919,5.2416596,5.1340065,5.847268,4.617139,4.5680785,5.4073143,4.5188637,4.4408298,4.1754584,6.4450245,5.233087,5.9231415,6.0698886,5.4169717,6.120106,5.975559,6.1231046,5.2742014,6.1060224,4.728446,4.856235,4.896393,5.952819,4.2636747
CDKN3,5.1372643,4.856846,5.440047,4.8375015,6.261205,0.7491988,3.966383,2.926431,6.391616,5.565855,5.6661253,5.5527487,2.4389246,5.5414057,6.16157,5.2022905,5.0335536,5.2666903,6.3188105,5.0746865,6.001575,0.6268644,5.5835238,6.4709654,2.8985417,5.2664948,6.1745014,4.8016,2.6669202,0.0,4.473257,3.1205359,6.492364,4.1176496,5.0315647,6.227454,3.2961535,5.280666,5.6254244,0.0,1.2726109,0.52010286,6.7600737,4.7150126,5.1943545,5.920461,5.186949,4.444414,5.38143,3.0552738,0.0,3.9584036,5.0842314,5.584695,0.0,4.6473126,6.1237874,3.0827847,4.5204754,6.3253303,5.168175,5.296487,5.1246214,3.9502263,6.4303675,6.7922807,5.4056273,2.9342299
NUF2,0.84719366,2.269092,2.0874586,2.9402697,3.9611554,0.0,1.8418896,0.0,3.8089745,0.0,3.8507736,2.9653628,0.0,3.644348,4.0021443,1.7301413,3.235693,2.5397496,4.375022,3.1677208,3.3684943,0.26765165,2.236219,4.4456897,1.1307081,2.7123165,3.9922202,2.9924817,0.6240099,0.0,3.3247209,2.7080634,4.201344,0.0,3.8799806,2.9991786,0.0,1.5992062,2.7766936,0.0,0.0,0.0,4.273695,3.808363,2.7832768,3.6539376,2.8213038,1.386548,3.784411,0.0,0.0,2.616167,3.4688723,2.7088778,0.0,3.0273843,4.186978,2.0850976,2.3397517,4.304755,3.7023158,3.6095178,3.5094893,2.9828644,3.8834662,4.6270666,3.1642642,0.89043236
PCBP2,3.0158663,3.0804014,3.2241359,3.55801,3.0835536,2.362536,3.3691125,2.264038,2.7192943,3.5033426,3.4572203,2.9806013,2.8703523,3.3156846,3.0871143,3.0460286,3.6370864,1.6121722,2.9767864,3.468234,3.0897067,3.08929,3.2018902,3.1268287,3.4248316,2.9875197,3.5427992,3.741077,3.0171714,2.3325367,3.0111008,3.9618568,3.6625023,3.80254,3.2629142,3.5897791,3.3399048,2.5891263,2.8068843,2.8613636,2.6145272,3.1463127,3.3223624,3.6915882,3.7160416,3.127345,2.935249,4.0954657,3.0916846,4.158826,2.4962368,3.392673,3.0980527,3.072592,2.8435035,3.203182,2.5380015,2.9029548,3.2573504,3.0759654,2.9927702,3.920823,3.583738,3.4234927,2.620348,2.1932514,3.1513307,1.1966057
CSTF2T,1.9957141,1.7969333,2.1888254,1.6475722,2.1685932,1.6804829,1.2547235,0.0,0.7714693,1.7105557,1.6838589,1.4051151,2.236114,2.0985038,1.3861015,2.3695867,0.090532415,2.436013,0.83443516,2.1639462,1.8167465,0.0,1.881324,0.0,0.6087248,2.3378148,1.5989289,2.0766568,0.95884365,1.7414854,0.0,0.0,0.0,2.0868237,2.3280764,0.0,1.0399705,0.0,2.4771757,0.0,1.7724617,0.0,1.5182631,2.0178459,2.0792396,1.4548346,0.92849946,2.6350214,1.3934276,1.7579483,2.1286387,1.3677045,1.8727092,1.7679,0.0,2.3815439,1.4296169,1.1818826,1.473801,1.5683054,0.7710336,2.027323,1.6428803,1.5806578,1.3248612,2.524751,2.5396492,0.0
MPZL2,2.4198139,4.348464,2.9148118,3.1455238,2.9337149,3.002573,2.8668218,0.0,3.4541667,0.0,3.4786553,2.9723632,2.8510451,4.349226,4.692919,3.504519,3.5655923,3.3545551,2.69961,3.5292087,2.9821308,3.6523032,5.3013997,3.9130564,2.9762104,2.5903065,3.3263535,3.211117,3.6385472,0.0,2.343271,3.333416,2.526364,4.023158,2.361016,2.6246216,3.2793622,0.44657713,2.7884471,2.151701,5.560177,3.912052,2.1692667,3.7211773,3.1046555,2.2344632,2.9733267,2.6547847,1.1003443,4.9616036,2.645062,2.0550916,1.1341573,3.4718463,0.0,2.5961199,3.8494167,3.3189905,4.4289975,4.7928357,3.4420743,3.671792,1.571904,1.9836134,3.2803154,4.7326427,1.3841362,3.4545076
WDR43,3.2017758,3.1244977,3.8397467,3.2844405,3.8477244,2.0535865,3.0557344,3.4995344,4.257547,3.5580814,3.5459604,3.0691738,2.949923,2.3602695,3.5615406,2.710874,2.2841444,3.5926216,2.1105568,3.576726,3.9827466,2.7313063,3.7547896,3.903037,2.585574,3.2477148,3.512307,3.6821072,2.8388228,3.1484787,3.2813714,2.8160865,4.042192,3.467374,2.8505688,2.6329167,3.0905592,3.324012,3.319485,3.2033954,2.9908926,2.0779352,4.1553435,3.828022,3.078368,3.7311027,3.3912413,3.251646,2.9285846,3.2244132,3.5219815,3.0057836,3.5713646,3.7152088,3.1539028,3.536314,3.3895874,2.8475645,3.0493839,3.6150115,2.1690383,3.6469774,2.696768,2.8708396,3.7013516,4.39175,3.921205,1.3306042
GPX2,0.0,0.0,0.0,2.7650688,3.1836407,0.0,0.0,0.0,4.040542,0.0,4.158212,0.87104243,0.0,2.9603486,2.78048,0.0,3.6390269,0.0,0.35715923,1.3100722,3.0930417,0.0,0.0,0.32423064,0.0,1.6082894,2.4900217,3.7521462,0.8110789,0.0,2.3136978,0.44218996,0.0,0.38540062,0.0,0.0,0.0,0.0,0.0,0.0,2.2716641,0.0,2.528413,1.3612579,1.212341,1.0554028,0.0,0.3318129,0.7585818,0.4225753,0.5446609,2.6006076,0.0,3.1433935,0.0,0.0,2.7100856,2.0032415,3.2605848,3.7741547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3962553
PABPC4,2.00482,2.0497744,2.7071216,1.1231053,2.1181557,2.4632614,2.3869598,2.527723,1.6857423,1.8744563,1.903832,2.2120564,1.8140948,1.901992,2.5899243,0.877621,1.5061246,2.201462,1.6103318,2.5113025,2.0454607,2.0595477,2.4839408,0.9181939,2.6261728,1.5848534,1.8891602,2.4180143,2.7974977,0.286331,1.7208576,2.8949397,1.9968613,2.7164614,0.52906334,2.3686712,2.4706972,2.097262,1.0506326,2.7109144,2.3012419,1.9010239,0.76609194,2.1054747,1.3708404,1.3825101,0.25682303,2.2983303,0.13085797,2.1248972,2.2023382,2.4200964,2.0218492,2.5533247,2.0210447,2.2690141,1.9955709,1.7298546,2.9839764,2.018912,2.5727355,1.5200182,2.8193529,0.99286586,2.2931948,1.8126587,1.5920362,0.35897005
IFI27L2,2.4315617,3.0686104,0.0,3.5286934,3.4727225,0.0,1.5815011,2.79336,3.6123214,3.4936237,4.388602,0.9874702,2.3181095,3.4081733,3.716117,0.0,3.2751372,1.6999111,2.5178714,3.1705127,3.5996654,3.5515275,3.3688464,0.0,0.0,0.0,3.8035524,3.5411468,3.0596912,3.0346184,3.2394114,2.5798771,3.0896661,3.0731926,0.0,3.9308732,1.686426,0.0,2.3446665,3.2548206,3.2394578,3.049393,1.9266969,2.264399,1.93319,2.2509336,1.8403419,0.0,0.0,3.637684,3.0003235,2.9584217,0.0,3.0420375,3.3166656,0.0,3.2052982,3.1814156,4.903268,3.3635361,3.838347,3.051443,2.7190902,1.6362916,2.0432367,0.0,0.0,4.028316
ISOC1,5.1387677,5.132345,6.2124095,5.6158543,4.659805,3.5417027,5.91656,3.5217268,4.217572,5.2807646,4.8699346,6.0050316,6.1986175,5.361065,5.13332,5.01007,3.7650213,4.839749,6.827626,5.4914618,4.7669063,4.6641345,4.505386,5.739826,2.9991496,6.399644,4.915255,4.395066,3.9592714,4.080899,4.2957325,3.450759,5.584893,5.214113,5.0959373,4.619594,4.5567093,5.065055,6.0206466,4.6628275,3.8662105,3.7300916,5.7640944,6.0604935,6.679966,5.6538386,5.878229,6.2328467,6.5255504,4.094713,5.04343,4.5994973,5.9754763,5.7194834,4.926095,4.9719477,5.5891376,6.235167,4.971269,4.854482,5.9386196,5.83018,6.2585216,5.391,5.311367,6.465609,5.183738,4.2397327
GPSM2,1.2591212,1.6190073,1.2155946,1.2401862,3.9661486,0.0,1.6134081,0.27239525,4.167931,2.527861,3.004551,2.144541,1.8059729,2.567824,3.361694,0.3734589,2.4936135,1.5122919,2.9222808,1.7434409,3.0938954,0.5411879,1.4763265,4.555565,0.8419669,1.2607555,3.977517,1.8218524,2.3801818,0.0,2.403099,1.2546613,3.5035946,1.7224319,1.7730497,1.1782502,0.0,2.9999003,1.2828861,0.0,0.30524144,1.6164393,3.154576,2.5663767,3.2102835,3.0718307,2.73094,0.77473265,1.7455817,1.9228969,0.41071838,2.2586012,2.8803766,2.2242796,0.29666135,1.5423136,2.9971542,1.7125697,2.1113489,3.4343836,3.1548355,1.8011646,2.8477535,1.3188959,3.7105806,3.7285874,2.407018,0.97464174
AQP3,1.6126659,3.7802708,0.0,0.0,0.0,3.5235484,2.3073225,0.0,4.15002,0.0,4.034094,0.0,2.470728,5.4563937,4.3143206,2.8092415,5.965112,1.335258,0.0,4.0065155,3.7954776,4.4034514,0.0,0.45432872,2.8142202,3.011567,1.4138651,5.79201,1.7409736,0.0,1.9873842,0.0,1.0166799,2.8631234,0.0,2.2669344,5.731361,1.8094538,1.6417416,1.9660093,5.3953586,0.0,1.4335189,0.0,3.3299713,0.0,2.2001143,2.9164534,0.22075273,1.7496612,3.5432122,3.3651478,1.2957593,1.8432765,0.0,0.0,2.883915,3.6994133,2.8976545,4.236527,3.0292828,0.0,4.196129,0.0,0.0,0.0,0.0,0.0
OAS1,0.0,1.0249301,0.0,0.0,0.0,0.0,0.0,0.0,0.7870724,0.0,0.0,0.0,1.2409418,0.0,0.0,0.0,3.754755,0.0,0.0,0.0,0.0,2.5416965,0.0,0.0,2.7687018,0.0,1.0052752,1.589173,2.3113754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9174639,0.0,0.0,0.0,0.0,1.4259738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1362588,0.0,0.0,0.0,1.3459023,0.0,2.2254646,0.99906003,0.34202263,0.0,2.1287365,0.0,0.0,0.0,0.0,0.0
SPANXA1,1.1388952,1.5233465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4459825,0.0,0.0,0.0,0.0,2.6486363,0.0,0.0,0.0,1.7312948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6440587,0.0,0.0,0.0,4.9643064,1.5126641,0.0,1.221084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3711567,0.0,2.1983755,0.0,0.0,0.0,0.9957728,2.547247,0.0,0.0,0.0,0.0,0.0,2.7849357,4.115875,0.0,0.0,4.1626186
GSTM1,0.6710219,0.558594,0.43405312,0.3273771,0.37674192,0.0,0.688193,0.0,0.0,0.0,0.43538895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0705584,0.0,0.62762177,0.0,0.3147099,0.0,0.0,0.0,0.0,1.9198045,0.0,0.0,0.0,0.35409436,0.0,0.0,0.0,0.0,0.54528344,0.30353948,0.0,0.0,0.0,0.56137127,0.3563399,0.3657686,0.0,0.0,0.0,0.0,0.3047495,0.49145636,0.0,0.0,0.0,3.8274105,0.0,0.40442422,0.6578831,0.0,0.0,0.0,0.0,0.0,0.0,0.3845821,0.0
IDI1,4.415495,4.70978,4.216931,4.4299417,4.8083944,2.3288255,3.882334,3.5119438,4.220119,3.698448,4.432986,4.9137006,3.948838,4.5582414,4.9479494,4.192674,4.19531,4.75108,4.6335297,5.4469438,5.88515,2.9961784,5.0164833,5.8990183,2.760948,4.2961187,5.1816463,3.7087805,3.5092976,3.3139174,4.8160353,3.2008884,5.546095,4.094462,4.9346194,3.8479092,5.137192,3.7970994,3.619716,2.8415244,3.5445676,2.9534276,4.6822643,4.9436913,3.902568,4.990435,4.665622,3.561628,4.8047276,3.4141839,4.209499,5.210698,5.2344975,4.482926,2.4728239,4.073701,4.471409,3.8406973,4.3620815,5.651575,5.304175,3.2264752,5.1766834,4.1523333,4.6976624,4.273058,4.5167937,2.222884
HEY2,2.2274215,0.0,2.730645,0.0,2.3908598,0.0,4.1710386,2.1811092,0.0,2.695608,1.4343833,3.2490997,1.1241223,0.0,1.1868032,0.0,0.0,2.9500482,3.5825133,3.4109516,1.3920786,0.0,1.2574341,2.346562,2.3379583,2.7398257,2.2228603,0.89039767,0.0,3.2628596,0.33376288,0.8339881,0.86883307,2.4221773,0.98075527,1.7128234,0.0,2.482324,2.0946891,3.234338,0.0,2.0256362,2.1650202,0.0,1.1606734,3.8004072,3.1616437,1.1834385,3.8152926,0.0,0.0,0.0,3.3391752,2.3548856,0.0,0.0,0.42876428,3.1034055,1.8355143,0.8701393,2.5438488,2.3321722,0.0,3.0341003,2.5416002,3.6307764,1.1501074,0.31074357
TFPI,1.0232179,4.3671184,0.12857084,0.097556904,0.11432109,0.15898262,0.23306938,0.22942452,0.112455696,0.14903732,1.6149801,0.29722968,0.0,0.09706877,0.0,0.0,0.0,1.284187,1.7855359,2.213872,0.0,0.0,0.5969059,0.208026,0.888829,1.4954911,0.11632307,1.0281594,0.3245007,0.0,0.12363549,0.0,0.0,0.20556767,2.0424342,0.26059443,0.0,2.85315,0.0,0.4566178,0.74529845,0.1023006,0.0,0.13954751,1.1634346,0.0,0.0,0.0,0.3019211,0.0,0.0,2.334194,0.0,0.0,0.0,2.3571799,0.08992567,0.1228772,0.12687863,0.0,0.0,2.49514,0.13291131,0.0,1.5345905,0.35122427,2.261538,0.37427747
CKAP2,3.0567572,3.5414743,3.2277713,3.6512544,4.6035824,2.722191,2.9946473,0.0,4.624043,2.648886,4.240384,4.1634293,2.8378358,2.9174159,4.559095,1.8597884,2.090993,2.9181159,4.291743,3.0624197,3.8252497,1.921173,3.3531773,5.124066,1.3037211,2.6281028,4.46437,2.872962,2.85352,3.1947753,3.3297045,0.86222893,5.1299186,2.084001,3.7768943,2.7543898,2.5038555,2.0450392,1.0082569,2.953604,0.83219826,2.588731,4.43246,3.315039,3.488131,4.087086,3.61981,2.323352,3.8358226,1.9159695,2.840662,2.5473835,4.1155076,3.5946312,2.5288627,2.7314625,4.3158484,2.6110299,3.4361613,4.486769,3.2722478,3.1165247,3.6134844,2.7886257,3.6952062,5.4048705,3.3749068,1.4125562
DUSP2,0.9876163,0.0,0.0,1.3174517,1.353973,1.9778965,2.2217295,2.7880652,2.678231,3.2844815,0.0,1.7274989,0.0,3.3850744,0.61084837,0.0,0.0,0.0,1.1612045,1.7986928,0.0,0.0,0.8269502,2.110449,0.0,0.0,1.5623262,0.0,2.480635,0.0,0.0,0.0,0.2846627,2.5854247,0.0,0.0,3.9931233,1.7982444,2.271529,0.0,0.9643944,0.0,0.0,0.0,0.0,1.5140903,0.0,0.0,0.0,0.0,3.2213125,3.0003784,0.0,0.0,3.379286,2.9867013,2.0659444,2.6099656,0.0,2.6125195,0.0,0.0,0.0,1.963751,0.0,0.0,3.4697802,0.0
DDX55,3.309149,2.7001002,3.3558018,3.3116517,2.866906,2.6242661,2.837669,2.9748867,3.1843367,3.7696815,3.3295026,3.0022821,2.5482001,3.5922236,2.589798,1.9887837,2.838767,3.185294,3.387049,2.5882244,3.3712301,2.8979857,3.4398975,2.9431646,2.9584043,3.301708,3.4671783,3.469885,3.0967126,2.257321,2.9015713,0.95413315,2.9779124,2.784351,3.3413649,3.2481284,2.8666787,2.9736726,2.8416746,2.4506865,2.7865324,2.4661388,2.8867846,3.8765993,3.4274547,2.9032984,3.1176856,3.436087,3.546785,2.528615,3.475268,2.9338765,2.1580987,3.3196042,3.1674135,3.077339,2.777965,2.8129358,2.945741,3.3468235,2.386918,2.7590468,2.6389363,3.3256664,3.332508,3.3030725,3.6168313,0.8303833
RGS16,2.0253696,2.8734002,1.891746,1.6698726,2.7566998,2.103787,1.9950199,1.5402964,2.4296532,0.0,3.623057,2.294481,2.8685575,0.0,2.2728288,3.0012798,1.105791,2.331204,2.366571,1.7870888,2.0404902,0.0,2.116897,1.5933101,2.3721623,1.9713717,3.0172007,0.9178946,3.2285464,0.0,1.1230204,1.9840287,2.1360044,0.0,0.0,2.0747035,0.0,0.0,2.0882545,0.0,2.5477436,0.0,2.1539295,2.1737332,1.0390084,1.9737494,2.5210023,2.5304017,0.0,4.2306857,2.5274374,1.7425481,1.8875892,3.908744,0.0,0.0,3.4992166,1.426553,2.7001493,1.3572805,3.608674,2.7330205,0.0,1.4861107,2.4867778,1.6239823,1.028718,0.17463632
EIF4G2,5.528778,5.4763727,5.7447796,5.483209,5.962826,4.85287,4.8341017,5.3563056,5.4918146,5.670422,5.477166,5.5017457,5.032533,5.3638797,5.952949,5.687751,4.261956,5.6141396,5.0710216,6.0439563,5.2836804,4.3239293,6.0930943,5.8883815,2.981594,5.234805,5.7374744,5.4153066,4.193616,4.072297,5.000817,3.274756,5.9672055,5.5672464,5.636187,4.1584377,4.8187046,5.095058,5.2245774,5.259303,5.7750773,4.638443,5.425416,6.0918036,5.253219,5.205499,5.7844205,5.126037,4.9338818,4.7395062,5.639105,4.816781,5.550681,5.7066965,4.6580076,5.3385134,5.902859,5.291518,4.9149566,5.754457,5.6443095,5.8349013,4.8858695,5.493014,5.972924,6.0404963,5.7914534,4.5026255
C2orf74,3.2347085,2.2681286,3.409782,0.9990488,3.4509542,2.7905385,3.3862283,1.2510216,3.891275,1.3030598,2.8841305,2.9883687,3.0184312,2.7917287,3.0862758,3.5002363,2.1251545,2.6800206,2.4362044,3.1253157,2.6723454,2.781074,3.181534,3.9154682,0.0,3.8180575,2.9139373,2.930952,3.3915024,0.0,2.6447468,1.2699058,2.6673717,2.9501235,2.6175213,0.0,3.8724513,1.885602,3.2253435,3.386772,3.0323446,3.431342,3.214063,1.7481756,3.6777837,1.6937436,3.3114316,2.4518092,3.33728,3.3610055,2.4462974,0.0,3.5253675,2.6700947,0.0,3.2574346,3.3298829,2.3879192,2.3432553,3.3072016,3.6493976,3.3304155,3.0809524,3.9823809,2.5186749,4.732512,2.8448048,4.8906555
DDIT4,0.0,1.9609946,0.0,2.40977,1.8834497,2.628298,2.6958427,2.4038198,1.733516,1.640313,0.0,1.8791933,3.8843184,4.469965,0.9686662,4.4979954,0.0,0.0,2.7669725,0.0,1.0314144,3.285869,2.624567,0.0,3.47249,2.058687,0.0,4.4188757,3.379217,3.8179796,0.0,0.0,2.5514295,4.344624,0.0,3.1317956,3.2442567,3.7928445,3.0250866,3.2108383,4.465758,4.200851,0.0,3.34601,3.0643032,0.0,0.0,0.6080187,0.0,0.0,0.0,2.5863266,0.0,3.139785,2.8187819,2.5880272,0.0,0.0,2.1697173,1.4691014,2.9032028,0.0,4.5269637,0.6887953,0.0,0.0,3.0187035,0.6049949
ZWINT,4.8861704,5.6075153,4.6774006,5.5319867,4.857709,3.8880699,4.4766717,0.0,5.065337,4.355269,5.3574343,5.495105,3.2521033,5.7130733,5.1402473,3.438209,4.6268854,5.5200214,5.2401853,5.2559323,4.9635615,0.7372978,5.316166,5.109725,4.591821,4.599675,4.9864187,5.237725,3.9424365,0.0,5.7521605,4.869739,4.835712,3.6101801,5.912073,0.0,4.3191714,3.9855633,4.592731,3.2585952,2.998248,0.0,4.5755424,5.2785053,5.789302,4.979356,5.717392,4.495029,5.675111,2.7101972,0.0,4.9670267,5.651315,5.6816382,2.2804964,5.0968328,5.030457,5.1254234,4.900182,5.1109033,5.652619,5.261051,6.704487,4.4823313,4.808111,5.3436675,5.0649815,3.7993145
