,UMI_200_Bc67_Bc01,UMI_200_Bc67_Bc02,UMI_200_Bc67_Bc03,UMI_200_Bc67_Bc04,UMI_200_Bc67_Bc05,UMI_200_Bc67_Bc06,UMI_200_Bc67_Bc07,UMI_200_Bc67_Bc08,UMI_200_Bc67_Bc09,UMI_200_Bc67_Bc10,UMI_200_Bc67_Bc11,UMI_200_Bc67_Bc12,UMI_200_Bc67_Bc13,UMI_200_Bc67_Bc14,UMI_200_Bc67_Bc15,UMI_200_Bc67_Bc16,UMI_200_Bc68_Bc01,UMI_200_Bc68_Bc02,UMI_200_Bc68_Bc03,UMI_200_Bc68_Bc04,UMI_200_Bc68_Bc05,UMI_200_Bc68_Bc06,UMI_200_Bc68_Bc07,UMI_200_Bc68_Bc08,UMI_200_Bc68_Bc09,UMI_200_Bc68_Bc10,UMI_200_Bc68_Bc11,UMI_200_Bc68_Bc12,UMI_200_Bc68_Bc13,UMI_200_Bc68_Bc14,UMI_200_Bc68_Bc15,UMI_200_Bc68_Bc16,UMI_200_Bc69_Bc01,UMI_200_Bc69_Bc02,UMI_200_Bc69_Bc03,UMI_200_Bc69_Bc04,UMI_200_Bc69_Bc05,UMI_200_Bc69_Bc06,UMI_200_Bc69_Bc07,UMI_200_Bc69_Bc08,UMI_200_Bc69_Bc09,UMI_200_Bc69_Bc10,UMI_200_Bc69_Bc11,UMI_200_Bc69_Bc12,UMI_200_Bc69_Bc13,UMI_200_Bc69_Bc14,UMI_200_Bc69_Bc15,UMI_200_Bc69_Bc16,UMI_200_Bc70_Bc01,UMI_200_Bc70_Bc02,UMI_200_Bc70_Bc03,UMI_200_Bc70_Bc04,UMI_200_Bc70_Bc05,UMI_200_Bc70_Bc06,UMI_200_Bc70_Bc07,UMI_200_Bc70_Bc08,UMI_200_Bc70_Bc09,UMI_200_Bc70_Bc10,UMI_200_Bc70_Bc11,UMI_200_Bc70_Bc12,UMI_200_Bc70_Bc13,UMI_200_Bc70_Bc14,UMI_200_Bc70_Bc15,UMI_200_Bc70_Bc16,UMI_200_Bc71_Bc01,UMI_200_Bc71_Bc02,UMI_200_Bc71_Bc03,UMI_200_Bc71_Bc04,UMI_200_Bc71_Bc05,UMI_200_Bc71_Bc06,UMI_200_Bc71_Bc07,UMI_200_Bc71_Bc08,UMI_200_Bc71_Bc09,UMI_200_Bc71_Bc10,UMI_200_Bc71_Bc11,UMI_200_Bc71_Bc12,UMI_200_Bc71_Bc13,UMI_200_Bc71_Bc14,UMI_200_Bc71_Bc15,UMI_200_Bc71_Bc16,UMI_200_Bc72_Bc01,UMI_200_Bc72_Bc02,UMI_200_Bc72_Bc03,UMI_200_Bc72_Bc04,UMI_200_Bc72_Bc05,UMI_200_Bc72_Bc06,UMI_200_Bc72_Bc07,UMI_200_Bc72_Bc08,UMI_200_Bc72_Bc09,UMI_200_Bc72_Bc10,UMI_200_Bc72_Bc11,UMI_200_Bc72_Bc12,UMI_200_Bc72_Bc13,UMI_200_Bc72_Bc14,UMI_200_Bc72_Bc15,UMI_200_Bc72_Bc16
PRPF4,2.001,1.031,2.059,1.0,0.0,2.0,1.0,6.002,0.0,6.0,2.003,2.0,13.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.072,2.0,2.0,1.001,1.0,0.0,0.0,13.002,0.0,5.007,4.0,5.0,3.25,4.082,1.344,0.0,1.045,8.005,0.0,3.02,4.0,2.0,1.003,7.004,1.0,3.0,0.0,4.0,7.101,0.0,4.0,0.0,1.141,3.002,4.0,6.0,11.0,1.0,1.0,6.112,0.0,6.0,0.0,4.002,2.0,0.0,5.028,0.0,5.0,1.0,2.0,5.284,3.0,4.0,4.343,13.025,0.0,0.0,6.0,2.006,0.0,1.0,2.022,0.0
TARDBP,5.015,3.083,14.545,5.094,11.166,12.02,2.306,6.002,7.0,5.0,14.694,1.024,12.1,3.002,13.026,3.0,2.0,1.0,4.0,2.148,2.012,11.0,5.001,2.0,0.0,1.161,1.0,0.0,4.0,2.0,0.0,0.0,9.072,6.836,7.061,14.0,19.311,2.0,18.003,2.094,7.53,10.125,12.0,9.0,6.0,10.689,4.001,1.0,2.493,4.083,4.002,2.005,15.003,8.015,7.744,6.862,3.003,14.647,14.719,0.0,10.0,16.013,6.073,10.056,15.195,11.037,7.126,5.108,15.0,2.693,24.033,6.102,0.0,2.088,10.0,1.0,8.043,5.0,10.009,1.0,7.535,0.0,8.071,2.014,12.01,5.004,7.898,12.002,6.167,8.528,9.0,12.0,3.016,3.296,0.0,2.537
GABRG2,5.152,0.0,21.791,2.563,1.828,0.0,0.0,11.647,2.301,0.0,10.445,0.0,3.588,15.363,2.961,3.61,0.0,1.369,0.0,0.0,5.145,6.386,0.0,0.0,0.0,0.0,0.0,0.0,3.41,4.57,0.0,0.0,1.596,0.0,3.614,2.817,0.0,3.776,8.171,0.0,4.1,4.844,0.0,0.0,2.796,10.054,0.0,0.0,1.0,10.45,1.0,0.0,5.548,0.0,0.0,14.088,0.0,6.829,0.0,11.412,5.7,3.25,4.437,12.79,3.27,0.0,0.0,1.127,0.0,0.0,4.227,3.484,2.001,1.895,0.0,0.0,6.077,5.834,12.896,0.0,4.68,0.0,0.0,0.0,12.922,0.0,1.351,2.025,0.0,7.761,0.0,0.0,0.0,4.096,0.0,0.0
MFSD13A,0.0,0.0,1.0,0.0,6.0,1.0,1.0,4.0,0.0,9.0,4.0,1.0,3.818,2.0,0.0,7.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.834,1.0,5.0,2.0,5.623,5.0,5.451,2.0,1.867,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.212,2.0,4.0,8.0,6.815,4.985,2.0,1.0,1.095,4.0,0.0,6.007,4.252,0.0,0.0,0.0,4.0,0.0,5.0,0.0,3.858,2.0,1.0,5.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,10.123,2.227,17.0,2.012,7.88,1.002,4.0,3.0,0.0,0.0,0.0,2.0
DNAL1,0.0,4.659,0.0,1.122,0.0,0.0,0.0,0.0,1.0,0.0,1.287,0.0,0.0,0.0,1.234,0.0,1.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.925,1.056,1.081,1.436,0.0,2.0,1.028,0.0,1.097,0.0,0.0,0.0,2.197,2.214,0.0,0.0,1.105,0.0,1.018,1.09,0.0,1.198,0.0,0.0,1.069,0.0,0.0,0.0,2.292,1.101,0.0,0.0,1.088,0.0,1.051,0.0,0.0,1.078,1.0,0.0,0.0,0.0,2.199,0.0,1.038,0.0,1.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS4A3,0.0,0.0,7.764,0.0,3.109,30.295,2.529,0.0,1.0,1.0,1.235,2.016,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,39.598,5.966,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.001,0.0,55.31,0.0,4.097,21.624,5.906,0.0,3.0,0.0,31.003,4.0,3.006,4.331,0.0,1.387,0.0,0.0,6.066,0.0,1.596,27.888,6.0,0.0,1.0,5.014,1.045,0.0,0.0,6.498,0.0,0.0,0.0,0.0,0.0,0.0,5.022,26.566,7.498,1.006,0.0,0.0,3.0,1.738,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.046,34.038,8.079,0.0,0.0,2.0,1.001,0.0,0.0,2.678,0.0,0.0
ULBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.252,0.0,0.0,0.0,1.001,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,3.218,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.001,1.07,2.0,1.037,0.0
RNASE1,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.035,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,1.097,1.0,1.045,1.678,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.013,2.0,0.0,0.0,20.033,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
POTEE,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.798,0.0,0.0,0.0,7.003,3.001,0.0,2.889,0.0,3.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.024,0.0,4.501,1.0,0.0,0.0,0.0,4.296,0.0,0.0,3.505,0.0,0.0,0.0,0.0,0.0,0.0,1.875,1.009,0.0,0.0,0.0,0.0,3.0,7.0,0.0,2.358,0.0,0.0,0.0,2.517,0.0,0.0,0.0,0.0,1.855,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.279,0.0,0.0,1.009,0.0,3.84,0.0,0.0,1.0,0.0
FCER1G,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.18,0.0,0.0,2.905,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
LRP2BP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.796,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.014,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PCED1B,7.891,3.0,5.571,0.0,2.882,0.0,9.0,2.0,1.0,6.0,2.0,6.467,9.007,13.0,0.0,7.0,2.0,1.0,2.018,1.032,0.0,0.0,1.0,0.0,2.0,0.0,1.215,1.006,1.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,3.0,1.0,14.722,6.0,1.0,0.0,2.0,7.0,2.0,2.009,1.0,2.0,2.19,1.0,6.0,1.001,3.004,0.0,3.0,0.0,13.0,1.0,2.023,13.965,4.269,6.808,0.0,6.0,2.0,6.0,8.0,6.012,0.0,0.0,0.0,1.928,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.579,2.0,6.184,2.0,1.005,0.0,2.106,7.0,7.736,0.0,1.152,2.784,0.0,1.014
PTPRR,8.001,0.0,1.0,1.0,3.008,2.0,2.0,0.0,1.0,5.024,1.0,1.0,15.394,0.0,3.0,6.621,6.004,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,3.0,1.0,2.001,1.001,4.0,2.002,2.0,3.0,0.0,5.0,1.0,3.0,7.0,0.0,3.024,1.144,2.004,2.002,2.0,4.0,0.0,0.0,1.0,5.013,2.0,0.0,0.0,3.0,4.0,1.0,27.199,1.007,10.0,6.015,2.359,1.017,2.0,8.0,1.016,0.0,1.189,0.0,0.0,0.0,3.607,4.735,3.756,1.0,6.0,0.0,8.0,2.153,4.0,3.0,1.0,3.0,1.0,1.0,0.955,1.0,1.061,3.0,2.852
H2AC6,15.113,9.387,16.883,5.675,6.021,9.098,44.853,4.258,9.015,18.579,20.169,3.327,11.592,4.006,9.217,27.01,16.017,4.706,4.466,6.0,8.051,4.0,6.0,2.0,1.0,3.008,3.004,1.0,2.0,0.0,6.0,1.0,12.115,2.334,36.414,39.903,14.661,19.979,23.706,10.029,12.024,12.296,7.005,5.0,17.009,5.0,5.468,6.0,10.122,15.077,16.98,8.898,14.609,15.737,14.451,3.067,18.25,25.062,3.17,27.63,7.92,3.146,4.306,4.374,14.968,10.0,11.63,12.08,14.11,5.003,20.549,4.737,3.127,15.859,7.179,8.133,6.453,10.982,11.611,3.0,52.915,27.797,4.077,36.256,74.471,9.182,13.706,3.005,35.543,27.311,5.63,7.022,8.713,2.441,4.329,5.977
AGPAT1,0.143,2.237,0.0,14.289,0.0,0.0,8.161,10.01,9.0,13.296,0.0,8.298,0.0,7.208,20.526,10.288,0.0,2.0,3.0,2.0,7.111,7.467,8.048,2.148,2.0,0.0,4.0,6.0,4.076,3.232,1.0,3.0,0.0,0.286,0.286,0.0,0.0,0.0,27.318,18.364,0.0,15.166,20.174,0.294,8.467,3.002,8.645,2.009,10.125,18.368,18.297,5.595,0.0,0.143,19.747,0.0,9.127,16.172,0.0,0.143,19.045,0.0,6.0,5.428,17.768,0.0,24.266,0.0,19.835,4.616,0.287,0.0,3.002,5.328,15.347,7.249,12.811,7.124,11.0,2.029,19.166,15.437,14.0,0.0,0.94,10.88,0.143,21.05,0.0,12.729,19.045,16.003,6.948,1.046,9.044,3.658
CCNT1,0.0,1.0,1.0,6.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.245,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,7.0,0.0,1.0,0.0,9.001,0.0,0.0,2.0,0.0,4.051,0.0,4.0,2.025,2.012,0.0,0.0,0.0,1.0,1.0,1.0,2.013,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.002,0.0,3.0,8.0,6.0,4.053,2.0,2.0,4.417,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFKFB2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
ATF6B,24.616,1.25,1.25,2.485,0.25,0.0,0.864,0.25,0.0,0.0,4.831,0.25,2.5,0.0,0.25,2.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.75,0.362,0.514,1.25,20.829,0.75,1.0,0.533,0.0,0.0,2.001,0.0,0.0,0.0,0.75,0.25,0.75,0.5,0.5,0.0,0.0,0.25,5.349,0.0,0.0,0.25,0.75,0.574,0.764,0.255,0.25,0.25,0.75,0.25,0.75,0.0,0.0,1.26,1.329,0.25,0.0,0.0,13.983,0.25,0.542,0.0,1.0,0.0,0.5,1.75,0.75,1.252,0.5,0.0,1.654,0.5,0.25,0.0,0.0,1.928,0.5,0.25,0.0,0.0
ZNF800,7.203,0.0,6.001,1.0,3.0,3.011,2.007,2.0,3.0,2.019,1.0,1.0,4.172,0.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.172,1.0,3.0,0.0,4.015,1.0,3.0,1.0,5.0,4.0,0.0,1.0,0.0,6.0,2.0,0.0,5.019,6.0,2.006,1.004,5.348,1.0,3.0,2.0,1.0,3.0,3.004,0.0,2.0,0.0,2.0,0.0,10.0,3.0,1.003,5.0,3.0,3.0,5.025,9.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0,2.0,8.0,0.0,4.008,5.528,5.937,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
KIF14,1.0,0.0,9.091,4.309,6.347,1.0,2.0,2.001,0.0,1.015,0.0,3.0,10.0,0.0,0.0,5.17,1.0,2.0,1.0,1.0,10.946,3.346,0.0,0.0,0.0,0.0,0.0,1.0,1.286,0.0,0.0,0.0,9.11,2.0,4.936,5.0,6.0,1.0,24.003,0.0,3.0,3.002,1.0,7.944,3.145,0.0,0.0,0.0,4.0,2.01,2.0,2.051,23.006,0.0,10.074,0.0,0.0,1.0,0.0,1.0,5.001,0.0,0.0,3.082,0.0,3.0,6.0,15.0,6.001,0.0,10.0,2.274,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.007,4.144,2.165,3.0,2.0,21.087,0.0,8.023,2.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,2.0
ABCA8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
RBBP6,2.025,6.0,2.518,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,4.002,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,1.16,2.008,0.0,6.181,12.682,1.0,2.0,0.0,7.0,8.001,2.0,1.0,0.0,2.0,2.0,2.858,1.0,0.0,2.0,2.0,3.0,1.008,2.019,2.543,2.0,4.063,1.0,0.0,0.0,0.0,8.888,1.0,0.0,0.0,1.0,3.0,3.824,0.0,7.0,2.0,4.0,3.0,1.093,0.0,0.0,1.002,4.0,2.0,2.0,10.243,4.0,2.0,3.0,1.0,0.0,3.0,6.782,2.0,1.0,0.0,0.0
G3BP1,15.156,9.037,13.028,7.001,8.177,12.005,10.594,15.169,4.024,6.021,27.331,11.294,15.005,3.599,2.001,2.0,0.0,5.262,1.0,2.0,6.425,7.108,5.041,1.0,1.0,3.231,5.001,3.0,5.0,3.0,0.0,5.0,21.855,5.464,6.766,13.0,14.156,5.005,15.982,10.464,3.012,7.0,7.119,7.0,13.001,2.0,4.113,1.121,20.118,12.004,8.0,3.28,24.697,11.374,16.487,18.028,2.002,12.498,6.116,5.313,5.222,7.0,6.0,10.011,13.186,11.0,8.049,13.003,6.768,6.519,15.0,14.603,1.0,13.0,15.0,14.002,5.163,2.001,6.0,1.0,13.229,18.0,12.418,15.14,28.541,17.157,13.251,9.137,14.0,9.0,9.726,21.0,2.275,3.005,4.0,3.0
TCAF2,0.0,0.0,1.513,1.557,3.55,0.0,0.0,5.694,8.701,0.0,1.256,0.0,0.0,4.149,0.0,0.0,0.0,1.13,0.0,0.0,0.0,1.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.165,2.033,2.929,18.098,3.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.935,4.861,0.0,0.0,0.0,1.238,4.782,3.964,2.052,11.314,0.0,0.0,1.203,3.878,1.051,0.0,3.026,1.0,0.0,0.0,2.626,2.993,0.0,9.844,0.0,0.0,8.761,0.0,0.0,2.511,3.935,0.0,2.548,3.019,0.0,0.0,0.0,0.0,1.228,0.0,5.185,0.0,2.113,0.0,2.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPM,39.159,9.033,33.492,41.095,53.956,18.724,20.791,44.461,14.001,55.398,36.325,40.755,35.716,17.001,33.661,34.954,13.064,3.013,14.0,13.083,11.145,16.44,15.69,9.849,4.0,10.904,5.197,10.0,14.948,10.0,3.0,5.005,53.661,5.157,38.286,54.788,67.271,17.441,57.362,35.289,31.271,53.443,35.967,30.223,38.36,17.086,35.195,13.182,45.018,13.998,14.074,29.235,78.287,31.967,34.831,31.469,13.131,56.14,33.148,17.103,44.038,26.14,42.721,31.993,34.489,26.98,39.81,55.543,83.609,12.766,47.952,38.09,4.771,42.08,41.057,44.575,32.146,20.649,20.886,9.721,44.048,14.284,36.326,56.294,86.345,30.784,51.492,27.006,27.975,49.629,23.893,38.405,17.517,10.168,6.491,7.122
TUBB1,0.0,0.0,0.0,0.0,0.0,2.446,0.0,1.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.15,1.0,7.158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001,3.01,0.0,5.0,0.0,0.0,0.0,2.001,0.0,0.0,0.0,1.0
NXNL2,5.043,3.231,0.0,0.0,4.871,0.0,7.337,5.469,0.0,7.588,0.0,0.0,2.493,5.571,3.02,3.302,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.563,11.507,0.0,3.599,4.101,0.0,8.218,2.414,3.09,1.775,3.723,2.107,1.121,7.926,2.76,1.675,0.0,10.831,0.0,1.098,0.0,4.926,0.0,6.08,3.54,0.0,0.0,0.0,1.771,3.5,0.0,0.0,1.28,0.0,0.0,4.813,1.051,0.0,0.0,0.0,0.0,0.0,6.956,4.045,0.0,0.0,0.0,3.58,8.618,7.86,0.0,4.524,2.283,0.0,7.187,0.0,1.583,0.0,2.637,0.0,1.713,0.0,1.187
GAGE13,4.843,0.0,0.0,7.302,0.0,0.0,0.0,12.773,0.0,0.0,17.315,0.0,0.0,0.0,0.0,7.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.369,0.0,0.0,0.0,0.0,3.484,0.0,0.0,0.0,7.152,0.0,0.0,10.823,0.0,0.0,0.0,0.0,6.134,4.159,10.057,6.637,0.0,0.0,0.0,0.0,0.0,0.0,7.857,5.29,6.926,0.0,14.761,0.0,0.0,0.0,0.0,15.507,0.0,0.0,4.381,0.0,0.0,9.445,0.0,0.0,6.956,0.0,5.482,0.0,0.0,3.75,0.0,0.0,14.868,18.576,0.0,0.0,0.0,0.0,9.796,12.045,0.0,0.0,0.0,14.441,0.0,0.0,0.0,0.0,0.0,6.423,0.0,0.0
BCAS3,0.0,6.063,1.0,0.0,0.0,6.0,2.0,1.274,0.0,1.063,0.0,1.037,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,1.193,4.227,1.0,2.188,0.0,0.0,0.0,1.0,0.0,1.031,0.0,5.04,1.012,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,1.024,3.0,0.0,0.0,0.0,11.045,1.028,0.0,0.0,0.0,3.063,0.0,3.04,0.0,0.0,0.0,2.013,0.0,2.006,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.052,0.0,1.0,3.155,0.0,0.0,1.029,0.0,3.366
LIN28B,0.0,2.0,7.001,1.0,4.014,1.004,5.0,2.031,1.001,1.015,4.0,2.0,4.716,2.216,0.0,8.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,8.007,5.0,5.0,2.0,7.0,4.0,7.0,1.001,1.158,2.0,5.0,1.0,0.0,3.0,2.001,2.0,4.151,1.099,8.0,3.033,11.315,3.003,5.0,7.0,0.0,0.0,1.0,2.0,1.0,6.139,0.0,3.0,4.123,9.107,7.211,3.068,7.0,1.0,0.0,3.0,12.0,4.002,3.016,7.0,1.007,2.0,2.02,1.0,2.619,5.092,12.397,2.0,8.881,2.569,1.009,0.0,5.289,3.0,3.0,2.749,0.0,3.095
LCMT1,3.002,3.018,2.007,3.875,7.754,7.0,0.0,5.0,3.248,7.826,2.034,0.0,5.0,2.001,13.0,10.003,2.0,2.0,0.0,0.0,4.281,6.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.173,1.057,4.62,3.0,4.393,2.318,4.0,1.0,6.549,0.0,11.018,2.0,0.0,0.0,6.487,0.0,5.161,6.0,0.0,2.04,10.881,12.408,3.219,1.0,0.0,3.002,11.114,1.0,4.157,1.0,3.197,0.0,6.55,7.15,1.0,3.0,2.063,1.701,0.0,1.135,1.039,3.074,0.0,5.0,6.007,1.0,3.047,0.0,4.894,13.38,9.0,3.0,14.802,3.544,7.971,9.0,2.068,2.027,9.085,7.975,2.568,1.073,7.038,0.0
