	Gene1	Gene2	EdgeWeight
1734	Supv3l1	Snrpf	8.702151982456503
1773	Mrps15	Ppp1r18	8.702151982456503
1736	Purg	Msh4	8.702151982456503
1737	Mrto4	Uba52	8.702151982456503
1766	Ldha	Atp5pb	8.702151982456503
1767	Atp5pb	Ldha	8.702151982456503
1768	Hspa5	Crim1	8.702151982456503
1769	Rps11	Rps27l	8.702151982456503
1770	Calr	Angpt1	8.702151982456503
1771	Rpl22l1	Rpl18	8.702151982456503
1772	Prpf38a	Pdzrn3	8.702151982456503
1679	Mrpl2	Spryd3	8.702151982456503
1774	Cpsf3	Rpl22l1	8.702151982456503
1775	Eefsec	Gsdme	8.702151982456503
1776	Dhx35	Ppm1d	8.702151982456503
1777	Prkra	Nkap	8.702151982456503
1778	Mrto4	Anp32b	8.702151982456503
1779	Rbm14	Kif26b	8.702151982456503
1780	Khdc4	Lsg1	8.702151982456503
1781	Lsg1	Khdc4	8.702151982456503
1782	Slc25a5	Ubc	8.702151982456503
1783	Rps24	Tmem167	8.702151982456503
1784	Yju2	Drg2	8.702151982456503
1785	Mrto4	Il13ra1	8.702151982456503
1786	Pwp1	Hacd3	8.702151982456503
1787	Mrpl2	Mir22hg	8.702151982456503
1788	Poldip3	Ccser1	8.702151982456503
1789	Pura	Tead2	8.702151982456503
1790	Sdad1	Pkia	8.702151982456503
1765	Tfb1m	Acat1	8.702151982456503
1764	Pura	Tmtc2	8.702151982456503
1763	Mkrn2	Txn2	8.702151982456503
1749	Mrto4	Ggact	8.702151982456503
1738	Snrpc	F3	8.702151982456503
1739	Mrpl28	Tet2	8.702151982456503
1740	Mrpl12	Zc3h12a	8.702151982456503
1741	Poldip3	Snrpf	8.702151982456503
1742	Ddx31	Cracd	8.702151982456503
1743	Tra2b	Efcab11	8.702151982456503
1744	Enox1	Pepd	8.702151982456503
1745	Fam120c	Mcm5	8.702151982456503
1746	Wdr36	Rbm20	8.702151982456503
1747	Hmgn1	Atp5d	8.702151982456503
1748	Pura	Ptgs2	8.702151982456503
1750	Nup54	Hnrnph3	8.702151982456503
1762	Sec63	Tmem167	8.702151982456503
1751	Rbm14	Drg1	8.702151982456503
1752	Rps17	Mrpl28	8.702151982456503
1753	Pus7l	Zfp367	8.702151982456503
1754	Mtrf1l	Trmt1l	8.702151982456503
1755	Dcp1b	Sub1	8.702151982456503
1756	Thoc2l	Nsa2	8.702151982456503
1757	Nsa2	Thoc2l	8.702151982456503
1758	Ddx59	Gorab	8.702151982456503
1759	Nav3	Ccn1	8.702151982456503
1760	Sod1	Hspa5	8.702151982456503
1761	Rpl9	Hdgf	8.702151982456503
1680	Mrpl2	Hspa5	8.702151982456503
1706	Spout1	Tars2	8.702151982456503
1678	Slirp	Hic2	8.702151982456503
1622	Rpl7a	Rps24	8.702151982456503
1596	Zfp36l1	Wrap53	8.702151982456503
1597	Nkap	Pura	8.702151982456503
1598	Exosc2	Stau1	8.702151982456503
1599	Larp1b	Nhp2	8.702151982456503
1600	Rps5	Dlat	8.702151982456503
1601	Rbm4b	Fn1	8.702151982456503
1602	Snrpf	Adam12	8.702151982456503
1603	Snrpf	Il13ra1	8.702151982456503
1604	Snrpf	Atp5d	8.702151982456503
1605	Snrpf	Chchd4	8.702151982456503
1606	Snrpb	Rpl5	8.702151982456503
1607	Snrpc	Sumo2	8.702151982456503
1608	Nasp	Cep112	8.702151982456503
1609	Pgk1	Rps15a	8.702151982456503
1610	Pgk1	Igfbp2	8.702151982456503
1611	Hk2	Prkg1	8.702151982456503
1612	Hspa5	Gorab	8.702151982456503
1613	Srp19	Pepd	8.702151982456503
1614	Eif4e2	Palld	8.702151982456503
1615	Slirp	Zfp36l1	8.702151982456503
1616	Ddx59	Tfb1m	8.702151982456503
1617	Cox4i1	Utp25	8.702151982456503
1618	Mrpl1	Gtpbp1	8.702151982456503
1619	Mrpl2	Cox19	8.702151982456503
1620	Gapdh	Cep112	8.702151982456503
1595	Utp14b	Lrrc4	8.702151982456503
1594	Rrp36	Hic2	8.702151982456503
1593	Ldha	Rpl5	8.702151982456503
1578	Trmt1l	Eefsec	8.702151982456503
1677	Eef1g	Rpl9	8.702151982456503
1568	Rpl5	Ldha	8.702151982456503
1569	Rpl5	Snrpb	8.702151982456503
1570	Rpl5	Cdk11b	8.702151982456503
1571	Rpl8	Tpt1	8.702151982456503
1572	Pwp2	Glt28d2	8.702151982456503
1573	Rps13	Slc25a4	8.702151982456503
1574	Rpl34	Sub1	8.702151982456503
1575	Rpl34	Gm40841	8.702151982456503
1576	Mex3b	Ggact	8.702151982456503
1577	Uba52	Ndst4	8.702151982456503
1579	Trmt1l	Galnt18	8.702151982456503
1592	Rpl22l1	Fbxl20	8.702151982456503
1580	Srp68	Rae1	8.702151982456503
1581	Stau1	Exosc2	8.702151982456503
1582	Sdad1	Gm38211	8.702151982456503
1583	Sdad1	Tet2	8.702151982456503
1584	Spout1	Adar	8.702151982456503
1585	Tpi1	Drg1	8.702151982456503
1586	Thoc2l	Txn2	8.702151982456503
1587	Thoc2l	Zfp217	8.702151982456503
1588	Tet2	Sdad1	8.702151982456503
1589	Tet2	Wdr36	8.702151982456503
1590	Eif3j1	Zfp367	8.702151982456503
1621	Gapdh	Wwox	8.702151982456503
1591	Wdr36	Tet2	8.702151982456503
1623	Rbm41	Slc25a4	8.702151982456503
1665	Glyr1	Unc5c	8.702151982456503
1653	Sod1	Mecom	8.702151982456503
1654	Rrp9	Mir6236	8.702151982456503
1655	Prpf40b	Plekhh2	8.702151982456503
1656	Btf3	Mrpl37	8.702151982456503
1657	Rps29	Jazf1	8.702151982456503
1658	Eif1	Id3	8.702151982456503
1659	Mkrn2	Snrpf	8.702151982456503
1660	Lsg1	Adamtsl3	8.702151982456503
1661	Top2a	Fbxl20	8.702151982456503
1662	Rps3	Nox4	8.702151982456503
1663	Rae1	Igfbp5	8.702151982456503
1666	Tufm	Isy1	8.702151982456503
1651	Nav3	Hic2	8.702151982456503
1667	Supv3l1	Wrap53	8.702151982456503
1668	Gtf2f1	Zc3h6	8.702151982456503
1669	Acat1	Timp3	8.702151982456503
1670	Nhp2	Reck	8.702151982456503
1671	Mrpl37	Btf3	8.702151982456503
1672	Phb	Mrpl9	8.702151982456503
1673	Mrps15	Supv3l1	8.702151982456503
1674	Taco1	Immp2l	8.702151982456503
1675	Smn1	Tufm	8.702151982456503
1624	Drg1	Tpi1	8.702151982456503
1676	Mrpl28	Mettl1	8.702151982456503
1652	Rbm41	Eif3j1	8.702151982456503
1664	Glyr1	Pde10a	8.702151982456503
1650	Nav3	Ndst3	8.702151982456503
1637	Supv3l1	Tmx4	8.702151982456503
1625	Cdk11b	Rpl5	8.702151982456503
1626	Enox1	Mki67	8.702151982456503
1649	Rbm14	Prkra	8.702151982456503
1627	Prdx4	Clpp	8.702151982456503
1628	Uba52	Adamts1	8.702151982456503
1629	Nsun6	Itfg2	8.702151982456503
1630	Tpi1	Dcaf13	8.702151982456503
1631	Wdr36	Pde7b	8.702151982456503
1633	Lsg1	Rpl34	8.702151982456503
1634	Prkra	Rbm14	8.702151982456503
1635	Exosc2	Cobl	8.702151982456503
1636	Dlat	Adam12	8.702151982456503
1632	Wdr36	Ryr3	8.702151982456503
1647	Ddx59	Ptcd1	8.702151982456503
1643	Mrpl37	Gorab	8.702151982456503
1648	Rbm14	Hdac1	8.702151982456503
1638	Gtf2f1	Pcf11	8.702151982456503
1646	Slirp	Pus7l	8.702151982456503
1644	Gcn1	Prdx4	8.702151982456503
1645	Hspa5	Ankrd1	8.702151982456503
1642	Papolg	Donson	8.702151982456503
1641	Purg	Thoc2l	8.702151982456503
1640	Msh2	Ccne2	8.702151982456503
1639	Hic2	Msh2	8.702151982456503
1968	Tpt1	Rps4x	7.766623096526104
1963	Rpl36a	Mmp16	7.766623096526104
1967	Rps4x	Tpt1	7.766623096526104
1966	Mcm5	Mrps28	7.766623096526104
1965	Rbm14	Fbxl20	7.766623096526104
1956	Rps24	Fgf7	7.766623096526104
1964	Mrpl9	Reck	7.766623096526104
1957	Stau1	Brinp3	7.766623096526104
1962	Mrpl19	Mrrf	7.766623096526104
1961	Pgk1	Gys1	7.766623096526104
1960	Mrps15	Tars2	7.766623096526104
1959	Mrps28	Mcm5	7.766623096526104
1958	Tars2	Spout1	7.766623096526104
1970	Prdx4	Snrpb	7.766623096526104
1969	Rps11	Rps29	7.766623096526104
1981	Cmss1	Adam12	7.766623096526104
1971	Mtrf1l	Cbx2	7.766623096526104
1972	Rpl27	Supv3l1	7.766623096526104
1973	Dcp1b	Wrap53	7.766623096526104
1974	Adarb1	Plcb1	7.766623096526104
1975	Rps24	Pepd	7.766623096526104
1976	Csnk2a1	Cep162	7.766623096526104
1977	Stau1	Tead2	7.766623096526104
1978	Mrrf	Gulp1	7.766623096526104
1979	Prpf38a	Gbe1	7.766623096526104
1980	Hdgf	Utp3	7.766623096526104
1982	Prkra	2310030G06Rik	7.766623096526104
1983	Hnrnph3	Sdad1	7.766623096526104
1954	Sod1	Zfp131	7.766623096526104
1984	Prorp	Ptcd1	7.766623096526104
1955	Trir	Lama2	7.766623096526104
1928	Nsa2	Cwc15	7.766623096526104
1953	Rbm41	Prrc1	7.766623096526104
1952	Mcm5	E2f2	7.766623096526104
1986	Mrps28	Isy1	7.766623096526104
1923	Rps15a	Lyar	7.766623096526104
1924	Mkrn2	Vps18	7.766623096526104
1925	Calr	Plekhh2	7.766623096526104
1926	Tfb1m	Ercc8	7.766623096526104
1927	Tet2	Nsrp1	7.766623096526104
1929	Utp14a	Igf2bp2	7.766623096526104
1930	Rps3	Rpl8	7.766623096526104
1931	Utp3	Srp19	7.766623096526104
1932	Supv3l1	Immp2l	7.766623096526104
1933	Nsrp1	Tet2	7.766623096526104
1934	Purg	Cep112	7.766623096526104
1935	Snrpf	Pde10a	7.766623096526104
1936	Snrpf	Supv3l1	7.766623096526104
1937	Phb	Pepd	7.766623096526104
1938	Cwc15	Slit2	7.766623096526104
1939	Yju2	Ccdc73	7.766623096526104
1940	Hk2	Ercc8	7.766623096526104
1941	Hspa5	Ndst3	7.766623096526104
1942	Hspa5	Dcp1b	7.766623096526104
1943	Isy1	Txn2	7.766623096526104
1944	Isy1	Rae1	7.766623096526104
1945	Eif5a	Yars	7.766623096526104
1946	Cox4i1	Hdac1	7.766623096526104
1947	Rpl36a	Rps29	7.766623096526104
1948	Mars1	Cdip1	7.766623096526104
1949	Mars1	Tubb2a	7.766623096526104
1950	Mcm3	Mcm5	7.766623096526104
1951	Mcm5	Mcm3	7.766623096526104
1985	Rps8	Cracd	7.766623096526104
2042	Prpf38a	Setbp1	7.766623096526104
1987	Mrpl37	Mrpl19	7.766623096526104
2020	Supv3l1	Ifi211	7.766623096526104
2022	Adar	Mrpl21	7.766623096526104
2023	Park7	Mcm5	7.766623096526104
2024	Uhmk1	Setbp1	7.766623096526104
2025	Anp32b	Rgs20	7.766623096526104
2026	Spout1	Dcp1b	7.766623096526104
2027	Zc3h12a	Tnc	7.766623096526104
2028	Scaf1	Mrpl37	7.766623096526104
2029	Supv3l1	Mettl1	7.766623096526104
2030	Hic2	Tmem167	7.766623096526104
2031	Mrpl37	Spryd3	7.766623096526104
2032	Mrps15	Msh2	7.766623096526104
2033	Magohb	Smim11	7.766623096526104
2034	Rbm14	Pus7l	7.766623096526104
2035	Rbm14	P4ha3	7.766623096526104
2036	Mars1	Arhgap28	7.766623096526104
2037	Drg1	Ccn1	7.766623096526104
2038	Lima1	Sulf1	7.766623096526104
2039	Eif3j1	Sh3bgrl	7.766623096526104
2040	Mthfd1l	Hgf	7.766623096526104
2041	Dhx35	Prdx4	7.766623096526104
2043	Hic2	Sec63	7.766623096526104
2044	Nudt21	Neat1	7.766623096526104
2045	Khdc4	Vegfc	7.766623096526104
2046	Mrto4	Apobec3	7.766623096526104
2047	Nsun6	Crebrf	7.766623096526104
2048	Rps27l	Thoc2l	7.766623096526104
2049	Rpl27	Nsa2	7.766623096526104
2050	Ptma	Egfr	7.766623096526104
1921	Anp32b	Hnrnph3	7.766623096526104
2021	Eef1g	Pparg	7.766623096526104
2019	Utp3	Areg	7.766623096526104
1988	Snrpb	Prdx4	7.766623096526104
2018	Rae1	Lsg1	7.766623096526104
1989	Mthfd1l	Rnf150	7.766623096526104
1990	Eif5a	Gulp1	7.766623096526104
1991	Ptcd1	Prorp	7.766623096526104
1992	Lima1	Aspm	7.766623096526104
1993	Rps11	Smyd4	7.766623096526104
1994	Apobec3	Snrpd1	7.766623096526104
1995	Mrrf	Rrp36	7.766623096526104
1996	Rrp36	Mrrf	7.766623096526104
1997	Rpl18	Khdrbs3	7.766623096526104
1998	Hnrnph3	Nup54	7.766623096526104
1999	Hnrnph3	Vkorc1l1	7.766623096526104
2000	Mrps15	Pdhx	7.766623096526104
2001	Cwc15	Slirp	7.766623096526104
2002	Mrpl12	Atp1b1	7.766623096526104
2003	Mcm5	Fam120c	7.766623096526104
2004	Atp1b1	Mrpl12	7.766623096526104
2005	Tra2b	Zfp367	7.766623096526104
2006	Rbm41	Rpl34	7.766623096526104
2007	Drg2	Mthfd1l	7.766623096526104
2008	Mki67	Acat1	7.766623096526104
2009	Rpl23	Acta2	7.766623096526104
2010	Calr	Peli2	7.766623096526104
2011	Acat1	Mki67	7.766623096526104
2012	Purg	Gm20342	7.766623096526104
2013	Nup54	Strbp	7.766623096526104
2014	Yju2	Rbm14	7.766623096526104
2015	Eif4e2	Angpt1	7.766623096526104
2016	Lsg1	Slit2	7.766623096526104
2017	Hdgf	Rpl9	7.766623096526104
1922	Eif1	Dusp10	7.766623096526104
1876	Pus7l	Ccdc163	7.766623096526104
1920	Wrap53	4632427E13Rik	7.766623096526104
1823	Snrpf	Zfp397	7.766623096526104
1825	Mrps15	Thoc2l	7.766623096526104
1826	Cwc15	Prorp	7.766623096526104
1827	Gcn1	Cox4i1	7.766623096526104
1828	Mrpl28	Magohb	7.766623096526104
1829	Srp19	Itfg2	7.766623096526104
1830	Nvl	Nmnat2	7.766623096526104
1831	Eif4e2	Car8	7.766623096526104
1832	Cox4i1	Gcn1	7.766623096526104
1833	Cox4i1	Mrpl21	7.766623096526104
1834	Nav3	Igfbp5	7.766623096526104
1835	Nav3	Plk2	7.766623096526104
1836	Nav3	Nrg1	7.766623096526104
1837	Khdrbs3	Cc2d2a	7.766623096526104
1838	Rpl9	Kirrel3	7.766623096526104
1839	Pwp1	Peli2	7.766623096526104
1840	Rps13	Sod1	7.766623096526104
1841	Mex3b	Npas3	7.766623096526104
1842	Uba52	Exosc2	7.766623096526104
1843	Adarb1	Rbm20	7.766623096526104
1844	Trir	Setbp1	7.766623096526104
1845	Wrap53	Ankrd6	7.766623096526104
1846	Heatr3	Btbd11	7.766623096526104
1847	Rps27a	Cobl	7.766623096526104
1848	Thoc2l	Purg	7.766623096526104
1849	Lyar	Ptgs2	7.766623096526104
1850	Rrp36	Rps27l	7.766623096526104
1851	Rpl18	Nod2	7.766623096526104
1852	Strbp	Utp6	7.766623096526104
1853	Prkra	Mrps35	7.766623096526104
1824	Phb	Rrp36	7.766623096526104
1822	Purg	Wdhd1	7.766623096526104
1855	Rnmt	Srp19	7.766623096526104
1821	Purg	Pacrg	7.766623096526104
1919	Wrap53	Nhp2	7.766623096526104
1792	Lima1	Ptgs2	7.766623096526104
1793	Mki67	Pdlim5	7.766623096526104
1794	Mki67	Nkain2	7.766623096526104
1795	Igf2bp2	Crebrf	7.766623096526104
1796	Rpl8	Fgf7	7.766623096526104
1797	Rps13	Rpl23	7.766623096526104
1798	Sub1	Nusap1	7.766623096526104
1799	Nsun6	Amot	7.766623096526104
1800	Btf3	Srxn1	7.766623096526104
1801	Gtpbp1	Mrpl1	7.766623096526104
1802	Rps15a	Pgk1	7.766623096526104
1803	Hells	Dcaf13	7.766623096526104
1804	Mkrn2	Reck	7.766623096526104
1805	Stau1	Hdac1	7.766623096526104
1806	Tfb1m	Ddx59	7.766623096526104
1807	Tet2	Angpt1	7.766623096526104
1808	Tars2	Gsdme	7.766623096526104
1809	Wdr36	Eya1	7.766623096526104
1810	Wdr36	Rassf8	7.766623096526104
1811	Utp14b	Nhp2	7.766623096526104
1812	Zfp36l1	Slirp	7.766623096526104
1813	Mrps6	Pacrg	7.766623096526104
1814	Prkra	Ppm1d	7.766623096526104
1815	Hnrnph3	Purg	7.766623096526104
1816	Dlat	Rps5	7.766623096526104
1817	Pura	Plk2	7.766623096526104
1818	Pura	Creb5	7.766623096526104
1819	Nhp2	Larp1b	7.766623096526104
1854	Apex1	Spout1	7.766623096526104
1820	Nhp2	Utp14b	7.766623096526104
1856	Msh2	Ddx59	7.766623096526104
1888	Tet2	Prkg1	7.766623096526104
1890	Top2a	Cdh18	7.766623096526104
1891	Rpl14	Ccser1	7.766623096526104
1892	Utp14b	Tmeff1	7.766623096526104
1893	Strbp	Mrps35	7.766623096526104
1894	Prkra	Spice1	7.766623096526104
1895	Utp3	Adamts1	7.766623096526104
1896	Exosc2	Uba52	7.766623096526104
1897	Mrps35	Strbp	7.766623096526104
1898	Mrps35	Rps27l	7.766623096526104
1899	Cfl1	Calr	7.766623096526104
1900	Nasp	Zfp131	7.766623096526104
1901	Hspa5	Mrpl2	7.766623096526104
1902	Hspa5	Kcnq1ot1	7.766623096526104
1903	Zc3h6	Gtf2f1	7.766623096526104
1905	Mthfd1l	Drg2	7.766623096526104
1906	Mrpl12	Pcyt2	7.766623096526104
1907	Hdac1	Cox4i1	7.766623096526104
1908	Mars1	Lyar	7.766623096526104
1909	Rpl7a	Rps4x	7.766623096526104
1910	Rps4x	Rpl7a	7.766623096526104
1911	Khdrbs3	Chchd4	7.766623096526104
1912	Rpl8	Rps3	7.766623096526104
1913	Pwp1	Mcm10	7.766623096526104
1914	Pwp2	Papolg	7.766623096526104
1915	Uhmk1	Adar	7.766623096526104
1916	Prdx4	Gulp1	7.766623096526104
1917	Pcbp3	Ppm1d	7.766623096526104
1918	Adarb1	Tmem167	7.766623096526104
1857	Purg	Ankrd1	7.766623096526104
1889	Khdc4	Mki67	7.766623096526104
1904	Mthfd1l	Sod1	7.766623096526104
1887	Thoc2l	Tvp23b	7.766623096526104
1872	Igf2bp2	Mecom	7.766623096526104
1858	Gcn1	Mir6236	7.766623096526104
1859	Abcf1	Cdip1	7.766623096526104
1860	Hdac1	Gm10115	7.766623096526104
1861	Rbm20	Adarb1	7.766623096526104
1862	Rbm14	Pcbp3	7.766623096526104
1863	Mcm5	Fbxl7	7.766623096526104
1864	Sod1	Rps13	7.766623096526104
1865	Sod1	Park7	7.766623096526104
1867	Park7	Wrap53	7.766623096526104
1868	Tpt1	Immp2l	7.766623096526104
1869	Cdk11b	Wwox	7.766623096526104
1870	Mki67	Khdc4	7.766623096526104
1871	Mki67	Zfp217	7.766623096526104
1866	Khdrbs3	Nusap1	7.766623096526104
1882	Srp68	Mrpl19	7.766623096526104
1880	Rps29	Tmed8	7.766623096526104
1873	Rpl8	Arhgap28	7.766623096526104
1885	Tpi1	Pepd	7.766623096526104
1884	Sdad1	Enox1	7.766623096526104
1883	Calr	Cfl1	7.766623096526104
1881	Eif1	Arpc1b	7.766623096526104
1879	Rps26	Angpt1	7.766623096526104
1878	Rpl23	Rpl18	7.766623096526104
1877	Arpc1b	Eif1	7.766623096526104
1791	Lima1	Car8	7.766623096526104
1875	Pwp1	Dusp3	7.766623096526104
1874	Rpl9	Eef1g	7.766623096526104
1886	Thoc2l	Utp3	7.766623096526104
2246	Mettl1	Pdcd4	6.850196061772977
2244	Prpf40b	Pcdh18	6.850196061772977
2245	Uhmk1	Pwp2	6.850196061772977
2234	Hspa5	Egr3	6.850196061772977
2247	Wrap53	Dcp1b	6.850196061772977
2242	Enox1	Fn1	6.850196061772977
2248	Heatr3	Ptcd1	6.850196061772977
2243	Pwp2	Uhmk1	6.850196061772977
2235	Mthfd1l	Peg3	6.850196061772977
2241	Tpt1	Pdzrn3	6.850196061772977
2240	Snrpd1	Utp25	6.850196061772977
2239	Rpl7a	Ankrd1	6.850196061772977
2238	Mars1	E2f2	6.850196061772977
2237	Gapdh	Cdip1	6.850196061772977
2236	Ybx1	Pde10a	6.850196061772977
2250	Calr	Mex3b	6.850196061772977
2249	Hells	Mcm5	6.850196061772977
2264	Wrap53	Gm49356	6.850196061772977
2251	Spout1	Uba52	6.850196061772977
2260	Pdcd4	Areg	6.850196061772977
2232	Smn1	Cep112	6.850196061772977
2265	Heatr3	Gulp1	6.850196061772977
2266	Spout1	Park7	6.850196061772977
2263	Rpl23	Fhl1	6.850196061772977
2262	Tra2b	Tubb2a	6.850196061772977
2261	Ddx31	Tubb2a	6.850196061772977
2259	Mrpl1	Chchd4	6.850196061772977
2252	Rpl18	Rpl9	6.850196061772977
2258	Dcaf13	Atp6v1b2	6.850196061772977
2257	Srp19	Gbe1	6.850196061772977
2256	Smn1	Car8	6.850196061772977
2255	Hnrnph3	Gm49356	6.850196061772977
2254	Utp3	Hdgf	6.850196061772977
2253	Zc3h12a	Mrpl12	6.850196061772977
2233	Mrpl28	Slc35b3	6.850196061772977
2200	Cfl1	Rps18	6.850196061772977
2231	Mrpl37	Enox1	6.850196061772977
2204	Nup54	Coq2	6.850196061772977
2211	Rbm14	Spice1	6.850196061772977
2210	Rbm20	Btbd11	6.850196061772977
2209	Mrpl9	Phb	6.850196061772977
2208	Cox4i1	Cmss1	6.850196061772977
2207	Eif4e2	Hgf	6.850196061772977
2205	Mrpl21	Nod2	6.850196061772977
2203	Yars	Nmnat2	6.850196061772977
2213	Sod1	Gorab	6.850196061772977
2202	Yars	Eif5a	6.850196061772977
2201	Nhp2	Nmnat2	6.850196061772977
2199	Tubb2a	Mars1	6.850196061772977
2198	Dlat	Rack1	6.850196061772977
2197	Apex1	Lima1	6.850196061772977
2268	Lsg1	Ndst3	6.850196061772977
2212	Rpl7a	Eif5a	6.850196061772977
2214	Cdk11b	Sh3bgrl	6.850196061772977
2230	Papolg	Trmt1l	6.850196061772977
2223	Utp14b	Purg	6.850196061772977
2229	Msh2	Top2a	6.850196061772977
2228	Hic2	Rrp36	6.850196061772977
2227	Utp3	Sod1	6.850196061772977
2226	Prkra	Npas3	6.850196061772977
2225	Strbp	Nkap	6.850196061772977
2224	Rpl12	Pdlim5	6.850196061772977
2222	Atp5pb	Cdip1	6.850196061772977
2215	Rpl34	Pdlim5	6.850196061772977
2221	Tars2	Mrps15	6.850196061772977
2220	Tars2	Rnf169	6.850196061772977
2219	Sdad1	Vkorc1l1	6.850196061772977
2218	Calr	Pdzrn3	6.850196061772977
2217	Hells	Nusap1	6.850196061772977
2216	Mex3b	Snrpf	6.850196061772977
2267	Rpl22l1	Phb	6.850196061772977
2332	Drg2	Yju2	6.850196061772977
2269	Rpl12	Setbp1	6.850196061772977
2314	Mrpl21	Btf3	6.850196061772977
2320	Tars2	Phb	6.850196061772977
2319	Srp68	Clpp	6.850196061772977
2318	Nudt21	Bmpr1b	6.850196061772977
2317	Rpl23	Gsdme	6.850196061772977
2316	Sod1	Hk2	6.850196061772977
2315	Hk2	Sod1	6.850196061772977
2313	Pgk1	Uba52	6.850196061772977
2322	Fam50a	Ptcd1	6.850196061772977
2312	Igf2bp2	Pcdh7	6.850196061772977
2311	Rbm14	Mex3b	6.850196061772977
2310	Hspa5	Pacrg	6.850196061772977
2309	Cwc15	Ddx31	6.850196061772977
2308	Mrps28	Nkap	6.850196061772977
2307	Tubb2a	Purg	6.850196061772977
2321	Magohb	Spryd3	6.850196061772977
2323	Rpl23	Col12a1	6.850196061772977
2305	Prkra	Tubb2a	6.850196061772977
2195	Cmss1	Cox4i1	6.850196061772977
2338	Mettl1	Sub1	6.850196061772977
2337	Mki67	Brinp3	6.850196061772977
2336	Nkap	Strbp	6.850196061772977
2335	Thoc2l	Rps27l	6.850196061772977
2334	Rps5	Acta2	6.850196061772977
2333	Mettl1	Tmx4	6.850196061772977
2331	Mrpl12	Spryd3	6.850196061772977
2324	Khdc4	Col8a1	6.850196061772977
2330	Rae1	Gigyf1	6.850196061772977
2329	Slc25a5	Rpl12	6.850196061772977
2328	Sod1	Strbp	6.850196061772977
2327	Strbp	Sod1	6.850196061772977
2326	Strbp	Zfc3h1	6.850196061772977
2325	Rpl12	Slc25a5	6.850196061772977
2306	Nkap	Mrps28	6.850196061772977
2304	Mrps6	Slx4ip	6.850196061772977
2270	Utp3	Nhp2	6.850196061772977
2278	Lima1	Msrb3	6.850196061772977
2284	Rps8	Rpl8	6.850196061772977
2283	Khdc4	Igfbp5	6.850196061772977
2282	Ptma	Rps24	6.850196061772977
2281	Nsun6	Mir6236	6.850196061772977
2280	Rpl8	Rps8	6.850196061772977
2279	Mki67	Wwox	6.850196061772977
2277	Park7	Spout1	6.850196061772977
2286	Slirp	Nsa2	6.850196061772977
2276	Rbm41	Fxr2	6.850196061772977
2275	Cox4i1	Rps5	6.850196061772977
2274	Phb	Rpl22l1	6.850196061772977
2273	Papolg	Arhgap28	6.850196061772977
2272	Rps5	Cox4i1	6.850196061772977
2271	Rnmt	Sec63	6.850196061772977
2285	Yju2	Reck	6.850196061772977
2287	Rpl34	Sinhcaf	6.850196061772977
2303	Lsg1	Stau1	6.850196061772977
2296	Nav3	Ccn2	6.850196061772977
2302	Rps27l	Gtpbp1	6.850196061772977
2301	Stau1	Lsg1	6.850196061772977
2300	Gtpbp1	Rps27l	6.850196061772977
2299	Gtpbp1	Reck	6.850196061772977
2298	Mtrf1l	Rpl34	6.850196061772977
2297	Pus7l	Rbm14	6.850196061772977
2295	Rbm14	Rps13	6.850196061772977
2288	Rps27l	Cox4i1	6.850196061772977
2294	Mrpl9	Cavin2	6.850196061772977
2293	Ybx1	Gfra1	6.850196061772977
2292	Mrpl28	Rrp15	6.850196061772977
2291	Mrto4	Mrpl37	6.850196061772977
2290	Papolg	Zfp217	6.850196061772977
2289	Supv3l1	Rbm14	6.850196061772977
2196	Prkra	Zfp217	6.850196061772977
2206	Eif4e2	Igf2bp2	6.850196061772977
2194	Utp14b	Mir22hg	6.850196061772977
2085	Hdac1	Stau1	6.850196061772977
2102	Rack1	Acta2	6.850196061772977
2101	Tars2	Dcaf13	6.850196061772977
2100	Thoc2l	Pura	6.850196061772977
2099	Thoc2l	Pwp1	6.850196061772977
2098	Calr	Unc5c	6.850196061772977
2097	Calr	Slit2	6.850196061772977
2096	Csnk2a1	Efna5	6.850196061772977
2095	Tial1	Slc25a4	6.850196061772977
2094	Trmt1l	Slc35b3	6.850196061772977
2093	Pcbp3	Rbm14	6.850196061772977
2092	Uhmk1	Adam12	6.850196061772977
2091	Rpl34	Itfg2	6.850196061772977
2090	Igf2bp2	Rassf8	6.850196061772977
2089	Slc25a4	Rack1	6.850196061772977
2088	Khdrbs3	Aifm2	6.850196061772977
2103	Wdr36	Bmpr1b	6.850196061772977
2104	Lyar	Chka	6.850196061772977
2105	Utp14b	Fhl1	6.850196061772977
2114	Nhp2	Slirp	6.850196061772977
2120	Srp19	Rnmt	6.850196061772977
2119	Pgk1	Adamts1	6.850196061772977
2118	Hspb1	Glt28d2	6.850196061772977
2117	Cwc15	Mir6236	6.850196061772977
2116	Mrps15	Il13ra1	6.850196061772977
2115	Purg	Tubb2a	6.850196061772977
2113	Pura	Cdh6	6.850196061772977
2106	Rpl18	Tceal9	6.850196061772977
2112	Ppie	Mecom	6.850196061772977
2111	Prorp	Coq2	6.850196061772977
2110	Scaf1	Adamtsl3	6.850196061772977
2109	Apex1	Mkrn2	6.850196061772977
2108	Zc3h12a	Col12a1	6.850196061772977
2107	Prpf38a	Mrpl2	6.850196061772977
2087	Gigyf1	Srp68	6.850196061772977
2084	Slirp	Cwc15	6.850196061772977
2122	Mrpl19	Lypla2	6.850196061772977
2083	Srp19	Gapdh	6.850196061772977
