	Gene1	Gene2	EdgeWeight
3913	Rps11	Gorab	3.3937906667719786
3923	Zfp36l1	Thoc2l	3.3937906667719786
3924	Zc3h12a	Zfp30	3.3937906667719786
3925	Ppp1ca	Wdpcp	3.3937906667719786
3926	Papolg	Bcl6	3.3937906667719786
3927	Mrpl37	Prorp	3.3937906667719786
3928	Mrpl37	Reck	3.3937906667719786
3914	Pwp1	Mmp16	3.3937906667719786
3912	Rbm41	Tmx4	3.3937906667719786
3964	Papolg	Dtd2	3.3937906667719786
3903	Mrrf	Mrpl2	3.3937906667719786
3897	Rpl34	Txn2	3.3937906667719786
3898	Prpf40b	Cavin2	3.3937906667719786
3899	Uhmk1	Eefsec	3.3937906667719786
3900	Heatr3	Lrp2	3.3937906667719786
3901	Rps27a	Sumo2	3.3937906667719786
3902	Mkrn2	Prkra	3.3937906667719786
3904	Rps27l	Nusap1	3.3937906667719786
3911	Poldip3	Gtf2f1	3.3937906667719786
3905	Spout1	Cmss1	3.3937906667719786
3752	Enox1	Thoc2l	3.3937906667719786
3907	Zc3h12a	Tceal9	3.3937906667719786
3908	Nsrp1	Rgs20	3.3937906667719786
3909	Yars	Gfra1	3.3937906667719786
3910	Mrpl2	Mrrf	3.3937906667719786
3929	Mrto4	Txn2	3.3937906667719786
3930	Mrpl28	Rnmt	3.3937906667719786
3931	Hspa5	Ybx1	3.3937906667719786
3956	Csnk2a1	Prdx4	3.3937906667719786
3950	Slc25a5	Atp5pb	3.3937906667719786
3951	Mki67	Rps17	3.3937906667719786
3952	Prpf40b	Khdrbs3	3.3937906667719786
3953	Prdx4	Csnk2a1	3.3937906667719786
3954	Trmt1l	Strbp	3.3937906667719786
3955	Sec63	Adamtsl3	3.3937906667719786
3957	Hells	Crim1	3.3937906667719786
3932	Magohb	Mtfr1	3.3937906667719786
3958	Sdad1	Ercc8	3.3937906667719786
3959	Rpl14	Pdlim5	3.3937906667719786
3960	Utp14a	Pcdh18	3.3937906667719786
3961	Prpf38a	Mir22hg	3.3937906667719786
3962	Mrps6	Gm4117	3.3937906667719786
3963	Nsrp1	Atp1b1	3.3937906667719786
3949	Drg1	Donson	3.3937906667719786
3948	Sod1	Peg3	3.3937906667719786
3947	Rps4x	Wdhd1	3.3937906667719786
3946	Adar	Mex3b	3.3937906667719786
3945	Slirp	Spout1	3.3937906667719786
3944	Magohb	Tubb2a	3.3937906667719786
3943	Tubb2a	Magohb	3.3937906667719786
3942	Gtf2f1	Nsun6	3.3937906667719786
3941	Atp5pb	Slc25a5	3.3937906667719786
3940	Ptma	Pdzrn3	3.3937906667719786
3939	Mkrn2	Mrpl37	3.3937906667719786
3938	Mex3b	Adar	3.3937906667719786
3937	Pwp1	Spice1	3.3937906667719786
3936	Enox1	Ccnd2	3.3937906667719786
3935	Mrpl1	Brip1os	3.3937906667719786
3934	Rpl36a	Amot	3.3937906667719786
3933	Ybx1	Hspa5	3.3937906667719786
3753	Rpl8	Galnt18	3.3937906667719786
3906	Tet2	Pde7b	3.3937906667719786
3751	Park7	Spice1	3.3937906667719786
3563	Rpl34	Tmx4	3.3937906667719786
3557	Mki67	Prpf40b	3.3937906667719786
3558	Mki67	Bmpr1b	3.3937906667719786
3559	Rps18	Fn1	3.3937906667719786
3560	Igf2bp2	Lima1	3.3937906667719786
3561	Rpl9	Rps4x	3.3937906667719786
3562	Rps13	Isy1	3.3937906667719786
3564	Pus7l	Donson	3.3937906667719786
3555	Lima1	Igf2bp2	3.3937906667719786
3565	Prdx4	Dcaf13	3.3937906667719786
3566	Uba52	Pdcd4	3.3937906667719786
3567	Trmt1l	Fbxl20	3.3937906667719786
3568	Fn1	Rps18	3.3937906667719786
3569	Fn1	Spout1	3.3937906667719786
3570	Fxr2	Rps13	3.3937906667719786
3556	Rpl5	Trir	3.3937906667719786
3554	Slc25a5	Neat1	3.3937906667719786
3572	Wrap53	Ccne2	3.3937906667719786
3545	Mcm3	Rfc2	3.3937906667719786
3539	Gapdh	Srp19	3.3937906667719786
3540	Rbm14	Mrpl12	3.3937906667719786
3541	Rbm14	Hnrnph3	3.3937906667719786
3542	Rbm14	Samhd1	3.3937906667719786
3543	Nav3	Immp2l	3.3937906667719786
3544	Mars1	Pcbp3	3.3937906667719786
3546	Mcm3	Wdpcp	3.3937906667719786
3553	Rbm41	Junb	3.3937906667719786
3547	Sumo2	Snrpc	3.3937906667719786
3548	Pdcd4	Fhl1	3.3937906667719786
3549	Ddx31	Fxr2	3.3937906667719786
3550	Rpl7a	Ptgs2	3.3937906667719786
3551	Tra2b	Hmgn1	3.3937906667719786
3552	Tra2b	Hdac1	3.3937906667719786
3571	Rps26	Car8	3.3937906667719786
3573	Wrap53	Spout1	3.3937906667719786
3608	Cox4i1	Rpl12	3.3937906667719786
3599	Snrpb	Eif1	3.3937906667719786
3593	Tubb2a	Lars2	3.3937906667719786
3594	Mrps28	Supv3l1	3.3937906667719786
3595	Hic2	Adamts6	3.3937906667719786
3596	Msh2	Dcp1b	3.3937906667719786
3597	Phb	Sub1	3.3937906667719786
3598	Phb	Pus7l	3.3937906667719786
3600	Cwc15	Pdgfc	3.3937906667719786
3591	Supv3l1	Mrps28	3.3937906667719786
3601	Gcn1	Pparg	3.3937906667719786
3602	Hspa5	Efcab11	3.3937906667719786
3603	Magohb	Fgf7	3.3937906667719786
3604	Mrpl19	Nkap	3.3937906667719786
3605	Slirp	Nhp2	3.3937906667719786
3606	Dcaf13	Prdx4	3.3937906667719786
3592	Rps8	Rpl13a	3.3937906667719786
3590	Utp6	Gfra1	3.3937906667719786
3574	Rps29	Adamtsl3	3.3937906667719786
3581	Wdr36	Plcb1	3.3937906667719786
3575	Rps15a	Wdhd1	3.3937906667719786
3576	Sdad1	Nrg1	3.3937906667719786
3577	Rps27l	Galnt18	3.3937906667719786
3578	Tet2	Smyd4	3.3937906667719786
3579	Tet2	Abcf1	3.3937906667719786
3580	Khdc4	Sh3bgrl	3.3937906667719786
3582	Rpl22l1	Ggact	3.3937906667719786
3589	Nkap	Mrpl19	3.3937906667719786
3583	Lyar	Yars	3.3937906667719786
3584	Rrp36	Magohb	3.3937906667719786
3585	Rpl18	Mettl1	3.3937906667719786
3586	Utp14a	Hgf	3.3937906667719786
3587	Prpf38a	Pepd	3.3937906667719786
3588	Zc3h12a	Ifi211	3.3937906667719786
3538	Rpl36a	Mrpl19	3.3937906667719786
3537	Eif5a	Pdzrn3	3.3937906667719786
3536	Eif4e2	Mrpl19	3.3937906667719786
3491	Nudt21	Lama2	3.3937906667719786
3485	Anp32b	Palld	3.3937906667719786
3486	Eif1	Lyar	3.3937906667719786
3487	Sec63	Peg3	3.3937906667719786
3488	Sec63	Khdc4	3.3937906667719786
3489	Csnk2a1	Areg	3.3937906667719786
3490	Rps27a	Lrp2	3.3937906667719786
3492	Fam120c	Aspm	3.3937906667719786
3483	Trir	Hdac9	3.3937906667719786
3493	Mkrn2	4632427E13Rik	3.3937906667719786
3494	Calr	Tet2	3.3937906667719786
3495	Calr	Egfr	3.3937906667719786
3496	Mrrf	Scaf1	3.3937906667719786
3497	Sdad1	Atp6v1b2	3.3937906667719786
3498	Rps27l	Pus7l	3.3937906667719786
3484	Rps29	Strbp	3.3937906667719786
3482	Fxr2	Enox1	3.3937906667719786
3535	Mrpl19	Ggact	3.3937906667719786
3473	Rps11	Eif4e2	3.3937906667719786
3750	Rbm41	Ddx31	3.3937906667719786
3468	Lima1	Dusp10	3.3937906667719786
3469	Lima1	Rps5	3.3937906667719786
3470	Rps17	Spryd3	3.3937906667719786
3471	Igf2bp2	Jazf1	3.3937906667719786
3472	Rpl8	Gfra1	3.3937906667719786
3474	Pwp1	Mrrf	3.3937906667719786
3481	Uba52	Msh2	3.3937906667719786
3475	Prpf40b	Uhmk1	3.3937906667719786
3476	Prpf40b	Rpl23	3.3937906667719786
3477	Uhmk1	Ppp1r18	3.3937906667719786
3478	Uhmk1	Prpf40b	3.3937906667719786
3479	Pcbp3	Lingo2	3.3937906667719786
3480	Pcbp3	Mars1	3.3937906667719786
3499	Tet2	Calr	3.3937906667719786
3500	Tars2	Uba52	3.3937906667719786
3501	Nsa2	Reck	3.3937906667719786
3527	Rbm4b	Rpl34	3.3937906667719786
3520	Rnmt	Prpf40b	3.3937906667719786
3521	Rnmt	Tmem167	3.3937906667719786
3523	Rps5	Lima1	3.3937906667719786
3524	Msh2	Uba52	3.3937906667719786
3525	Nhp2	Lypla2	3.3937906667719786
3526	Nhp2	Mettl1	3.3937906667719786
3528	Purg	Pcyt2	3.3937906667719786
3502	Rpl22l1	Hells	3.3937906667719786
3529	Purg	Nasp	3.3937906667719786
3530	Nasp	Purg	3.3937906667719786
3531	Pgk1	Top2a	3.3937906667719786
3532	Pgk1	Ccdc73	3.3937906667719786
3533	Mrpl28	Areg	3.3937906667719786
3534	Mrpl12	Rbm14	3.3937906667719786
3519	Supv3l1	Rps27a	3.3937906667719786
3518	Zfc3h1	Lrp2	3.3937906667719786
3517	Ppie	Thoc2l	3.3937906667719786
3516	Prorp	Hdac1	3.3937906667719786
3515	Mrps35	Mars1	3.3937906667719786
3514	Glyr1	Rrp15	3.3937906667719786
3513	Hnrnph3	Rbm14	3.3937906667719786
3512	Utp6	Pkia	3.3937906667719786
3511	Utp3	Uba52	3.3937906667719786
3510	Apex1	Tars2	3.3937906667719786
3509	Zc3h12a	Prkra	3.3937906667719786
3508	Rae1	Hk2	3.3937906667719786
3507	Rps3	Rack1	3.3937906667719786
3506	Strbp	Lama2	3.3937906667719786
3505	Strbp	Rps29	3.3937906667719786
3504	Rpl12	Samhd1	3.3937906667719786
3503	Prpf38a	Lima1	3.3937906667719786
3607	Abcf1	Tet2	3.3937906667719786
3522	Tubb2a	Rpl5	3.3937906667719786
3609	Mrpl1	Glt28d2	3.3937906667719786
3706	Nudt21	Tnc	3.3937906667719786
3700	Rps29	Sod1	3.3937906667719786
3701	Rps24	Sh3bgrl	3.3937906667719786
3702	Sec63	Tsix	3.3937906667719786
3703	Rps15a	Adam12	3.3937906667719786
3704	Heatr3	Wwox	3.3937906667719786
3705	Rrp15	4632427E13Rik	3.3937906667719786
3707	Hells	Peli2	3.3937906667719786
3698	Adarb1	Sema6a	3.3937906667719786
3708	Mkrn2	Gm45221	3.3937906667719786
3709	Mrrf	Kif26b	3.3937906667719786
3710	Sdad1	Thoc1	3.3937906667719786
3711	Ptma	Ppp1ca	3.3937906667719786
3712	Rps27l	Rrp9	3.3937906667719786
3713	Rps27l	Ubc	3.3937906667719786
3699	Adarb1	Rpl23	3.3937906667719786
3697	Dhx35	Sumo2	3.3937906667719786
3715	Wdr36	Scaf1	3.3937906667719786
3688	Cdk11b	Utp14a	3.3937906667719786
3682	Nav3	Peg3	3.3937906667719786
3683	Mcm3	Rps17	3.3937906667719786
3684	Tra2b	Mir6236	3.3937906667719786
3685	Rbm41	Nrg1	3.3937906667719786
3686	Sod1	Prpf40b	3.3937906667719786
3687	Tpt1	Utp14a	3.3937906667719786
3689	Mki67	4930471E19Rik	3.3937906667719786
3696	Mettl1	Wdpcp	3.3937906667719786
3690	Fam50a	Pcdh18	3.3937906667719786
3691	Pwp2	Isy1	3.3937906667719786
3692	Rpl34	Cdk2ap1	3.3937906667719786
3693	Sub1	Mrps35	3.3937906667719786
3694	Rpl23	Peli2	3.3937906667719786
3695	Rpl23	Adarb1	3.3937906667719786
3714	Thoc2l	Pdcd4	3.3937906667719786
3716	Rrp36	Gm20521	3.3937906667719786
3680	Mrpl12	Ccser1	3.3937906667719786
3743	Rbm20	Wdpcp	3.3937906667719786
3737	Mthfd1l	Pcf11	3.3937906667719786
3738	Mthfd1l	Lurap1l	3.3937906667719786
3739	Mthfd1l	Tafa2	3.3937906667719786
3740	Slirp	Clpp	3.3937906667719786
3741	Abcf1	Fgf7	3.3937906667719786
3742	Mrpl1	Scaf1	3.3937906667719786
3744	Samhd1	Mcm3	3.3937906667719786
3735	Isy1	Itfg2	3.3937906667719786
3745	Sumo2	Ttn	3.3937906667719786
3746	Sumo2	Dhx35	3.3937906667719786
3747	Poldip3	4632427E13Rik	3.3937906667719786
3748	Atp1b1	Kcnc2	3.3937906667719786
3749	Tra2b	Pdgfc	3.3937906667719786
3610	Mrpl1	Ankrd1	3.3937906667719786
3736	Isy1	Eya1	3.3937906667719786
3734	Magohb	Chchd4	3.3937906667719786
3717	Prpf38a	Apex1	3.3937906667719786
3725	Thoc1	Sdad1	3.3937906667719786
3718	Strbp	Gys1	3.3937906667719786
3719	Hdgf	Ngf	3.3937906667719786
3720	Zc3h12a	Rae1	3.3937906667719786
3721	Apex1	Cc2d2a	3.3937906667719786
3723	Glyr1	Zfp367	3.3937906667719786
3724	Thoc1	Arhgap28	3.3937906667719786
3726	Acat1	Ddx59	3.3937906667719786
3733	Hspa5	Col8a1	3.3937906667719786
3727	Ppp1ca	Rps15a	3.3937906667719786
3728	Rnmt	Zfp820	3.3937906667719786
3729	Papolg	Tmx4	3.3937906667719786
3730	Mrto4	Gfra1	3.3937906667719786
3731	Mrpl21	Ggact	3.3937906667719786
3732	Hk2	Igfbp2	3.3937906667719786
3681	Rfc2	Snrpf	3.3937906667719786
3722	Scaf1	Gm38211	3.3937906667719786
3679	Mthfd1l	Thoc1	3.3937906667719786
3635	Pcbp3	Cdip1	3.3937906667719786
3629	Pwp2	Thoc2l	3.3937906667719786
3630	Prpf40b	Mrpl9	3.3937906667719786
3631	Prpf40b	Sod1	3.3937906667719786
3632	Pus7l	Zfp36l1	3.3937906667719786
3633	Pus7l	Mrpl28	3.3937906667719786
3634	Uhmk1	Zfp397	3.3937906667719786
3636	Uba52	Cep112	3.3937906667719786
3627	Rps11	Trmt1l	3.3937906667719786
3637	Mtrf1l	Scaf1	3.3937906667719786
3638	Fn1	Rpl34	3.3937906667719786
3639	Wrap53	Donson	3.3937906667719786
3640	Rps29	Gm4117	3.3937906667719786
3641	Apobec3	Slc8a1	3.3937906667719786
3642	Eif1	Cmss1	3.3937906667719786
3628	Pwp1	Sub1	3.3937906667719786
3626	Rps11	Hdgf	3.3937906667719786
3644	Calr	Cobl	3.3937906667719786
3616	Poldip3	Prpf40b	3.3937906667719786
3611	Rbm20	Adamts6	3.3937906667719786
3678	Isy1	Il13ra1	3.3937906667719786
3612	Mcm3	Wwox	3.3937906667719786
3613	Mcm3	Egr1	3.3937906667719786
3614	Rpl13a	Rps8	3.3937906667719786
3615	Dnaja1	Rassf8	3.3937906667719786
3617	Rpl7a	Rpl12	3.3937906667719786
3624	Sod1	Rfc2	3.3937906667719786
3618	Rps4x	Acta2	3.3937906667719786
3619	Atp1b1	Ptcd1	3.3937906667719786
3620	Tra2b	Cdip1	3.3937906667719786
3621	Tra2b	Uhmk1	3.3937906667719786
3622	Rbm41	Wdpcp	3.3937906667719786
3623	Sod1	Cacnb2	3.3937906667719786
3643	Calr	Thsd7a	3.3937906667719786
3625	Slc25a4	Rpl14	3.3937906667719786
3645	Tpi1	Apex1	3.3937906667719786
3671	Cwc15	Ggact	3.3937906667719786
3664	Scaf1	Mtrf1l	3.3937906667719786
3665	Prorp	Brip1os	3.3937906667719786
3666	Ppie	Cwc15	3.3937906667719786
3667	Nsrp1	Fn1	3.3937906667719786
3668	Nsrp1	Cracd	3.3937906667719786
3670	Snrpb	Rps3	3.3937906667719786
3672	Pgk1	Mrpl12	3.3937906667719786
3662	Hnrnph3	Utp25	3.3937906667719786
3673	Mrpl28	Pus7l	3.3937906667719786
3674	Cpsf3	Pepd	3.3937906667719786
3675	Zc3h6	Mrpl28	3.3937906667719786
3646	Nsa2	Snrpf	3.3937906667719786
3676	Zc3h6	Naa60	3.3937906667719786
3677	Zc3h6	Mars1	3.3937906667719786
3663	Dlat	Btbd11	3.3937906667719786
3669	Hic2	Rps27l	3.3937906667719786
3661	Utp6	Ptcd1	3.3937906667719786
3647	Nsa2	Btf3	3.3937906667719786
3649	Lsg1	Uhmk1	3.3937906667719786
3660	Apex1	Crebrf	3.3937906667719786
3650	Lyar	Rps29	3.3937906667719786
3651	Utp14b	Srp19	3.3937906667719786
3648	Ldha	Srp68	3.3937906667719786
3653	Rpl18	Fn1	3.3937906667719786
3654	Utp14a	Tpt1	3.3937906667719786
3652	Rpl18	Mrpl12	3.3937906667719786
3655	Utp14a	Cdk11b	3.3937906667719786
3656	Rps3	Snrpb	3.3937906667719786
3657	Hdgf	Rps11	3.3937906667719786
3658	Cmss1	Eif1	3.3937906667719786
3659	Apex1	Dhx35	3.3937906667719786
4502	Supv3l1	Dtd2	2.5875226523347643
4503	Acat1	Nusap1	2.5875226523347643
4504	Rnmt	Rpl36a	2.5875226523347643
4505	Tubb2a	Cdkn1a	2.5875226523347643
4506	Pura	Calr	2.5875226523347643
4501	Mrps35	Gbe1	2.5875226523347643
4507	Purg	Mrpl22	2.5875226523347643
4508	Mrpl37	Atp1b1	2.5875226523347643
4509	Snrpf	Tmx4	2.5875226523347643
4514	Mrpl22	Purg	2.5875226523347643
4510	Snrpf	Snrpc	2.5875226523347643
4511	Phb	Egr3	2.5875226523347643
4512	Cwc15	Ercc8	2.5875226523347643
4513	Hspb1	Pdhx	2.5875226523347643
4515	Zc3h6	Nrg1	2.5875226523347643
4516	Isy1	Mcoln1	2.5875226523347643
4519	Samhd1	Uhmk1	2.5875226523347643
4499	Strbp	Adamts1	2.5875226523347643
4517	Rpl36a	Rnmt	2.5875226523347643
4518	Samhd1	Vkorc1l1	2.5875226523347643
4500	Strbp	Cdk11b	2.5875226523347643
4485	Dhx35	Mrpl37	2.5875226523347643
4498	Rpl18	Ppm1d	2.5875226523347643
4487	Eif1	Rpl23	2.5875226523347643
4480	Uba52	Cc2d2a	2.5875226523347643
4521	Tra2b	Slit2	2.5875226523347643
4479	Pcbp3	Rps11	2.5875226523347643
4481	Dcp1b	Isy1	2.5875226523347643
4482	Sub1	Gtpbp1	2.5875226523347643
4483	Rpl23	Eif1	2.5875226523347643
4484	Mettl1	Tmem167	2.5875226523347643
4486	Anp32b	Snrpd1	2.5875226523347643
4488	Gtpbp1	Sub1	2.5875226523347643
4497	Hmgn1	Thoc2l	2.5875226523347643
4489	Mkrn2	Gorab	2.5875226523347643
4490	Tpi1	Rassf8	2.5875226523347643
4491	Thoc2l	Sod1	2.5875226523347643
4492	Nsa2	Clpp	2.5875226523347643
4493	Lsg1	Arhgap28	2.5875226523347643
4494	Top2a	Mrpl1	2.5875226523347643
4495	Lyar	Robo2	2.5875226523347643
4496	Rrp36	Msrb3	2.5875226523347643
4520	Snrpd1	Thbs1	2.5875226523347643
4554	Mcm3	Rnf169	2.5875226523347643
4522	Cdk11b	Strbp	2.5875226523347643
4555	Poldip3	Glyr1	2.5875226523347643
4546	Ppie	Mtrf1l	2.5875226523347643
4547	Rps5	Ybx1	2.5875226523347643
4548	Mrto4	Snrpc	2.5875226523347643
4549	Snrpc	Slit2	2.5875226523347643
4550	Taco1	Utp6	2.5875226523347643
4551	Rfc2	Galnt18	2.5875226523347643
4552	Adar	Tpi1	2.5875226523347643
4553	Nav3	Creb5	2.5875226523347643
4556	Poldip3	Cpsf3	2.5875226523347643
4544	Thoc1	Ndst3	2.5875226523347643
4557	Atp1b1	Col12a1	2.5875226523347643
4558	Tra2b	Brip1os	2.5875226523347643
4559	Sod1	Mkrn2	2.5875226523347643
4560	Rpl5	Rps24	2.5875226523347643
4561	Rpl34	Pde7b	2.5875226523347643
4562	Prdx4	Rpl36a	2.5875226523347643
4477	Rpl34	Rpl18	2.5875226523347643
4563	Sub1	Vps18	2.5875226523347643
4545	Ppie	Ndst4	2.5875226523347643
4543	Mrps35	Ercc8	2.5875226523347643
4523	Lima1	Pcdh7	2.5875226523347643
4532	Srp68	Tmx4	2.5875226523347643
4524	Rpl8	Lyar	2.5875226523347643
4525	Rpl34	Junb	2.5875226523347643
4526	Uhmk1	Mkrn2	2.5875226523347643
4527	Uhmk1	Nkap	2.5875226523347643
4528	Mtrf1l	Dhx35	2.5875226523347643
4529	Nudt21	Ebf1	2.5875226523347643
4530	Hells	Ubc	2.5875226523347643
4531	Srp68	Ppp1ca	2.5875226523347643
4533	Mkrn2	Uhmk1	2.5875226523347643
4542	Mrps6	Rnf150	2.5875226523347643
4534	Mkrn2	Sod1	2.5875226523347643
4535	Rps27l	Peli2	2.5875226523347643
4536	Thoc2l	4632427E13Rik	2.5875226523347643
4537	Tars2	Hacd3	2.5875226523347643
4538	Top2a	Hic2	2.5875226523347643
4539	Utp14b	Hic2	2.5875226523347643
4540	Zfp36l1	Il13ra1	2.5875226523347643
4541	Hdgf	Slc25a5	2.5875226523347643
4478	Uhmk1	Piezo2	2.5875226523347643
4406	Hic2	Rpl18	2.5875226523347643
4476	Fam50a	Spats2l	2.5875226523347643
4420	Mcm3	Ptgs2	2.5875226523347643
4412	Srp19	Ifi211	2.5875226523347643
4413	Eif5a	Plekhh2	2.5875226523347643
4414	Cox4i1	Rrp15	2.5875226523347643
4415	Mrpl1	Prrc1	2.5875226523347643
4416	Rfc2	Mindy2	2.5875226523347643
4417	Nav3	Tnc	2.5875226523347643
4418	Mars1	Nrg1	2.5875226523347643
4419	Mars2	Fam50a	2.5875226523347643
4421	Samhd1	Thsd7a	2.5875226523347643
4410	Mrpl21	Prpf40b	2.5875226523347643
4422	Dnaja1	Ndst3	2.5875226523347643
4423	Pdcd4	Rgs20	2.5875226523347643
4424	Rps4x	Wdr36	2.5875226523347643
4425	Rbm41	Ercc8	2.5875226523347643
4426	Slc25a5	Hmgn1	2.5875226523347643
4427	Cdk11b	Supv3l1	2.5875226523347643
4428	Lima1	Hmgn1	2.5875226523347643
4429	Rrp9	Arpc1b	2.5875226523347643
4411	Yju2	F3	2.5875226523347643
4409	Smn1	Uba52	2.5875226523347643
4431	Pwp2	Gulp1	2.5875226523347643
4397	Scaf1	Mettl1	2.5875226523347643
4565	Rps29	Rps11	2.5875226523347643
4390	Hmgn1	Slc25a5	2.5875226523347643
4391	Utp14b	Dcp1b	2.5875226523347643
4392	Rps3	Rpl5	2.5875226523347643
4393	Cmss1	Sdad1	2.5875226523347643
4394	Apex1	Apobec3	2.5875226523347643
4395	Hnrnph3	Ppm1d	2.5875226523347643
4396	Dlat	Inhba	2.5875226523347643
4398	Glyr1	Sqstm1	2.5875226523347643
4408	Nhp2	Gm49356	2.5875226523347643
4399	Thoc1	Gm38211	2.5875226523347643
4400	Zfc3h1	Tial1	2.5875226523347643
4401	Zfc3h1	Tafa2	2.5875226523347643
4402	Supv3l1	Papolg	2.5875226523347643
4403	Rnmt	Tmeff2	2.5875226523347643
4404	Rps8	Pcdh7	2.5875226523347643
4405	Hic2	Spout1	2.5875226523347643
4407	Nhp2	Ccdc163	2.5875226523347643
4430	Pwp2	Peli2	2.5875226523347643
4432	Pus7l	Spout1	2.5875226523347643
4475	Igf2bp2	Nox4	2.5875226523347643
4465	Rpl36a	Grik2	2.5875226523347643
4457	Snrpf	Rpl22l1	2.5875226523347643
4458	Snrpf	Pgk1	2.5875226523347643
4459	Phb	Mkrn2	2.5875226523347643
4460	Snrpb	Acat1	2.5875226523347643
4461	Hspa5	Cdh6	2.5875226523347643
4462	Magohb	Pdhx	2.5875226523347643
4463	Nvl	Thsd7a	2.5875226523347643
4464	Hdac1	Mrpl9	2.5875226523347643
4466	Mrpl2	Reck	2.5875226523347643
4455	Mrps28	Mcm3	2.5875226523347643
4467	Rfc2	Wwox	2.5875226523347643
4468	Rbm20	Galnt18	2.5875226523347643
4469	Nav3	Pacrg	2.5875226523347643
4470	Pdcd4	Gm49356	2.5875226523347643
4471	Snrpd1	Rps27l	2.5875226523347643
4472	Cdk11b	Neat1	2.5875226523347643
4473	Enox1	Akap12	2.5875226523347643
4474	Rps17	Mki67	2.5875226523347643
4456	Snrpf	Cdk2ap1	2.5875226523347643
4454	Acat1	Snrpb	2.5875226523347643
4433	Trmt1l	Pura	2.5875226523347643
4442	Nsa2	Gorab	2.5875226523347643
4434	Sub1	Rps8	2.5875226523347643
4435	Rpl23	Prpf40b	2.5875226523347643
4436	Rps29	Vps18	2.5875226523347643
4437	Apobec3	Fhl1	2.5875226523347643
4438	Rps15a	Thbs1	2.5875226523347643
4439	Calr	Apex1	2.5875226523347643
4440	Rps27l	Snrpd1	2.5875226523347643
4441	Eif3j1	Dhx35	2.5875226523347643
4443	Nsa2	Wwox	2.5875226523347643
4452	Prkra	Mrps28	2.5875226523347643
4444	Ldha	Cmss1	2.5875226523347643
4445	Top2a	Wdhd1	2.5875226523347643
4446	Rpl14	Ngf	2.5875226523347643
4447	Rpl18	Pdhx	2.5875226523347643
4448	Rpl18	Rps18	2.5875226523347643
4449	Utp14a	Lgr6	2.5875226523347643
4450	Mrps6	B230362B09Rik	2.5875226523347643
4451	Cmss1	Ldha	2.5875226523347643
4564	Mettl1	Gys1	2.5875226523347643
4707	Mrpl37	Rps15a	2.5875226523347643
4566	Rps24	Rpl5	2.5875226523347643
4686	Tra2b	Cep112	2.5875226523347643
4678	Lima1	Fbxl7	2.5875226523347643
4679	Uhmk1	Immp2l	2.5875226523347643
4680	Btf3	Ptcd1	2.5875226523347643
4681	Msh2	Rrp15	2.5875226523347643
4682	Cpsf3	Brip1os	2.5875226523347643
4683	Tpi1	Nox4	2.5875226523347643
4684	Hspb1	Gpatch11	2.5875226523347643
4685	Rpl36a	Fbxl20	2.5875226523347643
4687	Spout1	Sema6a	2.5875226523347643
4676	Ddx31	Piezo2	2.5875226523347643
4688	Larp1b	Supv3l1	2.5875226523347643
4689	Larp1b	Exosc2	2.5875226523347643
4690	Gtf2f1	Rpl9	2.5875226523347643
4691	Pura	Mars1	2.5875226523347643
4692	Mthfd1l	Gulp1	2.5875226523347643
4693	Prdx4	Rpl22l1	2.5875226523347643
4694	Dhx35	Hacd3	2.5875226523347643
4695	Calr	Rps8	2.5875226523347643
4677	Tra2b	Sh3bgrl	2.5875226523347643
4675	Rbm20	Rbm4b	2.5875226523347643
4697	Strbp	Trmt1l	2.5875226523347643
4664	Cdk11b	Lsg1	2.5875226523347643
4656	Tubb2a	Eif3j1	2.5875226523347643
4657	Pura	Nup54	2.5875226523347643
4658	Nup54	Pura	2.5875226523347643
4659	Hspb1	Hic2	2.5875226523347643
4660	Eef1g	Scaf1	2.5875226523347643
4661	Poldip3	Lars2	2.5875226523347643
4662	Poldip3	Hells	2.5875226523347643
4663	Poldip3	Psmc3ip	2.5875226523347643
4665	Rpl5	Id3	2.5875226523347643
4674	Abcf1	Hspa5	2.5875226523347643
4666	Dcp1b	Il13ra1	2.5875226523347643
4667	Trir	Sdad1	2.5875226523347643
4668	Fam120c	Nrg1	2.5875226523347643
4669	Sdad1	Trir	2.5875226523347643
4670	Tars2	Rpl18	2.5875226523347643
4671	Nsa2	Apex1	2.5875226523347643
4672	Supv3l1	Larp1b	2.5875226523347643
4673	Hspa5	Abcf1	2.5875226523347643
4696	Khdc4	Plekhh2	2.5875226523347643
4698	Zc3h12a	Vps18	2.5875226523347643
4654	Supv3l1	Smn1	2.5875226523347643
4730	Snrpd1	Cfl1	2.5875226523347643
4722	Mrps28	Pdgfc	2.5875226523347643
4723	Pwp2	Ankrd6	2.5875226523347643
4724	Mtrf1l	Ccn1	2.5875226523347643
4725	Tars2	Utp14a	2.5875226523347643
4726	Nsa2	Prpf38a	2.5875226523347643
4727	Apex1	Tceal9	2.5875226523347643
4728	Cfl1	Snrpd1	2.5875226523347643
4729	Samhd1	Gm38211	2.5875226523347643
4731	Dhx35	Tmem167	2.5875226523347643
4720	Larp1b	4632427E13Rik	2.5875226523347643
4732	Ldha	Nvl	2.5875226523347643
4733	Nvl	Ldha	2.5875226523347643
4734	Cmss1	Rpl23	2.5875226523347643
4735	Cfl1	Rps4x	2.5875226523347643
4736	Rps4x	Cfl1	2.5875226523347643
