	Gene1	Gene2	EdgeWeight
0	Mrps6	Ybx1	0.6483002432687351
1	Ybx1	Egfr	0.6414629198276464
2	Rack1	Ptma	0.6308457564686873
3	Egfr	Rack1	0.6214473433659247
4	Zfc3h1	Rack1	0.618569757878286
5	Ptma	Ybx1	0.6183992118427044
6	Abcf1	Ybx1	0.6152905288859615
7	Egfr	Ybx1	0.614197373621631
8	Slc8a1	Ybx1	0.6107798865891471
9	Hgf	Ybx1	0.6106490553419406
10	Ybx1	Ptma	0.609012682467599
11	Zfc3h1	Ptma	0.6062234195010323
12	Ybx1	Rack1	0.6041027834329903
13	Crim1	Ptma	0.6029904898964068
14	Ptma	Rack1	0.6023812959008144
15	Adarb1	Ybx1	0.6022743490570397
16	Rack1	Ybx1	0.601002079486046
17	Anp32b	Rack1	0.5978675650472399
18	Eya1	Rack1	0.5968016808917903
19	Eya1	Ptma	0.5966887645888196
20	Adarb1	Ptma	0.5939459394945947
21	Anp32b	Ybx1	0.5902762130400674
22	Crim1	Ybx1	0.5897730460651923
23	Ldha	Ybx1	0.5887254161725405
24	Zfc3h1	Ybx1	0.5878331551453271
25	Plekhh2	Ybx1	0.5863439971060793
26	Piezo2	Ybx1	0.5829829471790244
27	Cdk11b	Ptma	0.580437022415654
28	Id3	Ybx1	0.5765116024016788
29	Abcf1	Rack1	0.5740615273787557
30	Col12a1	Ptma	0.569084262473983
31	Piezo2	Ptma	0.5673538368603799
32	Cdk11b	Ybx1	0.5669667312083302
33	Hgf	Rack1	0.5660548248710063
34	Eya1	Ybx1	0.565825497743566
35	Rbm20	Ybx1	0.5636311051208427
36	Ybx1	Adarb1	0.563409559777563
37	Ptma	Adarb1	0.559838861707638
38	Setbp1	Ybx1	0.5587431675092784
39	Abcf1	Ptma	0.5566924953507031
40	Ldha	Rack1	0.5564116833663695
41	Nasp	Ybx1	0.5563904168489311
42	Anp32b	Ptma	0.5555131343360408
43	Hdgf	Ybx1	0.5526733267630884
44	Kcnq1ot1	Ybx1	0.552362777838609
45	Egfr	Ptma	0.5513921958858404
46	Ybx1	Piezo2	0.5493624276695747
47	Slc25a4	Ybx1	0.5488229953552005
48	Ybx1	Anp32b	0.5480506520031374
49	Rack1	Zfc3h1	0.5474244679021584
50	Hdgf	Rack1	0.5472705962386993
51	Hdgf	Adarb1	0.5420997525257504
52	Gapdh	Ybx1	0.5417061712718021
53	Ptma	Zfc3h1	0.5403797944545414
54	Adarb1	Rack1	0.5396146605134668
55	Nvl	Ybx1	0.5381121143296667
56	Slc25a4	Egfr	0.537844487070754
57	Col12a1	Ybx1	0.53642880328128
58	Creb5	Ybx1	0.5353370157481037
59	Has2	Ybx1	0.5346790159256092
60	Sec63	Ybx1	0.5324665781626463
61	Ybx1	Eya1	0.5317299542136058
62	Rack1	Crim1	0.5315592443523439
63	Rack1	Hgf	0.5311905231873774
64	Hdgf	Egfr	0.5311522221692
65	Slc8a1	Ptma	0.5311112595666811
66	Thsd7a	Ybx1	0.5305586331993638
67	Ybx1	Hgf	0.5302602878647068
68	Hdgf	Ptma	0.529935965255402
69	Mrps6	Ptma	0.5288851492237457
70	Lrrc4c	Ptma	0.5270667246094339
71	Rpl8	Ptma	0.5255973644610312
72	Id3	Ptma	0.5253534461243081
73	Slc25a4	Ptma	0.5252807068163674
74	Zfp131	Ybx1	0.5247316062047256
75	Rps8	Ybx1	0.5224756876850515
76	Ptma	Crim1	0.5218450623051455
77	Piezo2	Rack1	0.5214018932408595
78	Anp32b	Ldha	0.5208593226295366
79	Plekhh2	Ptma	0.5208462830849255
80	Lrrc4c	Ybx1	0.5206773200822828
81	Ptma	Sec63	0.5203831407485693
82	Ybx1	Zfc3h1	0.5191374229729746
83	Ptma	Eya1	0.5188082486250855
84	Nvl	Rack1	0.5185719419063897
85	Kcnq1ot1	Ptma	0.5172955729332513
86	Rpl8	Ybx1	0.5169726802012522
87	Ldha	Ptma	0.515418476384359
88	Gapdh	Ptma	0.5152060348016897
89	Ptma	Hdgf	0.5146844195576195
90	Rack1	Egfr	0.5142049360627242
91	Ybx1	Ldha	0.5140667842018533
92	Ybx1	Mrps6	0.5140209321367873
93	Pparg	Ybx1	0.5132213625139999
94	Eya1	Adarb1	0.5114350938415269
95	Adamtsl3	Ptma	0.5113810608012964
96	Egfr	Adarb1	0.5108481798458101
97	Ptma	Anp32b	0.5106583879895068
98	Adarb1	Hdgf	0.5104990257029757
99	Ptma	Slc8a1	0.5098163317116611
100	Abcf1	Adarb1	0.5086729911188839
101	Gapdh	Rack1	0.5070816287446414
102	Zfc3h1	Egfr	0.5070216169521798
103	Ybx1	Hdgf	0.5060104804097042
104	Setbp1	Rack1	0.5053620595096946
105	Mdm2	Ybx1	0.5050902133490002
106	Hgf	Zfc3h1	0.5031159319829485
107	Cdk11b	Rack1	0.5025369633472013
108	Rpl8	Rack1	0.5011817172061943
109	Ptma	Slc25a4	0.4996899458067345
110	Has2	Rack1	0.4993445741699106
111	Hgf	Hdgf	0.4987797776460507
112	Rbm20	Rack1	0.4986110260223549
113	Crim1	Adarb1	0.4986031865757055
114	Chka	Ybx1	0.4983504808687276
115	Mdm2	Ptma	0.498003263741013
116	Cdkn1a	Rack1	0.4978321352095454
117	Col12a1	Rack1	0.4976387894899655
118	Adamtsl3	Ybx1	0.4972582288924059
119	Plk2	Ybx1	0.4965601482693945
120	Cdkn1a	Ptma	0.4952665680837588
121	Eya1	Piezo2	0.4951713259433334
122	Hdgf	Mrps6	0.4949456449631811
123	Ybx1	Abcf1	0.494520444074819
124	Anp32b	Zfc3h1	0.4939739771933078
125	Cdkn1a	Ybx1	0.4937017761504642
126	Rnf169	Ybx1	0.4936597623825881
127	Rnf169	Rack1	0.493443886954528
128	Ybx1	Slc25a4	0.4932356124598678
129	Ybx1	Crim1	0.4926307746462766
130	Mrps6	Setbp1	0.4917408083457625
131	Msrb3	Ptma	0.4913932300570608
132	Slc25a4	Crim1	0.4912262409947144
133	Efna5	Rack1	0.4908909378538472
134	Brinp3	Ybx1	0.4907363621523705
135	Crim1	Anp32b	0.4906668846932439
136	Slc25a4	Rack1	0.4906395269126372
137	Rack1	Piezo2	0.4906083302869014
138	Egfr	Hdgf	0.4902711971964563
139	Piezo2	Slc25a4	0.4897998686945499
140	Rpl5	Rack1	0.4891670516677183
141	Nasp	Ptma	0.4886883852802446
142	Rack1	Adarb1	0.4886852336690291
143	Slc25a4	Adarb1	0.4885785748803364
144	Thsd7a	Ptma	0.4876464579646035
145	Cdk11b	Zfc3h1	0.4872801211294666
146	Ptma	Rpl8	0.4867026152210814
147	Hells	Rack1	0.486687094277218
148	Piezo2	Crim1	0.4864722294738888
149	Adarb1	Ldha	0.4861717035163883
150	Hells	Ptma	0.4859119981828933
151	Ptma	Piezo2	0.4847614762125434
152	Ebf1	Ptma	0.483922874998242
153	Hells	Ybx1	0.483572123051575
154	Chka	Ptma	0.483544858929564
