	Gene1	Gene2	EdgeWeight
155	Cdh18	Rack1	0.4834631509804193
156	Nasp	Adarb1	0.483437142217351
157	Zfp131	Ptma	0.4831973586281982
158	Ptma	Ldha	0.4828632161119077
159	Hgf	Piezo2	0.4824050844267106
160	Rbm20	Ptma	0.481457466596582
161	Egfr	Crim1	0.4808145947211107
162	Nvl	Adarb1	0.4802005789964845
163	Pparg	Ptma	0.4796067652842508
164	Ngf	Ybx1	0.4794266009694862
165	Stau1	Ybx1	0.4786137701976349
166	Adarb1	Eya1	0.4785882574708429
167	Kirrel3	Ybx1	0.4785822398945951
168	Mrps6	Hgf	0.4783943103189106
169	Rpl8	Adarb1	0.4773569339580569
170	Immp2l	Ybx1	0.4771071055528144
171	Kirrel3	Rack1	0.4766594070057444
172	Has2	Ptma	0.4759132238819338
173	Creb5	Ptma	0.4757242275496663
174	Sh3bgrl	Ybx1	0.4755990728472408
175	Egfr	Mrps6	0.4754283275513153
176	Rack1	Sec63	0.4752657049315504
177	Egfr	Slc25a4	0.4749119242741337
178	Plk2	Rack1	0.4747840089897047
179	Col12a1	Egfr	0.4745975484386656
180	Hdgf	Piezo2	0.4745212554522898
181	Ptma	Plekhh2	0.4740671285237339
182	Abcf1	Zfc3h1	0.4731519536494881
183	Grik2	Rack1	0.4726245469986673
184	Rps8	Hdgf	0.4725595121380171
185	Rack1	Ldha	0.4725285335284441
186	Top2a	Ybx1	0.4724330930767957
187	Hdgf	Ldha	0.4721908535867217
188	Hdgf	Eya1	0.4720598552585439
189	Zfc3h1	Slc25a4	0.4720332928270566
190	Thsd7a	Rack1	0.4719767079059456
191	Id3	Hdgf	0.4716017103036256
192	Fam120c	Ybx1	0.4712909499886757
193	Lrrc4c	Rack1	0.4712568062593069
194	Egfr	Piezo2	0.4710051454933607
195	Adarb1	Rpl8	0.4704486083707151
196	Zfc3h1	Anp32b	0.4700745039616734
197	Slc25a5	Ybx1	0.469745033795455
198	Mrps6	Zfc3h1	0.4695347214448286
199	Gsdme	Ybx1	0.4693650888038942
200	Adarb1	Sec63	0.4693543997682591
201	Mdm2	Adarb1	0.4683497818616138
202	Setbp1	Ptma	0.4681990369551892
203	Eya1	Rps8	0.4674798094738742
204	Rpl23	Ybx1	0.4674265696774393
205	Zfc3h1	Hdgf	0.4673030569669207
206	Zfc3h1	Plekhh2	0.4672140519414261
207	Nvl	Egfr	0.4669420980713823
208	Has2	Crim1	0.4666506036171478
209	Rack1	Eya1	0.4666095342514129
210	Eya1	Hdgf	0.466421126434453
211	Rack1	Slc25a4	0.4663295070212808
212	Stau1	Ptma	0.4657726787962946
213	Slc25a4	Lrrc4c	0.4657708649583869
214	Pkia	Rack1	0.4656841937173446
215	Rpl7a	Ybx1	0.4656270345693946
216	Rack1	Anp32b	0.4638431037493509
217	Sec63	Ptma	0.4624857233993135
218	Sec63	Hdgf	0.4623456365862867
219	Sec63	Rack1	0.4622470112317463
220	Rpl5	Ptma	0.462108078615589
221	Plk2	Ptma	0.4617085579598802
222	Egfr	Creb5	0.4614670030546465
223	Ybx1	Sec63	0.4613932771823631
224	Ybx1	Has2	0.4609371455281086
225	Lurap1l	Ybx1	0.4604726892807047
226	Col12a1	Hdgf	0.4598718865968866
227	Sh3bgrl	Egfr	0.4594956013724013
228	Ptma	Hgf	0.4593332763850151
229	Csnk2a1	Ybx1	0.4589213246195817
230	Hgf	Rpl8	0.458836504869805
231	Anp32b	Hdgf	0.4586688034565097
232	Has2	Abcf1	0.4585791052732011
233	Wdr36	Ybx1	0.4585594877651343
234	Sec63	Anp32b	0.4577505794602365
235	Crim1	Hdgf	0.4577463963158621
236	Arpc1b	Rack1	0.4572854953598952
237	Col12a1	Sec63	0.4569013108995517
238	Khdc4	Ptma	0.4568569613073129
239	Rps8	Rack1	0.4565577591728906
240	Chka	Rack1	0.4565521492457263
241	Efcab11	Rack1	0.4562244895394556
242	Crim1	Zfc3h1	0.4560261914836159
243	Piezo2	Zfc3h1	0.4557790899925857
244	Ttc17	Ybx1	0.4556778784850733
245	Efcab11	Adarb1	0.4551172676708944
246	Pkia	Ptma	0.4548278757611134
247	Anp32b	Slc25a4	0.4548055885462992
248	Zfc3h1	Rpl8	0.4543913488498259
249	Nav3	Ybx1	0.453925260407617
250	Zfc3h1	Mrps6	0.4536738456067088
251	Khdc4	Rack1	0.4534764008523634
252	Col12a1	Piezo2	0.4531766363765214
253	Piezo2	Rbm20	0.4528460313783714
254	Efcab11	Ybx1	0.4528189794521528
255	Rps8	Ptma	0.4527922428358921
256	Rack1	Col12a1	0.4522730425064504
257	Ybx1	Rbm20	0.4519766067239489
258	Setbp1	Slc25a4	0.4517632891786934
259	Adarb1	Kcnq1ot1	0.4515537194719639
260	Rpl8	Setbp1	0.4512026212144798
261	Eya1	Zfc3h1	0.4511854378017491
262	Lyar	Ptma	0.4508430781594317
263	Ybx1	Kcnq1ot1	0.4506410959484452
264	Ubc	Ybx1	0.4504855428660145
265	Rbm20	Hdgf	0.45011363911725
266	Ybx1	Gapdh	0.4498175549058044
267	Ptma	Abcf1	0.4496258057417435
268	Rps18	Ybx1	0.4493684011708685
269	Sec63	Zfc3h1	0.4491106118118798
270	Grik2	Ptma	0.4490291626124146
271	Lrrc4c	Zfc3h1	0.4487918311716705
272	Sec63	Adarb1	0.4487005232410535
273	Ldha	Slc25a4	0.4485803418786902
274	Hdgf	Crim1	0.4483581523684
275	Khdc4	Ybx1	0.4482775411294944
276	Adamts6	Ybx1	0.4482433564319979
277	Gfra1	Ybx1	0.4475858951227195
278	Rpl8	Hgf	0.4475777603399323
279	Palld	Ybx1	0.4474896451228009
280	Arpc1b	Ybx1	0.4471317123904065
281	Nasp	Hdgf	0.4470954470367685
282	Grik2	Ybx1	0.4469369928546748
283	Ybx1	Setbp1	0.4468496948012052
284	Cdkn1a	Adarb1	0.4466477636309658
285	Egfr	Setbp1	0.4464512518252631
286	Abcf1	Slc25a4	0.4459322537690549
287	Crim1	Slc25a4	0.4459030835622392
288	Mrps6	Hdgf	0.4458907351560542
289	Adarb1	Abcf1	0.4457999519698905
290	Adarb1	Rps8	0.4456713596483358
291	Piezo2	Rpl8	0.4456107651664521
292	Hgf	Crim1	0.4454626058688856
293	Sec63	Nasp	0.4453975950368101
294	Hspa5	Ybx1	0.4452604222346726
295	Anp32b	Eya1	0.4446032610120793
296	Zfc3h1	Eya1	0.4443552486186457
297	Fam120c	Ptma	0.4443344363167566
298	Anp32b	Rbm20	0.4441236070153486
299	Lurap1l	Rack1	0.4436011709889458
300	Thbs1	Ybx1	0.4435462128600229
301	Rpl5	Ybx1	0.4434542144399639
302	Lurap1l	Ptma	0.4433468829793783
303	Ybx1	Rpl8	0.4433133586447551
304	Piezo2	Hdgf	0.4432313610243143
305	Lockd	Ptma	0.4431559043110302
306	Has2	Egfr	0.4431476949962738
307	Rpl8	Hdgf	0.4431083352709477
308	Eya1	Rpl5	0.4426949861839449
309	Ldha	Hdgf	0.4425368956260724
310	Pkia	Ybx1	0.4421621348973999
311	Ldha	Eya1	0.4419617707209974
312	Brinp3	Ptma	0.4419310875582954
313	Rpl8	Eya1	0.4415321858528401
314	Ptma	Gapdh	0.4411963191181126
315	Plekhh2	Hdgf	0.441077204222854
316	Slc8a1	Slc25a4	0.4409652850632177
317	Ptma	Mrps6	0.4408578798324827
318	Slc25a4	Zfc3h1	0.4406717614301409
319	Mrps6	Slc25a4	0.440612339616178
320	Rack1	Mrps6	0.440228537810528
321	Ybx1	Slc8a1	0.4394884111344508
322	Pkia	Egfr	0.439400050711661
323	Nvl	Ptma	0.4393060700399336
324	Rack1	Rbm20	0.4392005562689346
325	Ptma	Nasp	0.4390476190307756
326	Lrrc4c	Sec63	0.4389254353414001
327	Ptma	Chka	0.4387957136931414
328	Akap12	Ybx1	0.4387289194314084
329	Fbxl7	Ybx1	0.4386250771607652
330	Anp32b	Hgf	0.4382289932661058
331	Msrb3	Rack1	0.4381398498851904
332	Hells	Eya1	0.4380591918894891
333	Adarb1	Crim1	0.4380126813268244
334	Igf2bp2	Ybx1	0.43758083270331
335	Rbm20	Mrps6	0.4374683338125858
336	Eefsec	Zfc3h1	0.437205375696775
337	Abcf1	Chka	0.43715004003631
338	Zfc3h1	Sec63	0.4368709626137158
339	Anp32b	Sulf1	0.4365815010694728
340	Rpl14	Ptma	0.4364253828715126
341	Lurap1l	Hdgf	0.4362627358365312
342	Rpl7a	Ptma	0.436254999813334
343	Egfr	Has2	0.4358825671344573
344	Ybx1	Nasp	0.4357488082147674
345	Thbs1	Ptma	0.4357106886327855
346	Ryr3	Ptma	0.4356990719857456
347	Egfr	Col12a1	0.4354095342782748
348	Anp32b	Has2	0.4351890773046425
349	Pparg	Rack1	0.435168929175682
350	Ptma	Hells	0.4351121913473666
351	Ptma	Col12a1	0.4350507695936101
352	Thoc1	Ybx1	0.4350350685698536
353	Has2	Ldha	0.4344870336755965
354	Ptma	Id3	0.4344106627285739
355	Adarb1	Slc25a4	0.4342381704034749
356	Rps3	Ptma	0.434136094837576
357	Eif1	Ptma	0.4340529222102215
358	Adarb1	Cdk11b	0.433953973253409
359	Nvl	Slc25a4	0.4339507519407459
360	Rack1	Abcf1	0.4338826899444069
361	Ptma	Rbm20	0.4337762095991043
362	Sqstm1	Ybx1	0.4336690754729831
363	Plekhh2	Slc25a4	0.4335115044391379
364	Cdh18	Ybx1	0.4333605357746439
365	Zfc3h1	Setbp1	0.4331568321268225
366	Atp5pb	Ybx1	0.4330598971409325
367	Tafa2	Ybx1	0.4330205858159343
368	Abcf1	Rpl5	0.4330082427639262
369	Arpc1b	Egfr	0.4326638086949441
370	Sulf1	Ptma	0.4325348725532648
371	Ptma	Thsd7a	0.4323319479429731
372	Hdgf	Nasp	0.4323129398231449
373	Plekhh2	Sec63	0.4322229161774282
374	Mdm2	Rack1	0.4321846367157181
375	Nvl	Zfc3h1	0.4318808984583451
376	Ybx1	Chka	0.4317177633603206
377	Col12a1	Ldha	0.4316836878003441
378	Ttc17	Rack1	0.4316809079653923
379	Col12a1	Crim1	0.4316364752078979
380	Efcab11	Egfr	0.4314815512525087
381	Abcf1	Ldha	0.4314656944170099
382	Heatr3	Ybx1	0.4311508506055838
383	Hdgf	Kcnq1ot1	0.4311094394583651
384	Ptma	Rps8	0.4310149683993685
385	Adarb1	Id3	0.4300644394391892
386	Eya1	Slc25a4	0.4298429770536249
387	Gfra1	Rack1	0.4291957697280326
388	Ubc	Ptma	0.4291518912004973
389	Setbp1	Hdgf	0.4290306602112709
390	Anp32b	Gapdh	0.4289735069431711
391	Gsdme	Ptma	0.4288748676026905
392	Egr1	Rack1	0.4286716508255417
393	Ptma	Kcnq1ot1	0.4284877889461628
394	Sulf1	Anp32b	0.4283300433642377
395	Ccser1	Ybx1	0.4281457656037689
396	Heatr3	Adarb1	0.4281176383913413
397	Piezo2	Thsd7a	0.4280406588371928
398	Cdh6	Ptma	0.427967405612183
399	Wwox	Ybx1	0.4279575060775248
400	Cracd	Rack1	0.4279484821483712
401	Sulf1	Ybx1	0.4276329413367938
402	Adarb1	Mrps6	0.4273641434885097
403	Ryr3	Rack1	0.427191324714438
404	Timp3	Ybx1	0.4270891671872766
405	Piezo2	Col12a1	0.4269474327620046
406	Chka	Adarb1	0.4269430882499365
407	Plk2	Hdgf	0.4266645941535535
408	Slc25a5	Adarb1	0.426637404329064
409	Immp2l	Rack1	0.426569165599614
410	Piezo2	Gapdh	0.4263338432672544
411	Hgf	Slc25a4	0.4262341422612694
412	Rack1	Hdgf	0.4260955914997975
413	Brinp3	Hdgf	0.4259847457535422
414	Adarb1	Chka	0.4259504105218655
415	Ndst3	Ptma	0.4257434868474134
416	Abcf1	Thsd7a	0.4256305725745867
417	Arpc1b	Ptma	0.4249564153371846
418	Mdm2	Rpl8	0.4248147584103584
419	Crim1	Setbp1	0.4248038968320093
420	Rack1	Arpc1b	0.424533883443151
421	Arhgap28	Ybx1	0.4243989136462593
422	Cacnb2	Ldha	0.4243700909992157
423	Zfc3h1	Ldha	0.4242860841342062
424	Hells	Adarb1	0.4242854725968877
425	A630089N07Rik	Rack1	0.424231380546669
426	Rpl8	Chka	0.4242197861193554
427	Adarb1	Nvl	0.4238521617246055
428	Ldha	Abcf1	0.4236425698038287
429	Piezo2	Slc8a1	0.4236310667483792
430	Cep162	Ybx1	0.4235055927251888
431	Top2a	Ptma	0.4234030884648955
432	Immp2l	Ptma	0.4232820568115732
433	Tmtc2	Ptma	0.4226674056292047
434	Egr1	Ybx1	0.4224422539026861
435	Rack1	Has2	0.4223922984388091
436	Rps3	Ybx1	0.4223437942198344
437	Palld	Rack1	0.4222557333180999
438	Hgf	Mdm2	0.4221858425062825
439	Chka	Hdgf	0.4220704384480448
440	Rps24	Ybx1	0.4218093401894394
441	Ptma	Has2	0.421674009291597
442	Chka	Eya1	0.4215565047729324
443	Eefsec	Ptma	0.4214334685374798
444	Ptma	Pkia	0.4212912071667249
445	Abcf1	Hdgf	0.4212882314016316
446	Rack1	Slc8a1	0.420707738916349
447	Kcnq1ot1	Hdgf	0.4206003223330306
448	Chka	Mrps6	0.420584794259263
449	Efcab11	Hdgf	0.4205130614799748
450	Gcn1	Adarb1	0.4204901774272087
451	Nav3	Rack1	0.4203519045429848
452	Rack1	Nvl	0.4203482010791158
453	Anp32b	Chka	0.4203242138594934
454	Tmeff2	Adarb1	0.4202266855943884
455	Cracd	Ybx1	0.4201921330985281
456	Arpc1b	Hdgf	0.4201205112193371
457	Rack1	Cdk11b	0.4200176140881607
458	Zfc3h1	Rps8	0.4199309568384661
459	Eya1	Rbm20	0.4194773961685671
460	Anp32b	Abcf1	0.4194438582858402
461	Cdh6	Ybx1	0.4193521165284015
462	Thbs1	Rack1	0.4193399766085524
463	Hgf	Mrps6	0.4193272970933264
464	Ybx1	Creb5	0.4190568732157751
465	Piezo2	Mrps6	0.4189145178118824
466	Creb5	Hdgf	0.4188625175709955
467	Vegfc	Ybx1	0.41878031306366
468	Abcf1	Col12a1	0.4182716148372494
469	Cacnb2	Ptma	0.4182438920003229
470	Rpl14	Ybx1	0.4181526555778181
471	Tmem167	Rack1	0.4178769768984786
472	Slit2	Ybx1	0.4178663122525716
473	Lrp12	Ptma	0.4177485272229267
474	Top2a	Hdgf	0.4175604481995514
475	Mki67	Ptma	0.4175479969035357
476	Abcf1	Lrrc4c	0.4174647595631449
477	Mrps6	Has2	0.4172975290973627
478	Col12a1	Pkia	0.4171798973208139
479	Hdgf	Pkia	0.4171345334742014
480	Kirrel3	Slc25a4	0.4170098463403515
481	Slc25a5	Ptma	0.4166001164572667
482	Ybx1	Lrrc4c	0.4165410144763359
483	Nav3	Ptma	0.4165132078188559
484	Thsd7a	Mrps6	0.4164475071659558
485	Akap12	Ptma	0.4162363596253086
486	Top2a	Egfr	0.4160434059991504
487	Rack1	Kcnq1ot1	0.4160171757701711
488	Rnf169	Ptma	0.415857723068333
489	Sec63	Col12a1	0.415818846351274
490	Abcf1	Rpl8	0.415798673382085
491	Rack1	Pkia	0.4157355925642971
492	Gfra1	Zfc3h1	0.4155846602964576
493	Pcf11	Ybx1	0.4152522261628327
494	Hgf	Rps8	0.4151897488719053
495	Slc8a1	Plekhh2	0.4151471632561459
496	Efna5	Ptma	0.4150851656953221
497	Cdk11b	Gapdh	0.4150764482417878
498	Hmgn1	Ybx1	0.4149983135666055
499	Brinp3	Egfr	0.4147128923828921
500	Khdc4	Rps8	0.4143675954332947
501	Ybx1	Rnf169	0.4143014806737004
502	Lgr6	Ptma	0.4140968861045999
503	Egfr	Rbm20	0.414062294199902
504	Mrps6	Kcnq1ot1	0.4138794595466903
505	Khdc4	Hdgf	0.4137886091805752
506	Egfr	Abcf1	0.4135396318846728
507	Chka	Ldha	0.4131484425967324
508	Glyr1	Ybx1	0.4129172538867817
509	Cacnb2	Ybx1	0.4128311802172394
510	Sh3bgrl	Adarb1	0.4127817963616138
511	Eya1	Abcf1	0.4127242306393907
512	Piezo2	Creb5	0.4126436721775863
513	Mdm2	Hgf	0.41246950789664
514	Hdgf	Hells	0.4124296848211122
515	Nvl	Has2	0.4123606620227802
516	Pdzrn3	Ybx1	0.4123546101302797
517	Top2a	Rack1	0.4122877432595734
518	Gulp1	Ybx1	0.4121594389364313
519	Setbp1	Abcf1	0.4121140774357094
520	Khdc4	Egfr	0.4121022848788878
521	Efcab11	Slc25a4	0.4118092766487208
522	Eefsec	Rack1	0.411802942146088
523	Khdc4	Sec63	0.4117131540015257
524	Hdgf	Setbp1	0.4116696894954887
525	Msrb3	Hdgf	0.4114533438591433
526	Ldha	Nvl	0.4114389211256227
527	Eif1	Ybx1	0.4111395544303307
528	Rps5	Ptma	0.4110926018477085
529	Akap12	Crim1	0.4108708754865393
530	Timp3	Rack1	0.4107407918720634
531	Crim1	Nasp	0.410654037065843
532	Ybx1	Kirrel3	0.4105285190678755
533	Rack1	Sulf1	0.4105103012425959
534	Gfra1	Ptma	0.4104789216820311
535	Gfra1	Slc25a4	0.4104263726749612
536	Hells	Lrrc4c	0.4103327722211533
537	Slc25a4	Abcf1	0.4102981450180362
538	Ybx1	Hells	0.4101711760346197
539	Rack1	Rpl8	0.4100709494538881
540	Abcf1	Plekhh2	0.410050504543539
541	Lyar	Ybx1	0.4099154832586812
542	Gulp1	Rack1	0.4097793062474196
543	Hmgn1	Adarb1	0.4092586995547593
544	Nasp	Abcf1	0.409133904272271
545	Lgr6	Ybx1	0.4090816831190828
546	Rpl5	Piezo2	0.4090610527647705
547	Eya1	Setbp1	0.4090191431394485
548	Ndst3	Rack1	0.4089574925083289
549	Ybx1	Rpl7a	0.4087571106413141
550	Efna5	Ybx1	0.4087534084160579
551	Mdm2	Slc25a4	0.4086067730526342
552	Hgf	Col12a1	0.4086052101728633
553	Tafa2	Eya1	0.4085715450123002
554	Pdzrn3	Ptma	0.4084841287466965
555	Adamts6	Rack1	0.4084327984571571
556	Fbxl7	Ptma	0.408114920799689
557	Khdc4	Piezo2	0.4080581678369345
558	Slc25a4	Nasp	0.4079699516406577
559	Cdh18	Ptma	0.4079041795609779
560	Mecom	Ybx1	0.4078850900856891
561	Arpc1b	Adarb1	0.4078803262798904
562	Rpl13a	Ybx1	0.4075671953996106
563	Hdgf	Rpl8	0.4075063851340885
564	Rnf169	Hdgf	0.4073922068934507
565	Abcf1	Rps8	0.4073783356709033
566	Ybx1	Col12a1	0.4072262645777317
567	Rack1	Gapdh	0.4070478841263926
568	Adamts6	Hdgf	0.4070266754294143
569	Sec63	Slc25a4	0.4070228436488193
570	Hk2	Ybx1	0.4065864451239415
571	Rpl23	Adarb1	0.4065625023061873
572	Grik2	Adarb1	0.4064993956208029
573	Abcf1	Has2	0.4064779558375416
574	Dlat	Ptma	0.4064340554526929
575	Eya1	Nasp	0.4064027440020009
576	Eefsec	Ybx1	0.4061466560632417
577	Hmgn1	Rack1	0.4060299414315018
578	Lrp12	Ybx1	0.4059849509572912
579	Tra2b	Zfc3h1	0.4057778680655324
580	Has2	Nvl	0.4056663514282611
581	Egfr	Lrrc4c	0.4054710100760991
582	Angpt1	Rack1	0.4053899000188185
583	Hgf	Abcf1	0.4052854615789458
584	Abcf1	Rbm20	0.4052604782997614
585	Anp32b	Id3	0.4052421971012162
586	Zfc3h1	Col12a1	0.4051313148000485
587	Zfc3h1	Hells	0.4050842770313632
588	Mdm2	Abcf1	0.4049907337083199
589	Abcf1	Kcnq1ot1	0.4048204143236762
590	Rpl8	Slc25a4	0.4045405350256765
591	Efna5	Hdgf	0.4044609494319907
592	Lars2	Ybx1	0.4043881181558871
593	Piezo2	Has2	0.4043421665385506
594	Msrb3	Ybx1	0.4043323247920868
595	Cdkn1a	Slc25a4	0.4042648965814089
596	Ybx1	Rps8	0.404140186450933
597	Chka	Egfr	0.4041255067183074
598	Mrps6	Col12a1	0.4037377548933566
599	Egfr	Rpl8	0.4035635147087165
600	Sec63	Has2	0.4034875428854146
601	Hgf	Rbm20	0.4032495896335329
602	Pdlim5	Ybx1	0.4032434494497138
603	Neat1	Ybx1	0.4032406594343642
604	Rack1	Msrb3	0.4032288818222612
605	Ryr3	Ybx1	0.403214860799076
606	Rbm20	Setbp1	0.4030193014440266
607	Lockd	Rack1	0.4027114836584812
608	Efcab11	Zfc3h1	0.4026842617080859
609	Hgf	Rpl5	0.4026298270395243
610	Ybx1	Rps18	0.4026126906394591
611	Sulf1	Slc25a4	0.4025569554224577
612	Tafa2	Ptma	0.4024656573769098
613	Msrb3	Egfr	0.4023254125671665
614	Slc25a4	Setbp1	0.4018674615106917
615	Rpl14	Adarb1	0.4017169742435538
616	Egfr	Chka	0.4017020609387328
617	Col12a1	Plekhh2	0.4016526178997833
618	Mki67	Rack1	0.4016196056461116
619	Ptma	Gfra1	0.401595775265857
620	Tafa2	Rack1	0.401425117694741
621	Ttc17	Adarb1	0.4011304225168892
