""	A10	A2	A3	A4	A5	A6	A7	A8	A9	B1	B2	B4	B5	B6	B7	B8	B9	C1	C2	C3	C4	C5	C6	C7	C8	C9	D1	D2	D3	D4	D5	D6	D7	D8	E1	E2	E3	E4	E5	E6	E7	E8	E9	F1	F2	F3	F4	F5	F6	F7	F8	F9	G1	G2	G3	G4	G5	G6	G7	G8	G9	H1	H2	H3	H4	H5	H6	H7	H8
GNL3	94.0371704101562	26.3771915435791	55.9796409606934	46.0756988525391	21.8943195343018	41.3788070678711	51.8098297119141	52.004093170166	9.93032455444336	45.9402847290039	8.68646717071533	32.575366973877	36.4226875305176	73.7204208374024	40.3261871337891	70.2237014770508	33.4782562255859	89.4671020507813	41.6104469299316	53.8643798828125	29.3993473052979	37.1532325744629	58.1531867980957	49.4785537719727	55.0873184204102	38.904411315918	44.3957176208496	76.0374526977539	77.2727279663086	36.9419059753418	60.4340591430664	88.2324295043945	26.5206508636475	94.3667297363281	27.7893714904785	36.5830001831055	33.4789924621582	31.6614952087402	36.2788200378418	36.8494377136231	89.5344467163086	23.0448093414307	84.3090438842773	77.5800247192383	75.5223999023438	70.9963607788086	49.4777641296387	48.9695129394531	47.1666297912598	60.5651206970215	70.2123641967773	47.008430480957	67.9908752441406	12.6971807479858	36.2682456970215	41.5733261108398	34.9782371520996	78.6869964599609	37.9318466186523	45.4319725036621	37.1659088134766	10.9608335494995	29.9241237640381	29.762170791626	29.2195472717285	6.27065515518189	37.155948638916	61.7854614257813	52.9808387756348
EWSR1	49.2480850219727	9.70509624481201	36.0562553405762	43.0740089416504	48.6920776367188	24.834041595459	56.9879188537598	45.7028732299805	33.527286529541	20.4198760986328	19.9953899383545	39.2648277282715	41.4126281738281	46.9870719909668	29.4634914398193	37.0031929016113	59.8780632019043	33.7052803039551	33.3648529052734	49.6353492736817	36.8667602539063	44.9369888305664	68.7751998901367	39.2981071472168	29.9345607757568	23.8227291107178	18.9195747375488	17.6962547302246	41.1164131164551	22.6051712036133	24.2320766448975	26.3483867645264	48.0022315979004	44.0696182250977	46.0445976257324	41.6665649414063	41.1401252746582	38.8493156433105	35.6977462768555	30.6041564941406	40.145393371582	39.4328727722168	42.313102722168	50.0732116699219	40.960018157959	35.0048332214356	19.33616065979	32.4790573120117	45.7791328430176	59.1219444274902	31.5639591217041	57.3438682556152	40.4971504211426	25.3893852233887	36.9613418579102	28.0640068054199	50.2553405761719	22.9190692901611	35.5505485534668	46.1062927246094	62.2303047180176	44.7156219482422	19.5956478118897	40.1791801452637	20.6031761169434	0	29.2935428619385	17.228515625	29.9266090393066
ZNF592	0.778388023376465	0.947220027446747	2.12750291824341	1.57948100566864	1.38964402675629	2.40864491462708	1.7218359708786	1.89250099658966	0.940398991107941	1.65249598026276	0.722343027591705	2.41931700706482	0.755039989948273	1.16270804405212	2.20018410682678	1.75780200958252	2.2949640750885	0.949120998382568	1.58616304397583	1.54723298549652	1.26218199729919	3.83550310134888	1.71683096885681	0.885926008224487	0.953016996383667	0.777005016803742	3.71697306632996	1.36797702312469	1.41491997241974	1.37958204746246	2.12076210975647	1.97710204124451	6.99177503585815	1.10637998580933	1.83057403564453	25.0605487823486	2.87840104103088	0.863165974617004	1.00826704502106	26.5771675109863	1.23801600933075	1.18999195098877	3.33645296096802	1.06403398513794	1.10117995738983	10.8703947067261	1.08544600009918	0.962974011898041	0.900494992733002	1.9727109670639	2.49416303634644	1.72997999191284	11.0208425521851	1.79640603065491	5.17402791976929	1.11780405044556	1.80163705348969	0.810293018817902	19.5431118011475	0.400413990020752	1.53667902946472	0.960734009742737	0.326961994171143	1.03742802143097	0.486122012138367	0.389789998531342	0.652132987976074	0.875029981136322	1.8886810541153
LINC02964	16.2196807861328	0	0.417050004005432	0	0.817879021167755	1.53573203086853	3.6707398891449	0.738228976726532	1.38133895397186	20.6284790039063	0	4.10826301574707	9.84086608886719	2.22447490692139	35.1843757629395	0	0.138034000992775	0	0	0.142081007361412	6.57298278808594	5.75167798995972	0	5.97733879089356	18.4130592346191	0	11.6442136764526	8.25378131866455	6.50586223602295	15.308913230896	5.50198221206665	0	0.255088001489639	2.85023999214172	7.79004192352295	15.5372619628906	5.46938896179199	5.45015096664429	1.60711801052094	0.151172995567322	0.535785019397736	16.0478553771973	0.806528985500336	20.6842746734619	1.15697801113129	0.875717997550964	0.221702992916107	0.528998017311096	0.437191009521484	6.12802505493164	0	8.56307506561279	0	3.71628904342651	0.697305977344513	8.19437122344971	1.69763505458832	4.97819423675537	0.453945010900497	7.83033990859985	13.4698486328125	0.437676995992661	0.819746017456055	2.53715705871582	4.83546590805054	0	2.49225807189941	0	9.8978328704834
ID2	18.0331764221191	0	0	5.35491895675659	0	1.44003295898438	3.19298791885376	3.24991893768311	1.15835499763489	4.04687023162842	0.374976009130478	4.37925815582275	0	0	0	0	2.82709002494812	0	1.43703401088715	13.9961233139038	0.63425999879837	2.29451608657837	7.36070394515991	0	11.0658988952637	0	0	7.89025592803955	0	8.98118877410889	0	5.01355314254761	4.14414501190186	6.24775218963623	14.0981969833374	3.44426107406616	2.53009390830994	0.946991980075836	0	1.39728796482086	1.07684302330017	8.86285018920898	8.92042922973633	0.817484974861145	5.25864219665527	2.11927390098572	0.296476989984512	4.65374183654785	0	3.11461496353149	21.3806762695313	0	7.45007991790772	0	0	1.71032202243805	7.99784183502197	0.778301000595093	2.22687697410584	2.3941171169281	9.21567726135254	1.23871302604675	0	3.74006795883179	0	0.55206698179245	7.18854379653931	0	0
DOCK7	5.71826982498169	0	4.47522878646851	1.28026103973389	13.6950302124023	4.43714380264282	0	1.61050605773926	2.65709590911865	1.74317800998688	3.13437509536743	2.52530002593994	9.3109769821167	0.40073299407959	2.67645311355591	0.688171982765198	2.78537893295288	2.32803201675415	3.37131309509277	5.23812818527222	4.7171778678894	3.94600391387939	4.72525405883789	5.93496179580689	4.3273401260376	19.9894828796387	17.7697696685791	3.27597308158875	13.9464693069458	6.69774103164673	1.24572694301605	1.13898599147797	46.0480270385742	6.24851799011231	1.8839750289917	1.72219097614288	3.44917106628418	7.3187198638916	3.26003503799439	6.92491102218628	8.65792560577393	2.27948999404907	0.916226029396057	1.21459603309631	1.55331099033356	1.42948794364929	15.7207641601563	1.66287994384766	0.211251005530357	4.19870710372925	1.3344349861145	0.909434974193573	4.32881498336792	2.22282004356384	0.530641973018646	2.70460796356201	35.7018432617188	2.38068103790283	3.01454091072083	0.729413986206055	4.74545288085938	4.16236591339111	2.13068199157715	0.572131991386414	5.82440710067749	2.30342602729797	4.04786920547485	2.64631390571594	30.7629890441895
CA11	0	0	4.31462001800537	0.263031989336014	1.00208699703217	1.45784902572632	0	10.528844833374	4.14778280258179	0.606864988803864	0.222214996814728	0	0	0	0.885895013809204	0	1.1576509475708	3.20779490470886	0.197550997138023	7.79540205001831	15.5123920440674	0.712583005428314	0.206064000725746	3.51979088783264	0.257443010807037	0	0	13.9503440856934	7.02127313613892	0.805396974086762	0.908761024475098	0	2.47610998153687	0	2.14979004859924	0	1.18938398361206	0.0917669981718063	4.98940992355347	4.40373516082764	0.390671014785767	0.35452800989151	0.996042013168335	0.108124002814293	0	2.10526490211487	0.344381988048553	0.176592007279396	0.581806004047394	0.195107996463776	5.40719223022461	0.416505992412567	0	0	0	2.3025119304657	6.02054977416992	0.0986530035734177	3.88167810440064	0.0969799980521202	0	0	1.1989940404892	0	0.149872004985809	0.076774001121521	0.0914719998836517	0.352223008871079	0.0936689972877502
HEMGN	7.40633916854858	16.2896785736084	19.6826305389404	9.16947937011719	16.6332740783691	0	11.0123853683472	33.0882797241211	0	10.8742046356201	0.652387976646423	24.2366199493408	3.76260089874268	9.51666355133057	23.1208992004395	17.3348484039307	0.689853012561798	62.854866027832	1.24780297279358	1.2522599697113	17.7145519256592	24.8147315979004	8.35446453094482	12.6053237915039	0.747431993484497	10.9900684356689	25.7902317047119	8.39869117736816	11.6226005554199	38.9172782897949	11.2130975723267	11.8168258666992	16.7972526550293	20.3896007537842	0.504749000072479	10.1124658584595	14.3214282989502	7.59457397460938	6.81311988830566	1.4595730304718	15.4901847839355	27.0342292785645	19.4681568145752	26.5108375549316	3.04026508331299	18.4073543548584	0.136370003223419	26.0306644439697	0.805750012397766	8.99406909942627	19.6690196990967	8.68613529205322	13.5118961334229	18.0088062286377	20.4600486755371	27.9260711669922	2.68370699882507	15.3783912658691	1.22248601913452	12.3929271697998	3.94892501831055	0	2.32788300514221	19.3664989471436	13.0176372528076	0	0.14283299446106	19.6761722564697	1.36951804161072
SSX3	0	3.26551389694214	11.9487962722778	0	0.439112991094589	0	20.3979091644287	12.8151912689209	5.94977998733521	19.5105323791504	13.9339637756348	7.77957105636597	11.2005281448364	0	6.3307638168335	0	24.338041305542	14.8914079666138	27.024995803833	15.2348852157593	16.8214817047119	1.76665604114532	31.7664108276367	24.3541927337647	9.13208389282227	9.37677478790283	18.7069282531738	19.5002212524414	1.00345802307129	2.35948204994202	7.03749418258667	2.77043294906616	10.932448387146	2.2733199596405	0	11.135724067688	25.7683010101318	12.659255027771	20.8217525482178	6.67519998550415	12.6465730667114	13.8048400878906	0	23.1189460754395	7.19877815246582	4.31874799728394	0	3.21901988983154	10.3323879241943	22.9204139709473	16.2764263153076	13.6923055648804	0	0	17.5954265594482	0	0	9.89055061340332	0	11.6882238388062	0	16.05544090271	14.0364027023315	5.26373481750488	8.47264194488525	3.98636102676392	15.0244617462158	19.4983882904053	34.0268402099609
STAU2	2.62765908241272	3.43461894989014	10.8705310821533	3.50584602355957	17.5435447692871	1.92897701263428	7.1724910736084	11.60227394104	10.1837100982666	4.13312101364136	5.57348585128784	2.24720311164856	0.651353001594544	10.7196226119995	21.5994033813477	7.5330491065979	6.60735177993774	11.6499767303467	11.1587476730347	9.51183128356934	14.3321676254272	5.7873911857605	7.06421279907227	9.86122894287109	9.9731273651123	3.30355191230774	13.665979385376	8.92771911621094	3.51304602622986	12.0615568161011	5.4573278427124	5.11807489395142	11.7706737518311	4.62382078170776	18.2043418884277	3.68226909637451	8.21353054046631	3.90216898918152	9.29039859771729	27.414041519165	1.54371905326843	0.840040981769562	7.86090612411499	12.9792528152466	2.31266093254089	2.79491806030273	2.76254200935364	8.94560527801514	13.9150581359863	9.45123672485352	12.6741781234741	11.5358200073242	3.98409199714661	3.52122211456299	15.3672952651978	3.63234400749207	7.82971477508545	7.42087888717651	3.4018919467926	12.5804386138916	1.25672101974487	19.8966464996338	5.25237989425659	1.8277360200882	1.38784694671631	0.193263992667198	19.7319793701172	0	2.12287592887878
SRSF9	43.340030670166	21.9492778778076	39.5633277893066	42.0562019348145	35.081901550293	32.499454498291	20.5455627441406	36.1568450927734	48.3788604736328	23.2498092651367	34.9296226501465	29.1398048400879	35.5755310058594	34.3123588562012	34.667366027832	26.3185138702393	53.8455543518067	58.137264251709	33.9626884460449	49.4933013916016	16.1749649047852	37.0157928466797	43.5460586547852	42.5913925170898	43.2075042724609	23.3657722473145	74.1744918823242	21.5686740875244	37.5823478698731	33.5668411254883	36.482536315918	37.6958160400391	48.2429428100586	11.9780120849609	61.4227714538574	44.3465995788574	40.1118774414063	28.7943782806397	31.5173645019531	34.5569648742676	44.1538467407227	26.5659561157227	48.4640579223633	53.3736991882324	52.1901664733887	37.0803947448731	44.8413543701172	42.3163185119629	57.7031898498535	37.2911758422852	26.0020351409912	50.527759552002	37.0008811950684	20.7186698913574	42.5103454589844	28.6524047851563	52.192684173584	26.9515419006348	38.5442276000977	38.7729263305664	40.7779922485352	35.6725730895996	20.970043182373	23.5020046234131	20.791109085083	52.9872436523438	44.4664878845215	34.192066192627	44.9806060791016
GRSF1	15.2903518676758	6.19426488876343	11.4887628555298	12.5396776199341	9.16695976257324	14.4727563858032	18.3909034729004	11.6588201522827	14.3605375289917	8.86783313751221	4.59647417068481	7.40896511077881	10.5579462051392	10.4932250976562	5.88099908828735	11.8418312072754	12.8709163665771	18.1039772033691	8.05398178100586	23.0676097869873	6.20490121841431	8.82529830932617	8.08008861541748	9.71352863311768	13.7215013504028	13.6182632446289	9.97636413574219	16.601448059082	16.8257179260254	11.1970043182373	12.1992883682251	12.7384080886841	9.35500431060791	17.2417659759522	10.7494688034058	6.80621480941773	19.1670322418213	9.6740894317627	9.64670753479004	8.36968803405762	11.5374317169189	10.3276262283325	21.4952907562256	12.0693264007568	14.7513227462769	13.542013168335	11.4508953094482	8.61375904083252	8.99236488342285	9.23234558105469	12.3660259246826	19.2608470916748	5.72946214675903	12.9807968139648	10.7857904434204	11.6386890411377	11.2913036346436	7.29914712905884	12.2631006240845	10.8094549179077	17.5953254699707	9.04076957702637	21.0457763671875	17.8012599945068	8.99135303497315	8.64249515533447	11.3581876754761	6.06567001342773	14.7671775817871
SEMA6B	0	10.1525192260742	0	1.15498697757721	2.73462295532227	0	0	8.53033065795898	0	0	0.568175971508026	4.16981077194214	0	0	7.35124397277832	0	0	2.34503889083862	3.41253209114075	0	0	3.83630800247192	0	29.3182640075684	0	4.50811290740967	0	0.727528989315033	0	1.04338502883911	0.659631013870239	0	0.397992014884949	6.67273616790772	5.48040723800659	1.04189300537109	0.13298299908638	0	0	0	2.2742440700531	2.61062598228455	0	12.3404264450073	0	2.14243102073669	0	0	0	0	0	0	0	2.08538007736206	0	1.25973105430603	0	0	0.71570497751236	0	0	0	1.19621801376343	32.2217216491699	0	1.33014595508575	0.256911009550095	5.20822286605835	0
NIP7	13.0677080154419	1.80534398555756	14.9477958679199	10.2471122741699	9.16502666473389	18.0304069519043	7.75035381317139	13.9551391601563	14.8832683563232	9.9861946105957	3.11396908760071	7.21129322052002	5.8286919593811	16.3942737579346	8.84713935852051	12.6632480621338	20.8738975524902	12.8764705657959	12.8774890899658	12.1633768081665	5.7609658241272	10.3740329742432	3.90398788452148	10.7591037750244	17.1625804901123	11.1625642776489	9.71447944641113	20.2253189086914	13.6937713623047	17.1418209075928	16.8707885742188	11.4132814407349	10.5257873535156	6.21497201919556	5.46106481552124	6.62906980514526	6.54524183273315	7.26204776763916	12.5944623947144	10.5771627426147	16.8259658813477	5.95939588546753	11.8527994155884	11.7681150436401	11.9591751098633	20.1267433166504	4.4618558883667	12.6560745239258	19.8576736450195	19.2078762054443	4.78945398330689	12.448353767395	6.05462503433228	5.99965476989746	5.75820684432983	5.81616306304932	11.3848867416382	15.2901725769043	21.284387588501	13.5609159469605	24.3639965057373	1.28464996814728	7.75918197631836	9.5883207321167	8.70549869537354	22.3990497589111	8.21251487731934	5.56533098220825	9.75014495849609
TCL6	0	0	2.69199299812317	0	0	0	0	8.73405456542969	0.37866398692131	1.9964280128479	0	0	0.258601009845734	0	0.409891992807388	0.0832709968090057	0	0	0	0.0929230004549026	3.59599804878235	0	0.698834002017975	0.703629016876221	0.523874998092651	0	3.02188992500305	0	0.536895990371704	0	1.48044896125793	0	3.82352590560913	0	13.8948793411255	0	0.819582998752594	0	0.135080993175507	0	0	0.137018993496895	2.96765398979187	2.02319598197937	0.298382997512817	0	0	0	0	0	0	0	0	2.09603500366211	0	13.5424509048462	0	1.0286500453949	0	2.15978097915649	0	1.21561002731323	0	2.25545811653137	0	0	0	0.801141023635864	0.391772001981735
MIR4733HG	0	0	2.15879201889038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60633397102356	0	0.583451986312866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.16677379608154	1.27913594245911	0	0	0	0	0	0.709547996520996	0	0	0	0	0	0	3.38045501708984	0	0	0	0	0	0	0	0	0	0
NSUN2	16.4340763092041	10.7864122390747	17.3069248199463	17.4608783721924	13.888916015625	9.03615093231201	10.7820978164673	15.1449851989746	9.7428503036499	16.5900955200195	8.05417633056641	18.14186668396	22.8610553741455	14.5471210479736	9.38676643371582	23.1403903961182	10.227219581604	10.0344667434692	10.420726776123	10.2595701217651	12.1632213592529	16.0889854431152	22.4464206695557	16.1244945526123	8.43090724945068	19.4864082336426	13.826530456543	12.9068098068237	18.6123790740967	12.3735294342041	14.0708255767822	13.1509113311768	6.25031900405884	7.60382080078125	8.81406402587891	11.8690872192383	9.9329948425293	17.2328662872314	10.6606884002686	14.5331678390503	25.4097194671631	10.9520425796509	28.2306423187256	24.2683811187744	14.9311761856079	16.5535640716553	9.35910987854004	16.4671192169189	20.5328922271729	17.936840057373	13.5044689178467	12.3800649642944	17.9288234710693	8.44840335845947	14.7329406738281	17.7745132446289	16.4840526580811	18.4124317169189	11.6129207611084	14.7783479690552	25.7989826202393	3.6750500202179	12.7130680084229	15.0750131607056	9.12821960449219	5.65431022644043	10.2806539535522	14.7326040267944	12.3656101226807
WRN	1.78752100467682	4.54175090789795	15.7252769470215	10.5336284637451	14.6234464645386	3.83032608032227	11.540789604187	4.06472682952881	9.91537189483643	2.15362095832825	0.994364023208618	2.33459997177124	31.4862289428711	16.3470726013184	5.57347297668457	7.92051792144775	16.4416999816895	16.2403373718262	4.64440679550171	25.6431102752686	10.1701593399048	5.38496112823486	20.0754814147949	29.7723045349121	6.04617977142334	10.3775653839111	14.0432748794556	13.6463289260864	16.4238262176514	2.83333706855774	6.7192702293396	7.86196279525757	10.1434335708618	17.8696937561035	13.3351097106934	10.3359251022339	14.9695024490356	4.78788900375366	7.72200679779053	13.0813322067261	17.8689250946045	13.117790222168	12.8351078033447	15.9822673797607	6.87894821166992	9.42321586608887	9.8560209274292	11.5898752212524	7.11163711547852	14.7801990509033	29.6215515136719	30.8126220703125	21.6717700958252	1.14248895645142	13.4467239379883	25.8774013519287	12.1466732025146	5.49809408187866	30.36208152771	17.8467826843262	8.05883407592773	1.36138296127319	10.0435352325439	19.9436798095703	6.18118810653687	1.61930501461029	15.103178024292	3.43070888519287	8.00385856628418
