""	live_1	live_2	live_3	live_4	live_5	live_6	live_7	live_8	live_9	live_10	live_11	live_12	live_13	live_14	live_15	live_16	live_17	live_18	live_19	live_20	live_21	live_22	live_23	live_24	live_25	live_26	live_27	live_28	live_29	live_30	live_31	live_32	live_33	live_34	live_35	live_36	live_37	live_38	live_39	live_40	live_41	live_42	live_43	live_44	live_45	live_46	live_47	live_48	live_49	live_50	live_51	live_52	live_53	live_54	live_55	live_56	live_57	live_58	live_59	live_60	live_61	live_62	live_63	live_64	live_65	live_67	live_68	live_69
PRPF4	15.0159873962402	46.6319618225098	42.2694549560547	47.6965255737305	31.3795013427734	8.76625442504883	8.39933967590332	16.4484272003174	59.9781227111816	20.883487701416	21.1153297424316	43.8737525939941	11.0696868896484	24.0250873565674	59.6843643188477	4.34876918792725	11.5947885513306	34.8985290527344	28.1894187927246	44.2755470275879	18.5781803131104	9.58657169342041	78.4295043945313	19.2555656433105	0.27494603395462	29.8702373504639	17.970703125	43.3655586242676	16.8480358123779	17.6529216766357	16.6869277954102	24.5929737091064	10.9248867034912	23.5093612670898	9.93902683258057	4.01153707504272	28.8411846160889	22.0494327545166	14.9280939102173	24.2018051147461	30.6403217315674	42.5384864807129	30.9344177246094	41.0516357421875	41.0222778320313	16.7317657470703	49.0047073364258	9.42967319488525	12.7504005432129	0.247831463813782	37.5747566223145	20.5512542724609	21.0734443664551	55.341251373291	16.0751686096191	73.8222961425781	33.3094520568848	14.9699697494507	27.4548244476318	13.9981479644775	32.3413887023926	36.0841522216797	25.7855892181397	30.0656299591065	29.4459857940674	40.267448425293	35.9825973510742	1.90527522563934
TARDBP	80.6339492797852	50.4141387939453	93.2844924926758	95.3253402709961	100.700942993164	66.8497085571289	34.3877334594727	22.6796798706055	64.5972213745117	76.1462936401367	103.638900756836	55.4902267456055	49.3990821838379	79.0909118652344	64.8041152954102	46.9971313476563	31.8338012695313	64.5213088989258	77.7923889160156	60.7466354370117	55.503833770752	51.6426200866699	114.890357971191	96.1969833374024	12.5746574401855	64.0708389282227	70.1869888305664	63.2173919677734	56.2648468017578	45.7351036071777	48.6899719238281	21.7076377868652	98.4346084594727	72.1613540649414	73.242431640625	11.5604867935181	55.5926666259766	70.7717437744141	38.5967903137207	42.091724395752	44.3099746704102	23.1680812835693	76.6493225097656	102.058334350586	88.8668441772461	63.6384162902832	84.4293899536133	46.1962013244629	54.2868423461914	22.0790042877197	77.5289306640625	77.6792755126953	58.8306541442871	69.8575134277344	12.0740451812744	83.6759796142578	78.0968170166016	55.0425415039063	54.4209594726563	85.1085205078125	70.4515533447266	87.2858276367188	74.1299057006836	43.6857872009277	86.4246673583985	71.5101318359375	73.5298919677734	28.7139854431152
TMEM164	23.5649604797363	4.18578338623047	13.3352298736572	15.0196084976196	10.0335693359375	21.3571319580078	10.8810024261475	25.3622627258301	4.93599700927734	8.63095951080322	12.6025915145874	3.58118271827698	14.2592897415161	1.28863620758057	0.523702085018158	5.92645406723023	0	7.80955743789673	2.85828018188477	8.7467851638794	6.18938684463501	29.7801742553711	1.27745318412781	28.6424560546875	3.17056179046631	15.3540086746216	8.49555587768555	1.09009456634521	2.79942393302918	22.4254989624023	7.24287605285645	1.79645836353302	38.5363082885742	8.47781944274902	17.5127258300781	12.4020357131958	2.28029942512512	0.5113285779953	0.909252166748047	92.525993347168	2.24530386924744	34.3853378295898	8.5877799987793	3.2910315990448	21.2950401306152	8.73882102966309	18.1192073822022	15.7819776535034	27.352294921875	0	9.78737926483154	6.00221109390259	21.5152893066406	10.6710529327393	100.894691467285	31.2177143096924	5.44135189056397	34.8553504943848	19.2632369995117	2.05270957946777	4.18898153305054	4.01877164840698	21.0196437835693	28.659595489502	17.0390472412109	0	1.59063899517059	0.292633593082428
ISG15	40.8258476257324	49.901782989502	24.8528423309326	83.8574295043945	70.1143264770508	6.83803129196167	25.0185413360596	0	41.253490447998	28.7554378509522	142.46028137207	129.221084594727	147.992919921875	64.6528015136719	63.9605102539063	27.1382064819336	116.068641662598	166.656784057617	14.3754453659058	63.1447486877442	359.617340087891	270.473022460938	185.86198425293	95.8656234741211	54.0226593017578	107.558151245117	17.0967445373535	95.5321578979492	125.954650878906	24.6656799316406	67.1804885864258	92.6178359985352	59.1115570068359	93.8401489257813	0	22.3171367645264	40.3169593811035	32.9918632507324	67.3723754882813	0	153.863861083984	27.5780849456787	251.971206665039	39.5208930969238	109.844314575195	82.7262649536133	29.5717124938965	45.8940963745117	41.6713447570801	0	23.3267574310303	22.1625061035156	25.6992416381836	46.1079559326172	27.3936233520508	24.3804874420166	53.5149765014648	35.2206687927246	10.6709518432617	46.1633491516113	45.8194122314453	77.0136642456055	117.074058532715	20.1190280914307	24.1442604064941	66.6127471923828	0	88.4356918334961
BMP5	0.101551935076714	1.26434707641602	0	0	0	9.37485313415527	0	0.0548199750483036	0	0	0.428049594163895	0	0	0.0434101969003677	0	0	0	0	0	0	0	0.116823852062225	0	0.416105210781097	0	0	0	0.151748105883598	0	0	0	0	2.34551405906677	0	0	0.064953126013279	0.0438653491437435	0.0609428212046623	0	0	0	0	0	0	0	0.098264716565609	0	2.78992557525635	0	0	0	0	0	0.524916052818298	0	0	0.165645226836205	0	0.0575462579727173	0	0.0619209036231041	0	29.685754776001	0.06165686622262	0	0	0.107388809323311	0
ULBP2	8.35867691040039	11.6902875900269	2.41401553153992	0	4.60079288482666	13.2276172637939	4.31461811065674	0	5.46015357971191	0	12.7243633270264	7.4304404258728	17.7674999237061	0	2.8368136882782	0.500404536724091	19.1134986877441	7.38006734848023	0	15.4719018936157	1.85122668743134	0.922226250171661	140.010681152344	0	2.78871369361877	12.6386842727661	2.5156421661377	4.54964637756348	4.46607732772827	0	5.36748123168945	1.00674939155579	0	0	4.04035377502441	0	5.92030429840088	0	13.473819732666	0	7.1856050491333	0	0	0	5.12887191772461	0.389664083719254	6.82346057891846	7.10665273666382	0	13.8023204803467	6.86134767532349	0	17.0578632354736	1.74231255054474	0	7.63209438323975	4.69447088241577	5.07631969451904	4.7081561088562	12.7963199615479	5.4900918006897	10.8396854400635	10.7635402679443	10.1250581741333	6.35301685333252	0	0	0.708714902400971
TNFRSF21	3.34890341758728	8.18091487884522	10.9945554733276	5.23983478546143	8.4776554107666	12.7993965148926	8.99503898620606	6.43142080307007	41.6150207519531	8.17918586730957	12.0422849655151	3.99388384819031	3.25350499153137	3.0794517993927	14.6639709472656	13.7695875167847	4.86855506896973	4.31755876541138	6.90208578109741	14.7017307281494	6.20188188552856	17.9471702575684	14.1542463302612	3.58212351799011	0.318682193756104	2.89590668678284	20.2245578765869	0.120715588331223	5.07097768783569	11.1182088851929	3.20391178131104	0	7.8471245765686	7.33746910095215	7.87789058685303	0	12.4218978881836	0	9.97136306762695	10.8291015625	92.369026184082	5.58426809310913	3.87273693084717	6.71947002410889	0	2.69437265396118	0	4.7456488609314	0	28.216402053833	20.6255416870117	20.8512878417969	0	9.07915592193604	2.97770643234253	0	8.05202770233154	0.271547198295593	30.4789123535156	38.0208969116211	0.939632475376129	4.54671955108643	0	2.18595433235168	2.01403594017029	0	3.84125995635986	0.367928624153137
SGO1	26.7338428497314	23.9729061126709	20.098445892334	42.8111038208008	43.2727546691895	1.03697574138641	11.1410102844238	0.537126958370209	34.6125297546387	13.323335647583	42.4231605529785	18.650276184082	0.762605965137482	51.4086608886719	47.5159225463867	0.290828168392181	20.8430557250977	8.96753597259522	59.6095924377442	31.1615715026856	28.8638439178467	0	28.7951507568359	57.4040565490723	7.83196783065796	15.8469524383545	47.3890686035156	18.3686408996582	5.20045471191406	0.546448945999146	21.8379688262939	13.847846031189	64.5923767089844	0.391027927398682	29.145076751709	4.17795753479004	0	7.05278873443604	23.4104251861572	6.35033750534058	0.193393155932426	0	31.8587608337402	0.42685067653656	17.7821216583252	39.8109893798828	25.6412715911865	12.6584329605103	4.67885684967041	0.324371874332428	0.221748903393745	15.1518697738647	27.4801998138428	28.2196826934814	0	17.8815021514893	42.0188407897949	24.4841899871826	25.687614440918	60.9432601928711	29.480827331543	65.9674224853516	42.9894180297852	15.6486911773682	19.5770282745361	112.950538635254	18.3940944671631	1.99394071102142
TFPI2	2.2433340549469	8.86744785308838	4.73859310150147	4.45275735855103	2.85716152191162	3.02834701538086	1.28276741504669	3.64589738845825	0.570332407951355	3.14962387084961	6.59117984771729	11.4050531387329	6.29370307922363	11.3381996154785	0.289379864931107	0.695355951786041	3.01581120491028	6.46742486953735	12.3755388259888	111.56388092041	0.751084625720978	0	15.1717901229858	6.12642669677734	23.7600860595703	8.41153812408447	9.1433048248291	29.3545207977295	0	0	9.92702579498291	7.32281017303467	4.14900636672974	1.83401501178741	5.1521315574646	3.34277653694153	5.64036178588867	3.80705738067627	0	12.0953454971313	3.39084959030151	16.5506649017334	6.95759725570679	0	12.4116554260254	0	4.24292135238647	0.396839112043381	0	13.8380432128906	0	4.99871301651001	37.0862007141113	7.2039098739624	7.20264434814453	0	7.38749599456787	6.92360830307007	12.7440385818481	2.29593205451965	2.95786118507385	9.21074295043945	16.9254055023193	7.25602769851685	3.16691899299622	9.45253658294678	2.97936296463013	7.89928817749023
C1GALT1C1L	0.887225329875946	0	6.15924882888794	0	12.3409814834595	0	6.49395036697388	14.0325393676758	0	0	0	14.6391582489014	1.40209376811981	7.56707954406738	3.34522819519043	0	0	0	0	0	0	0	0	0	0	0	0	4.47018098831177	0	0	8.79667949676514	0	0	0	17.6085662841797	0	0	0	0	13.6122140884399	0	43.2524299621582	0	16.7078819274902	0	0	0	3.6187047958374	8.71280002593994	0	35.4140930175781	0	0	0	0	71.8282165527344	2.46683979034424	0	0	0	0	12.6576614379883	28.4373092651367	0	0	0	0	0.9039426445961
ABCG2	0	30.3403663635254	0	0	0	0	5.17359256744385	0	1.61125457286835	0	27.0421524047852	1.78263318538666	0	4.51928377151489	8.71850872039795	0	32.4139518737793	10.9837923049927	0	3.28238153457642	10.3395767211914	0	44.6891136169434	0	0	2.83576273918152	11.8933181762695	19.263053894043	0.11673716455698	0	5.52997970581055	5.41235208511353	5.13822031021118	0.210943654179573	4.867506980896	0	0	3.3565526008606	12.2548189163208	3.48409104347229	2.6589629650116	0	1.37349236011505	0	30.091480255127	0	0	0	0	7.71929454803467	0	0	0	13.4608011245728	0	2.78813862800598	15.1496133804321	3.07827973365784	15.4235420227051	7.93852996826172	7.81887197494507	0.507898390293121	7.94353342056274	0	0	0	0	0.21830353140831
ZNF800	12.2392520904541	12.0395269393921	10.2282152175903	5.432373046875	3.90422868728638	5.15181684494019	2.40241956710815	1.69347012042999	6.39411687850952	6.5512957572937	12.9053478240967	9.42799186706543	2.34421992301941	10.2150135040283	6.03621625900269	5.46630477905273	4.27186584472656	5.36632394790649	7.59268760681152	5.6794228553772	8.53616333007813	7.9341893196106	8.29426670074463	5.58156681060791	10.079062461853	2.60204458236694	8.85527324676514	2.22378873825073	2.62795186042786	9.98995304107666	8.70814990997315	7.7534031867981	6.35510063171387	5.98185920715332	13.0530767440796	5.23372936248779	2.25917220115662	3.92053604125977	4.50636100769043	4.39218282699585	8.09237766265869	3.06540513038635	7.05575370788574	1.94816911220551	4.44459438323975	5.34987592697144	7.70148992538452	4.94517469406128	7.64345264434815	8.71564674377441	7.6294469833374	1.06387639045715	8.78092765808106	4.10433149337769	5.3522744178772	0.528402328491211	3.98138999938965	9.25130558013916	9.34512329101562	14.3316602706909	8.09918117523193	6.03162908554077	8.18348693847656	1.29416871070862	4.54730749130249	4.55404233932495	0.821285426616669	0.0447562113404274
G3BP1	60.1740913391113	101.389656066895	117.780082702637	71.2546920776367	93.3319244384766	57.1560440063477	54.5485572814942	59.6745338439941	123.661514282227	71.4748077392578	76.511604309082	96.4124298095703	63.6944847106934	85.7014312744141	93.2681884765625	77.4376754760742	41.1319808959961	55.7530097961426	86.1587677001953	106.356575012207	92.7572402954102	49.6287994384766	86.5764389038086	124.928520202637	1.81832408905029	67.7979431152344	112.594047546387	44.9584465026855	62.6574630737305	54.1401062011719	44.7309112548828	20.1572933197021	140.35205078125	71.686767578125	75.4683227539063	21.5943965911865	53.1107902526856	113.942451477051	60.2060394287109	48.2190704345703	77.879264831543	34.5267906188965	83.5058135986328	101.737770080566	101.737190246582	115.326759338379	66.7133178710938	35.4993438720703	86.9486923217774	56.5758476257324	156.555679321289	80.3321990966797	50.3746376037598	96.9295883178711	42.2715339660645	47.6949996948242	110.275482177734	71.8062973022461	70.6019058227539	94.1167449951172	96.3449478149414	86.6771545410156	101.493858337402	57.828254699707	84.4682235717774	148.537521362305	97.1431121826172	34.2203712463379
LINC01213	10.0756454467773	50.0707015991211	6.70781517028809	5.23483324050903	48.7500152587891	8.46534252166748	72.3769760131836	17.5242958068848	79.4499664306641	0	66.0629577636719	8.40908527374268	42.6123161315918	8.51607131958008	44.4123916625977	16.6072883605957	31.7029533386231	0	20.5788669586182	38.0153656005859	15.7704982757568	44.7124137878418	0	44.2422027587891	59.7837066650391	19.633752822876	51.2304496765137	35.2809906005859	24.6597518920898	0	7.85470962524414	0	12.1961851119995	19.994213104248	7.2415771484375	52.5144920349121	11.4759073257446	27.055154800415	91.2871398925781	23.039342880249	78.755729675293	12.8942775726318	16.305362701416	1.79607236385345	4.91421890258789	19.7757320404053	20.595422744751	0	8.39161491394043	86.7944564819336	0	0	12.282190322876	16.5918025970459	0	197.518981933594	139.91520690918	26.3517093658447	111.038436889648	206.141052246094	53.366081237793	22.3470802307129	0	0	42.8625526428223	46.2727279663086	1.57310509681702	26.0895080566406
GJA1	2.81276416778564	0	0	0	0	0	35.1733818054199	0	0	2.33077549934387	0	0.816808879375458	0	0	0	0	0.503552436828613	0	0	0	0	5.17847299575806	0	0.698242604732513	0	0	0	0	0.152476817369461	0	0	66.9960632324219	0	0	0	0	0	0	0	6.14376306533814	0	0	0	0	0	0	0	4.03959035873413	0	0	0	0	0	5.23554658889771	0	0	0	0	3.83167505264282	4.03204536437988	0	0	11.0645866394043	0	0	0	0	0.285340011119843
