,A10,A2,A3,A4,A5,A6,A7,A8,A9,B1,B2,B4,B5,B6,B7,B8,B9,C1,C2,C3,C4,C5,C6,C7,C8,C9,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,E9,F1,F2,F3,F4,F5,F6,F7,F8,F9,G1,G2,G3,G4,G5,G6,G7,G8,G9,H1,H2,H3,H4,H5,H6,H7,H8
SMIM19,0.0,0.0,0.363347,0.0,0.760331,0.951193,0.0,2.570874,17.169476,0.0,1.248657,0.152195,1.178836,1.876933,4.797244,0.164851,0.0,1.812935,0.0,3.51965,3.470734,0.160019,0.875128,3.563847,0.307721,3.111686,4.966691,1.173633,1.27619,3.571172,4.041093,19.798193,1.123421,1.688468,0.0,9.701289,2.530423,0.0,0.0,0.0,2.610781,3.623174,9.326699,3.55716,0.372398,0.812476,8.145695,0.793069,3.642058,0.871502,22.193966,0.0,7.965238,0.688074,0.176566,0.148575,1.243705,0.607862,0.0,13.242716,0.0,2.969869,0.1268,0.0,0.245946,0.289009,0.0,2.529861,0.0
OR2A1-AS1,0.0,7.860168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.491913,0.0,0.0,8.655536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.260349,3.729512,6.076484,0.0,0.0,0.905465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.986987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.26595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.454594,0.0,21.029003,0.0
HSP90B1,218.9391,253.68266,382.54932,148.26416,104.98698,151.8708,68.06787,180.27484,259.90518,96.598,62.152576,229.79027,179.11917,177.40121,149.17722,271.7762,125.883644,120.083015,167.9753,209.9426,144.48466,285.63132,132.80482,200.38469,92.45147,285.23563,79.05696,201.61174,354.25516,138.3367,208.4456,196.18834,227.21393,85.67182,162.41939,115.68925,156.98427,165.09732,175.83305,281.92868,196.60228,121.757866,183.60612,286.5639,189.45052,153.75975,141.83702,126.5744,394.52963,156.17531,88.3142,274.92816,190.27147,91.68847,121.00574,82.23628,156.78758,265.36456,216.5439,337.18826,61.988033,106.329926,108.081436,137.05016,58.84045,48.02168,138.2468,120.1197,199.74144
DCXR-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.92586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.037057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.427154,2.487475,3.241289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.307357,0.0,0.0,0.0,1.900078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.959007,0.0,0.0
B4GAT1-DT,0.0,0.0,6.475258,1.390001,0.0,14.334425,1.551618,11.05974,0.0,18.211988,0.0,8.282842,10.489532,7.103284,0.0,0.0,1.642532,0.0,0.0,0.0,0.0,3.316375,0.0,0.651358,0.365561,0.0,0.0,0.0,0.0,0.0,4.585228,4.506976,0.0,0.0,0.746791,3.53869,0.0,2.772431,3.969974,0.0,0.0,0.0,0.924202,0.0,0.0,0.0,0.0,4.501295,4.085158,3.532787,0.0,0.0,5.963934,0.0,0.0,0.0,11.740529,0.208515,6.017579,3.784857,0.0,0.0,0.0,1.100548,0.0,0.0,0.0,0.0,0.0
CKS2,69.33734,19.954622,56.979935,43.702568,7.784596,15.599773,5.677625,41.326454,81.68088,34.486996,10.893745,54.907658,10.188184,12.131514,26.566238,44.967445,34.393627,43.130817,37.889156,3.299765,7.073862,18.848291,22.143105,42.77501,14.00031,64.56265,55.88989,41.302418,22.400091,74.630196,47.69714,60.57584,53.564842,40.10239,23.041222,32.85169,17.842772,16.351381,28.098446,57.680714,38.817112,32.031654,37.77118,16.788582,63.48097,47.339733,26.681093,35.739998,22.598661,50.42399,150.76761,46.05172,44.018955,3.476349,18.312948,14.987696,59.696045,64.68222,24.480661,85.49831,32.464962,15.452451,7.43774,66.36868,23.543673,20.3386,13.654164,17.79358,48.88227
KPNA2,99.24055,54.862114,29.22803,13.748307,17.781,22.970505,13.670142,23.42141,100.076866,17.414213,10.565868,19.230793,19.69233,30.472155,48.59479,29.852522,13.527967,53.65732,42.439617,24.389135,18.685488,11.458018,16.837873,23.83529,11.445992,84.735664,44.91443,35.9831,101.518265,88.05835,49.459373,34.87173,26.634714,17.077366,30.643064,53.163307,41.65731,24.22498,23.233593,67.58088,32.982193,30.063625,39.82613,26.573072,6.550923,50.779465,67.30329,20.717485,20.393929,48.2042,114.35556,16.030804,58.593826,28.524239,36.099133,40.71169,66.52471,47.656155,31.983192,83.3019,38.498592,4.308906,22.678972,23.811888,22.746181,46.73394,28.875706,33.761402,98.46074
PRSS27,0.0,0.0,0.0,0.0,0.0,0.775459,0.0,0.0,0.058837,0.0,0.468141,0.0,0.057066,0.464245,0.0,0.0,0.0,0.0,0.0,0.054234,0.03787,0.0,0.0,0.0,0.0,0.36484,0.0,0.155743,0.0,0.0,0.0,0.0,0.0,0.674676,0.590253,0.915762,0.114836,0.102289,0.177574,0.0,0.0,0.340219,0.204761,0.0,0.0,0.0,1.298646,0.0,0.0,0.0,10.017431,0.0,0.051301,0.225476,0.0,0.0,0.0,0.293084,0.0,0.120413,0.0,0.0,0.36393,0.0,0.15773,0.090909,0.0,0.0,0.0
SBDS,26.340492,6.01978,31.976063,16.18078,10.023731,15.768703,11.914037,24.982876,14.859207,13.411326,5.842981,22.864824,23.478151,22.439072,22.137833,28.459745,18.97659,16.204557,17.676472,22.101852,20.708445,27.532143,24.386953,23.936747,21.194757,19.581387,24.426767,19.350464,27.353148,9.817553,16.192272,21.47234,22.121815,12.412864,18.049355,24.735786,22.05261,19.621647,19.126175,12.023731,21.874222,16.199442,20.335876,24.858154,11.95136,20.912373,15.646461,19.2473,20.508911,21.128841,18.1681,24.74427,18.605335,11.653887,20.090618,27.842442,12.88638,17.196562,15.674312,13.651765,54.69709,5.805169,11.392277,20.316166,18.682264,14.826268,14.39382,15.420495,11.763075
BCCIP,56.175426,39.023117,59.435467,45.533386,45.991592,27.793823,31.017027,32.89679,48.558716,29.533667,12.075087,36.822865,50.556423,48.442444,46.96548,58.55281,48.890003,85.31836,30.791498,35.0193,20.571112,44.68944,35.946438,42.173973,50.76099,49.18005,38.03656,38.72961,44.70894,32.71384,48.71841,32.082886,30.046993,28.009933,29.019693,27.17672,45.20904,31.931952,47.0163,29.03137,50.00233,30.432924,57.19543,56.08862,29.673027,49.496746,24.296469,49.157135,31.939777,47.45438,20.535383,28.05918,42.946987,34.141273,30.232685,39.375504,43.57225,37.26384,50.44199,65.85702,88.2178,20.8375,16.09621,35.44087,20.256487,52.185066,31.308193,45.206467,25.521496
IDO1,0.0,0.0,0.0,0.33464,0.0,0.0,0.281209,0.0,0.765596,4.701318,0.0,0.295163,0.243003,0.544914,0.0,0.0,0.219735,0.234606,0.20251,0.0,0.0,0.0,0.0,0.212728,0.0,0.0,0.0,0.0,0.0,0.231729,0.684868,0.0,0.0,0.0,0.208168,0.0,0.0,0.0,0.0,0.215507,0.236575,0.0,0.0,0.0,0.823034,0.0,0.0,0.682022,0.0,1.976693,5.56247,0.0,0.0,0.0,0.0,0.0,1.453954,18.190258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476066,0.477304
RPS11,226.13492,169.81078,215.88141,161.79918,233.8151,300.6404,133.28636,218.78711,208.41586,186.42131,138.33913,146.82742,171.65149,203.11559,179.38889,206.4551,197.28233,294.44092,167.31247,235.72914,174.74637,185.3937,236.46344,163.18513,147.80241,233.4744,282.22488,138.46313,237.49394,162.75485,210.63963,201.05838,263.37918,173.90508,228.09705,141.31071,214.55939,153.43813,168.46132,203.8856,255.96361,214.03792,232.20601,230.23631,146.87306,237.16801,197.88249,209.37273,222.0261,221.90895,256.54144,242.53601,157.11647,164.30235,216.60616,162.57318,161.89732,137.78511,146.83284,269.50235,311.70743,123.48886,121.72853,147.7036,104.36519,106.51341,165.82458,213.76785,167.07504
SLC9A2,0.37138,0.0,0.0,0.0,0.0,0.128315,0.0,0.0,0.485055,0.05565,0.211385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576958,0.31825,0.0,8.827752,0.121448,0.0,0.0,0.071318,0.0,0.204953,0.219569,0.179631,0.074812,0.0,0.0,0.0,0.0,0.0,0.236119,0.0,0.120123,0.0,0.0,0.0,0.0,0.0,0.184267,0.384302,0.0,0.0,0.0,0.0,0.75326,0.0,0.273494,0.0,1.517137,0.0,0.0,0.0,0.0,0.0,1.350369,0.0,0.0,0.0,0.0,0.0,0.054148,0.0
DDX21,42.24987,34.318123,63.23962,40.390926,27.902596,23.576042,27.80579,40.34093,24.976112,23.08815,12.263288,32.650864,41.878372,51.43835,30.108156,62.057655,29.799084,38.984524,24.27516,34.414288,31.974108,48.160034,27.16561,40.068794,36.303944,45.92444,41.947895,48.473186,58.900993,29.805227,45.6887,50.407257,30.275719,44.1228,14.700829,30.698118,33.874973,26.307665,29.804264,34.19678,47.09418,16.890509,42.04697,38.04161,45.27413,39.72916,33.890514,31.595446,45.370346,37.509583,43.237526,40.68712,36.326443,24.425074,31.691616,31.400219,40.426575,47.32411,35.044075,50.40999,78.882576,10.428243,18.347599,43.046246,24.695143,22.581789,34.817738,36.01281,31.289238
H2AC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.301605,3.086431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.989576,0.0,0.0,0.0,0.0,0.0,3.320023,0.0,0.0,0.0,26.383286,5.489453,0.0,0.0,0.0,0.0,15.087936,0.0,25.006145,0.0,0.0,0.0,13.617074,100.208855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.884,1.858069,0.0,0.0,0.0
FMNL1-AS1,0.141058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146777,0.0,0.0,0.129724,0.0,0.272025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277192,0.0,0.0,0.0,0.27623,0.410841,0.0,0.0,0.0,0.0,0.0,0.453161,0.0,0.0,0.0,0.0,0.572846,0.0,0.143849,0.637538,0.0,0.0,0.0,0.0,0.279169,0.0,1.107276,0.0,0.0,0.0,0.0,9.191392,0.0,0.0,0.405927,0.0,0.0
NOLC1,13.424631,12.027407,34.09951,24.067623,14.455212,12.725416,23.557898,16.437134,11.52686,13.050021,7.471737,20.64294,21.51746,37.30961,25.38645,29.00939,18.303137,16.213093,29.222364,22.083778,17.060247,28.81451,16.515968,18.885105,18.421858,19.630213,15.764879,21.593176,31.028393,12.848651,23.061115,28.569586,18.06112,18.12505,18.113504,19.031902,14.485596,13.414615,17.841618,11.230329,16.642488,16.343931,25.613476,29.503008,18.842596,19.058056,11.338545,20.071192,20.332367,21.776653,15.003778,22.609503,8.782022,10.651508,18.13529,15.396347,16.699577,13.828859,18.461426,15.191712,32.534435,7.757198,6.724362,39.047108,14.931788,21.286467,13.951259,15.445131,23.738485
FAM114A1,0.0,2.804427,0.199775,0.763448,2.339627,0.970727,0.320547,1.878675,0.199462,0.0,1.535479,0.0,2.254757,0.0,0.17759,0.0,0.0,0.0,0.0,0.775818,1.772807,0.608457,0.584467,0.206937,1.098841,0.0,0.0,0.0,0.0,0.0,0.137849,0.0,0.177937,0.0,21.0862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212467,0.314614,0.0,0.0,0.0,0.22321,0.0,0.206541,0.235242,0.0,0.0,0.650785,0.752895,0.0,0.0,0.0,0.575202,1.007872,0.0,0.0,0.116096,0.0,0.483769,0.908227
SNTG1,0.0,0.0,0.0,0.0,0.0,0.0,1.152816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.026336,0.444564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265988,0.0,0.0,0.0,0.281004,0.0,0.0,2.908854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106939,0.0,0.0,0.0,0.395996,0.0,0.0,0.0,0.0,0.0
BSCL2,0.0,0.638083,8.82282,0.277423,0.0,0.603202,0.0,0.0,0.0,0.0,7.928563,0.0,0.0,0.813018,0.0,0.0,0.630544,3.088699,0.0,0.300956,3.436195,0.0,0.0,1.898208,0.0,0.0,0.0,4.116371,0.738355,0.0,0.0,3.768173,0.0,4.279879,0.764263,0.0,3.951441,0.0,1.307006,0.0,0.766594,0.0,1.486635,18.112165,0.0,0.448486,0.340945,0.0,0.0,1.10432,0.857693,0.0,4.845008,0.0,1.864845,0.0,0.440664,0.0,0.0,0.0,17.922075,16.463678,0.0,1.848562,0.0,0.0,1.744232,6.330747,0.440689
WDR3,26.767975,5.601891,12.094804,6.724313,7.287389,3.106524,7.716009,16.98404,4.935021,9.068788,0.87864,9.741756,12.834767,12.433664,2.079423,20.245537,10.087449,14.65388,9.685929,8.895805,6.369714,9.391876,9.114453,14.596214,7.484506,18.081266,2.187433,13.642577,24.520144,10.945836,18.532917,18.366026,6.985875,27.48764,0.271604,7.666795,3.535658,12.403066,9.5345,4.13448,17.631042,5.967438,3.346292,18.170494,18.12595,21.04754,21.465986,2.195235,10.316222,11.116965,17.88155,9.848267,11.903887,6.145474,10.616178,6.398706,12.516325,16.372244,8.720473,11.072817,12.834509,4.702699,12.542345,4.79621,6.64453,8.381141,3.371364,7.516203,4.393427
PRDM5,0.0,0.984605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65004,0.0,0.0,0.0,0.0,0.0,0.789842,3.094915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.035118,0.0,0.0,0.0,0.406644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.152063,0.0,0.0,0.0
CR1L,13.704018,7.809284,10.205362,0.0,8.828645,0.0,1.844407,9.207495,0.986083,18.698666,0.0,12.66863,5.386949,0.675248,4.20237,0.424552,0.0,34.260105,0.0,0.0,2.320597,13.733078,0.0,1.40634,0.0,0.440717,5.53646,8.952682,1.66353,2.87602,0.203692,5.433504,2.376169,0.0,7.230349,0.0,0.875909,0.380502,0.0,0.0,0.229738,15.323984,0.238349,4.057584,6.033615,5.943936,0.176682,8.319192,0.0,4.560995,30.300097,1.492214,6.924018,7.502114,12.34846,8.259316,7.894517,21.838398,0.0,7.845869,0.0,0.0,0.0,12.868512,1.279394,0.0,1.660631,4.073445,0.0
HNRNPK,122.83799,71.43367,128.68358,100.539185,101.21112,178.2762,97.50818,131.24467,147.91075,119.57116,95.584854,108.56615,125.3654,157.1898,138.13255,101.93665,146.72504,115.89641,130.02827,183.45259,82.67924,168.70131,118.64431,154.4733,93.12956,93.80423,130.33737,91.82225,136.48782,95.6004,161.6136,132.09163,124.790924,104.32725,144.81154,113.02802,132.02885,124.59323,132.40326,132.8512,122.776764,128.41052,148.6367,173.16336,123.42688,140.15077,80.69254,121.04253,120.040405,115.76992,97.09485,152.91138,111.0618,113.71126,131.92899,106.48992,142.7855,85.79537,139.7337,155.61801,184.82332,89.812706,93.9354,140.7486,83.37291,78.83147,92.19958,114.65914,139.58139
TRA2A,24.718225,21.24566,15.969164,7.013547,14.335175,19.812227,24.220507,15.81072,22.36084,30.559576,20.532999,12.107686,19.289352,25.712296,15.421761,41.711063,17.164192,16.391005,15.225817,15.967343,12.8149,17.916445,10.243175,12.784532,7.595053,5.429914,34.114044,8.049587,10.255266,18.99082,13.760953,14.426538,30.702269,24.975822,21.404572,24.4166,17.524345,12.463956,18.691025,22.400661,29.317953,9.812026,24.12313,4.610617,32.13729,26.1125,11.173719,19.09912,31.91977,34.842525,28.887566,11.053369,9.484395,9.420893,8.938957,9.567667,19.6463,26.059414,19.908157,40.921127,34.83205,9.97167,11.24278,17.371237,12.272204,30.46153,17.694567,7.228121,24.603117
FHIT,17.51651,0.0,0.896141,0.0,7.840014,0.0,0.0,0.656896,0.272612,0.557714,0.0,0.296666,0.0,0.0,1.288349,0.38129,0.0,0.236598,0.0,0.0,0.725187,0.557276,0.261853,1.002066,5.202472,2.293213,0.0,1.214218,0.782783,0.71786,0.119323,1.824329,1.002696,0.0,0.62232,38.95393,0.362859,0.0,0.307958,0.960439,0.702243,1.040095,4.309795,4.468372,0.0,1.706953,3.947617,0.925195,0.0,1.644946,1.407915,19.129797,0.0,4.117621,0.0,1.98923,0.324066,0.814389,1.490063,1.50731,0.0,0.0,0.286286,1.31076,0.277823,0.104484,0.0,1.208515,2.007218
TMOD2,0.0,0.469423,0.0,0.0,0.0,0.168551,0.0,0.084846,0.0,10.958853,2.458558,0.0,0.562631,0.623874,0.0,1.580108,0.194715,0.0,0.0,0.042277,0.0,0.316288,0.178964,0.847134,0.099636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.661081,0.0,0.089755,0.0,1.122267,0.038096,0.0,0.0,0.0,0.0,0.192197,0.0,0.0,0.613068,0.0,0.0,0.0,0.512016,0.0,0.33227,0.29158,0.0,0.117905,0.077541,0.127348,0.0,0.0,0.0,0.0,0.704862,0.254668,0.0,0.0,0.0,0.0,0.0,0.0
GPR89B,0.703894,6.18574,2.144758,3.171836,0.0,0.400867,0.0,3.746369,0.0,0.0,5.143589,0.0,2.313376,0.0,3.160855,1.307784,17.31647,9.259112,0.0,21.085512,0.0,0.0,1.303442,0.741691,0.303145,0.348167,2.54141,0.694215,4.311793,0.277035,6.098273,2.757429,0.0,0.0,0.0,0.0,1.495456,4.162629,1.139078,0.257949,7.965316,1.414475,2.801296,6.725719,3.371673,0.0,0.552632,0.0,0.0,2.93459,1.042183,2.154791,1.149103,4.561114,0.89071,0.265392,0.769816,0.0,0.0,5.720274,3.001051,1.214438,5.939469,4.611238,1.387872,0.0,0.654699,0.60635,1.521096
TNFAIP2,12.44102,0.500677,7.621498,3.449286,0.902698,4.819133,11.210472,1.390812,0.88292,8.198992,3.686764,13.459473,29.591457,1.655357,14.937552,6.727015,15.12629,2.326142,7.625441,12.578617,2.732299,2.66315,4.654717,15.255008,0.0,0.932456,20.915161,4.342732,4.86597,0.559417,5.404511,9.655129,0.729668,0.206547,21.14364,3.311091,2.455547,6.313781,4.985788,1.221774,19.086206,5.688142,16.272621,0.102448,14.583473,1.628735,1.905968,6.277488,13.361653,7.056582,5.295535,5.536063,1.268838,6.831272,24.72944,2.113102,2.074299,0.996363,26.555532,19.218266,1.331185,3.901366,11.702726,4.829423,5.500544,0.0,5.128816,0.0,9.227539
KSR1,3.132247,0.524251,0.718099,1.163117,7.569337,5.974417,6.917176,26.910221,0.325237,1.906627,2.220483,12.436121,2.337892,9.381297,5.570389,0.238139,6.825113,19.021532,1.940123,3.067291,0.513134,0.34443,5.79597,1.485243,5.731939,3.01396,1.096452,0.0,1.681179,3.796211,1.91116,2.185216,1.592195,0.0,2.367938,12.189686,6.375283,1.249028,7.580838,0.647055,0.331315,9.637794,6.625816,5.664968,9.142437,0.911016,5.04845,0.812843,0.730381,2.541077,4.860281,3.729744,0.808963,0.44257,1.070569,12.644828,1.653829,22.96605,6.59046,3.527188,6.994204,2.32734,0.207891,2.74279,3.931896,0.100751,1.255122,7.140375,0.407797
C5orf58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47342,0.0,0.0,0.0,0.0,5.892192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.776289,0.0,0.412722,0.0,1.13096,0.0,0.0,4.558325,0.0,0.0,0.0,10.660115,0.0,0.0,0.0,0.0,0.0,3.448753,0.0,3.505244,0.0,0.0,0.0,0.0
GTF2F1,10.133621,6.194017,25.912287,9.195123,12.067221,11.834222,5.930467,7.263716,16.69592,6.839214,5.4214,8.93035,17.667658,31.875195,13.919216,29.814753,20.822449,9.739954,8.348763,8.247205,12.374441,10.549525,10.882972,17.937086,9.065262,7.678575,23.298191,9.658093,16.454432,10.733017,11.386134,17.812231,19.654158,12.433889,18.437462,12.9959,23.643425,30.14379,6.326567,15.16753,17.122906,15.159149,20.108807,9.634224,8.145385,16.337866,8.213047,6.881385,9.252887,16.320053,13.385815,32.68187,13.056556,15.173523,14.500288,3.413317,13.078146,12.766151,21.752699,12.400405,22.96406,9.493723,17.693731,15.825709,4.281093,5.439701,12.338267,13.403647,7.486816
H2AC13,7.740818,32.983345,28.303549,22.289846,143.41234,13.781472,28.486855,30.513887,76.87467,74.2088,23.38302,20.828806,46.999393,18.720766,72.91596,33.418423,12.598963,111.87737,74.38755,22.931566,95.090256,24.420948,87.92757,83.494,28.494852,60.192993,98.889,12.899795,11.779816,47.188145,16.820465,22.487095,139.32104,29.25201,33.227642,57.96177,64.62909,61.92251,68.9853,51.237984,55.27846,94.93343,110.06933,11.658061,0.731023,52.354813,2.107638,47.960705,30.368425,82.37372,54.59232,66.76695,60.65637,99.55948,65.373924,51.280205,87.07196,6.542766,113.91452,64.695724,48.70783,12.840196,21.338192,23.706932,73.11492,17.813568,114.53446,28.9173,14.319782
CERS6-AS1,0.148086,0.0,0.0,0.0,0.398527,2.959803,0.0,0.0,0.0,0.132813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482354,0.0,0.0,0.0,0.0,0.0,1.187405,0.87632,0.0,0.0,0.145792,0.0,1.11432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.324377,0.0,0.0,0.862104,0.0,0.0,0.311869,0.163432,0.0,0.0,0.0,0.0,0.0,2.013587,0.0,1.20787,0.0,0.0,0.0,0.0,0.560829,0.645307,0.0,0.0,0.0
LINC00649,0.0,2.953143,0.462982,0.0,0.0,0.0,0.16768,9.409171,0.0,0.080829,0.0,0.0,0.164756,0.531298,0.314519,0.0,9.168636,0.618991,0.155794,0.040785,0.066953,24.787905,0.37986,1.530526,0.151476,0.0,29.635523,4.971804,0.0,0.106926,3.202183,0.0,0.220758,0.077523,2.452032,0.043268,0.415095,3.899578,0.797248,0.221137,0.292923,3.536777,3.681872,8.774285,0.0,1.875719,3.694668,0.426184,0.0,0.0,0.042433,3.415037,0.095336,0.08616,5.450825,0.074101,0.085502,0.0,1.37644,0.121575,0.0,6.712105,0.426599,0.0,3.891081,7.279249,0.079654,0.665568,0.0
SMIM4,3.972646,1.463395,2.57068,2.948411,9.863826,6.504936,4.585868,18.87219,3.392591,3.543118,2.795547,7.396998,24.452866,14.108323,22.55283,2.365766,11.43257,8.931697,24.3299,0.0,10.453698,13.695631,8.32121,9.436283,10.757699,7.464378,12.864478,3.753729,11.927953,2.737631,14.555609,11.260478,16.407698,6.223976,12.616084,19.887226,28.70849,7.534854,9.195112,2.319722,3.66621,34.56448,19.176762,11.83952,8.923592,16.855385,2.218468,5.24466,19.804266,13.558588,4.249146,29.824553,6.679291,4.31993,2.410318,1.555216,23.36246,13.874567,4.565511,0.564451,63.361084,16.776518,1.88471,1.516156,7.098941,9.424245,20.101358,18.96835,28.16618
H2BC13,9.306823,8.64745,2.651589,2.3197,61.604992,11.779591,9.401216,0.0,70.25466,48.861385,9.461266,9.025236,11.492678,2.63125,25.465769,17.40524,6.307497,41.27259,60.590748,10.698157,44.262394,11.857152,58.428585,26.274937,5.241546,38.169933,70.476494,4.121417,7.858639,33.011665,9.428697,4.998739,85.37325,12.580303,19.006939,21.465061,49.449825,42.22964,18.082323,27.103004,34.603092,33.128757,97.48372,3.142656,2.645227,40.6619,1.30733,35.363888,4.985308,55.04433,35.875366,68.33614,42.799587,39.21937,26.356304,11.909775,67.05693,0.0,50.53552,34.702293,52.921867,0.0,1.714695,3.982308,31.245783,4.979093,55.136032,5.954068,4.960915
H2BC12,54.937634,90.62841,196.46455,104.97899,337.538,82.8597,78.42998,172.87285,302.12683,351.15515,73.70723,105.30833,115.09521,132.28044,199.08307,108.34023,138.13219,623.3554,293.64352,147.69551,253.65756,154.1568,472.9343,264.8866,72.5673,280.5004,447.76996,150.43413,136.32108,283.82697,140.39813,126.55158,407.44455,110.11247,209.04308,249.08125,301.89972,221.99606,219.41609,459.82098,388.09857,285.18015,411.24472,231.10263,93.548904,420.1369,100.554504,216.71751,172.21707,417.90878,269.3581,298.35068,358.7278,241.57863,304.27744,158.3054,339.28452,107.80504,333.82758,327.76907,376.1107,51.24907,62.06395,92.03518,182.01389,216.31783,325.52246,138.14537,109.880684
TERC,5.906029,0.0,0.0,0.0,6.946353,2.315997,0.0,0.0,0.0,26.347641,11.276536,0.0,0.0,9.541897,9.031845,0.0,39.993004,6.471257,3.176508,7.993124,0.0,2.125058,0.0,0.0,0.0,5.235555,16.708605,0.0,3.657059,0.0,0.0,2.05201,0.0,0.0,4.197945,3.718107,16.025124,0.0,6.482466,0.0,0.0,0.0,2.623512,14.343046,0.0,0.0,12.38248,2.06699,0.0,1.982705,5.748696,2.181252,6.7018,0.0,13.71494,0.0,3.480278,0.0,0.0,0.0,0.0,5.454973,0.0,10.929309,0.0,0.0,5.707073,4.675567,1.885575
H2AC20,25.02031,150.30112,52.90084,21.547112,273.5811,80.06148,56.309174,59.814907,121.6682,138.61787,57.183426,36.54318,71.47843,17.904907,117.14976,37.540085,39.07885,311.99792,285.22855,66.6838,157.44366,37.468254,324.05078,160.37662,18.076876,73.75171,297.6817,49.96707,21.150187,100.74031,32.373882,31.647408,246.96838,31.121887,67.719795,215.22997,260.2961,182.20903,105.4861,222.56293,90.58632,181.27579,321.522,111.11432,21.365307,250.62538,2.032118,61.55323,29.394993,261.08478,143.2372,170.68262,256.27737,151.07677,208.9394,100.485916,206.04352,1.758007,98.44543,83.92666,127.17298,36.16004,19.401949,44.70803,110.79096,118.8738,159.74881,67.90089,20.73862
CCNG2,0.0,0.316653,0.0,0.0,0.0,0.0,0.0,7.250415,0.0,0.0,0.0,0.0,0.0,0.0,4.844371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249026,0.0,0.080708,0.0,0.0,0.0,0.0,0.0,0.324118,1.166678,0.0,0.0,0.0,0.0,0.168366,0.172109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308276,0.0,0.0,0.0,0.0,0.0,0.433782,0.0,0.0,0.0
