,UMI_200_Bc67_Bc01,UMI_200_Bc67_Bc02,UMI_200_Bc67_Bc03,UMI_200_Bc67_Bc04,UMI_200_Bc67_Bc05,UMI_200_Bc67_Bc06,UMI_200_Bc67_Bc07,UMI_200_Bc67_Bc08,UMI_200_Bc67_Bc09,UMI_200_Bc67_Bc10,UMI_200_Bc67_Bc11,UMI_200_Bc67_Bc12,UMI_200_Bc67_Bc13,UMI_200_Bc67_Bc14,UMI_200_Bc67_Bc15,UMI_200_Bc67_Bc16,UMI_200_Bc68_Bc01,UMI_200_Bc68_Bc02,UMI_200_Bc68_Bc03,UMI_200_Bc68_Bc04,UMI_200_Bc68_Bc05,UMI_200_Bc68_Bc06,UMI_200_Bc68_Bc07,UMI_200_Bc68_Bc08,UMI_200_Bc68_Bc09,UMI_200_Bc68_Bc10,UMI_200_Bc68_Bc11,UMI_200_Bc68_Bc12,UMI_200_Bc68_Bc13,UMI_200_Bc68_Bc14,UMI_200_Bc68_Bc15,UMI_200_Bc68_Bc16,UMI_200_Bc69_Bc01,UMI_200_Bc69_Bc02,UMI_200_Bc69_Bc03,UMI_200_Bc69_Bc04,UMI_200_Bc69_Bc05,UMI_200_Bc69_Bc06,UMI_200_Bc69_Bc07,UMI_200_Bc69_Bc08,UMI_200_Bc69_Bc09,UMI_200_Bc69_Bc10,UMI_200_Bc69_Bc11,UMI_200_Bc69_Bc12,UMI_200_Bc69_Bc13,UMI_200_Bc69_Bc14,UMI_200_Bc69_Bc15,UMI_200_Bc69_Bc16,UMI_200_Bc70_Bc01,UMI_200_Bc70_Bc02,UMI_200_Bc70_Bc03,UMI_200_Bc70_Bc04,UMI_200_Bc70_Bc05,UMI_200_Bc70_Bc06,UMI_200_Bc70_Bc07,UMI_200_Bc70_Bc08,UMI_200_Bc70_Bc09,UMI_200_Bc70_Bc10,UMI_200_Bc70_Bc11,UMI_200_Bc70_Bc12,UMI_200_Bc70_Bc13,UMI_200_Bc70_Bc14,UMI_200_Bc70_Bc15,UMI_200_Bc70_Bc16,UMI_200_Bc71_Bc01,UMI_200_Bc71_Bc02,UMI_200_Bc71_Bc03,UMI_200_Bc71_Bc04,UMI_200_Bc71_Bc05,UMI_200_Bc71_Bc06,UMI_200_Bc71_Bc07,UMI_200_Bc71_Bc08,UMI_200_Bc71_Bc09,UMI_200_Bc71_Bc10,UMI_200_Bc71_Bc11,UMI_200_Bc71_Bc12,UMI_200_Bc71_Bc13,UMI_200_Bc71_Bc14,UMI_200_Bc71_Bc15,UMI_200_Bc71_Bc16,UMI_200_Bc72_Bc01,UMI_200_Bc72_Bc02,UMI_200_Bc72_Bc03,UMI_200_Bc72_Bc04,UMI_200_Bc72_Bc05,UMI_200_Bc72_Bc06,UMI_200_Bc72_Bc07,UMI_200_Bc72_Bc08,UMI_200_Bc72_Bc09,UMI_200_Bc72_Bc10,UMI_200_Bc72_Bc11,UMI_200_Bc72_Bc12,UMI_200_Bc72_Bc13,UMI_200_Bc72_Bc14,UMI_200_Bc72_Bc15,UMI_200_Bc72_Bc16
RBFOX2,0.0,1.0883555,1.2033308,0.0,0.0,0.0,0.40763304,0.32566753,0.0,1.0987408,0.0,0.0,0.26410297,1.4357995,0.7593093,1.042119,0.0,0.0,0.0,0.7774999,0.0,0.0,0.0,0.82599306,0.0,0.947297,0.0,0.0,0.0,0.0,0.0,0.0,0.30060288,0.0,0.68876773,0.5879355,0.7226025,0.61446524,0.6253852,0.0,0.0,0.5611337,0.28499377,0.0,0.64015245,0.0,0.5103138,0.0,0.31703272,0.0,0.4527521,0.5778482,0.0,0.3242696,0.0,0.0,0.0,0.8480291,0.0,0.0,0.3630593,0.0,0.80856466,0.0,0.0,0.0,0.32558143,0.2951345,0.2958596,0.7203012,0.0,1.8127558,0.0,0.70131314,0.0,1.1553712,0.0,0.6098192,0.0,0.0,0.4374776,0.0,0.0,0.53923583,0.5295352,0.35627267,0.45988762,0.0,0.0,0.0,0.34931284,1.5348665,0.0,0.8427545,0.0,1.5091752
CD3D,1.9548151,1.5965856,0.9377113,1.5445957,1.3002028,0.0,0.6963973,1.8512557,1.8676848,1.8038247,0.0,0.0,2.309349,1.5326875,2.416669,2.4671102,2.2010632,0.0,2.484516,0.0,0.0,0.0,0.0,2.6246967,0.0,0.0,0.0,1.5820367,0.0,3.0656857,0.0,0.0,1.6222156,1.2265786,1.6079961,0.0,1.3418455,0.0,1.4986992,1.2877884,1.1649162,0.9184151,0.50691825,1.001166,1.0273097,1.5798132,2.356167,2.111098,0.5839454,1.6948731,2.309613,0.0,2.9433053,2.1477323,1.9639739,2.5456445,1.4632757,1.0622892,2.5660515,1.3582051,0.62931126,0.96519566,1.5476571,1.6834462,1.5103431,2.1754484,3.03498,1.3208104,1.5156316,0.0,0.44251797,1.6314101,0.0,0.0,0.6011614,2.37706,1.8865116,0.0,1.2463956,1.5544586,0.9657017,1.8995726,1.6496261,1.9047263,1.795415,1.6611602,1.0134869,1.0037353,0.0,1.830937,0.9829661,0.89781976,1.521401,1.843739,2.0923886,1.7730727
HNRNPU,2.623203,2.8474166,3.4317582,3.2219985,3.0332189,3.5314853,2.790978,3.2521167,3.0936356,3.3190486,3.2858067,3.265431,3.3460085,2.7909162,3.5615804,2.948767,2.5193403,1.5956022,3.5918303,3.4713805,2.6926448,3.2031462,3.597116,3.4624994,3.9414046,3.0276606,3.2290037,3.0154223,3.1048806,3.2131538,3.7482905,2.6735923,2.8923135,2.967841,2.8580682,3.1321208,3.6470602,3.3530452,2.9879797,3.787756,3.3563104,3.9275484,3.3038323,3.6866095,3.4522922,3.3925614,4.014429,2.9658802,3.1388667,3.2820685,2.894836,3.474501,3.5928946,3.2322392,3.2670214,3.4284267,2.9578831,3.6670635,3.1725626,2.9937751,2.8211172,3.14066,3.3741536,2.724609,2.940787,3.2524934,3.5659416,3.7798083,3.4492624,3.2341459,3.3034286,3.4265463,3.0058856,3.692216,3.5455275,3.8120372,3.912105,3.052735,3.4529662,3.441358,2.9203184,2.830468,3.251907,3.6755033,3.2011375,3.2174165,3.272946,3.3036797,3.2183902,3.5088658,2.9675684,3.1165943,3.3262725,3.11704,3.820551,2.8985832
IGF1,1.7409023,0.0,0.9377113,0.55228347,0.63361603,1.4613146,0.7197,1.1968664,0.0,1.4774793,0.6712373,1.5640913,1.3925351,3.7145264,0.7593093,0.0,1.4383757,2.5768454,0.0,1.7411854,0.9972649,0.0,1.0194995,2.4256113,0.0,0.0,2.3245654,1.5820367,3.317573,2.0562227,1.9345903,0.0,1.7770224,1.7611436,0.50732356,1.8901379,1.1376963,2.3151085,1.7292141,0.6447668,0.7432827,2.0982337,1.0914273,0.61912245,2.5796473,1.6159841,0.0,0.0,0.9131618,1.6932423,1.4897093,0.9465925,1.350759,1.1972935,0.50393254,0.6827367,3.0407307,1.2581608,1.8290443,2.6748996,1.291113,1.4371501,0.0,0.7400401,0.0,2.0673118,1.4057746,0.86425114,0.52387774,1.135865,0.7498032,2.5807545,2.1346862,1.0531491,0.6002592,0.73601556,2.0124145,3.488361,2.4783263,0.0,0.74418503,1.5690992,0.0,1.3505374,1.052721,3.0316136,0.83432376,1.0059478,0.8247305,1.3291763,1.255443,0.89811593,2.9824417,1.8553913,0.0,0.0
TBC1D1,0.68187976,0.0,0.7805591,0.0,1.1361103,1.5974066,0.0,0.0,0.0,0.63672584,0.0,0.0,1.1180915,0.0,0.8316425,1.1380237,0.0,2.5919707,0.0,0.0,0.9972649,0.0,0.0,0.0,0.0,0.0,1.7042712,0.0,2.1514955,0.0,0.0,2.370309,0.6439752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9636422,0.0,0.0,0.0,1.9282101,0.0,0.0,1.3151971,0.0,1.0065801,0.0,0.4523938,1.0178558,1.7068965,0.82414395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8295423,0.6809565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6592451,0.61770797,0.0,0.0,0.0,0.0,0.0,1.4946915,0.0,0.0,0.0,0.3821477,0.0,0.0,0.0,1.9446522,0.6276954,0.0,0.0,0.0,0.0,0.0,0.0
AURKA,1.3430647,1.5965856,2.9737346,1.9311913,2.9684238,1.7100221,1.8003355,0.5709285,1.3185545,1.9341702,1.9782276,1.5640913,3.0280406,0.0,2.3128812,1.872672,2.5054002,2.8183253,1.3214433,0.0,4.0510297,2.7063148,1.8429945,0.0,2.7343168,0.0,1.4046446,2.1667318,0.0,0.0,0.0,2.6735923,3.4157474,2.364449,2.995591,2.1154892,2.613349,2.2219198,3.534501,1.0980515,2.715912,0.9184151,2.6200018,2.0632155,2.4280777,2.1041293,0.0,1.5322657,2.4509854,2.5457444,2.0635538,2.1774251,3.0648625,2.7519224,2.606051,1.5927287,1.4632757,2.0395522,2.4340358,1.9355261,1.5044705,2.3504996,0.80856466,1.16066,2.0946004,3.1136906,2.07975,3.1343803,2.6231983,2.1427279,2.869518,1.6427815,1.5529382,1.3350002,2.9191818,1.739237,2.2377045,1.8430032,1.9259794,2.138585,1.6908042,1.0583231,2.1195138,2.501612,3.1912348,1.9447603,2.5202818,1.2898926,1.579285,1.9819819,2.1430817,3.5376244,1.4626522,0.0,1.3566643,0.0
DDX3X,2.0661216,2.7364788,1.214696,0.55397946,2.2171159,1.4785572,1.3921667,0.0,0.86391395,2.1915557,0.56132907,0.0,1.5322018,1.6604345,0.7593093,1.7206298,1.7614323,0.0,1.8714416,1.7411854,1.4865276,1.73307,1.8429945,1.8142695,2.1040866,2.6122615,0.0,0.0,2.4542172,1.4834652,0.0,0.0,2.0814724,1.2265786,0.8425758,1.6098658,1.5158108,1.1867411,2.2711189,1.5090494,1.6925586,1.7145789,1.9458443,2.2729943,1.0504733,1.6159841,2.0425274,2.111098,1.5151097,2.1708808,1.1931369,1.468593,1.718676,1.5748881,2.2544053,1.5927287,2.926091,1.7980542,1.3991808,1.5794476,1.2882203,1.4263809,1.5547814,1.8687357,1.1368614,2.6225529,2.3259163,2.4837248,2.5281794,1.0580206,2.0385494,1.8382026,1.5529382,2.5791242,1.4806168,2.1620967,2.3586965,1.9709086,2.3879695,1.5536704,1.6317225,1.7831794,1.7924724,2.706632,1.9626349,1.3331857,1.8582829,0.6228466,1.8123891,1.8588158,1.0095198,2.0628555,1.621359,1.4620572,1.3566643,0.0
CPSF6,1.8581582,2.7364788,2.4096973,1.1679306,1.7368501,1.6884501,1.1046124,1.8645871,1.3181884,1.4840181,2.636812,2.3022056,2.1814134,1.7793865,0.7593093,1.042119,1.4383757,0.0,1.3236407,1.7411854,1.5259789,1.7336187,2.7240407,2.1638846,3.3944561,0.0,2.7958498,0.0,0.0,0.0,1.9380065,0.0,2.3855586,1.7611436,2.0704322,1.6098658,2.3908832,1.7138876,1.7293167,1.6197361,2.2847998,2.0599308,0.50652087,2.1755931,2.127715,1.648568,2.2785084,0.0,2.6422467,2.8355663,0.0,2.185196,2.392558,2.3182626,1.7339863,1.9279968,2.230038,1.5692356,2.648186,2.1527202,1.6821699,2.4235334,2.4124792,1.7354071,2.3197901,2.3957329,2.1375802,1.9716159,2.3038442,2.1427279,1.7936354,2.5093973,2.499467,2.2537298,2.2817187,2.6497276,2.5994487,0.0,2.196497,0.0,1.456933,2.4363675,1.7911404,2.2679908,1.9471498,2.2046287,1.85573,2.81682,2.303315,1.2864368,1.6611538,2.274749,2.0989096,1.2956716,0.0,2.114981
SPDYE16,0.0,3.1834612,2.544799,2.9362495,2.2032447,2.2626207,1.7109708,2.2524052,2.704532,2.2067447,1.249173,0.0,2.827111,2.912194,2.9985938,2.0007796,2.2010632,0.0,3.2417042,2.3425941,0.0,2.1705759,2.498348,0.0,0.0,1.4249042,0.0,2.762116,2.6600254,3.645876,2.7031503,3.480661,0.0,2.151167,2.4587123,2.9879777,2.2372324,2.8931222,2.8560867,2.6514482,1.5158541,2.2823138,1.8663534,2.9958751,2.9403226,3.247215,2.802077,2.609706,2.3240051,2.807175,2.8390224,2.1095743,0.0,2.2563572,2.0747232,0.0,1.4632757,0.0,2.8913188,3.4126854,2.2561293,2.1716757,2.9137394,2.5184674,1.7828288,1.6890562,0.0,0.0,1.9407027,1.8962392,2.4370186,0.7057978,0.0,2.7716873,2.8073955,2.238576,2.5600882,3.095357,1.4850057,2.0514212,0.0,2.910032,2.1365252,3.0792418,0.0,0.0,1.6030489,1.7058195,1.5829755,2.4463243,0.0,2.7717595,2.710289,2.360408,2.739518,2.462259
ST3GAL5,1.9819095,3.0033033,1.2277565,0.0,1.3776155,0.0,0.7142946,1.8587239,0.93029565,1.1631249,1.1800367,0.8151187,1.0096564,1.4357995,1.3574666,1.0581719,0.0,2.6363027,1.4640267,1.8011997,1.1233927,0.0,1.5238105,1.2720882,2.2270372,1.530059,0.0,0.0,0.0,0.0,2.8310685,0.0,1.8923002,2.1076198,0.51840305,1.821081,2.0689964,2.0984328,0.8374209,0.0,0.0,1.3592362,1.0940809,0.0,1.6048625,1.4732487,0.0,0.0,1.2054503,2.1340184,0.0,0.96761775,0.5013913,0.0,2.3726144,0.68323135,0.0,0.0,1.277997,1.392046,0.0,0.6402112,1.2497205,0.7400401,1.7560102,1.8778496,1.2036039,0.0,0.8941651,0.0,1.4993744,1.15175,0.0,0.65972775,0.6002592,0.0,1.3840877,2.066267,2.2803206,1.5560331,1.6860373,2.6507757,0.0,0.8905786,0.0,0.0,1.4255259,1.4936804,0.0,0.66341186,1.0663751,0.5812104,1.535757,1.293497,0.0,0.0
CDC20,1.8199542,1.3126326,3.3391423,2.7520676,3.424389,1.6917055,2.7920892,1.2022023,1.416463,1.6553606,1.9492269,3.0584571,3.8360305,0.0,1.8675709,1.577713,2.5054002,2.5489678,1.3265629,2.4865184,3.9735754,2.894769,1.8429945,2.1638846,0.0,2.9524195,2.7954743,1.5852095,1.2972801,1.4834652,3.5980585,3.156428,4.0220566,2.3516839,3.3815432,2.6650922,2.914744,0.8135655,3.8195257,0.0,2.9701843,2.905329,2.7851129,2.296384,2.4096363,2.0450394,1.608414,2.5870304,2.5237818,2.2783964,2.4347339,2.8785872,3.3308563,1.8523116,3.0902255,0.0,0.0,1.6266855,3.6093466,1.5983223,2.6304135,1.4263809,1.80575,1.9212849,2.156011,3.831827,2.5405533,4.1746616,3.0980816,2.4784603,3.5413868,1.4550166,1.5560868,3.21276,3.5023615,1.8229401,3.3919256,1.7310882,3.1071804,2.771015,1.3860863,2.2077537,3.4747725,2.4393868,2.985614,1.9639189,2.1258314,0.62976944,1.8130165,2.7220204,1.812239,2.9164553,3.086615,1.2942224,2.342292,1.4780476
FAM117A,1.8577965,1.6235954,1.8624434,1.5445957,1.7466129,1.8741014,0.0,1.6266255,0.86218214,1.1858515,2.0494308,0.8151187,1.6043749,2.0022914,0.0,1.042119,0.0,0.0,0.0,0.0,1.0147817,1.73307,1.0194995,1.2763975,0.0,0.0,0.0,0.0,1.8435072,0.0,0.0,3.3316283,1.1327037,0.0,1.6078638,1.7581351,0.53693986,0.7931881,0.0,1.5040067,0.0,0.9190158,1.4638568,0.9992742,0.6514355,1.3056003,0.0,1.5322657,0.55908954,0.0,1.9590843,0.0,1.5708144,1.850387,1.7203572,1.2333032,0.9783426,1.2241234,0.6936192,1.5967629,0.6487178,2.2721164,0.0,0.740563,0.0,0.6809565,0.57079375,0.86425114,0.5263215,1.6910549,1.3305461,1.4054623,0.0,0.63084555,1.2435126,1.4578049,1.329017,0.0,0.0,0.0,1.14257,0.0,1.9451021,0.8876411,1.0514207,1.0674691,1.3675964,1.0075252,0.0,0.0,2.1926377,2.020767,0.0,1.8403847,0.0,0.0
FUS,4.4547453,4.2445426,4.3287263,4.4909024,4.428259,4.4182415,4.4467797,4.506622,4.051299,4.7242293,4.688137,4.447424,4.461768,4.516156,4.8414044,4.4284496,4.6308,4.2159333,4.435268,4.7730374,4.141473,4.225118,4.398103,4.2925277,4.85277,4.657896,4.587187,4.6061954,4.618342,4.7384267,4.116192,4.7458906,4.498516,4.37449,4.4875827,4.532337,4.6520042,4.1081944,4.3862324,4.695195,3.8564868,4.55323,4.671194,4.741482,4.3859763,4.529035,4.506218,4.712263,4.4886494,4.246607,4.119018,4.7924004,4.583756,4.147252,4.352245,4.3774266,3.7423563,4.9756594,4.6370707,4.271077,4.535131,4.5269704,4.712432,4.555561,4.745235,4.359865,4.4633923,4.661336,4.876048,4.2442904,4.3852525,4.7826667,4.5473604,4.9058166,4.6677723,4.738101,4.7149763,4.3905625,4.560286,4.666206,4.56933,4.3196945,4.471301,4.454408,4.69391,4.3500924,4.6946983,4.609841,4.6377625,4.763954,4.6520605,4.4869857,4.579886,4.669613,4.2938075,4.5000877
SQLE,2.624212,3.3588152,1.8640109,2.6256492,2.2286096,2.0303342,2.8248003,1.2079703,2.2208774,3.3367887,2.623598,0.83662486,3.4606607,2.182289,1.1924665,1.5412526,2.668018,2.215425,1.3345555,3.1995099,2.686953,2.1705759,1.0403744,2.1641798,0.0,2.9929664,1.9724298,2.533265,1.2972801,3.2131538,3.3275669,2.6735923,2.6016564,3.359584,2.7176456,2.1748667,1.9722787,2.6191702,2.3845403,1.505561,0.7448548,2.8184059,2.3588412,2.7456064,1.8578926,2.4638705,2.6069214,0.0,2.5624933,2.9944348,1.9190569,2.92557,2.4755003,2.7362077,1.6916842,1.7826178,3.2542684,2.5695598,2.353657,2.8330116,1.8338457,2.6140628,2.7685935,1.4596609,2.7323713,2.8093774,1.5786396,2.1519372,2.4984536,1.5609213,1.8428684,1.4054623,2.430112,2.4497042,2.9035645,2.6814246,1.6113435,3.3737607,3.2824001,2.3008502,3.4068341,4.0738525,1.0979838,2.774733,2.5527132,2.2553403,2.1800098,1.2597318,2.1618962,2.3629992,1.3737314,2.5552602,2.8393042,2.6297584,2.5299642,1.4772762
FASTKD2,0.93436617,1.5965856,0.9377113,0.0,1.2588756,0.0,1.3911656,0.0,0.0,1.4774793,1.1800367,0.8151187,1.2290844,0.0,1.1858902,0.65107924,0.95817053,0.0,1.3214433,0.0,0.0,0.93713826,0.0,0.0,0.0,0.0,1.4046446,0.0,0.0,0.0,0.0,1.7042592,0.87658954,1.2265786,0.8422912,0.5879355,0.0,1.1863939,0.0,1.011543,0.0,1.3893243,0.8411425,1.8154409,1.8534057,0.0,1.8447489,0.0,0.56631505,0.74686784,0.7632648,0.0,0.99923855,0.0,0.83743596,0.6827367,0.0,0.8151311,0.0,1.9137429,0.62931126,0.0,0.0,0.0,0.88251007,1.0823247,0.9340246,0.86425114,1.1202722,0.0,1.6964675,1.3025068,0.0,1.0531491,0.0,2.0183113,1.5482229,0.0,0.80487615,1.5536704,1.3201486,0.0,1.0979838,0.0,0.0,1.6639202,1.2046478,0.0,0.0,1.2864368,0.9829661,0.0,0.0,0.0,0.0,1.4772762
ID3,2.7762554,1.0188311,1.31365,2.2232869,0.84896713,0.4391487,1.7122431,1.067674,0.863337,0.65489787,1.2740724,2.0751803,0.6482688,0.60057783,1.6992598,0.0,0.0,1.5956022,1.8714416,1.5102971,1.9524841,0.0,1.5137228,1.2720882,0.0,0.0,0.0,2.533265,1.6072345,0.9947681,2.5527534,0.0,3.1990736,2.2104876,1.9399115,3.1004121,1.4941642,0.45031875,1.4842283,0.62856627,2.150687,1.5617287,1.080966,1.3572936,2.0024824,1.6197165,0.5103138,1.0347228,1.7493969,2.409332,0.7632648,2.3448548,0.9850269,1.0754075,0.28337944,1.8396009,2.4672759,0.5048968,1.5457486,3.0640976,1.3819429,1.3265849,2.2734432,0.7400401,1.2091223,0.7665744,1.294932,1.5494945,1.5234662,0.0,0.39454192,2.5881808,1.0517538,1.2087207,1.5721145,0.9687557,1.0540131,2.6480553,0.48132047,0.0,1.3200021,1.0983737,2.39831,2.399456,0.3821477,0.859098,0.7134823,1.1563361,0.8247305,0.0,2.852962,0.5464571,1.0903808,0.0,1.6777804,0.0
S100A1,1.9619024,2.7078466,1.7338456,1.5790768,0.6340853,1.6884501,1.1263844,1.5788856,1.3181884,0.0,0.9174883,1.804274,0.7925621,3.0752904,1.4839653,1.5946187,1.7614323,2.1818395,0.0,0.0,0.0,0.93713826,1.0207771,2.4224267,0.0,1.4249042,1.4046446,1.5820367,0.0,0.0,2.5527534,2.6735923,1.1794924,1.7611436,1.0927688,0.9557175,0.0,1.900333,0.77748847,2.0760753,1.3233452,1.4541488,0.8411425,1.7360429,1.5232437,0.8519781,1.3120711,1.5322657,1.0992031,1.8789078,2.6099193,0.941724,0.0,1.2044399,1.139393,1.6242898,0.0,1.1226839,1.610193,3.3309867,1.5091268,1.4559523,1.5532026,1.6834462,1.5128332,0.6809565,1.9891057,1.7589433,1.0622454,1.0580206,1.171394,3.0309827,0.0,1.0593162,1.0336633,1.176721,1.329017,1.6427966,0.0,2.1350641,1.3354224,1.4518042,1.2918491,1.3503522,1.2301155,0.99768174,0.0,1.4936804,0.82529205,0.6276954,2.0398538,1.4789633,0.0,1.3519849,0.0,2.4108105
VWDE,1.8580376,3.304723,1.5925777,0.98255295,0.63361603,1.9250832,0.6963973,0.0,2.2202833,1.4774793,0.9174883,1.5913906,0.53171766,2.5060937,0.7593093,1.3225096,0.0,2.2055106,0.0,1.2095723,0.0,2.3336957,1.0194995,0.0,0.0,0.0,0.0,0.0,0.0,1.4834652,1.9345903,0.0,1.1466151,2.5686133,0.8425758,1.6097058,0.5344588,2.1164088,1.0168886,0.0,0.0,0.9184151,0.84199536,0.0,1.8532653,1.9326959,0.0,0.0,0.55738187,1.5908582,1.5099008,1.4179862,0.0,0.5687399,0.0,1.5927287,1.7884425,2.1204076,0.71929896,0.9183991,1.2882203,0.94848746,0.80856466,0.0,1.6551645,1.5898608,0.93190515,0.86425114,0.86589205,0.0,1.4679406,0.0,0.0,1.1460462,1.4563717,1.4499269,0.0,2.0157201,0.80487615,0.0,1.734168,2.9172664,1.0979838,2.3984175,0.65796393,1.9447603,0.7737091,0.0,1.8123891,0.0,0.60769033,1.6800171,2.0989096,2.2196093,1.368474,0.0
PRSS57,0.93436617,2.9032037,3.2310646,2.8486066,1.48974,0.7453519,2.3084278,0.8950386,1.631286,0.0,1.3877912,1.7949017,0.47395715,0.0,1.7132932,0.7301723,0.95817053,2.816916,1.8714416,1.2095723,0.9972649,0.0,1.0194995,1.8142695,3.9395852,0.0,1.9668546,1.5820367,0.0,2.4181063,0.0,0.0,0.5314196,2.2157578,3.4493713,1.2652706,1.1379228,2.059307,1.7349534,1.3235873,2.0303776,0.0,0.0,0.9986427,1.6935973,1.3056003,2.035769,0.0,0.0,2.837842,2.2523956,1.7392718,0.0,1.4023957,1.2867144,1.8895229,1.7884425,0.0,0.6936192,2.1638458,1.8330059,1.6002971,0.8184962,0.0,1.1229553,2.3071105,2.3381722,0.8654077,1.6825508,0.0,2.2931354,2.1821442,2.5016065,0.65972775,1.0863794,2.9748156,1.8801758,2.167206,0.81751174,0.0,0.0,0.97799516,3.2561896,1.1509646,0.3821477,0.0,2.2598362,1.8224648,1.5166194,1.2890869,0.6509156,0.8115429,1.1217558,1.8879542,1.3611094,0.0
ARHGAP21,0.0,0.0,1.5862354,1.5445957,0.0,0.7432564,0.6963973,0.0,0.0,0.0,0.56047136,0.0,1.0344554,1.4357995,0.0,1.042119,1.7614323,1.5956022,0.0,1.7411854,1.4865276,0.0,0.0,0.0,0.0,1.4249042,0.0,1.5820367,0.0,0.0,0.0,0.0,0.5314196,0.0,0.50732356,0.0,1.5113007,0.0,0.7694696,1.5040067,0.7432827,0.5611337,0.0,0.0,1.1885382,1.3052359,0.0,0.0,0.55738187,1.168928,0.7632648,1.0186071,0.99923855,0.0,0.0,1.9279968,0.0,1.6879073,0.0,1.0736833,0.63257194,0.58271873,0.0,0.0,0.5339502,0.6809565,0.57079375,1.1183634,0.52387774,0.0,0.0,1.6296028,0.0,1.0531491,0.97274,0.73601556,3.1157858,1.408202,1.6046917,0.0,0.0,0.0,1.0979838,1.1455239,1.8848159,0.0,0.7737091,0.0,0.0,0.6276954,0.0,0.5464571,1.025797,0.0,0.0,0.0
UBTD1,0.0,0.0,1.2033308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1667318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62856627,0.0,0.0,0.0,0.61912245,0.64015245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2157143,0.0,0.0,0.0,0.0,0.6441479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0478635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61842024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM154,0.0,0.84379333,1.8624434,2.2871246,1.0326945,0.0,0.69740003,0.0,0.0,2.7374966,0.9592385,0.8151187,1.0357437,2.007898,1.4839653,1.7206298,0.95817053,2.1818395,1.3214433,0.0,0.9972649,0.93713826,1.5137228,0.0,2.1040866,2.3487413,2.3245654,0.0,0.0,0.0,0.0,0.0,1.1347351,1.2714907,3.2168012,1.2249526,0.5344588,1.4845259,2.1687906,1.5040067,0.0,1.560939,1.2914423,2.281961,0.64015245,0.0,0.0,0.0,0.55738187,0.0,2.3230555,1.9826949,0.76273936,0.9443527,2.2251024,1.774348,0.0,0.81735826,1.9498576,0.6745089,1.0119225,1.8782188,2.1363065,1.16066,0.0,0.0,3.1287239,1.6424369,0.52387774,0.0,2.144435,0.7057978,0.0,1.3350002,1.9126929,1.8622186,0.67248726,0.93385506,0.0,0.0,1.1875836,0.0,2.5702136,1.1455239,0.3821477,1.272,2.3178995,0.62238336,0.0,1.6829277,1.6589279,1.1573118,1.025797,0.0,1.3566643,0.0
CPT1C,0.0,1.2876059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95608896,0.0,0.0,0.0,1.5956022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5820367,0.0,0.0,0.0,0.0,0.0,1.7611436,0.0,0.0,0.0,0.0,0.4569884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5322657,0.0,2.6610453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6745089,0.0,0.0,0.0,1.16066,0.0,0.8755625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45988762,0.0,0.0,0.0,0.0,0.5464571,0.0,0.0,0.0,0.0
NKRF,0.0,0.0,0.9377113,0.55228347,0.0,0.0,0.0,0.0,1.3189206,0.98989177,0.0,0.8151187,0.0,0.95608896,0.7593093,0.65107924,0.0,0.0,0.0,0.0,0.0,0.0,1.0194995,1.2720882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50732356,0.9557175,0.8864388,0.0,0.0,0.62856627,0.7432827,0.5611337,0.8411425,0.61912245,0.64015245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.350759,0.5687399,0.50393254,0.0,1.4632757,1.0609823,0.0,0.0,1.2882203,0.94848746,0.0,1.4558342,0.0,0.0,1.854374,0.52516264,0.89049774,0.0,1.5136876,0.7057978,0.0,0.6592451,1.2435126,0.73601556,0.0,0.0,1.2449725,2.1350641,0.0,0.0,0.6926759,0.53923583,1.4891818,0.0,0.70975643,1.0031023,0.8247305,1.0106732,0.60769033,0.0,0.0,0.0,0.0,0.0
