reg,target
QKI,ZNF577
QKI,PEG3
QKI,PANK2
QKI,BCL2L1
QKI,SRSF6
QKI,ENSG00000288000
QKI,HNF4A
QKI,SPATA2
QKI,SON
QKI,LRRC3
QKI,COMT
QKI,ARVCF
QKI,MAPK1
QKI,KIAA1671
QKI,ZNRF3
QKI,TRIOBP
QKI,DDX17
QKI,APOBEC3C
QKI,TNRC6B
QKI,PACSIN2
QKI,ZFX
QKI,DDX3X
QKI,UBA1
QKI,SMC1A
QKI,PHF8
QKI,ZC3H12B
QKI,YIPF6
QKI,OGT
QKI,MCTS1
QKI,MBNL3
QKI,MT-CO1
QKI,MT-CO2
QKI,MT-ATP6
QKI,MT-CO3
QKI,MT-ND3
QKI,MT-ND4
QKI,MT-ND5
QKI,MT-ND6
QKI,ENSG00000242590
QKI,ENSG00000272106
QKI,GAS5
QKI,ENSG00000279544
QKI,ENSG00000274769
QKI,ENSG00000281195
QKI,ENSG00000289463
QKI,ENSG00000269982
QKI,SNHG4
QKI,ENSG00000230551
QKI,PNISR-AS1
QKI,ENSG00000235381
QKI,ST7-OT4
QKI,ENSG00000255343
QKI,ENSG00000279088
QKI,ENSG00000279814
QKI,ENSG00000240801
QKI,KCNQ1OT1
QKI,ENSG00000269463
QKI,MIR194-2HG
QKI,NEAT1
QKI,MALAT1
QKI,ENSG00000261098
QKI,ENSG00000274979
QKI,ENSG00000289283
QKI,HELLPAR
QKI,N4BP2L2-IT2
QKI,ENSG00000280129
QKI,ENSG00000288928
QKI,ENSG00000279235
QKI,ENSG00000251417
QKI,ENSG00000260772
QKI,ENSG00000253347
QKI,ENSG00000268573
QKI,ZNF584-DT
QKI,ENSG00000241886
QKI,LINC02595
QKI,ENSG00000280375
BCCIP,PSME4
BCCIP,NCL
BCCIP,IER3
BCCIP,HSP90B1
BCCIP,ITM2B
BCCIP,BCL2L2
BCCIP,PNN
BCCIP,ATXN2L
BCCIP,ZNF778
BCCIP,SEC14L1
BCCIP,ZIM2
BCCIP,PEG3
BCCIP,RRBP1
BCCIP,NAPB
BCCIP,CPNE1
BCCIP,RBM12
BCCIP,BLCAP
BCCIP,FTCD
BCCIP,ENSG00000270066
BCCIP,TERC
BCCIP,ENSG00000289500
BCCIP,NEAT1
BCCIP,MALAT1
BCCIP,SCARNA9
BCCIP,ENSG00000276232
BCCIP,PWAR5
BCCIP,ENSG00000264112
BCCIP,ENSG00000262979
RO60,ENO1
RO60,CLSTN1
RO60,DDOST
RO60,NUDC
RO60,SLC2A1
RO60,DHCR24
RO60,SLC16A1
RO60,ATP1A1
RO60,MAN1A2
RO60,EFNA1
RO60,GLUL
RO60,AGT
RO60,NID1
RO60,PDIA6
RO60,SDC1
RO60,RHOB
RO60,APOB
RO60,PSME4
RO60,SPTBN1
RO60,RTN4
RO60,XPO1
RO60,EHBP1
RO60,TGOLN2
RO60,MAP4K4
RO60,UXS1
RO60,MZT2B
RO60,MZT2A
RO60,TFPI
RO60,FN1
RO60,FLNB
RO60,EEFSEC
RO60,TF
RO60,EIF4G1
RO60,AHSG
RO60,ALB
RO60,AFP
RO60,HNRNPD
RO60,FGA
RO60,FGG
RO60,CPE
RO60,SELENOP
RO60,HMGCS1
RO60,TMED9
RO60,CANX
RO60,ECI2
RO60,NEDD9
RO60,IER3
RO60,CLIC1
RO60,TAP2
RO60,SLC39A7
RO60,TAPBP
RO60,VEGFA
RO60,HSP90AB1
RO60,SLC35B2
RO60,EEF1A1
RO60,ADGRG6
RO60,RNASET2
RO60,PHF10
RO60,MAFK
RO60,TTYH3
RO60,KDELR2
RO60,SCRN1
RO60,IGFBP1
RO60,POR
RO60,AGFG2
RO60,RELN
RO60,RBM33
RO60,RPS6
RO60,CEMIP2
RO60,AMBP
RO60,COL27A1
RO60,GSN
RO60,HSPA5
RO60,PSAP
RO60,RBP4
RO60,SCD
RO60,MDK
RO60,F2
RO60,VWCE
RO60,FADS2
RO60,AHNAK
RO60,PCNX3
RO60,RBM14
RO60,RPS3
RO60,APOA1
RO60,HYOU1
RO60,A2M
RO60,SLC38A2
RO60,HNRNPA1
RO60,ENSG00000144785
RO60,CNPY2
RO60,LRP1
RO60,LYZ
RO60,HSP90B1
RO60,ERP29
RO60,TM9SF2
RO60,BCL2L2-PABPN1
RO60,PABPN1
RO60,DHRS2
RO60,NFKBIA
RO60,SRSF5
RO60,SERPINA1
RO60,SERPINA3
RO60,PDIA3
RO60,AMDHD2
RO60,SRRM2
RO60,ATXN2L
RO60,MAZ
RO60,FUS
RO60,NKD1
RO60,ST3GAL2
RO60,SLC7A5
RO60,PRPF8
RO60,SERPINF2
RO60,ASGR1
RO60,ACADVL
RO60,SUPT6H
RO60,TAF15
RO60,LASP1
RO60,CDK12
RO60,ORMDL3
RO60,FKBP10
RO60,HEXIM1
RO60,CLTC
RO60,APOH
RO60,LGALS3BP
RO60,NPLOC4
RO60,P4HB
RO60,ASPSCR1
RO60,SLC16A3
RO60,NEDD4L
RO60,BSG
RO60,SEMA6B
RO60,C3
RO60,CALR
RO60,ACTN4
RO60,ERF
RO60,APOE
RO60,ZIM2
RO60,PEG3
RO60,PRNP
RO60,JAG1
RO60,RRBP1
RO60,CST3
RO60,TM9SF4
RO60,RALY
RO60,HNF4A
RO60,LAMA5
RO60,H1-0
RO60,GJB1
RO60,SLC25A5
RO60,GPC3
RO60,ATP6AP1
RO60,MT-CO1
RO60,MT-ND6
RO60,ENSG00000270066
RO60,ENSG00000244137
RO60,TERC
RO60,ENSG00000289500
RO60,ENSG00000273066
RO60,KCNQ1OT1
RO60,NEAT1
RO60,MALAT1
RO60,SCARNA9
RO60,ENSG00000276232
RO60,ENSG00000279476
RO60,NORAD
PRPF8,NOC2L
PRPF8,KLHL17
PRPF8,HES4
PRPF8,AGRN
PRPF8,C1orf159
PRPF8,SDF4
PRPF8,UBE2J2
PRPF8,ACAP3
PRPF8,PUSL1
PRPF8,INTS11
PRPF8,DVL1
PRPF8,MXRA8
PRPF8,AURKAIP1
PRPF8,CCNL2
PRPF8,MRPL20
PRPF8,ANKRD65
PRPF8,VWA1
PRPF8,ATAD3B
PRPF8,ATAD3A
PRPF8,SSU72
PRPF8,MIB2
PRPF8,CDK11B
PRPF8,SLC35E2B
PRPF8,CDK11A
PRPF8,NADK
PRPF8,GNB1
PRPF8,PRKCZ
PRPF8,FAAP20
PRPF8,SKI
PRPF8,RER1
PRPF8,PEX10
PRPF8,PANK4
PRPF8,ARHGEF16
PRPF8,TPRG1L
PRPF8,WRAP73
PRPF8,SMIM1
PRPF8,LRRC47
PRPF8,CEP104
PRPF8,DFFB
PRPF8,C1orf174
PRPF8,NPHP4
PRPF8,KCNAB2
PRPF8,RPL22
PRPF8,RNF207
PRPF8,ACOT7
PRPF8,ESPN
PRPF8,PLEKHG5
PRPF8,NOL9
PRPF8,ZBTB48
PRPF8,KLHL21
PRPF8,THAP3
PRPF8,DNAJC11
PRPF8,PARK7
PRPF8,ERRFI1
PRPF8,RERE
PRPF8,ENO1
PRPF8,SLC25A33
PRPF8,TMEM201
PRPF8,PIK3CD
PRPF8,CLSTN1
PRPF8,CTNNBIP1
PRPF8,UBE4B
PRPF8,KIF1B
PRPF8,PGD
PRPF8,DFFA
PRPF8,PEX14
PRPF8,TARDBP
PRPF8,SRM
PRPF8,EXOSC10
PRPF8,MTOR
PRPF8,FBXO2
PRPF8,FBXO44
PRPF8,MAD2L2
PRPF8,CLCN6
PRPF8,KIAA2013
PRPF8,PLOD1
PRPF8,MFN2
PRPF8,MIIP
PRPF8,DHRS3
PRPF8,PRDM2
PRPF8,KAZN
PRPF8,TMEM51
PRPF8,CASP9
PRPF8,DNAJC16
PRPF8,AGMAT
PRPF8,DDI2
PRPF8,PLEKHM2
PRPF8,FBLIM1
PRPF8,SPEN
PRPF8,ZBTB17
PRPF8,EPHA2
PRPF8,FBXO42
PRPF8,SZRD1
PRPF8,NECAP2
PRPF8,NBPF1
PRPF8,ATP13A2
PRPF8,SDHB
PRPF8,RCC2
PRPF8,ARHGEF10L
PRPF8,ALDH4A1
PRPF8,IFFO2
PRPF8,UBR4
PRPF8,EMC1
PRPF8,MRTO4
PRPF8,AKR7A2
PRPF8,SLC66A1
PRPF8,CAPZB
PRPF8,TMCO4
PRPF8,OTUD3
PRPF8,CAMK2N1
PRPF8,MUL1
PRPF8,DDOST
PRPF8,HP1BP3
PRPF8,EIF4G3
PRPF8,RAP1GAP
PRPF8,USP48
PRPF8,HSPG2
PRPF8,CDC42
PRPF8,ZBTB40
PRPF8,KDM1A
PRPF8,HNRNPR
PRPF8,TCEA3
PRPF8,ASAP3
PRPF8,ID3
PRPF8,RPL11
PRPF8,PITHD1
PRPF8,LYPLA2
PRPF8,GALE
PRPF8,PNRC2
PRPF8,SRSF10
PRPF8,MYOM3
PRPF8,IFNLR1
PRPF8,SRRM1
PRPF8,CLIC4
PRPF8,RSRP1
PRPF8,SELENON
PRPF8,MTFR1L
PRPF8,PAFAH2
PRPF8,CNKSR1
PRPF8,CEP85
PRPF8,UBXN11
PRPF8,DHDDS
PRPF8,HMGN2
PRPF8,RPS6KA1
PRPF8,ARID1A
PRPF8,GPN2
PRPF8,GPATCH3
PRPF8,NUDC
PRPF8,NR0B2
PRPF8,TRNP1
PRPF8,TMEM222
PRPF8,SYTL1
PRPF8,WASF2
PRPF8,AHDC1
PRPF8,STX12
PRPF8,PPP1R8
PRPF8,EYA3
PRPF8,DNAJC8
PRPF8,ATP5IF1
PRPF8,SESN2
PRPF8,PHACTR4
PRPF8,RCC1
PRPF8,TRNAU1AP
PRPF8,RAB42
PRPF8,YTHDF2
PRPF8,SRSF4
PRPF8,MECR
PRPF8,PTPRU
PRPF8,PUM1
PRPF8,SNRNP40
PRPF8,TINAGL1
PRPF8,COL16A1
PRPF8,PTP4A2
PRPF8,KHDRBS1
PRPF8,TMEM39B
PRPF8,KPNA6
PRPF8,TXLNA
PRPF8,TMEM234
PRPF8,HDAC1
PRPF8,FAM229A
PRPF8,BSDC1
PRPF8,ZBTB8OS
PRPF8,RBBP4
PRPF8,KIAA1522
PRPF8,YARS1
PRPF8,S100PBP
PRPF8,RNF19B
PRPF8,AK2
PRPF8,ZNF362
PRPF8,PHC2
PRPF8,ZMYM6
PRPF8,SFPQ
PRPF8,ZMYM4
PRPF8,KIAA0319L
PRPF8,NCDN
PRPF8,AGO1
PRPF8,ADPRS
PRPF8,TRAPPC3
PRPF8,THRAP3
PRPF8,SH3D21
PRPF8,STK40
PRPF8,MRPS15
PRPF8,CSF3R
PRPF8,ZC3H12A
PRPF8,MEAF6
PRPF8,GNL2
PRPF8,MANEAL
PRPF8,YRDC
PRPF8,C1orf122
PRPF8,INPP5B
PRPF8,SF3A3
PRPF8,UTP11
PRPF8,AKIRIN1
PRPF8,MACF1
PRPF8,PABPC4
PRPF8,TRIT1
PRPF8,CAP1
PRPF8,PPT1
PRPF8,RLF
PRPF8,COL9A2
PRPF8,SMAP2
PRPF8,ZFP69B
PRPF8,ZNF684
PRPF8,NFYC
PRPF8,CTPS1
PRPF8,SCMH1
PRPF8,FOXJ3
PRPF8,PPCS
PRPF8,PPIH
PRPF8,YBX1
PRPF8,P3H1
PRPF8,ZNF691
PRPF8,SLC2A1
PRPF8,CDC20
PRPF8,ELOVL1
PRPF8,MED8
PRPF8,SZT2
PRPF8,PTPRF
PRPF8,KDM4A
PRPF8,ST3GAL3
PRPF8,IPO13
PRPF8,DPH2
PRPF8,ATP6V0B
PRPF8,B4GALT2
PRPF8,SLC6A9
PRPF8,DMAP1
PRPF8,RNF220
PRPF8,KIF2C
PRPF8,RPS8
PRPF8,PLK3
PRPF8,BTBD19
PRPF8,HECTD3
PRPF8,UROD
PRPF8,MUTYH
PRPF8,TOE1
PRPF8,PRDX1
PRPF8,AKR1A1
PRPF8,NASP
PRPF8,GPBP1L1
PRPF8,MAST2
PRPF8,POMGNT1
PRPF8,RAD54L
PRPF8,LRRC41
PRPF8,UQCRH
PRPF8,NSUN4
PRPF8,FAAH
PRPF8,MKNK1
PRPF8,STIL
PRPF8,CMPK1
PRPF8,SLC5A9
PRPF8,FAF1
PRPF8,EPS15
PRPF8,OSBPL9
PRPF8,NRDC
PRPF8,TXNDC12
PRPF8,BTF3L4
PRPF8,ZFYVE9
PRPF8,CC2D1B
PRPF8,ORC1
PRPF8,PRPF38A
PRPF8,TUT4
PRPF8,COA7
PRPF8,ZYG11B
PRPF8,ECHDC2
PRPF8,CPT2
PRPF8,CZIB
PRPF8,LRP8
PRPF8,NDC1
PRPF8,HSPB11
PRPF8,LRRC42
PRPF8,MRPL37
PRPF8,SSBP3
PRPF8,DHCR24
PRPF8,PCSK9
PRPF8,USP24
PRPF8,PLPP3
PRPF8,C8B
PRPF8,MYSM1
PRPF8,HOOK1
PRPF8,NFIA
PRPF8,TM2D1
PRPF8,PATJ
PRPF8,KANK4
PRPF8,DOCK7
PRPF8,ATG4C
PRPF8,PGM1
PRPF8,JAK1
PRPF8,AK4
PRPF8,LEPROT
PRPF8,LEPR
PRPF8,MIER1
PRPF8,SLC35D1
PRPF8,SERBP1
PRPF8,GADD45A
PRPF8,LRRC40
PRPF8,SRSF11
PRPF8,ANKRD13C
PRPF8,ZRANB2
PRPF8,CRYZ
PRPF8,TYW3
PRPF8,SLC44A5
PRPF8,ACADM
PRPF8,RABGGTB
PRPF8,ZZZ3
PRPF8,USP33
PRPF8,FUBP1
PRPF8,RPF1
PRPF8,GNG5
PRPF8,C1orf52
PRPF8,ZNHIT6
PRPF8,SH3GLB1
PRPF8,HS2ST1
PRPF8,ENSG00000267561
PRPF8,PKN2
PRPF8,GTF2B
PRPF8,KYAT3
PRPF8,RBMXL1
PRPF8,LRRC8D
PRPF8,ZNF326
PRPF8,TGFBR3
PRPF8,RPAP2
PRPF8,GFI1
PRPF8,EVI5
PRPF8,RPL5
PRPF8,MTF2
PRPF8,TMED5
PRPF8,DNTTIP2
PRPF8,GCLM
PRPF8,ABCD3
PRPF8,F3
PRPF8,CNN3
PRPF8,TLCD4
PRPF8,TLCD4-RWDD3
PRPF8,RWDD3
PRPF8,PTBP2
PRPF8,ENSG00000283761
PRPF8,MFSD14A
PRPF8,TRMT13
PRPF8,RTCA
PRPF8,EXTL2
PRPF8,SLC30A7
PRPF8,VAV3
PRPF8,PRPF38B
PRPF8,STXBP3
PRPF8,SARS1
PRPF8,CELSR2
PRPF8,PSRC1
PRPF8,SORT1
PRPF8,PSMA5
PRPF8,ATXN7L2
PRPF8,GNAI3
PRPF8,AMPD2
PRPF8,GSTM3
PRPF8,EPS8L3
PRPF8,AHCYL1
PRPF8,STRIP1
PRPF8,LRIF1
PRPF8,DRAM2
PRPF8,CEPT1
PRPF8,WDR77
PRPF8,CAPZA1
PRPF8,MOV10
PRPF8,RHOC
PRPF8,ENSG00000271810
PRPF8,SLC16A1
PRPF8,AP4B1
PRPF8,HIPK1
PRPF8,TRIM33
PRPF8,NRAS
PRPF8,CSDE1
PRPF8,ATP1A1
PRPF8,TTF2
PRPF8,MAN1A2
PRPF8,WDR3
PRPF8,WARS2
PRPF8,PHGDH
PRPF8,NOTCH2
PRPF8,SEC22B
PRPF8,SRGAP2C
PRPF8,RNF115
PRPF8,POLR3C
PRPF8,RBM8A
PRPF8,POLR3GL
PRPF8,TXNIP
PRPF8,PRKAB2
PRPF8,FMO5
PRPF8,CHD1L
PRPF8,BCL9
PRPF8,SF3B4
PRPF8,MTMR11
PRPF8,OTUD7B
PRPF8,VPS45
PRPF8,ANP32E
PRPF8,APH1A
PRPF8,MRPS21
PRPF8,PRPF3
PRPF8,RPRD2
PRPF8,TARS2
PRPF8,ADAMTSL4
PRPF8,MCL1
PRPF8,ENSA
PRPF8,ARNT
PRPF8,SETDB1
PRPF8,CERS2
PRPF8,ANXA9
PRPF8,MINDY1
PRPF8,SCNM1
PRPF8,PIP5K1A
PRPF8,PSMD4
PRPF8,ZNF687
PRPF8,PI4KB
PRPF8,SELENBP1
PRPF8,PSMB4
PRPF8,POGZ
PRPF8,TUFT1
PRPF8,S100A1
PRPF8,CHTOP
PRPF8,ILF2
PRPF8,INTS3
PRPF8,GATAD2B
PRPF8,DENND4B
PRPF8,CRTC2
PRPF8,SLC39A1
PRPF8,JTB
PRPF8,RPS27
PRPF8,TPM3
PRPF8,C1orf43
PRPF8,UBAP2L
PRPF8,ATP8B2
PRPF8,UBE2Q1
PRPF8,ADAR
PRPF8,PBXIP1
PRPF8,PYGO2
PRPF8,SHC1
PRPF8,FLAD1
PRPF8,ZBTB7B
PRPF8,ADAM15
PRPF8,EFNA1
PRPF8,MTX1
PRPF8,FAM189B
PRPF8,SCAMP3
PRPF8,CLK2
PRPF8,HCN3
PRPF8,FDPS
PRPF8,RUSC1
PRPF8,ASH1L
PRPF8,YY1AP1
PRPF8,DAP3
PRPF8,GON4L
PRPF8,KHDC4
PRPF8,ARHGEF2
PRPF8,SSR2
PRPF8,UBQLN4
PRPF8,MEX3A
PRPF8,LMNA
PRPF8,PMF1-BGLAP
PRPF8,PMF1
PRPF8,PAQR6
PRPF8,SMG5
PRPF8,GLMP
PRPF8,CCT3
PRPF8,RHBG
PRPF8,MEF2D
PRPF8,IQGAP3
PRPF8,NES
PRPF8,ISG20L2
PRPF8,METTL25B
PRPF8,MRPL24
PRPF8,HDGF
PRPF8,PRCC
PRPF8,ARHGEF11
PRPF8,IGSF8
PRPF8,DCAF8
PRPF8,ENSG00000258465
PRPF8,PEX19
PRPF8,COPA
PRPF8,NCSTN
PRPF8,F11R
PRPF8,USF1
PRPF8,USP21
PRPF8,PPOX
PRPF8,B4GALT3
PRPF8,NDUFS2
PRPF8,APOA2
PRPF8,TOMM40L
PRPF8,MPZ
PRPF8,SDHC
PRPF8,DUSP12
PRPF8,ATF6
PRPF8,NOS1AP
PRPF8,ENSG00000254706
PRPF8,UAP1
PRPF8,HSD17B7
PRPF8,MGST3
PRPF8,UCK2
PRPF8,POU2F1
PRPF8,MPZL1
PRPF8,MPC2
PRPF8,DCAF6
PRPF8,SFT2D2
PRPF8,ATP1B1
PRPF8,SLC19A2
PRPF8,F5
PRPF8,C1orf112
PRPF8,PRRC2C
PRPF8,PIGC
PRPF8,SUCO
PRPF8,PRDX6
PRPF8,KLHL20
PRPF8,RC3H1
PRPF8,COP1
PRPF8,SEC16B
PRPF8,RALGPS2
PRPF8,TOR3A
PRPF8,ABL2
PRPF8,SOAT1
PRPF8,TOR1AIP1
PRPF8,CEP350
PRPF8,XPR1
PRPF8,STX6
PRPF8,GLUL
PRPF8,DHX9
PRPF8,LAMC1
PRPF8,SMG7
PRPF8,RGL1
PRPF8,TSEN15
PRPF8,RNF2
PRPF8,IVNS1ABP
PRPF8,TPR
PRPF8,RO60
PRPF8,GLRX2
PRPF8,CDC73
PRPF8,ASPM
PRPF8,ZNF281
PRPF8,INAVA
PRPF8,TMEM9
PRPF8,LAD1
PRPF8,PHLDA3
PRPF8,CSRP1
PRPF8,IPO9
PRPF8,RNPEP
PRPF8,ELF3
PRPF8,KDM5B
PRPF8,KLHL12
PRPF8,ADIPOR1
PRPF8,TMEM183A
PRPF8,BTG2
PRPF8,ZBED6
PRPF8,ZC3H11A
PRPF8,SNRPE
PRPF8,SOX13
PRPF8,ETNK2
PRPF8,PLEKHA6
PRPF8,MDM4
PRPF8,RBBP5
PRPF8,DSTYK
PRPF8,CDK18
PRPF8,ELK4
PRPF8,NUCKS1
PRPF8,SRGAP2
PRPF8,IKBKE
PRPF8,EIF2D
PRPF8,MAPKAPK2
PRPF8,C4BPB
PRPF8,CD46
PRPF8,UTP25
PRPF8,RCOR3
PRPF8,SLC30A1
PRPF8,INTS7
PRPF8,PPP2R5A
PRPF8,PACC1
PRPF8,NSL1
PRPF8,RPS6KC1
PRPF8,PROX1
PRPF8,SMYD2
PRPF8,PTPN14
PRPF8,KCTD3
PRPF8,SLC30A10
PRPF8,EPRS1
PRPF8,IARS2
PRPF8,RAB3GAP2
PRPF8,MTARC1
PRPF8,AIDA
PRPF8,CAPN2
PRPF8,TP53BP2
PRPF8,DEGS1
PRPF8,NVL
PRPF8,WDR26
PRPF8,LBR
PRPF8,ENAH
PRPF8,SRP9
PRPF8,TMEM63A
PRPF8,ENSG00000255835
PRPF8,PYCR2
PRPF8,SDE2
PRPF8,H3-3A
PRPF8,ACBD3
PRPF8,PARP1
PRPF8,PSEN2
PRPF8,COQ8A
PRPF8,CDC42BPA
PRPF8,SNAP47
PRPF8,JMJD4
PRPF8,ARF1
PRPF8,C1orf35
PRPF8,MRPL55
PRPF8,GUK1
PRPF8,TRIM11
PRPF8,RNF187
PRPF8,RHOU
PRPF8,RAB4A
PRPF8,CCSAP
PRPF8,NUP133
PRPF8,ABCB10
PRPF8,TAF5L
PRPF8,URB2
PRPF8,GALNT2
PRPF8,COG2
PRPF8,AGT
PRPF8,C1orf198
PRPF8,TTC13
PRPF8,GNPAT
PRPF8,NTPCR
PRPF8,IRF2BP2
PRPF8,TOMM20
PRPF8,RBM34
PRPF8,ARID4B
PRPF8,TBCE
PRPF8,B3GALNT2
PRPF8,GNG4
PRPF8,NID1
PRPF8,LGALS8
PRPF8,HEATR1
PRPF8,MTR
PRPF8,CEP170
PRPF8,ADSS2
PRPF8,DESI2
PRPF8,COX20
PRPF8,HNRNPU
PRPF8,CNST
PRPF8,AHCTF1
PRPF8,ZNF496
PRPF8,SH3BP5L
PRPF8,ZNF692
PRPF8,ACP1
PRPF8,TMEM18
PRPF8,EIPR1
PRPF8,TRAPPC12
PRPF8,ADI1
PRPF8,RNASEH1
PRPF8,RPS7
PRPF8,ID2
PRPF8,KIDINS220
PRPF8,ASAP2
PRPF8,ITGB1BP1
PRPF8,CPSF3
PRPF8,ADAM17
PRPF8,YWHAQ
PRPF8,TAF1B
PRPF8,GRHL1
PRPF8,RRM2
PRPF8,HPCAL1
PRPF8,ODC1
PRPF8,NOL10
PRPF8,PDIA6
PRPF8,ROCK2
PRPF8,E2F6
PRPF8,GREB1
PRPF8,NBAS
PRPF8,DDX1
PRPF8,VSNL1
PRPF8,SMC6
PRPF8,MATN3
PRPF8,LAPTM4A
PRPF8,SDC1
PRPF8,PUM2
PRPF8,HS1BP3
PRPF8,LDAH
PRPF8,APOB
PRPF8,ATAD2B
PRPF8,UBXN2A
PRPF8,TP53I3
PRPF8,ITSN2
PRPF8,NCOA1
PRPF8,CENPO
PRPF8,DNAJC27
PRPF8,DNMT3A
PRPF8,DTNB
PRPF8,ASXL2
PRPF8,RAB10
PRPF8,HADHA
PRPF8,HADHB
PRPF8,SELENOI
PRPF8,SLC35F6
PRPF8,CENPA
PRPF8,TMEM214
PRPF8,OST4
PRPF8,KHK
PRPF8,PREB
PRPF8,SLC5A6
PRPF8,ATRAID
PRPF8,CAD
PRPF8,MPV17
PRPF8,GTF3C2
PRPF8,EIF2B4
PRPF8,SNX17
PRPF8,ZNF513
PRPF8,PPM1G
PRPF8,NRBP1
PRPF8,KRTCAP3
PRPF8,IFT172
PRPF8,GCKR
PRPF8,ZNF512
PRPF8,GPN1
PRPF8,SUPT7L
PRPF8,SLC4A1AP
PRPF8,MRPL33
PRPF8,BABAM2
PRPF8,FOSL2
PRPF8,PPP1CB
PRPF8,TRMT61B
PRPF8,WDR43
PRPF8,YPEL5
PRPF8,LCLAT1
PRPF8,MEMO1
PRPF8,DPY30
PRPF8,SPAST
PRPF8,SLC30A6
PRPF8,BIRC6
PRPF8,TTC27
PRPF8,FAM98A
PRPF8,CRIM1
PRPF8,EIF2AK2
PRPF8,CEBPZOS
PRPF8,CEBPZ
PRPF8,NDUFAF7
PRPF8,PRKD3
PRPF8,ATL2
PRPF8,HNRNPLL
PRPF8,GALM
PRPF8,SRSF7
PRPF8,SOS1
PRPF8,MAP4K3
PRPF8,THUMPD2
PRPF8,PKDCC
PRPF8,EML4
PRPF8,COX7A2L
PRPF8,MTA3
PRPF8,HAAO
PRPF8,ZFP36L2
PRPF8,THADA
PRPF8,ABCG5
PRPF8,ABCG8
PRPF8,LRPPRC
PRPF8,PPM1B
PRPF8,PREPL
PRPF8,CAMKMT
PRPF8,SRBD1
PRPF8,EPAS1
PRPF8,PIGF
PRPF8,MCFD2
PRPF8,TTC7A
PRPF8,CALM2
PRPF8,MSH6
PRPF8,FBXO11
PRPF8,FOXN2
PRPF8,PPP1R21
PRPF8,ASB3
PRPF8,ERLEC1
PRPF8,PSME4
PRPF8,SPTBN1
PRPF8,EML6
PRPF8,RTN4
PRPF8,CLHC1
PRPF8,RPS27A
PRPF8,MTIF2
PRPF8,CCDC88A
PRPF8,PPP4R3B
PRPF8,PNPT1
PRPF8,FANCL
PRPF8,PAPOLG
PRPF8,REL
PRPF8,PUS10
PRPF8,PEX13
PRPF8,SANBR
PRPF8,USP34
PRPF8,XPO1
PRPF8,CCT4
PRPF8,EHBP1
PRPF8,OTX1
PRPF8,MDH1
PRPF8,UGP2
PRPF8,VPS54
PRPF8,LGALSL
PRPF8,SLC1A4
PRPF8,CEP68
PRPF8,RAB1A
PRPF8,ACTR2
PRPF8,SPRED2
PRPF8,MEIS1
PRPF8,ETAA1
PRPF8,PNO1
PRPF8,PPP3R1
PRPF8,GFPT1
PRPF8,AAK1
PRPF8,ANXA4
PRPF8,GMCL1
PRPF8,SNRNP27
PRPF8,MXD1
PRPF8,TIA1
PRPF8,SNRPG
PRPF8,FAM136A
PRPF8,TGFA
PRPF8,ATP6V1B1
PRPF8,ENSG00000258881
PRPF8,TEX261
PRPF8,NAGK
PRPF8,MCEE
PRPF8,MPHOSPH10
PRPF8,ZNF638
PRPF8,EXOC6B
PRPF8,SPR
PRPF8,SFXN5
PRPF8,SMYD5
PRPF8,CCT7
PRPF8,FBXO41
PRPF8,DUSP11
PRPF8,STAMBP
PRPF8,DGUOK
PRPF8,TET3
PRPF8,MOB1A
PRPF8,MTHFD2
PRPF8,DCTN1
PRPF8,RTKN
PRPF8,INO80B
PRPF8,MOGS
PRPF8,MRPL53
PRPF8,CCDC142
PRPF8,TTC31
PRPF8,PCGF1
PRPF8,AUP1
PRPF8,HTRA2
PRPF8,SEMA4F
PRPF8,HK2
PRPF8,POLE4
PRPF8,EVA1A
PRPF8,MRPL19
PRPF8,GCFC2
PRPF8,SUCLG1
PRPF8,TMSB10
PRPF8,KCMF1
PRPF8,TGOLN2
PRPF8,RETSAT
PRPF8,ELMOD3
PRPF8,MAT2A
PRPF8,GGCX
PRPF8,TMEM150A
PRPF8,USP39
PRPF8,POLR1A
PRPF8,PTCD3
PRPF8,IMMT
PRPF8,MRPL35
PRPF8,KDM3A
PRPF8,RNF103-CHMP3
PRPF8,RNF103
PRPF8,RMND5A
PRPF8,FABP1
PRPF8,EIF2AK3
PRPF8,RPIA
PRPF8,MRPS5
PRPF8,ZNF514
PRPF8,FAHD2A
PRPF8,ANKRD36C
PRPF8,STARD7
PRPF8,TMEM127
PRPF8,CIAO1
PRPF8,SNRNP200
PRPF8,KANSL3
PRPF8,LMAN2L
PRPF8,CNNM3
PRPF8,ANKRD23
PRPF8,SEMA4C
PRPF8,ANKRD36
PRPF8,COX5B
PRPF8,ACTR1B
PRPF8,TMEM131
PRPF8,INPP4A
PRPF8,UNC50
PRPF8,MGAT4A
PRPF8,ENSG00000273155
PRPF8,MRPL30
PRPF8,EIF5B
PRPF8,REV1
PRPF8,NPAS2
PRPF8,RPL31
PRPF8,TBC1D8
PRPF8,CNOT11
PRPF8,RNF149
PRPF8,MAP4K4
PRPF8,IL1R1
PRPF8,MFSD9
PRPF8,TMEM182
PRPF8,MRPS9
PRPF8,TGFBRAP1
PRPF8,NCK2
PRPF8,UXS1
PRPF8,GCC2
PRPF8,RANBP2
PRPF8,SEPTIN10
PRPF8,MTLN
PRPF8,ANAPC1
PRPF8,MERTK
PRPF8,TMEM87B
