Gene stable ID	Gene Name	ZFIN ID	NCBI gene (formerly Entrezgene) accession	NCBI gene (formerly Entrezgene) ID	Type
ENSDARG00000037833	mitfb	ZDB-GENE-010919-1	mitfb	114833	protein_coding
ENSDARG00000086266	CR925773.1		LOC798445	798445	protein_coding
ENSDARG00000113834	BX537305.1				protein_coding
ENSDARG00000038866	trappc8	ZDB-GENE-130530-601	trappc8	570167	protein_coding
ENSDARG00000081638	dre-mir-10c		mir10c	100033561	sncRNA
ENSDARG00000114006	BX571955.3		itga2.2	100536533	protein_coding
ENSDARG00000115323	BX548067.3				sncRNA
ENSDARG00000083359	dre-mir-216b		mir216b-1	100033702	sncRNA
ENSDARG00000087782	rnf152	ZDB-GENE-050327-84	rnf152	541544	protein_coding
ENSDARG00000111436	CR933528.1				protein_coding
ENSDARG00000111844	CU457778.5				sncRNA
ENSDARG00000111567	f9b	ZDB-GENE-060421-7346	f9b	678552	protein_coding
ENSDARG00000109895	utp11	ZDB-GENE-030131-8093	utp11	336149	protein_coding
ENSDARG00000109441	BX005002.1		wfdc2	556600	protein_coding
ENSDARG00000115238	CR450720.1				protein_coding
ENSDARG00000115589	BX088712.8				sncRNA
ENSDARG00000109449	cfap70	ZDB-GENE-091204-50	cfap70	564542	protein_coding
ENSDARG00000103049	CR392341.4		LOC103911752	103911752	protein_coding
ENSDARG00000111628	CR926128.6				sncRNA
ENSDARG00000115175	CABZ01027248.1				protein_coding
ENSDARG00000111345	plod3	ZDB-GENE-021031-4	plod3	556077	protein_coding
ENSDARG00000043918	FO904943.1		LOC100333270	100333270	protein_coding
ENSDARG00000002193	rho	ZDB-GENE-990415-271	rho	30295	protein_coding
ENSDARG00000111808	si:dkey-46a10.3	ZDB-GENE-030131-4610	si:dkey-46a10.3	325885	protein_coding
ENSDARG00000112506	dre-mir-430a-2		mir430a-10	100033485	sncRNA
ENSDARG00000112554	CR385070.1				protein_coding
ENSDARG00000114144	lactbl1a	ZDB-GENE-030131-7625	lactbl1a	568717	protein_coding
ENSDARG00000116780	BX511311.10				sncRNA
ENSDARG00000102513	FO704822.1		slc25a45	100329446	protein_coding
ENSDARG00000116897	stox1	ZDB-GENE-030925-2	stox1	568146	protein_coding
ENSDARG00000115838	si:ch211-216l23.2	ZDB-GENE-030131-3806			protein_coding
ENSDARG00000098196	znf1077	ZDB-GENE-080218-11			protein_coding
ENSDARG00000110957	dre-mir-430b-10		mir430b-16	100033515	sncRNA
ENSDARG00000110869	BX950183.1		sorbs2a	571008	protein_coding
ENSDARG00000078172	CU984600.1		ptgfrn	101883373	protein_coding
ENSDARG00000113719	CABZ01118575.1				protein_coding
ENSDARG00000116749	dre-mir-430c-1		mir430c-11	100033466	sncRNA
ENSDARG00000109414	uck1	ZDB-GENE-030131-7158	uck2a	100005763	protein_coding
ENSDARG00000104567	kdm5a	ZDB-GENE-150114-1			protein_coding
ENSDARG00000099564	atoh1b	ZDB-GENE-041201-1	atoh1b	493915	protein_coding
ENSDARG00000115824	si:dkey-23f9.11	ZDB-GENE-141216-40	LOC110440092	110440092	protein_coding
ENSDARG00000112238	pip4p2	ZDB-GENE-060503-854	pip4p2	566642	protein_coding
ENSDARG00000114811	CU179657.2				protein_coding
ENSDARG00000107441	TANC2		tanc2b	335127	protein_coding
ENSDARG00000117141	igbp1	ZDB-GENE-040426-2928	igbp1	406843	protein_coding
ENSDARG00000115255	lamtor5	ZDB-GENE-110411-193	lamtor5	100333504	protein_coding
ENSDARG00000103519	adamts1	ZDB-GENE-070814-1	adamts1	565145	protein_coding
ENSDARG00000081972	BX322663.1				sncRNA
ENSDARG00000111553	fbxo45	ZDB-GENE-040426-1450	fbxo45	393567	protein_coding
ENSDARG00000038981	zgc:153615	ZDB-GENE-061110-79	zgc:153615	777747	protein_coding
ENSDARG00000114805	CU469530.2		LOC100150236	100150236	protein_coding
ENSDARG00000039070	im:7138239	ZDB-GENE-081007-2	im:7138239	497366	protein_coding
ENSDARG00000114799	eif4eb	ZDB-GENE-041121-14	eif4eb	493617	protein_coding
ENSDARG00000114154	trim35-24	ZDB-GENE-060421-8366	trim35-24	557392	protein_coding
ENSDARG00000100958	HECW1	ZDB-GENE-131120-111	LOC103909734	103909734	protein_coding
ENSDARG00000115491	zgc:101559	ZDB-GENE-041114-122	zgc:101559	492776	protein_coding
ENSDARG00000110198	polr2f	ZDB-GENE-040718-279	polr2f	436817	protein_coding
ENSDARG00000116098	slain1a	ZDB-GENE-030131-7751	slain1a	560157	protein_coding
ENSDARG00000084828	BX890562.1				sncRNA
ENSDARG00000115194	slit3	ZDB-GENE-010306-4	slit3	80354	protein_coding
ENSDARG00000113316	coq8ab	ZDB-GENE-030131-5543	coq8ab	327332	protein_coding
ENSDARG00000098534	SNORD15B				sncRNA
ENSDARG00000114611	BX005140.1		slc34a1b	565599	protein_coding
ENSDARG00000070516	si:dkeyp-52c3.2	ZDB-GENE-110411-46			protein_coding
ENSDARG00000083784	SNORD22				sncRNA
ENSDARG00000041215	cetn4	ZDB-GENE-030826-21	cetn4	795310	protein_coding
ENSDARG00000003041	CABZ01111496.1		LOC100334245	100334245	protein_coding
ENSDARG00000113242	slc16a4	ZDB-GENE-070112-602	slc16a4	567144	protein_coding
ENSDARG00000109408	gig2f	ZDB-GENE-130517-3	gig2f	100536863	protein_coding
ENSDARG00000112468	BX640584.7				sncRNA
ENSDARG00000111635	lhx1b	ZDB-GENE-980526-116	lhx1b	30454	protein_coding
ENSDARG00000116809	qdprb2	ZDB-GENE-070720-19	qdprb2	101887190	protein_coding
ENSDARG00000114010	hspb2	ZDB-GENE-050417-260	hspb2	550439	protein_coding
ENSDARG00000111399	CR589947.3				protein_coding
ENSDARG00000113767	BX537139.4		mcf2lb	569231	protein_coding
ENSDARG00000113195	CU457778.7				sncRNA
ENSDARG00000115322	nat8l	ZDB-GENE-030729-4	nat8l	564754	protein_coding
ENSDARG00000109605	il15l	ZDB-GENE-041111-173	il15l	494451	protein_coding
ENSDARG00000116722	myo5aa	ZDB-GENE-041027-2	myo5aa	562188	protein_coding
ENSDARG00000110958	slc22a7b.1	ZDB-GENE-040426-1311	slc22a7b.1	393320	protein_coding
ENSDARG00000036852	DXO				protein_coding
ENSDARG00000111387	ankfy1	ZDB-GENE-041222-1	ankfy1	568480	protein_coding
ENSDARG00000116205	tardbpl	ZDB-GENE-031030-1	tardbpl	386630	protein_coding
ENSDARG00000103403	sar1b	ZDB-GENE-040426-1958	sar1b	554177	protein_coding
ENSDARG00000112776	ttc29	ZDB-GENE-100922-181	ttc29	799981	protein_coding
ENSDARG00000111105	igfbp2a	ZDB-GENE-000125-12	igfbp2a	794176	protein_coding
ENSDARG00000080532	FP236318.1				sncRNA
ENSDARG00000113822	CABZ01002342.4				sncRNA
ENSDARG00000082127	CR388102.3				sncRNA
ENSDARG00000116244	btbd2a	ZDB-GENE-030829-3	btbd2a	565970	protein_coding
ENSDARG00000078457	si:ch211-250e5.16	ZDB-GENE-030131-6052	si:ch211-250e5.16	562807	protein_coding
ENSDARG00000113830	BX571711.10				sncRNA
ENSDARG00000115184	CR450764.14		LOC108191592	108191592	protein_coding
ENSDARG00000101919	foxj1a	ZDB-GENE-060929-1178	foxj1a	767737	protein_coding
ENSDARG00000115793	pds5a	ZDB-GENE-040426-1612	pds5a	393967	protein_coding
ENSDARG00000112296	dre-mir-430b-10		mir430b-10	613243	sncRNA
ENSDARG00000115115	col9a1b	ZDB-GENE-040426-2410	col9a1b	406548	protein_coding
ENSDARG00000110494	BX510941.2				protein_coding
ENSDARG00000111368	LO018315.2		LOC110438923	110438923	protein_coding
ENSDARG00000110138	CR450785.3				sncRNA
ENSDARG00000112799	ush1c	ZDB-GENE-060312-41	ush1c	564412	protein_coding
ENSDARG00000110007	dre-mir-430c-1		mir430c-9	100033464	sncRNA
ENSDARG00000112057	BX000430.1		plppr3b	570173	protein_coding
ENSDARG00000083937	CR925757.2				sncRNA
ENSDARG00000115270	p2rx3a	ZDB-GENE-000427-3	p2rx3a	58147	protein_coding
ENSDARG00000112661	or108-2	ZDB-GENE-070806-65	or108-2	100150395	protein_coding
ENSDARG00000113132	tmed3	ZDB-GENE-030131-8335	tmed3	336391	protein_coding
ENSDARG00000113395	chrnb1	ZDB-GENE-070821-4	chrnb1	100006941	protein_coding
ENSDARG00000109353	prss35	ZDB-GENE-040704-55	prss35	431759	protein_coding
ENSDARG00000111442	zgc:100951	ZDB-GENE-040801-141	zgc:100951	445228	protein_coding
ENSDARG00000115419	celf5a	ZDB-GENE-050208-746	celf5a	568052	protein_coding
ENSDARG00000115954	BX322637.1				protein_coding
ENSDARG00000109620	pxna	ZDB-GENE-040105-1	pxna	399546	protein_coding
ENSDARG00000115849	vipr2	ZDB-GENE-010406-4	vipr2	81886	protein_coding
ENSDARG00000112470	tbx22	ZDB-GENE-090626-2	tbx22	556143	protein_coding
ENSDARG00000099908	MTFP1				protein_coding
ENSDARG00000077839	dhx30	ZDB-GENE-130530-833	dhx30	570735	protein_coding
ENSDARG00000103225	UBLCP1		LOC103910001	103910001	protein_coding
ENSDARG00000110394	CABZ01051600.3		LOC100148750	100148750	protein_coding
ENSDARG00000113595	kcnc1b	ZDB-GENE-080414-3	kcnc1b	100334453	protein_coding
ENSDARG00000115654	dre-mir-430a-16		mir430a-17	100033492	sncRNA
ENSDARG00000116217	creb3l3l	ZDB-GENE-040426-2942	creb3l3l	406853	protein_coding
ENSDARG00000109800	CR352251.1		carm1l	100003090	protein_coding
ENSDARG00000081837	dre-mir-15a-2		mir15a-2	100216519	sncRNA
ENSDARG00000099465	rnf213a	ZDB-GENE-050302-100	rnf213a	503775	protein_coding
ENSDARG00000110464	CABZ01073097.1				protein_coding
ENSDARG00000081220	dre-mir-34a		mir34	100033759	sncRNA
ENSDARG00000110767	msmo1	ZDB-GENE-040426-2670	msmo1	406662	protein_coding
ENSDARG00000112652	CU462817.4				sncRNA
ENSDARG00000113967	ttc5	ZDB-GENE-050417-137	ttc5	550347	protein_coding
ENSDARG00000116834	inpp5d	ZDB-GENE-100922-30	inpp5d	559103	protein_coding
ENSDARG00000111200	trpm1a	ZDB-GENE-070112-1372	trpm1a	791196	protein_coding
ENSDARG00000104155	dre-mir-17a-1		mir17a-1	100033570	sncRNA
ENSDARG00000110415	taar20b1	ZDB-GENE-060413-5			protein_coding
ENSDARG00000100923	AL831768.1		LOC100534861	100534861	protein_coding
ENSDARG00000109690	arntl2	ZDB-GENE-000509-2	arntl2	58099	protein_coding
ENSDARG00000086737	tmem68	ZDB-GENE-040426-1267	tmem68	393464	protein_coding
ENSDARG00000116569	tmtc2a	ZDB-GENE-041210-299	tmtc2a	564667	protein_coding
ENSDARG00000113266	ccl33.3	ZDB-GENE-081104-131	ccl33.3	796633	protein_coding
ENSDARG00000109400	mettl17	ZDB-GENE-031118-203	mettl17	386901	protein_coding
ENSDARG00000114385	BX005305.4		LOC569153	569153	protein_coding
ENSDARG00000116014	sulf2b	ZDB-GENE-030131-775	sulf2b	322056	protein_coding
ENSDARG00000116143	si:ch211-226h8.14	ZDB-GENE-050208-470	si:ch211-226h8.14	795554	protein_coding
ENSDARG00000114789	BX248128.7				sncRNA
ENSDARG00000114087	shtn1	ZDB-GENE-121127-1	shtn1	407656	protein_coding
ENSDARG00000083056	CT027646.3				sncRNA
ENSDARG00000109369	cd248a	ZDB-GENE-030131-2084	cd248a	323364	protein_coding
ENSDARG00000087452	peli3	ZDB-GENE-110304-4	peli3	100331601	protein_coding
ENSDARG00000079242	BX901889.3				protein_coding
ENSDARG00000111061	foxl2a	ZDB-GENE-060512-241	foxl2a	692279	protein_coding
ENSDARG00000109232	gng13a	ZDB-GENE-081022-188	gng13a	100007047	protein_coding
ENSDARG00000080961	dre-mir-31		mir31	100033729	sncRNA
ENSDARG00000114286	copb2	ZDB-GENE-010724-7	copb2	114454	protein_coding
ENSDARG00000116321	prkg2	ZDB-GENE-060531-80	prkg2	100125912	protein_coding
ENSDARG00000116481	dre-mir-430c-1		mir430c-10	100033465	sncRNA
ENSDARG00000117199	kctd16a	ZDB-GENE-060117-1	kctd16a	567207	protein_coding
ENSDARG00000115863	casp6a	ZDB-GENE-030825-4	casp6a	552927	protein_coding
ENSDARG00000112582	zgc:113436	ZDB-GENE-050220-6	zgc:113436	503528	protein_coding
ENSDARG00000113549	ca7	ZDB-GENE-040426-1786	ca7	564201	protein_coding
ENSDARG00000079129	opn4xa	ZDB-GENE-110622-1	opn4xa	100331502	protein_coding
ENSDARG00000058284	CT990561.1		epha5	797595	protein_coding
ENSDARG00000116209	BX284688.3				protein_coding
ENSDARG00000063285	ube2t	ZDB-GENE-061013-547	ube2t	768152	protein_coding
ENSDARG00000099397	cfap410	ZDB-GENE-160114-19	cfap410	100537391	protein_coding
ENSDARG00000112620	nup62l	ZDB-GENE-030131-8491	nup62l	563392	protein_coding
ENSDARG00000110726	BX649211.1				protein_coding
ENSDARG00000111915	mapk1	ZDB-GENE-030722-2	mapk1	360144	protein_coding
ENSDARG00000110022	tyw5	ZDB-GENE-060929-894	tyw5	557725	protein_coding
ENSDARG00000105976	ENSDARG00000105976		iapp	100334757	protein_coding
ENSDARG00000113213	CR751565.1		tnpo1	562607	protein_coding
ENSDARG00000116314	BX000700.24				protein_coding
ENSDARG00000110455	rab40b	ZDB-GENE-040718-257	rab40b	436797	protein_coding
ENSDARG00000069806	sstr2b	ZDB-GENE-130530-727	sstr2b	560530	protein_coding
ENSDARG00000115676	ptgr1	ZDB-GENE-041212-80	ptgr1	494108	protein_coding
ENSDARG00000112792	npy2r	ZDB-GENE-040924-8	npy2r	100003852	protein_coding
ENSDARG00000089164	CU076099.1				sncRNA
ENSDARG00000087492	FO704810.1		LOC100005008	100005008	protein_coding
ENSDARG00000116700	ap1m3	ZDB-GENE-040801-159	ap1m3	445244	protein_coding
ENSDARG00000089921	smim4	ZDB-GENE-170130-1	smim4	100332503	protein_coding
ENSDARG00000112697	b4galt3	ZDB-GENE-110624-1	b4galt3	561756	protein_coding
ENSDARG00000115999	arnt	ZDB-GENE-060126-7	arnt	493634	protein_coding
ENSDARG00000109666	slc35e4	ZDB-GENE-050417-407	slc35e4	550555	protein_coding
ENSDARG00000111235	nrsn1	ZDB-GENE-030131-7491	nrsn1	335551	protein_coding
ENSDARG00000111484	BX004815.1				protein_coding
ENSDARG00000109387	cntn4	ZDB-GENE-060929-776	cntn4	571349	protein_coding
ENSDARG00000110621	crb1	ZDB-GENE-050208-382	crb1	560942	protein_coding
ENSDARG00000113020	CR925768.8				sncRNA
ENSDARG00000114830	micos13	ZDB-GENE-050309-178			protein_coding
ENSDARG00000116191	CR381651.2		znf710b	100149283	protein_coding
ENSDARG00000104225	ndel1b	ZDB-GENE-030131-5889	ndel1b	333957	protein_coding
ENSDARG00000002241	kcna2a	ZDB-GENE-131113-1	LOC100537815	100537815	protein_coding
ENSDARG00000115600	sgk1	ZDB-GENE-030131-2860	sgk1	324140	protein_coding
ENSDARG00000113228	arl3b	ZDB-GENE-030131-7518	arl3b	797451	protein_coding
ENSDARG00000109802	BX324003.2				protein_coding
ENSDARG00000089112	zmp:0000000951	ZDB-GENE-130530-954	zmp:0000000951	101885248	protein_coding
ENSDARG00000115181	scn1ba	ZDB-GENE-060503-604	scn1ba	555423	protein_coding
ENSDARG00000115796	BX469907.1		cds1	100002015	protein_coding
ENSDARG00000039724	OSBPL8		osbpl8	101883298	protein_coding
ENSDARG00000114835	slc13a1	ZDB-GENE-031222-3	slc13a1	387592	protein_coding
ENSDARG00000116878	atrx	ZDB-GENE-030912-11	atrx	323299	protein_coding
ENSDARG00000115974	cops8	ZDB-GENE-040426-982	cops8	393198	protein_coding
ENSDARG00000115253	impdh1a	ZDB-GENE-040704-15	impdh1a	431724	protein_coding
ENSDARG00000117065	BX649300.3				protein_coding
ENSDARG00000113465	mpzl2b	ZDB-GENE-030131-8774	mpzl2b	336830	protein_coding
ENSDARG00000078615	USP53		LOC101885715	101885715	protein_coding
ENSDARG00000115462	il17d	ZDB-GENE-061031-4	il17d	553961	protein_coding
ENSDARG00000109576	CU424459.1				protein_coding
ENSDARG00000115179	BX005464.2		asb15a	100151067	protein_coding
ENSDARG00000112858	BX571719.2				sncRNA
ENSDARG00000056910	CU234171.1				protein_coding
ENSDARG00000109668	rchy1	ZDB-GENE-040801-73	rchy1	321875	protein_coding
ENSDARG00000110261	AL954740.1		gls2a	100006303	protein_coding
ENSDARG00000112377	BX088600.1		mroh1	794708	protein_coding
ENSDARG00000112611	CR352261.2		slc16a13	793210	protein_coding
ENSDARG00000115218	epg5	ZDB-GENE-070705-307	epg5	569543	protein_coding
ENSDARG00000105055	CABZ01000633.3				sncRNA
ENSDARG00000104022	gcgra	ZDB-GENE-050516-1	gcgra	562973	protein_coding
ENSDARG00000110794	CR925820.5		LOC110438872	110438872	protein_coding
ENSDARG00000110527	zgc:92027	ZDB-GENE-040930-3	zgc:92027	449543	protein_coding
ENSDARG00000117172	sec61g	ZDB-GENE-040718-203	sec61g	436772	protein_coding
ENSDARG00000114664	or105-1	ZDB-GENE-070806-54	or105-1	796105	protein_coding
ENSDARG00000111927	abi2a	ZDB-GENE-060929-192	abi2a	767646	protein_coding
ENSDARG00000099775	CABZ01074307.1				protein_coding
ENSDARG00000104226	BX571813.1				sncRNA
ENSDARG00000111526	CABZ01057057.1				protein_coding
ENSDARG00000111855	gucd1	ZDB-GENE-060929-872	gucd1	564677	protein_coding
ENSDARG00000113742	glulb	ZDB-GENE-030131-8417	glulb	336473	protein_coding
ENSDARG00000043241	arrb1	ZDB-GENE-060824-1	arrb1	553266	protein_coding
ENSDARG00000115669	CR545476.4				protein_coding
ENSDARG00000085400	CR388002.1				sncRNA
ENSDARG00000109878	trmt112	ZDB-GENE-050522-30	trmt112	553790	protein_coding
ENSDARG00000113615	podn	ZDB-GENE-100922-117	podn	100536479	protein_coding
ENSDARG00000115440	AL929502.3		p3h3	553311	protein_coding
ENSDARG00000116628	ly97.3	ZDB-GENE-170621-3	ly97.3	100329375	protein_coding
ENSDARG00000113042	cln8	ZDB-GENE-060906-3	cln8	100136870	protein_coding
ENSDARG00000113119	BX640547.6				sncRNA
ENSDARG00000079154	CABZ01059913.1				protein_coding
ENSDARG00000116349	riok2	ZDB-GENE-040426-2913	riok2	407084	protein_coding
ENSDARG00000109738	si:ch73-116o1.2	ZDB-GENE-110411-67	si:ch73-116o1.2	100536317	protein_coding
ENSDARG00000099804	CABZ01059119.1		LOC100002633	100002633	protein_coding
ENSDARG00000079661	CU855821.1		LOC571502	571502	protein_coding
ENSDARG00000114153	BX927313.1				protein_coding
ENSDARG00000113569	BX927341.2				sncRNA
ENSDARG00000021996	ppp2r2aa	ZDB-GENE-130530-565	ppp2r2aa	558752	protein_coding
ENSDARG00000110334	metap1	ZDB-GENE-050626-124	metap1	503783	protein_coding
ENSDARG00000112751	BX511129.3		LOC101884374	101884374	protein_coding
ENSDARG00000116364	BX890597.2		dna2	559535	protein_coding
ENSDARG00000110766	si:ch211-233a24.2	ZDB-GENE-090313-98			protein_coding
ENSDARG00000113204	BX511311.6				sncRNA
ENSDARG00000110551	erlin2		erlin2	100151163	protein_coding
ENSDARG00000109967	dre-mir-430b-10		mir430b-15	100033514	sncRNA
ENSDARG00000088805	nes	ZDB-GENE-071119-2	nes	100150939	protein_coding
ENSDARG00000114848	fsd1l	ZDB-GENE-070501-9	fsd1l	100004668	protein_coding
ENSDARG00000112998	CT476804.1				protein_coding
ENSDARG00000088463	CLPB		clpb	100331587	protein_coding
ENSDARG00000112153	zgc:174354	ZDB-GENE-080218-8	zgc:174358	100005207	protein_coding
ENSDARG00000115064	alkbh2	ZDB-GENE-060526-327	alkbh2	569291	protein_coding
ENSDARG00000110177	tor4ab	ZDB-GENE-070705-135	tor4ab	100126135	protein_coding
ENSDARG00000110966	BX950205.2				protein_coding
ENSDARG00000105310	gnb2	ZDB-GENE-050320-65	gnb2	541370	protein_coding
ENSDARG00000112247	mks1	ZDB-GENE-030131-3813	mks1	556706	protein_coding
ENSDARG00000109877	ccz1	ZDB-GENE-040426-698	ccz1	393103	protein_coding
ENSDARG00000116536	hmg20b	ZDB-GENE-030131-4258	hmg20b	553572	protein_coding
ENSDARG00000110620	tspan9b	ZDB-GENE-040704-25	tspan9b	431733	protein_coding
ENSDARG00000116311	ccnl1a	ZDB-GENE-050419-206	ccnl1a	553269	protein_coding
ENSDARG00000114256	ela2l	ZDB-GENE-040511-1	ela2l	334304	protein_coding
ENSDARG00000104117	fzd4	ZDB-GENE-990415-217	fzd4	30363	protein_coding
ENSDARG00000109925	tmub2	ZDB-GENE-030616-254	tmub2	368511	protein_coding
ENSDARG00000110161	AL954130.1				protein_coding
ENSDARG00000109360	FO704848.1				protein_coding
ENSDARG00000109463	xpo4	ZDB-GENE-030131-3062	xpo4	324342	protein_coding
ENSDARG00000115055	sla2	ZDB-GENE-080204-98	sla2	568515	protein_coding
ENSDARG00000112100	neto2b	ZDB-GENE-060503-638	neto2	110439938	protein_coding
ENSDARG00000098208	fn3krp	ZDB-GENE-041010-192	fn3krp	559954	protein_coding
ENSDARG00000110376	psmb11a		psmb11a	446135	protein_coding
ENSDARG00000111773	moxd1	ZDB-GENE-030131-9320	moxd1	570584	protein_coding
ENSDARG00000114641	crygm7	ZDB-GENE-050516-8	crygm7	553967	protein_coding
ENSDARG00000110063	icmt	ZDB-GENE-050417-90	icmt	550281	protein_coding
ENSDARG00000086944	TCF24				protein_coding
ENSDARG00000114332	CT573234.1				protein_coding
ENSDARG00000077706	CR749163.1		LOC108179108	108179108	protein_coding
ENSDARG00000110953	si:ch211-51c14.1	ZDB-GENE-120215-48	si:ch211-51c14.1	568811	protein_coding
ENSDARG00000104674	cct2	ZDB-GENE-020419-6	cct2	192326	protein_coding
ENSDARG00000102505	trim32	ZDB-GENE-060428-1	trim32	562764	protein_coding
ENSDARG00000114461	CABZ01054509.1				protein_coding
ENSDARG00000102511	cript	ZDB-GENE-050417-451	cript	550592	protein_coding
ENSDARG00000113223	thyn1	ZDB-GENE-040426-1585	thyn1	393630	protein_coding
ENSDARG00000116779	AL935335.2		rnaset2l	553485	protein_coding
ENSDARG00000110408	foxb1b	ZDB-GENE-990415-77	foxb1b	799571	protein_coding
ENSDARG00000115520	eif4ea	ZDB-GENE-040413-1	eif4ea	79380	protein_coding
ENSDARG00000109662	BX005442.2				protein_coding
ENSDARG00000112517	zpr1	ZDB-GENE-040426-2110	zpr1	406382	protein_coding
ENSDARG00000114307	CR354612.1		LOC795083	795083	protein_coding
ENSDARG00000076836	gpx4b	ZDB-GENE-030410-3	gpx4b	352929	protein_coding
ENSDARG00000110120	CU571321.1				protein_coding
ENSDARG00000078576	setd5	ZDB-GENE-080523-1	setd5	570278	protein_coding
ENSDARG00000112908	BX284688.2		si:ch211-194p6.10	565124	protein_coding
ENSDARG00000113943	chrnb1l	ZDB-GENE-060811-1	chrnb1l	100005295	protein_coding
ENSDARG00000116309	med16	ZDB-GENE-090306-4	med16	570199	protein_coding
ENSDARG00000111174	col8a1a	ZDB-GENE-070912-274	col8a1a	557795	protein_coding
ENSDARG00000099501	AL929028.3				sncRNA
ENSDARG00000111199	BX470236.1		shank3b	566152	protein_coding
ENSDARG00000115607	CR628370.1				protein_coding
ENSDARG00000075467	shisa3	ZDB-GENE-070112-2022	shisa3	791180	protein_coding
ENSDARG00000109965	rpp21	ZDB-GENE-040801-37	rpp21	445136	protein_coding
ENSDARG00000101335	BX088728.2				protein_coding
ENSDARG00000112035	fitm2	ZDB-GENE-050508-5	fitm2	552928	protein_coding
ENSDARG00000114397	odf3b	ZDB-GENE-030131-7464	odf3b	335524	protein_coding
ENSDARG00000110339	ncf4	ZDB-GENE-041124-1	ncf4	403014	protein_coding
ENSDARG00000111166	hipk2	ZDB-GENE-031125-4	hipk2	557551	protein_coding
ENSDARG00000109603	acap1	ZDB-GENE-070112-1242	acap1	561771	protein_coding
ENSDARG00000110806	sult3st2	ZDB-GENE-030131-1135	sult3st2	322415	protein_coding
ENSDARG00000112795	ckmt2b	ZDB-GENE-040426-1654	ckmt2b	799492	protein_coding
ENSDARG00000071553	zgc:171500	ZDB-GENE-080204-9	zgc:171500	100006475	protein_coding
ENSDARG00000116606	mtmr12	ZDB-GENE-050401-1	mtmr12	569130	protein_coding
ENSDARG00000104926	CABZ01072312.1		LOC100333524	100333524	protein_coding
ENSDARG00000113282	zgc:158846	ZDB-GENE-070209-50	zgc:158846	100009654	protein_coding
ENSDARG00000109519	endouc	ZDB-GENE-060503-141	endouc	562040	protein_coding
ENSDARG00000115872	CU855552.1				protein_coding
ENSDARG00000116430	si:ch73-329n5.2	ZDB-GENE-131121-66	LOC108179106	108179106	protein_coding
ENSDARG00000109852	zgc:114174	ZDB-GENE-050626-103	zgc:114174	574002	protein_coding
