Gene stable ID	Gene Name	NCBI gene (formerly Entrezgene) ID	Type
WBGene00000779	cpn-3	171986	protein_coding
WBGene00000780	cpn-4	172996	protein_coding
WBGene00000781	cpr-1	179637	protein_coding
WBGene00000782	cpr-2	185355	protein_coding
WBGene00000783	cpr-3	180033	protein_coding
WBGene00000784	cpr-4	179053	protein_coding
WBGene00000785	cpr-5	178612	protein_coding
WBGene00000786	cpr-6	180931	protein_coding
WBGene00000787	cps-6	172045	protein_coding
WBGene00000788	cpz-1	171829	protein_coding
WBGene00000789	cpz-2	179818	protein_coding
WBGene00000792	crb-1	181771	protein_coding
WBGene00000793	crh-1	176597	protein_coding
WBGene00000794	crn-1	171917	protein_coding
WBGene00000795	crn-2	178945	protein_coding
WBGene00000796	crn-3	3565889	protein_coding
WBGene00000797	crn-4	180536	protein_coding
WBGene00000798	crn-5	174634	protein_coding
WBGene00000799	crn-6	176316	protein_coding
WBGene00000800	cars-1	171821	protein_coding
WBGene00000801	WBGene00000801		pseudogene
WBGene00000802	crt-1	178997	protein_coding
WBGene00000803	csb-1	181674	protein_coding
WBGene00000804	csc-1	175006	protein_coding
WBGene00000812	csk-1	266817	protein_coding
WBGene00000813	csn-1	180168	protein_coding
WBGene00000814	csn-2	172278	protein_coding
WBGene00000815	csn-3	176834	protein_coding
WBGene00000816	csn-4	176927	protein_coding
WBGene00000817	csn-5	177342	protein_coding
WBGene00000818	csn-6	178289	protein_coding
WBGene00000819	csp-1	175007	protein_coding
WBGene00000820	csp-2	177391	protein_coding
WBGene00000821	csp-3	190006	protein_coding
WBGene00000822	csq-1	181563	protein_coding
WBGene00000829	ctb-1		protein_coding
WBGene00000830	ctl-1	259738	protein_coding
WBGene00000831	ctl-2	175085	protein_coding
WBGene00000832	ctn-1	171818	protein_coding
WBGene00000833	cts-1	176437	protein_coding
WBGene00000834	cua-1	176770	protein_coding
WBGene00000835	cuc-1	176102	protein_coding
WBGene00000836	cul-1	176466	protein_coding
WBGene00000837	cul-2	176806	protein_coding
WBGene00000838	cul-3	178547	protein_coding
WBGene00000839	cul-4	174198	protein_coding
WBGene00000840	cul-5	179413	protein_coding
WBGene00000841	cul-6	178214	protein_coding
WBGene00000843	cup-2	172915	protein_coding
WBGene00000845	cup-4	176104	protein_coding
WBGene00000846	cup-5	176074	protein_coding
WBGene00000851	cut-1	174720	protein_coding
WBGene00000853	cut-6	176520	protein_coding
WBGene00000854	cux-7	176066	protein_coding
WBGene00000857	cwn-1	173399	protein_coding
WBGene00000858	cwn-2	177870	protein_coding
WBGene00000859	cwp-1	178876	protein_coding
WBGene00000860	cwp-2	183297	protein_coding
WBGene00000861	cwp-3	183296	protein_coding
WBGene00000862	cwp-4	178894	protein_coding
WBGene00000863	cya-1	176287	protein_coding
WBGene00000864	cya-2	186646	protein_coding
WBGene00000865	cyb-1	177965	protein_coding
WBGene00000866	cyb-2.1	177994	protein_coding
WBGene00000867	cyb-2.2	171993	protein_coding
WBGene00000868	cyb-3	180040	protein_coding
WBGene00000869	cyc-1	172582	protein_coding
WBGene00000870	cyd-1	174941	protein_coding
WBGene00000871	cye-1	172399	protein_coding
WBGene00000872	cyk-1	175983	protein_coding
WBGene00000874	cyk-3	175853	protein_coding
WBGene00000875	cyk-4	176815	protein_coding
WBGene00000876	cyl-1	179643	protein_coding
WBGene00000877	cyn-1	179936	protein_coding
WBGene00000878	cyn-2	176807	protein_coding
WBGene00000879	cyn-3	180028	protein_coding
WBGene00000880	cyn-4	174674	protein_coding
WBGene00000881	cyn-5	173374	protein_coding
WBGene00000882	cyn-6	175231	protein_coding
WBGene00000883	cyn-7	180027	protein_coding
WBGene00000884	cyn-8	181136	protein_coding
WBGene00000885	cyn-9	175471	protein_coding
WBGene00000886	cyn-10	174132	protein_coding
WBGene00000887	cyn-11	174394	protein_coding
WBGene00000888	cyn-12	191627	protein_coding
WBGene00000889	cyn-13	178487	protein_coding
WBGene00000890	sig-7	172664	protein_coding
WBGene00000891	cyn-15	173225	protein_coding
WBGene00000892	cyn-16	174843	protein_coding
WBGene00000893	cyn-17	178969	protein_coding
WBGene00000894	dab-1	174323	protein_coding
WBGene00000895	dac-1	175238	protein_coding
WBGene00000896	dad-1	172370	protein_coding
WBGene00000897	daf-1	176829	protein_coding
WBGene00000898	daf-2	175410	protein_coding
WBGene00000899	daf-3	180431	protein_coding
WBGene00000900	daf-4	175781	protein_coding
WBGene00000901	daf-5	175054	protein_coding
WBGene00000902	daf-6	181584	protein_coding
WBGene00000903	daf-7	175237	protein_coding
WBGene00000904	daf-8	187612	protein_coding
WBGene00000905	daf-9	180889	protein_coding
WBGene00000906	daf-10	184883	protein_coding
WBGene00000907	daf-11	179605	protein_coding
WBGene00000908	daf-12	181263	protein_coding
WBGene00000910	daf-14	177908	protein_coding
WBGene00000911	daf-15	177770	protein_coding
WBGene00000912	daf-16	172981	protein_coding
WBGene00000913	daf-18	176869	protein_coding
WBGene00000914	daf-19	174577	protein_coding
WBGene00000915	hsp-90	179971	protein_coding
WBGene00000917	daf-25	171623	protein_coding
WBGene00000920	daf-28	191014	protein_coding
WBGene00000923	daf-31	177622	protein_coding
WBGene00000928	dao-2	173793	protein_coding
WBGene00000929	dao-3	181065	protein_coding
WBGene00000930	dao-4	191146	protein_coding
WBGene00000931	dao-5	266845	protein_coding
WBGene00000932	dao-6	3564991	protein_coding
WBGene00000933	dap-3	174631	protein_coding
WBGene00000934	dat-1	176304	protein_coding
WBGene00000935	daz-1	173931	protein_coding
WBGene00000936	dbl-1	179068	protein_coding
WBGene00000937	dbr-1	172357	protein_coding
WBGene00000938	dcp-66	172507	protein_coding
WBGene00000939	dcr-1	176138	protein_coding
WBGene00000940	dcs-1	180315	protein_coding
WBGene00000941	ddp-1	175331	protein_coding
WBGene00000942	deb-1	177482	protein_coding
WBGene00000950	deg-1	181035	protein_coding
WBGene00000951	deg-3	3565200	protein_coding
WBGene00000952	del-1	181534	protein_coding
WBGene00000953	del-2	177796	protein_coding
WBGene00000955	des-2	179574	protein_coding
WBGene00000958	dgk-1	180452	protein_coding
WBGene00000959	dgk-2	180720	protein_coding
WBGene00000960	dgk-3	186262	protein_coding
WBGene00000961	dgn-1	181283	protein_coding
WBGene00000962	dhc-1	172041	protein_coding
WBGene00000963	dhp-1	172464	protein_coding
WBGene00000964	dhp-2	177852	protein_coding
WBGene00000965	dhs-1	172172	protein_coding
WBGene00000966	dhs-2	172183	protein_coding
WBGene00000967	dhs-3	172603	protein_coding
WBGene00000968	dhs-4	172810	protein_coding
WBGene00000969	dhs-5	173930	protein_coding
WBGene00000970	dhs-6	3565470	protein_coding
WBGene00000971	dhs-7	174183	protein_coding
WBGene00000972	dhs-8	175108	protein_coding
WBGene00000973	dhs-9	175737	protein_coding
WBGene00000974	dhs-11	176485	protein_coding
WBGene00000975	dhs-12	177888	protein_coding
WBGene00000976	dhs-13	178658	protein_coding
WBGene00000977	dhs-14	178738	protein_coding
WBGene00000978	dhs-15	178739	protein_coding
WBGene00000979	dhs-16	178983	protein_coding
WBGene00000980	dhs-17	178990	protein_coding
WBGene00000981	dhs-18	179529	protein_coding
WBGene00000982	dhs-19	179578	protein_coding
WBGene00000983	dhs-20	179590	protein_coding
WBGene00000984	dhs-21	179741	protein_coding
WBGene00000985	dhs-22	179940	protein_coding
WBGene00000986	dhs-23	180038	protein_coding
WBGene00000987	dhs-24	180306	protein_coding
WBGene00000988	dhs-25	180486	protein_coding
WBGene00000989	dhs-26	180624	protein_coding
WBGene00000990	dhs-27	180632	protein_coding
WBGene00000991	dhs-28	180950	protein_coding
WBGene00000992	dhs-29	181027	protein_coding
WBGene00000993	dhs-30	181761	protein_coding
WBGene00000994	ints-6	24104403	protein_coding
WBGene00000995	die-1	174569	protein_coding
WBGene00000996	dif-1	177530	protein_coding
WBGene00000998	dig-1	175951	protein_coding
WBGene00001000	dim-1	181062	protein_coding
WBGene00001001	dis-3	177875	protein_coding
WBGene00001002	div-1	176439	protein_coding
WBGene00001005	dlc-1	175922	protein_coding
WBGene00001006	dlg-1	180819	protein_coding
WBGene00001007	dli-1	178260	protein_coding
WBGene00001008	dlk-1	173128	protein_coding
WBGene00001016	dna-2	174809	protein_coding
WBGene00001017	dnc-1	177987	protein_coding
WBGene00001018	dnc-2	175837	protein_coding
WBGene00001019	dnj-1	178040	protein_coding
WBGene00001020	dnj-2	178043	protein_coding
WBGene00001021	dnj-3	182084	protein_coding
WBGene00001022	dnj-4	172173	protein_coding
WBGene00001023	dnj-5	174122	protein_coding
WBGene00001025	dnj-7	180983	protein_coding
WBGene00001026	dnj-8	174093	protein_coding
WBGene00001027	dnj-9	3565947	protein_coding
WBGene00001028	dnj-10	176211	protein_coding
WBGene00001029	dnj-11	177419	protein_coding
WBGene00001030	dnj-12	173341	protein_coding
WBGene00001031	dnj-13	3564910	protein_coding
WBGene00001032	dnj-14	180746	protein_coding
WBGene00001033	dnj-15	187149	protein_coding
WBGene00001034	dnj-16	175540	protein_coding
WBGene00001035	dnj-17	176761	protein_coding
WBGene00001036	dnj-18	175616	protein_coding
WBGene00001037	dnj-19	3565862	protein_coding
WBGene00001038	dnj-20	174514	protein_coding
WBGene00001039	dnj-21	172231	protein_coding
WBGene00001040	dnj-22	179227	protein_coding
WBGene00001041	dnj-23	174451	protein_coding
WBGene00001042	dnj-24	175745	protein_coding
WBGene00001043	dnj-25	180356	protein_coding
WBGene00001044	dnj-26	178171	protein_coding
WBGene00001045	dnj-27	173065	protein_coding
WBGene00001046	dnj-28	171870	protein_coding
WBGene00001047	dnj-29	173278	protein_coding
WBGene00001048	dnj-30	171833	protein_coding
WBGene00001049	dog-1	173370	protein_coding
WBGene00001050	dom-3	172124	protein_coding
WBGene00001051	cks-1	177658	protein_coding
WBGene00001052	dop-1	180714	protein_coding
WBGene00001053	dop-2	179347	protein_coding
WBGene00001054	dpf-1	180042	protein_coding
WBGene00001055	dpf-2	181579	protein_coding
WBGene00001056	dpf-3	172409	protein_coding
WBGene00001057	dpf-4	175821	protein_coding
WBGene00001058	dpf-5	177251	protein_coding
WBGene00001059	dpf-6	176132	protein_coding
WBGene00001060	dpf-7	177250	protein_coding
WBGene00001061	dpl-1	174458	protein_coding
WBGene00001062	dpr-1	187759	protein_coding
WBGene00001063	dpy-1	175342	protein_coding
WBGene00001064	dpy-2	174107	protein_coding
WBGene00001065	dpy-3	180529	protein_coding
WBGene00001066	dpy-4	178414	protein_coding
WBGene00001067	dpy-5	172197	protein_coding
WBGene00001068	dpy-6	181099	protein_coding
WBGene00001069	dpy-7	181013	protein_coding
WBGene00001070	dpy-8	180785	protein_coding
WBGene00001071	dpy-9	176846	protein_coding
WBGene00001072	dpy-10	36805042	protein_coding
WBGene00001073	dpy-11	179040	protein_coding
WBGene00001074	dpy-13	177187	protein_coding
WBGene00001075	dpy-14	172410	protein_coding
WBGene00001076	dpy-17	175696	protein_coding
WBGene00001077	dpy-18	176569	protein_coding
WBGene00001078	dpy-19	191628	protein_coding
WBGene00001079	dpy-20	178105	protein_coding
WBGene00001080	dpy-21	180176	protein_coding
WBGene00001081	dpy-22	181194	protein_coding
WBGene00001082	dpy-23	180713	protein_coding
WBGene00001085	dpy-26	178196	protein_coding
WBGene00001086	dpy-27	175492	protein_coding
WBGene00001087	dpy-28	176509	protein_coding
WBGene00001088	dpy-30	179671	protein_coding
WBGene00001089	dre-1	179045	protein_coding
WBGene00001090	drh-1	177425	protein_coding
WBGene00001091	WBGene00001091		pseudogene
WBGene00001092	dro-1	191629	protein_coding
WBGene00001093	drp-1	177336	protein_coding
WBGene00001094	dars-1	176334	protein_coding
WBGene00001095	dars-2	3565124	protein_coding
WBGene00001096	dsc-1	181599	protein_coding
WBGene00001099	dsc-4	176852	protein_coding
WBGene00001101	dsh-1	173894	protein_coding
WBGene00001102	dsh-2	266854	protein_coding
WBGene00001103	dsl-1	176939	protein_coding
WBGene00001104	dsl-2	176938	protein_coding
WBGene00001105	dsl-3	176970	protein_coding
WBGene00001106	dsl-4	184563	protein_coding
WBGene00001107	dsl-5	186492	protein_coding
WBGene00001108	dsl-6	178063	protein_coding
WBGene00001109	dsl-7	3565725	protein_coding
WBGene00001110	duo-1	179586	protein_coding
WBGene00001111	WBGene00001111		pseudogene
WBGene00001112	duo-3	172925	protein_coding
WBGene00001113	dur-1	177846	protein_coding
WBGene00001115	dyb-1	171715	protein_coding
WBGene00001116	dyc-1	181515	protein_coding
WBGene00001117	dyf-1	172122	protein_coding
WBGene00001118	dyf-2	191342	protein_coding
WBGene00001119	dyf-3	177107	protein_coding
WBGene00001121	dyf-5	187442	protein_coding
WBGene00001122	dyf-6	3565899	protein_coding
WBGene00001123	dyf-7	181183	protein_coding
WBGene00001127	dyf-11	180421	protein_coding
WBGene00001129	dyf-13	182970	protein_coding
WBGene00001130	dyn-1	181644	protein_coding
WBGene00001131	dys-1	173038	protein_coding
WBGene00001132	alp-1	177701	protein_coding
WBGene00001133	eat-2	175072	protein_coding
WBGene00001134	eat-3	174476	protein_coding
WBGene00001135	eat-4	176291	protein_coding
WBGene00001136	eat-5	172480	protein_coding
WBGene00001137	eat-6	179796	protein_coding
WBGene00001145	eat-16	172823	protein_coding
WBGene00001147	eat-18	24105308	protein_coding
WBGene00001148	eat-20	181641	protein_coding
WBGene00001149	bcat-1	181423	protein_coding
WBGene00001150	ech-1.1	180037	protein_coding
WBGene00001151	ech-2	3564942	protein_coding
WBGene00001152	ech-3	179180	protein_coding
WBGene00001153	ech-4	174665	protein_coding
WBGene00001154	ech-5	176908	protein_coding
WBGene00001155	ech-6	176376	protein_coding
WBGene00001156	ech-7	173300	protein_coding
WBGene00001157	ech-8	177905	protein_coding
WBGene00001158	ech-9	184065	protein_coding
WBGene00001159	eff-1	174334	protein_coding
WBGene00001160	efk-1	175871	protein_coding
WBGene00001161	efl-1	180133	protein_coding
WBGene00001162	efl-2	174980	protein_coding
WBGene00001163	efn-2	177949	protein_coding
WBGene00001164	efn-3	184508	protein_coding
WBGene00001165	efn-4	176882	protein_coding
WBGene00001166	eftu-2	175851	protein_coding
WBGene00001167	eef-2	172743	protein_coding
WBGene00001168	eef-1A.1	175975	protein_coding
WBGene00001169	eef-1A.2	181044	protein_coding
WBGene00001170	egl-1	179943	protein_coding
WBGene00001171	egl-2	178624	protein_coding
WBGene00001172	egl-3	179412	protein_coding
WBGene00001173	egl-4	176991	protein_coding
WBGene00001174	egl-5	176093	protein_coding
WBGene00001175	egl-6	183513	protein_coding
WBGene00001177	egl-8	178537	protein_coding
WBGene00001178	egl-9	179461	protein_coding
WBGene00001179	egl-10	179707	protein_coding
WBGene00001182	egl-13	180833	protein_coding
WBGene00001184	egl-15	181291	protein_coding
WBGene00001185	egl-17	180402	protein_coding
WBGene00001186	egl-18	176992	protein_coding
WBGene00001187	egl-19	177513	protein_coding
WBGene00001188	egl-20	177821	protein_coding
WBGene00001189	egl-21	177940	protein_coding
WBGene00001190	egl-23	178358	protein_coding
WBGene00001193	egl-26	173392	protein_coding
WBGene00001194	egl-27	174121	protein_coding
WBGene00001196	egl-30	171751	protein_coding
WBGene00001202	egl-36	181269	protein_coding
WBGene00001204	egl-38	177876	protein_coding
WBGene00001207	egl-43	174552	protein_coding
WBGene00001208	egl-44	174005	protein_coding
WBGene00001209	egl-45	176094	protein_coding
WBGene00001210	egl-46	179058	protein_coding
WBGene00001211	egl-47	183687	protein_coding
WBGene00001214	ego-1	172524	protein_coding
WBGene00001215	ego-2	190251	protein_coding
WBGene00001223	ehn-3	191363	protein_coding
WBGene00001224	ehs-1	173985	protein_coding
WBGene00001225	eif-3.B	175138	protein_coding
WBGene00001226	eif-3.C	172858	protein_coding
WBGene00001227	eif-3.D	176268	protein_coding
WBGene00001228	eif-3.E	172959	protein_coding
WBGene00001229	eif-3.F	174478	protein_coding
WBGene00001230	eif-3.G	174346	protein_coding
WBGene00001231	eif-3.H	172044	protein_coding
WBGene00001232	eif-3.I	171809	protein_coding
WBGene00001233	eif-3.K	179779	protein_coding
WBGene00001234	eif-6	173169	protein_coding
WBGene00001235	elb-1	176605	protein_coding
WBGene00001236	elc-1	190775	protein_coding
WBGene00001237	elc-2	24104987	protein_coding
WBGene00001239	elo-1	177787	protein_coding
WBGene00001240	elo-2	178532	protein_coding
WBGene00001241	elo-3	183948	protein_coding
WBGene00001242	elo-4	183367	protein_coding
WBGene00001243	elo-5	177320	protein_coding
WBGene00001244	elo-6	177321	protein_coding
WBGene00001245	elo-7	186426	protein_coding
WBGene00001246	elo-8	259739	protein_coding
WBGene00001247	elo-9	190207	protein_coding
WBGene00001248	elp-1	180358	protein_coding
WBGene00001249	elt-1	177794	protein_coding
WBGene00001250	elt-2	181250	protein_coding
WBGene00001251	elt-3	181503	protein_coding
WBGene00001252	elt-4	181249	protein_coding
WBGene00001253	elt-6	176993	protein_coding
WBGene00001258	emb-4	180232	protein_coding
WBGene00001259	emb-5	175621	protein_coding
WBGene00001262	emb-8	175710	protein_coding
WBGene00001263	emb-9	176314	protein_coding
WBGene00001281	emb-27	174314	protein_coding
WBGene00001284	emb-30	176322	protein_coding
WBGene00001303	sec-61.G	179510	protein_coding
WBGene00001309	emr-1	171752	protein_coding
WBGene00001310	end-1	179893	protein_coding
WBGene00001311	end-3	191631	protein_coding
WBGene00001320	ent-1	178097	protein_coding
WBGene00001324	eor-1	177249	protein_coding
WBGene00001325	eor-2	181557	protein_coding
WBGene00001328	epi-1	177956	protein_coding
WBGene00001329	epn-1	181577	protein_coding
WBGene00001330	eps-8	178411	protein_coding
WBGene00001331	erd-2.1	181228	protein_coding
WBGene00001332	eri-1	176868	protein_coding
WBGene00001333	erm-1	172174	protein_coding
WBGene00001334	ero-1	173325	protein_coding
WBGene00001335	F35A5.8	180667	protein_coding
WBGene00001336	qars-1	178415	protein_coding
WBGene00001337	ears-1	172904	protein_coding
WBGene00001338	ears-2	176860	protein_coding
WBGene00001340	etr-1	173401	protein_coding
