Gene stable ID	Gene Name	Xenbase ID	NCBI gene (formerly Entrezgene) accession	NCBI gene (formerly Entrezgene) ID	Type
ENSXETG00000033343	tfb2m	XB-GENE-854600	tfb2m	100036660	protein_coding
ENSXETG00000003451	lsg1	XB-GENE-990730	lsg1	100145528	protein_coding
ENSXETG00000004693	ENSXETG00000004693		LOC116410385	116410385	protein_coding
ENSXETG00000012709	pde6a	XB-GENE-988755	pde6a	100489913	protein_coding
ENSXETG00000043485	ENSXETG00000043485				protein_coding
ENSXETG00000015724	tymp	XB-GENE-995988	tymp	100145512	protein_coding
ENSXETG00000048273	ENSXETG00000048273				pseudogene
ENSXETG00000049374	ENSXETG00000049374				protein_coding
ENSXETG00000039627	ENSXETG00000039627		LOC105946018	105946018	protein_coding
ENSXETG00000013108	rala	XB-GENE-485016	rala	548669	protein_coding
ENSXETG00000047911	ENSXETG00000047911				pseudogene
ENSXETG00000027084	aprt	XB-GENE-5848953	aprt	493317	protein_coding
ENSXETG00000041277	ENSXETG00000041277				protein_coding
ENSXETG00000033231	slc22a20p.1	XB-GENE-6463910	slc22a20p.1	100489586	protein_coding
ENSXETG00000006740	best1	XB-GENE-990392	best1	100302038	protein_coding
ENSXETG00000017879	wwp2	XB-GENE-961516	wwp2	100038252	protein_coding
ENSXETG00000002734	hlx	XB-GENE-483226	hlx	100488508	protein_coding
ENSXETG00000007366	vav1	XB-GENE-6074281	vav1	100497964	protein_coding
ENSXETG00000045311	ENSXETG00000045311				protein_coding
ENSXETG00000042350	ENSXETG00000042350				pseudogene
ENSXETG00000014232	sema3a	XB-GENE-966369	sema3a	100494110	protein_coding
ENSXETG00000030725	tmem44	XB-GENE-1005798	tmem44	100145595	protein_coding
ENSXETG00000049390	slc26a2	XB-GENE-997399	slc26a2	100494417	protein_coding
ENSXETG00000042412	ENSXETG00000042412				protein_coding
ENSXETG00000000752	tax1bp1	XB-GENE-492305	tax1bp1	394857	protein_coding
ENSXETG00000031411	il15	XB-GENE-5749621	il15	100145683	protein_coding
ENSXETG00000045915	ENSXETG00000045915				pseudogene
ENSXETG00000048439	ENSXETG00000048439				protein_coding
ENSXETG00000043778	snapc2	XB-GENE-6455755	snapc2	101731544	protein_coding
ENSXETG00000011808	pak2	XB-GENE-966302	pak2	733718	protein_coding
ENSXETG00000025753	wwc2	XB-GENE-1001637	wwc2	448191	protein_coding
ENSXETG00000045219	ENSXETG00000045219				protein_coding
ENSXETG00000039828	cebpd	XB-GENE-853588	cebpd	594973	protein_coding
ENSXETG00000044466	ENSXETG00000044466				pseudogene
ENSXETG00000031991	slc26a2.2	XB-GENE-1214887	slc26a2.2	100494580	protein_coding
ENSXETG00000036736	stpg4	XB-GENE-949567	stpg4	100497472	protein_coding
ENSXETG00000046565	ENSXETG00000046565				protein_coding
ENSXETG00000011256	galns	XB-GENE-1000591	galns	100485376	protein_coding
ENSXETG00000042100	ENSXETG00000042100				pseudogene
ENSXETG00000019263	pdss2	XB-GENE-945063	pdss2	493532	protein_coding
ENSXETG00000044062	ftmt	XB-GENE-955502	ftmt	448718	protein_coding
ENSXETG00000049035	U4				sncRNA
ENSXETG00000046415	ENSXETG00000046415				protein_coding
ENSXETG00000015719	odf3	XB-GENE-5889414	odf3	548547	protein_coding
ENSXETG00000047953	ENSXETG00000047953				protein_coding
ENSXETG00000001463	ift122	XB-GENE-966865	rho	100037900	protein_coding
ENSXETG00000023987	slitrk5	XB-GENE-6034846	slitrk5	100494014	protein_coding
ENSXETG00000044709	U4				sncRNA
ENSXETG00000011152	crisp1.7	XB-GENE-951048	crisp1.7	394939	protein_coding
ENSXETG00000046192	ENSXETG00000046192				protein_coding
ENSXETG00000047806	U4				sncRNA
ENSXETG00000013107	cdk13	XB-GENE-6040279	cdk13	100489599	protein_coding
ENSXETG00000043224	ENSXETG00000043224		LOC116411603	116411603	protein_coding
ENSXETG00000042379	ENSXETG00000042379				protein_coding
ENSXETG00000039696	zbtb24	XB-GENE-488944	zbtb24	100496803	protein_coding
ENSXETG00000044053	XB5917669 [provisional]	XB-GENE-5917670	XB5917669	100496293	protein_coding
ENSXETG00000045419	ENSXETG00000045419				protein_coding
ENSXETG00000020359	ptpn23	XB-GENE-996513	ptpn23	100217320	protein_coding
ENSXETG00000045931	ENSXETG00000045931				protein_coding
ENSXETG00000009522	psmd1	XB-GENE-989959	psmd1	407894	protein_coding
ENSXETG00000015714	nme6	XB-GENE-969918	nme6	100170458	protein_coding
ENSXETG00000037288	ENSXETG00000037288				protein_coding
ENSXETG00000014970	znf330	XB-GENE-1010548	znf330	448625	protein_coding
ENSXETG00000036721	mark1	XB-GENE-962867	mark1	100490022	protein_coding
ENSXETG00000022057	trpm7	XB-GENE-486884	trpm7	100329113	protein_coding
ENSXETG00000003837	pura	XB-GENE-971657	pura	100135162	protein_coding
ENSXETG00000017874	nob1	XB-GENE-1016105	nob1	549584	protein_coding
ENSXETG00000042380	ENSXETG00000042380				protein_coding
ENSXETG00000044545	ENSXETG00000044545				protein_coding
ENSXETG00000025365	tnfsf11	XB-GENE-481654	tnfsf11	100038074	protein_coding
ENSXETG00000043945	fbln7	XB-GENE-1008557	fbln7	100485903	protein_coding
ENSXETG00000045885	ENSXETG00000045885				protein_coding
ENSXETG00000015713	calm2	XB-GENE-976642	calm2	100496298	protein_coding
ENSXETG00000047545	ENSXETG00000047545				protein_coding
ENSXETG00000042354	ENSXETG00000042354				protein_coding
ENSXETG00000049356	ENSXETG00000049356				protein_coding
ENSXETG00000006735	incenp	XB-GENE-990398	incenp	496453	protein_coding
ENSXETG00000027995	cfdp1	XB-GENE-955200	cfdp1	550083	protein_coding
ENSXETG00000019042	dctd	XB-GENE-971992	dctd	549019	protein_coding
ENSXETG00000043943	ENSXETG00000043943				protein_coding
ENSXETG00000008496	ano2	XB-GENE-981445	ano2	100492483	protein_coding
ENSXETG00000048803	ENSXETG00000048803				protein_coding
ENSXETG00000013016	mdh1	XB-GENE-484872	mdh1	448318	protein_coding
ENSXETG00000041678	ENSXETG00000041678				protein_coding
ENSXETG00000010953	gpr180	XB-GENE-1007249	gpr180	100216054	protein_coding
ENSXETG00000043957	ENSXETG00000043957				protein_coding
ENSXETG00000000754	vill	XB-GENE-945607	jazf1	100496608	protein_coding
ENSXETG00000015712	rabl2b	XB-GENE-979695	rabl2b	779905	protein_coding
ENSXETG00000043060	ENSXETG00000043060				protein_coding
ENSXETG00000009120	fam107b	XB-GENE-952741	fam107b	493295	protein_coding
ENSXETG00000044420	ENSXETG00000044420				protein_coding
ENSXETG00000017869	nqo1	XB-GENE-955485	nqo1	549222	protein_coding
ENSXETG00000041697	ENSXETG00000041697				protein_coding
ENSXETG00000021296	ppil6	XB-GENE-979458	ppil6	100496026	protein_coding
ENSXETG00000040375	smyd3	XB-GENE-854970	smyd3	100494527	protein_coding
ENSXETG00000040133	rnf150	XB-GENE-5993052	rnf150	100216098	protein_coding
ENSXETG00000045701	ENSXETG00000045701		LOC101735039	101735039	protein_coding
ENSXETG00000047169	ENSXETG00000047169				protein_coding
ENSXETG00000047311	ENSXETG00000047311				protein_coding
ENSXETG00000035810	ENSXETG00000035810				protein_coding
ENSXETG00000042876	ENSXETG00000042876				protein_coding
ENSXETG00000013106	brd9	XB-GENE-969470	brd9	407874	protein_coding
ENSXETG00000003836	hnrnpab	XB-GENE-6042555	hnrnpab	734098	protein_coding
ENSXETG00000013762	zc3h6	XB-GENE-6454376	zc3h6	100124753	protein_coding
ENSXETG00000043918	ENSXETG00000043918		LOC116410233	116410233	protein_coding
ENSXETG00000042006	ENSXETG00000042006				protein_coding
ENSXETG00000047150	ENSXETG00000047150				protein_coding
ENSXETG00000049075	csrnp1	XB-GENE-941566	csrnp1	779916	protein_coding
ENSXETG00000033466	arsa.2	XB-GENE-1014031	arsa.2	100487749	protein_coding
ENSXETG00000004533	cdc73	XB-GENE-949345	cdc73	548785	protein_coding
ENSXETG00000029651	ENSXETG00000029651		LOC116411278	116411278	sncRNA
ENSXETG00000012041	creb5	XB-GENE-950883	creb5	100498464	protein_coding
ENSXETG00000023289	pola2	XB-GENE-5916783	pola2	448613	protein_coding
ENSXETG00000048905	ENSXETG00000048905				protein_coding
ENSXETG00000036865	cd164	XB-GENE-22068201	cd164	100496645	protein_coding
ENSXETG00000029860	SNORA29		LOC116411279	116411279	sncRNA
ENSXETG00000047590	ENSXETG00000047590				protein_coding
ENSXETG00000045936	spry2	XB-GENE-482101	spry2	449471	protein_coding
ENSXETG00000019373	htr4	XB-GENE-993770	htr4	100493952	protein_coding
ENSXETG00000038999	ENSXETG00000038999				protein_coding
ENSXETG00000044432	ENSXETG00000044432		akip1	116410234	protein_coding
ENSXETG00000047371	ENSXETG00000047371				protein_coding
ENSXETG00000029733	U2				sncRNA
ENSXETG00000027081	trappc2l	XB-GENE-983630	trappc2l	496664	protein_coding
ENSXETG00000008495	ntf3	XB-GENE-949539	ntf3	549124	protein_coding
ENSXETG00000004623	syt8	XB-GENE-978920	syt8	100037878	protein_coding
ENSXETG00000039027	mterf1	XB-GENE-985387	mterf1	549783	protein_coding
ENSXETG00000006725	ppp1r32	XB-GENE-961528	ppp1r32	100497386	protein_coding
ENSXETG00000038718	ENSXETG00000038718		LOC116411271	116411271	sncRNA
ENSXETG00000042575	ENSXETG00000042575				protein_coding
ENSXETG00000014933	tbc1d9	XB-GENE-5992769	tbc1d9	100192377	protein_coding
ENSXETG00000018173	mkln1	XB-GENE-976014	mkln1	100489031	protein_coding
ENSXETG00000041371	SNORD82		LOC116411268	116411268	sncRNA
ENSXETG00000015689	shank3	XB-GENE-1014028	shank3	100488068	protein_coding
ENSXETG00000047261	ENSXETG00000047261		LOC116411618	116411618	protein_coding
ENSXETG00000046322	ENSXETG00000046322				protein_coding
ENSXETG00000037125	tigd5	XB-GENE-6257697	tigd5	100491467	protein_coding
ENSXETG00000037005	ENSXETG00000037005		LOC116411277	116411277	sncRNA
ENSXETG00000017861	nfat5	XB-GENE-6069990	nfat5	100495532	protein_coding
ENSXETG00000046079	ENSXETG00000046079				protein_coding
ENSXETG00000047247	sdhaf2	XB-GENE-990420	sdhaf2	100497541	protein_coding
ENSXETG00000004532	b3galt2	XB-GENE-5795334	b3galt2	100487440	protein_coding
ENSXETG00000041412	ENSXETG00000041412				protein_coding
ENSXETG00000044139	ENSXETG00000044139				protein_coding
ENSXETG00000047115	ENSXETG00000047115		LOC116411276	116411276	sncRNA
ENSXETG00000044694	ENSXETG00000044694				protein_coding
ENSXETG00000004697	gtf3c6	XB-GENE-5805128	gtf3c6	100188923	protein_coding
ENSXETG00000042278	XB5836481 [provisional:trim7]	XB-GENE-5836482	XB5836481	100490164	protein_coding
ENSXETG00000047962	ENSXETG00000047962		LOC116411275	116411275	sncRNA
ENSXETG00000039390	ENSXETG00000039390				protein_coding
ENSXETG00000011258	pabpn1l	XB-GENE-1000600	pabpn1l	549106	protein_coding
ENSXETG00000046906	ENSXETG00000046906				protein_coding
ENSXETG00000048515	ENSXETG00000048515				protein_coding
ENSXETG00000002218	usp34	XB-GENE-920965	usp34	100490033	protein_coding
ENSXETG00000042315	ENSXETG00000042315				protein_coding
ENSXETG00000038023	ENSXETG00000038023		LOC116411274	116411274	sncRNA
ENSXETG00000045099	ENSXETG00000045099		c4h11orf16	116410235	protein_coding
ENSXETG00000041572	ENSXETG00000041572				protein_coding
ENSXETG00000006715	cpsf7	XB-GENE-5754390	cpsf7	779717	protein_coding
ENSXETG00000043308	ENSXETG00000043308				protein_coding
ENSXETG00000013105	trip13	XB-GENE-974898	trip13	394836	protein_coding
ENSXETG00000040175	ENSXETG00000040175		LOC116411273	116411273	sncRNA
ENSXETG00000014927	ucp1	XB-GENE-963773	ucp1	100135179	protein_coding
ENSXETG00000046279	hnrnpa0		hnrnpa0	394519	protein_coding
ENSXETG00000004621	tnni2	XB-GENE-478629	tnni2	496523	protein_coding
ENSXETG00000008493	kcna5	XB-GENE-6037401	kcna5	496997	protein_coding
ENSXETG00000039459	ENSXETG00000039459				protein_coding
ENSXETG00000036883	ttc21a	XB-GENE-981816	ttc21a	100485767	protein_coding
ENSXETG00000044974	ENSXETG00000044974				protein_coding
ENSXETG00000009523	htr2b	XB-GENE-989949	htr2b	101731179	protein_coding
ENSXETG00000041726	ENSXETG00000041726				protein_coding
ENSXETG00000023288	cdc42ep2	XB-GENE-5818741	cdc42ep2	733993	protein_coding
ENSXETG00000046534	ENSXETG00000046534				protein_coding
ENSXETG00000036592	ENSXETG00000036592		LOC116411272	116411272	sncRNA
ENSXETG00000019371	fbxo38	XB-GENE-969087	fbxo38	100170578	protein_coding
ENSXETG00000000594	foxc1	XB-GENE-479055	foxc1	493250	protein_coding
ENSXETG00000048960	kcna1	XB-GENE-991584	kcna1	100492822	protein_coding
ENSXETG00000004534	glrx2	XB-GENE-963812	glrx2	549391	protein_coding
ENSXETG00000042918	SNORA73		LOC116411260	116411260	sncRNA
ENSXETG00000042058	ENSXETG00000042058				protein_coding
ENSXETG00000017858	cyb5b	XB-GENE-1016087	cyb5b	496418	protein_coding
ENSXETG00000040300	ENSXETG00000040300		LOC100496491	100496491	protein_coding
ENSXETG00000012046	cpvl	XB-GENE-1014879	cpvl	549561	protein_coding
ENSXETG00000039777	SNORA73		LOC116411263	116411263	sncRNA
ENSXETG00000044904	ASCL3		LOC116410552	116410552	protein_coding
ENSXETG00000045049	ENSXETG00000045049				protein_coding
ENSXETG00000048099	ENSXETG00000048099				protein_coding
ENSXETG00000046008	ENSXETG00000046008				protein_coding
ENSXETG00000041157	ENSXETG00000041157				protein_coding
ENSXETG00000014925	elmod2	XB-GENE-998865	elmod2	549219	protein_coding
ENSXETG00000034853	SNORA73		LOC116411264	116411264	sncRNA
ENSXETG00000035112	podxl	XB-GENE-22068937	podxl	100492477	protein_coding
ENSXETG00000015685	mapk8ip2	XB-GENE-484342	mapk8ip2	100036643	protein_coding
ENSXETG00000036085	ENSXETG00000036085				protein_coding
ENSXETG00000025023	lrrc30	XB-GENE-6051194	lrrc30	101730546	protein_coding
ENSXETG00000047829	ENSXETG00000047829				protein_coding
ENSXETG00000041734	SNORA73		LOC116411262	116411262	sncRNA
ENSXETG00000013020	wdpcp	XB-GENE-5820824	wdpcp	100491624	protein_coding
ENSXETG00000043781	TMEM9B		tmem9b	116410236	protein_coding
ENSXETG00000035320	ENSXETG00000035320				protein_coding
ENSXETG00000043994	SNORA73		LOC116411261	116411261	sncRNA
ENSXETG00000042161	ENSXETG00000042161				protein_coding
ENSXETG00000047823	ENSXETG00000047823		LOC116410963	116410963	protein_coding
ENSXETG00000002728	rab3gap2	XB-GENE-987874	rab3gap2	100145752	protein_coding
ENSXETG00000043421	ENSXETG00000043421				protein_coding
ENSXETG00000043861	ENSXETG00000043861				protein_coding
ENSXETG00000044672	SNORA73		LOC116411259	116411259	sncRNA
ENSXETG00000011148	crispl	XB-GENE-5768874	crispl	594930	protein_coding
ENSXETG00000004698	hsdl1	XB-GENE-989915	hsdl1	100489686	protein_coding
ENSXETG00000046924	ENSXETG00000046924				protein_coding
ENSXETG00000006349	onecut1	XB-GENE-480152	onecut1	100101763	protein_coding
ENSXETG00000011259	cbfa2t3	XB-GENE-983684	cbfa2t3	100485526	protein_coding
ENSXETG00000017458	ENSXETG00000017458		LOC116407614	116407614	protein_coding
ENSXETG00000008484	ndufa9	XB-GENE-949551	ndufa9	496917	protein_coding
ENSXETG00000043183	ENSXETG00000043183				protein_coding
ENSXETG00000035812	SNORA73		LOC116411265	116411265	sncRNA
ENSXETG00000048539	ENSXETG00000048539		LOC100494615	100494615	protein_coding
ENSXETG00000049119	ENSXETG00000049119				protein_coding
ENSXETG00000044197	ENSXETG00000044197				protein_coding
ENSXETG00000047902	NRIP3		LOC101732611	101732611	protein_coding
ENSXETG00000013872	atg16l1	XB-GENE-1011170	atg16l1	550097	protein_coding
ENSXETG00000003831	clk1	XB-GENE-6041600	clk1	549675	protein_coding
ENSXETG00000029839	ENSXETG00000029839		LOC116411290	116411290	sncRNA
ENSXETG00000032637	eps8l2	XB-GENE-990237	eps8l2	100489749	protein_coding
ENSXETG00000020354	scap	XB-GENE-996521	scap	100145201	protein_coding
ENSXETG00000022614	epcam	XB-GENE-986667	epcam	496567	protein_coding
ENSXETG00000004535	ivns1abp	XB-GENE-949332	ivns1abp	100145550	protein_coding
ENSXETG00000014016	lsp1	XB-GENE-490855	lsp1	496868	protein_coding
ENSXETG00000049263	ENSXETG00000049263				protein_coding
ENSXETG00000029735	ENSXETG00000029735		LOC116411282	116411282	sncRNA
ENSXETG00000039911	ENSXETG00000039911				protein_coding
ENSXETG00000041681	ENSXETG00000041681				protein_coding
ENSXETG00000035125	XB5892783 [provisional:trpm7]	XB-GENE-5892784	XB5892783	100497855	protein_coding
ENSXETG00000040190	cav2	XB-GENE-977295	cav2	548480	protein_coding
ENSXETG00000029886	SCARNA6		LOC116411281	116411281	sncRNA
ENSXETG00000049066	tmem158	XB-GENE-6051231	tmem158	100490665	protein_coding
ENSXETG00000040953	ENSXETG00000040953				protein_coding
ENSXETG00000038247	ENSXETG00000038247				protein_coding
ENSXETG00000013760	ttl	XB-GENE-493215	ttl	100135000	protein_coding
ENSXETG00000046231	ENSXETG00000046231				protein_coding
ENSXETG00000030096	ccr3	XB-GENE-5897823	ccr3	100135154	protein_coding
ENSXETG00000042573	ENSXETG00000042573				protein_coding
ENSXETG00000004245	gorasp1	XB-GENE-976361	gorasp1	448042	protein_coding
ENSXETG00000048235	ifitm5	XB-GENE-990417	ifitm5	100498002	protein_coding
ENSXETG00000046503	ENSXETG00000046503				protein_coding
ENSXETG00000046050	ENSXETG00000046050		LOC116409720	116409720	protein_coding
ENSXETG00000023861	macir	XB-GENE-942413	macir	100037912	protein_coding
ENSXETG00000045798	ENSXETG00000045798				protein_coding
ENSXETG00000045637	ENSXETG00000045637				protein_coding
ENSXETG00000009521	armc9	XB-GENE-990021	armc9	100036614	protein_coding
ENSXETG00000031486	ENSXETG00000031486				protein_coding
ENSXETG00000031132	chkb	XB-GENE-5953721	chkb	100145186	protein_coding
ENSXETG00000004699	bcar1	XB-GENE-955189	bcar1	447979	protein_coding
ENSXETG00000011572	cav1	XB-GENE-490008	cav1	548467	protein_coding
ENSXETG00000012047	chn2	XB-GENE-950874	chn2	100496459	protein_coding
ENSXETG00000045349	ENSXETG00000045349				protein_coding
ENSXETG00000042080	ENSXETG00000042080				protein_coding
ENSXETG00000006711	ifitm3	XB-GENE-5852510	ifitm3	548475	protein_coding
ENSXETG00000044853	ENSXETG00000044853		LOC116411583	116411583	protein_coding
ENSXETG00000016117	usp8	XB-GENE-969023	usp8	100124309	protein_coding
ENSXETG00000042719	ENSXETG00000042719		LOC116411722	116411722	protein_coding
ENSXETG00000003829	adamts2	XB-GENE-492342	adamts2	100492431	protein_coding
ENSXETG00000004536	ENSXETG00000004536		LOC448276	448276	protein_coding
ENSXETG00000024902	nanp	XB-GENE-1008548	nanp	549940	protein_coding
ENSXETG00000035782	armt1	XB-GENE-970980	armt1	448220	protein_coding
ENSXETG00000037772	ENSXETG00000037772				protein_coding
ENSXETG00000048310	ENSXETG00000048310				protein_coding
ENSXETG00000042409	ENSXETG00000042409				protein_coding
ENSXETG00000010986	crisp2-like		crisp2-like	100495843	protein_coding
ENSXETG00000037745	tmem170a	XB-GENE-955221	tmem170a	100135226	protein_coding
ENSXETG00000045561	triobp	XB-GENE-492450	triobp	619591	protein_coding
ENSXETG00000045355	ENSXETG00000045355				protein_coding
ENSXETG00000013099	lztfl1	XB-GENE-974886	lztfl1	549786	protein_coding
ENSXETG00000011261	acsf3	XB-GENE-964811	acsf3	100158470	protein_coding
ENSXETG00000010811	rpl29	XB-GENE-5789751	rpl29	100135409	protein_coding
ENSXETG00000044375	ENSXETG00000044375				protein_coding
ENSXETG00000021752	met	XB-GENE-481272	met	100485823	protein_coding
ENSXETG00000033517	deaf1	XB-GENE-1216227	deaf1	100137100	protein_coding
ENSXETG00000038815	ENSXETG00000038815				protein_coding
ENSXETG00000042809	ENSXETG00000042809				protein_coding
ENSXETG00000046795	ENSXETG00000046795		LOC116410449	116410449	protein_coding
ENSXETG00000027525	sirt6	XB-GENE-5929105	sirt6	394980	protein_coding
ENSXETG00000047542	hsd11b2	XB-GENE-1012826	hsd11b2	100489854	protein_coding
ENSXETG00000012051	wipf3	XB-GENE-22069424	wipf3	100496146	protein_coding
ENSXETG00000044780	cnr1	XB-GENE-962201	cnr1	100497761	protein_coding
ENSXETG00000026520	rmnd1	XB-GENE-6035341	rmnd1	101733789	protein_coding
ENSXETG00000013936	elp6	XB-GENE-5919888	elp6	493328	protein_coding
ENSXETG00000045838	ENSXETG00000045838				protein_coding
ENSXETG00000015426	cpt1b	XB-GENE-5931920	cpt1b	780223	protein_coding
ENSXETG00000038547	ENSXETG00000038547				protein_coding
ENSXETG00000032133	nrros	XB-GENE-986206	nrros	100498580	protein_coding
ENSXETG00000047868	ENSXETG00000047868				protein_coding
ENSXETG00000036662	ENSXETG00000036662		LOC100495617	100495617	protein_coding
ENSXETG00000043035	ENSXETG00000043035				protein_coding
ENSXETG00000016852	hes1	XB-GENE-487995	hes1	496617	protein_coding
ENSXETG00000023862	ppip5k2	XB-GENE-1000378	ppip5k2	100135086	protein_coding
ENSXETG00000047208	prr15	XB-GENE-5800343	prr15	100496305	protein_coding
ENSXETG00000043354	ENSXETG00000043354				protein_coding
ENSXETG00000026662	rgs18	XB-GENE-5747705	rgs18	493454	protein_coding
ENSXETG00000044589	ENSXETG00000044589				protein_coding
ENSXETG00000024952	tnnt3	XB-GENE-482605	tnnt3	394748	protein_coding
ENSXETG00000032660	sh3bp1	XB-GENE-984798	sh3bp1	101733422	protein_coding
ENSXETG00000034769	ENSXETG00000034769		LOC116411608	116411608	protein_coding
ENSXETG00000046855	abhd2	XB-GENE-1010610	abhd2	100216078	protein_coding
ENSXETG00000047996	ENSXETG00000047996		LOC100493618	100493618	protein_coding
ENSXETG00000040149	fbxo45	XB-GENE-972343	fbxo45	100216147	protein_coding
ENSXETG00000030477	ifitm1	XB-GENE-1018423	ifitm1	100170175	protein_coding
ENSXETG00000013076	ouro2	XB-GENE-19777908	ouro2	100489129	protein_coding
ENSXETG00000045357	ENSXETG00000045357				protein_coding
ENSXETG00000011269	cdh15	XB-GENE-983662	cdh15	100489106	protein_coding
ENSXETG00000022615	msh2	XB-GENE-977518	msh2	100380043	protein_coding
ENSXETG00000039765	mafa	XB-GENE-6086265	mafa	613050	protein_coding
ENSXETG00000044049	bcas2	XB-GENE-959514	bcas2	394520	protein_coding
ENSXETG00000016116	gabpb1	XB-GENE-993505	gabpb1	493213	protein_coding
ENSXETG00000033383	reg4	XB-GENE-952114	reg4	100485485	protein_coding
ENSXETG00000035276	tmem80	XB-GENE-990229	tmem80	100486338	protein_coding
ENSXETG00000021289	cep57l1	XB-GENE-5897356	cep57l1	733970	protein_coding
ENSXETG00000012260	tiparp	XB-GENE-997471	tiparp	100127576	protein_coding
ENSXETG00000004424	scube2	XB-GENE-5945055	scube2	779957	protein_coding
ENSXETG00000048716	ENSXETG00000048716				protein_coding
ENSXETG00000012057	scrn1	XB-GENE-5848777	scrn1	100496004	protein_coding
ENSXETG00000000593	pcolce2	XB-GENE-1015978	pcolce2	448281	protein_coding
ENSXETG00000015984	nol12	XB-GENE-1011565	nol12	493530	protein_coding
ENSXETG00000043357	ENSXETG00000043357				protein_coding
ENSXETG00000003447	atp13a3	XB-GENE-6045268	atp13a3	100497750	protein_coding
ENSXETG00000035089	rgs21	XB-GENE-6469073	rgs21	100485901	protein_coding
ENSXETG00000013069	erp44	XB-GENE-962188	erp44	496539	protein_coding
ENSXETG00000033573	reg1b	XB-GENE-6043864	reg1b	100485321	protein_coding
ENSXETG00000008481	galnt10	XB-GENE-1010672	galnt10	779898	protein_coding
ENSXETG00000046137	ENSXETG00000046137		LOC101733242	101733242	protein_coding
ENSXETG00000036115	ENSXETG00000036115				protein_coding
ENSXETG00000033380	cyp2e1		cyp2e1	100144933	protein_coding
ENSXETG00000037635	wdr53	XB-GENE-1002709	wdr53	100498414	protein_coding
ENSXETG00000040849	ENSXETG00000040849				protein_coding
ENSXETG00000020351	ndufb10	XB-GENE-5887772	ndufb10	550004	protein_coding
