Gene stable ID	Gene Name	NCBI gene (formerly Entrezgene) accession	NCBI gene (formerly Entrezgene) ID	Type
AT5G16970	AER	AER	831560	protein_coding
AT4G32100	AT4G32100	AT4G32100	829341	protein_coding
AT2G43120	AT2G43120	AT2G43120	818914	protein_coding
AT1G30814	AT1G30814	AT1G30814	3766853	protein_coding
AT3G18710	PUB29	PUB29	821402	protein_coding
AT4G25880	PUM6	PUM6	828694	protein_coding
AT1G78930	AT1G78930	AT1G78930	844232	protein_coding
AT3G07950	AT3G07950	AT3G07950	819986	protein_coding
AT4G03450	AT4G03450	AT4G03450	827913	protein_coding
AT1G71695	AT1G71695	AT1G71695	843498	protein_coding
AT1G58983	AT1G58983	AT1G58983	842229	protein_coding
AT1G12980	ESR1	ESR1	837856	protein_coding
AT5G41480	GLA1	GLA1	834149	protein_coding
AT5G15008	AT5G15008	AT5G15008	6240278	protein_coding
AT3G51870	AT3G51870	AT3G51870	824350	protein_coding
AT4G29950	AT4G29950	AT4G29950	829118	protein_coding
AT3G18310	AT3G18310	AT3G18310	821360	protein_coding
AT5G07360	AT5G07360	AT5G07360	830627	protein_coding
AT4G08535	AT4G08535	AT4G08535	28719998	protein_coding
AT4G26490	AT4G26490	AT4G26490	828755	protein_coding
AT5G46240	KAT1	KAT1	834666	protein_coding
AT5G62260	AT5G62260	AT5G62260	836347	protein_coding
AT4G16955	AT4G16955	AT4G16955	28720139	protein_coding
AT3G25717	RTFL16	RTFL16	822160	protein_coding
AT1G45223	AT1G45223	AT1G45223	5007780	protein_coding
AT5G35715	CYP71B8	CYP71B8	833546	protein_coding
AT5G41908	AT5G41908	AT5G41908	28721241	protein_coding
AT2G21390	AT2G21390	AT2G21390	816678	protein_coding
AT3G48330	PIMT1	PIMT1	823991	protein_coding
AT4G32710	PERK14	PERK14	3770575	protein_coding
AT3G46440	UXS5	UXS5	823794	protein_coding
AT2G21930	AT2G21930	AT2G21930	816729	protein_coding
AT3G53910	AT3G53910	AT3G53910	824558	protein_coding
AT4G25090	AT4G25090	AT4G25090	828612	protein_coding
AT2G18870	VEL3	VEL3	816402	protein_coding
AT1G56250	PP2-B14	PP2-B14	842078	protein_coding
AT3G16830	TPR2	TPR2	820936	protein_coding
AT5G20470	HDK	HDK	832169	protein_coding
AT5G04950	NAS1	NAS1	830377	protein_coding
AT4G13720	AT4G13720	AT4G13720	827006	protein_coding
AT5G50110	AT5G50110	AT5G50110	835075	protein_coding
AT3G03305	AT3G03305	AT3G03305	821291	protein_coding
AT5G66670	AT5G66670	AT5G66670	836799	protein_coding
AT4G08039	AT4G08039	AT4G08039	3770167	protein_coding
AT2G38310	PYL4	PYL4	818411	protein_coding
AT2G26900	BASS2	BASS2	817231	protein_coding
AT5G23000	MYB37	MYB37	832364	protein_coding
AT1G66852	AT1G66852	AT1G66852	6240329	protein_coding
AT1G69810	WRKY36	WRKY36	843317	protein_coding
AT1G72450	JAZ6	JAZ6	843577	protein_coding
AT5G03560	AT5G03560	AT5G03560	831789	protein_coding
AT4G27340	AT4G27340	AT4G27340	828842	protein_coding
AT1G76280	AT1G76280	AT1G76280	843961	protein_coding
AT3G03272	AT3G03272	AT3G03272	5007980	protein_coding
AT3G28960	AT3G28960	AT3G28960	822536	protein_coding
AT1G65630	DEG3	DEG3	842874	protein_coding
AT3G10210	AT3G10210	AT3G10210	820183	protein_coding
AT4G27830	BGLU10	BGLU10	828896	protein_coding
AT1G71390	RLP11	RLP11	843480	protein_coding
AT5G46260	AT5G46260	AT5G46260	834668	protein_coding
AT2G32710	AT2G32710	AT2G32710	817831	protein_coding
AT5G27680	RECQSIM	RECQSIM	832830	protein_coding
AT4G19380	AT4G19380	AT4G19380	827679	protein_coding
AT5G61960	ML1	ML1	836317	protein_coding
AT4G29180	RHS16	RHS16	829039	protein_coding
AT3G09680	AT3G09680	AT3G09680	820125	protein_coding
AT1G56233	AT1G56233	AT1G56233	3767465	protein_coding
AT1G15210	ABCG35	ABCG35	838087	protein_coding
AT3G63470	scpl40	scpl40	825522	protein_coding
AT2G16970	MEE15	MEE15	816200	protein_coding
AT1G15250	AT1G15250	AT1G15250	838092	protein_coding
AT1G79700	WRI4	WRI4	844309	protein_coding
AT2G46620	AT2G46620	AT2G46620	819274	protein_coding
AT3G46920	AT3G46920	AT3G46920	823845	protein_coding
AT2G43750	OASB	OASB	818978	protein_coding
AT1G62895	AT1G62895	AT1G62895	28717389	protein_coding
AT2G24490	RPA2	RPA2	816985	protein_coding
AT3G57080	NRPE5	NRPE5	824875	protein_coding
AT3G13820	AT3G13820	AT3G13820	820594	protein_coding
AT2G15080	RLP19	RLP19	815997	protein_coding
AT1G73360	HDG11	HDG11	843671	protein_coding
AT1G16360	AT1G16360	AT1G16360	838205	protein_coding
AT1G10225	AT1G10225	AT1G10225	837561	protein_coding
AT3G49770	AT3G49770	AT3G49770	824139	protein_coding
AT4G31660	AT4G31660	AT4G31660	829294	protein_coding
AT1G26670	VTI1B	VTI1B	839208	protein_coding
AT1G34855	AT1G34855	AT1G34855	28717304	protein_coding
AT1G52200	AT1G52200	AT1G52200	841650	protein_coding
AT1G57800	VIM5	VIM5	842155	protein_coding
AT4G23200	CRK12	CRK12	828419	protein_coding
AT1G69460	AT1G69460	AT1G69460	843278	protein_coding
AT1G04310	ERS2	ERS2	839549	protein_coding
AT1G08080	ACA7	ACA7	837326	protein_coding
AT2G37678	FHY1	FHY1	5007942	protein_coding
AT3G56070	ROC2	ROC2	824773	protein_coding
AT5G15420	AT5G15420	AT5G15420	831394	protein_coding
AT5G06020	AT5G06020	AT5G06020	830489	protein_coding
AT3G15251	AT3G15251	AT3G15251	6240708	protein_coding
AT1G75550	AT1G75550	AT1G75550	843891	protein_coding
AT1G71890	SUC5	SUC5	843520	protein_coding
AT1G05430	AT1G05430	AT1G05430	837044	protein_coding
AT4G29810	MKK2	MKK2	829103	protein_coding
AT3G02780	IPP2	IPP2	820960	protein_coding
AT4G26560	CBL7	CBL7	828763	protein_coding
AT1G80870	AT1G80870	AT1G80870	844427	protein_coding
AT4G23670	AT4G23670	AT4G23670	828467	protein_coding
AT2G46225	ABIL1	ABIL1	819230	protein_coding
AT5G18730	AT5G18730	AT5G18730	831991	protein_coding
AT5G67570	DG1	DG1	836893	protein_coding
AT1G75310	AUL1	AUL1	843868	protein_coding
AT5G29054	AT5G29054	AT5G29054	6241292	protein_coding
AT2G27700	AT2G27700	AT2G27700	817316	protein_coding
AT1G02010	SEC1A	SEC1A	839288	protein_coding
AT1G47900	AT1G47900	AT1G47900	841207	protein_coding
AT5G57625	AT5G57625	AT5G57625	835867	protein_coding
AT4G02725	AT4G02725	AT4G02725	2745608	protein_coding
AT1G14315	AT1G14315	AT1G14315	6241224	protein_coding
AT5G66440	AT5G66440	AT5G66440	836776	protein_coding
AT4G35440	CLC-E	CLC-E	829696	protein_coding
AT3G52460	AT3G52460	AT3G52460	824411	protein_coding
AT4G26240	AT4G26240	AT4G26240	828730	protein_coding
AT3G55380	UBC14	UBC14	824704	protein_coding
AT2G16953	AT2G16953	AT2G16953	28718281	protein_coding
AT2G22320	AT2G22320	AT2G22320	816764	protein_coding
AT1G26760	SDG35	SDG35	839217	protein_coding
AT1G05250	AT1G05250	AT1G05250	838206	protein_coding
AT3G44560	FAR8	FAR8	823581	protein_coding
AT1G67260	TCP1	TCP1	3767658	protein_coding
AT4G31950	CYP82C3	CYP82C3	829325	protein_coding
AT5G51680	AT5G51680	AT5G51680	835242	protein_coding
AT4G10925	AT4G10925	AT4G10925	826691	protein_coding
AT3G56520	AT3G56520	AT3G56520	824819	protein_coding
AT1G24575	AT1G24575	AT1G24575	839072	protein_coding
AT4G31690	AT4G31690	AT4G31690	829297	protein_coding
AT1G12790	AT1G12790	AT1G12790	837835	protein_coding
AT4G34640	SQS1	SQS1	829616	protein_coding
AT4G03340	AT4G03340	AT4G03340	827969	protein_coding
AT2G37260	TTG2	TTG2	818303	protein_coding
AT5G54610	ANK	ANK	835550	protein_coding
AT3G27970	AT3G27970	AT3G27970	822421	protein_coding
AT4G13550	AT4G13550	AT4G13550	826988	protein_coding
AT1G04850	AT1G04850	AT1G04850	839399	protein_coding
AT5G20560	AT5G20560	AT5G20560	832178	protein_coding
AT3G17420	GPK1	GPK1	821006	protein_coding
AT3G08780	AT3G08780	AT3G08780	820025	protein_coding
AT1G31760	AT1G31760	AT1G31760	840063	protein_coding
AT5G65470	AT5G65470	AT5G65470	836672	protein_coding
AT1G33250	AT1G33250	AT1G33250	840219	protein_coding
AT1G74000	SS3	SS3	843738	protein_coding
AT3G55660	ROPGEF6	ROPGEF6	824732	protein_coding
AT4G15562	AT4G15562	AT4G15562	28720132	protein_coding
AT3G48480	AT3G48480	AT3G48480	824007	protein_coding
AT5G66420	AT5G66420	AT5G66420	836774	protein_coding
AT3G02740	AT3G02740	AT3G02740	821256	protein_coding
AT1G55580	LAS	LAS	842007	protein_coding
AT1G53903	AT1G53903	AT1G53885	841826	protein_coding
AT3G63400	AT3G63400	AT3G63400	825515	protein_coding
AT1G19715	AT1G19715	AT1G19715	838560	protein_coding
AT5G62750	AT5G62750	AT5G62750	836396	protein_coding
AT2G04031	AT2G04031	AT2G04031	5007867	protein_coding
AT3G06130	AT3G06130	AT3G06130	819786	protein_coding
AT5G50000	AT5G50000	AT5G50000	835064	protein_coding
AT1G69430	AT1G69430	AT1G69430	843275	protein_coding
AT1G53340	AT1G53340	AT1G53340	841769	protein_coding
ATCG00160	rps2			protein_coding
AT3G05660	RLP33	RLP33	819733	protein_coding
AT2G16130	PMT2	PMT2	816110	protein_coding
AT5G63820	AT5G63820	AT5G63820	836502	protein_coding
AT3G17140	AT3G17140	AT3G17140	820971	protein_coding
AT3G24110	AT3G24110	AT3G24110	821997	protein_coding
AT1G29890	RWA4	RWA4	839867	protein_coding
AT2G47560	AT2G47560	AT2G47560	819369	protein_coding
AT4G28600	NPGR2	NPGR2	828978	protein_coding
AT1G80290	AT1G80290	AT1G80290	844369	protein_coding
AT1G56540	AT1G56540	AT1G56540	842107	protein_coding
AT2G37390	NAKR2	NAKR2	818315	protein_coding
AT2G06050	OPR3	OPR3	815160	protein_coding
AT3G20920	AT3G20920	AT3G20920	821641	protein_coding
AT5G26220	AT5G26220	AT5G26220	832691	protein_coding
AT3G54830	AT3G54830	AT3G54830	824648	protein_coding
AT3G09190	AT3G09190	AT3G09190	3768781	protein_coding
AT3G05545	AT3G05545	AT3G05545	819720	protein_coding
AT1G48650	AT1G48650	AT1G48650	841287	protein_coding
AT4G27400	AT4G27400	AT4G27400	828848	protein_coding
AT2G35250	AT2G35250	AT2G35250	818092	protein_coding
AT5G15730	CRLK2	CRLK2	831429	protein_coding
AT1G22670	AT1G22670	AT1G22670	838873	protein_coding
AT1G07030	AT1G07030	AT1G07030	837214	protein_coding
AT5G61930	APO3	APO3	836314	protein_coding
AT4G27260	WES1	WES1	828834	protein_coding
AT1G69860	AT1G69860	AT1G69860	843322	protein_coding
AT1G10120	AT1G10120	AT1G10120	837549	protein_coding
AT5G08760	AT5G08760	AT5G08760	5008204	protein_coding
AT2G38390	AT2G38390	AT2G38390	818420	protein_coding
AT1G43650	UMAMIT22	UMAMIT22	840949	protein_coding
AT3G26470	AT3G26470	AT3G26470	822252	protein_coding
AT1G09960	SUT4	SUT4	837530	protein_coding
AT4G27370	VIIIB	VIIIB	828845	protein_coding
AT2G25250	AT2G25250	AT2G25250	817063	protein_coding
AT5G42110	AT5G42110	AT5G42110	834216	protein_coding
AT1G51990	AT1G51990	AT1G51990	841628	protein_coding
AT5G23030	TET12	TET12	832367	protein_coding
AT3G51100	AT3G51100	AT3G51100	824274	protein_coding
AT3G29580	AT3G29580	AT3G29580	822622	protein_coding
AT3G28370	AT3G28370	AT3G28370	822466	protein_coding
AT2G15710	AT2G15710	AT2G15710	816065	protein_coding
AT5G20250	DIN10	DIN10	832147	protein_coding
AT4G21470	FMN/FHY	FMN/FHY	828232	protein_coding
AT4G05220	AT4G05220	AT4G05220	825870	protein_coding
AT4G04730	AT4G04730	AT4G04730	825808	protein_coding
AT2G33520	AT2G33520	AT2G33520	817917	protein_coding
AT1G53625	AT1G53625	AT1G53625	841798	protein_coding
AT1G63360	AT1G63360	AT1G63360	842642	protein_coding
AT1G33330	AT1G33330	AT1G33330	840227	protein_coding
AT3G26840	PES2	PES2	822299	protein_coding
AT1G74929	AT1G74929	AT1G74929	6240887	protein_coding
AT3G29010	AT3G29010	AT3G29010	822541	protein_coding
AT3G10450	SCPL7	SCPL7	820209	protein_coding
AT4G12485	AT4G12485	AT4G12485	31370880	protein_coding
AT4G34800	AT4G34800	AT4G34800	28720205	protein_coding
AT4G28340	AT4G28340	AT4G28340	828949	protein_coding
AT1G63430	AT1G63430	AT1G63430	842649	protein_coding
AT3G14510	AT3G14510	AT3G14510	820674	protein_coding
AT1G80720	AT1G80720	AT1G80720	844411	protein_coding
AT1G69770	CMT3	CMT3	843313	protein_coding
AT1G08460	HDA08	HDA08	837366	protein_coding
AT1G78710	TBL42	TBL42	844207	protein_coding
AT4G03820	AT4G03820	AT4G03820	825687	protein_coding
AT3G28930	AIG2	AIG2	822529	protein_coding
AT3G52950	AT3G52950	AT3G52950	824461	protein_coding
AT2G26330	ER	ER	817173	protein_coding
AT1G08610	AT1G08610	AT1G08610	837383	protein_coding
AT3G57620	AT3G57620	AT3G57620	824931	protein_coding
AT5G08070	TCP17	TCP17	830701	protein_coding
AT1G17540	AT1G17540	AT1G17540	838328	protein_coding
AT2G39280	AT2G39280	AT2G39280	818513	protein_coding
AT1G27380	RIC2	RIC2	839627	protein_coding
AT1G58643	AT1G58643	AT1G58643	842221	protein_coding
AT5G08450	AT5G08450	AT5G08450	830744	protein_coding
AT5G14030	AT5G14030	AT5G14030	831251	protein_coding
AT1G48953	AT1G48953	AT1G48953	6240581	protein_coding
AT5G66080	AT5G66080	AT5G66080	836740	protein_coding
AT2G47730	GSTF8	GSTF8	819386	protein_coding
AT2G02310	PP2-B6	PP2-B6	814762	protein_coding
AT4G11020	AT4G11020	AT4G11020	826703	protein_coding
AT3G50670	U1-70K	U1-70K	824230	protein_coding
AT1G51440	AT1G51440	AT1G51440	841569	protein_coding
AT2G07719	AT2G07719	AT2G07719	815393	protein_coding
AT1G18871	AT1G18871	AT1G18871	6240969	protein_coding
AT1G25210	LpxC5	LpxC1	839084	protein_coding
AT1G21610	AT1G21610	AT1G21610	838762	protein_coding
AT5G05340	PRX52	PRX52	830416	protein_coding
AT5G45440	AT5G45440	AT5G45440	834580	protein_coding
AT4G05110	ENT6	ENT6	825856	protein_coding
AT5G25380	CYCA2;1	CYCA2;1	832610	protein_coding
AT3G44080	AT3G44080	AT3G44080	823526	protein_coding
AT1G79710	AT1G79710	AT1G79710	844310	protein_coding
AT5G56920	AT5G56920	AT5G56920	835794	protein_coding
AT5G38000	AT5G38000	AT5G38000	833779	protein_coding
AT5G15050	AT5G15050	AT5G15050	831357	protein_coding
AT3G50370	AT3G50370	AT3G50370	824199	protein_coding
AT1G80840	WRKY40	WRKY40	844423	protein_coding
AT5G53670	AT5G53670	AT5G53670	835448	protein_coding
ATMG00440	ATMG00440			protein_coding
AT2G23160	AT2G23160	AT2G23160	816848	protein_coding
AT4G29940	PRHA	PRHA	829117	protein_coding
AT4G23640	TRH1	TRH1	828464	protein_coding
AT3G09550	AT3G09550	AT3G09550	820112	protein_coding
AT3G07568	AT3G07568	AT3G07568	819947	protein_coding
AT5G44630	AT5G44630	AT5G44630	834491	protein_coding
AT2G40900	UMAMIT11	UMAMIT11	818687	protein_coding
AT2G39140	SVR1	SVR1	818500	protein_coding
AT5G05950	MEE60	MEE60	830480	protein_coding
AT3G48670	IDN2	IDN2	824027	protein_coding
AT5G63810	BGAL10	BGAL10	836501	protein_coding
AT5G02340	AT5G02340	AT5G02340	831744	protein_coding
AT4G32470	AT4G32470	AT4G32470	829382	protein_coding
AT3G11270	MEE34	MEE34	820298	protein_coding
AT2G46440	CNGC11	CNGC11	819252	protein_coding
AT2G17630	AT2G17630	AT2G17630	816270	protein_coding
AT2G21105	AT2G21105			protein_coding
AT5G24100	AT5G24100	AT5G24100	832475	protein_coding
AT4G29330	DER1	DER1	829054	protein_coding
AT2G15470	AT2G15470	AT2G15470	816039	protein_coding
AT2G47790	AT2G47790	AT2G47790	819391	protein_coding
AT1G71300	AT1G71300	AT1G71300	843471	protein_coding
AT5G48545	HINT3	HINT3	2746201	protein_coding
AT1G49490	AT1G49490	AT1G49490	841373	protein_coding
AT1G23645	AT1G23645	AT1G23645	28717261	protein_coding
AT3G08530	AT3G08530	AT3G08530	820001	protein_coding
AT1G09795	ATP-PRT2	ATP-PRT2	837509	protein_coding
AT2G19190	FRK1	FRK1	816436	protein_coding
AT5G56950	NAP1;3	NAP1;3	835797	protein_coding
AT3G22380	TIC	TIC	821807	protein_coding
AT2G41835	AT2G41835	AT2G41835	818783	protein_coding
AT4G23590	AT4G23590	AT4G23590	828459	protein_coding
AT3G05140	RBK2	RBK2	819676	protein_coding
AT1G48690	AT1G48690	AT1G48690	841291	protein_coding
AT4G35620	CYCB2;2	CYCB2;2	829714	protein_coding
AT3G29750	AT3G29750	AT3G29750	822661	protein_coding
AT1G49570	AT1G49570	AT1G49570	841381	protein_coding
AT3G54500	AT3G54500	AT3G54500	824615	protein_coding
AT2G45130	SPX3	SPX3	819120	protein_coding
AT1G68470	AT1G68470	AT1G68470	843176	protein_coding
AT5G58400	AT5G58400	AT5G58400	835953	protein_coding
AT2G39110	AT2G39110	AT2G39110	818497	protein_coding
AT5G39510	SGR4	SGR4	833947	protein_coding
AT4G32660	AME3	AME3	829401	protein_coding
AT1G75580	AT1G75580	AT1G75580	843893	protein_coding
AT5G23090	NF-YB13	NF-YB13	832373	protein_coding
AT5G45920	AT5G45920	AT5G45920	834632	protein_coding
AT3G52760	AT3G52760	AT3G52760	824442	protein_coding
AT5G52750	AT5G52750	AT5G52750	835352	protein_coding
AT5G18830	SPL7	SPL7	832001	protein_coding
AT3G27460	SGF29a	SGF29a	822367	protein_coding
AT2G38910	CPK20	CPK20	818476	protein_coding
AT3G62780	AT3G62780	AT3G62780	825453	protein_coding
AT3G28210	PMZ	PMZ	822447	protein_coding
AT3G47675	AT3G47675	AT3G47675	2745949	protein_coding
AT2G44360	AT2G44360	AT2G44360	819043	protein_coding
AT5G50720	HVA22E	HVA22E	835144	protein_coding
AT2G36060	MMZ3	MMZ3	818179	protein_coding
AT1G26400	AT1G26400	AT1G26400	839182	protein_coding
AT4G19470	AT4G19470	AT4G19470	827688	protein_coding
AT4G04360	AT4G04360	AT4G04360	825756	protein_coding
AT3G25060	AT3G25060	AT3G25060	822097	protein_coding
AT2G07684	AT2G07684	AT2G07684	6240408	protein_coding
AT1G72980	LBD7	LBD7	843629	protein_coding
AT5G51840	AT5G51840	AT5G51840	835259	protein_coding
AT4G17490	ERF6	ERF6	827463	protein_coding
AT1G59970	AT1G59970	AT1G59970	842291	protein_coding
AT2G32950	COP1	COP1	817857	protein_coding
AT3G26240	AT3G26240	AT3G26240	822226	protein_coding
AT3G04860	AT3G04860	AT3G04860	819646	protein_coding
AT1G11520	AT1G11520	AT1G11520	837695	protein_coding
AT2G24420	AT2G24420	AT2G24420	816978	protein_coding
AT1G30640	AT1G30640	AT1G30640	839944	protein_coding
AT2G40950	BZIP17	BZIP17	818694	protein_coding
AT5G21930	PAA2	PAA2	832253	protein_coding
AT1G26440	UPS5	UPS5	839185	protein_coding
AT1G51320	AT1G51320	AT1G51320	841555	protein_coding
AT5G24240	AT5G24240	AT5G24240	832491	protein_coding
AT1G22070	TGA3	TGA3	838812	protein_coding
AT4G25310	AT4G25310	AT4G25310	828634	protein_coding
AT1G26700	MLO14	MLO14	839211	protein_coding
AT3G55990	ESK1	ESK1	824765	protein_coding
AT3G43940	AT3G43940	AT3G43940	823510	protein_coding
AT5G27607	AT5G27607	AT5G27607	28721203	protein_coding
AT2G40750	WRKY54	WRKY54	818670	protein_coding
AT3G09920	PIP5K9	PIP5K9	820151	protein_coding
AT3G54900	CXIP1	CXIP1	824655	protein_coding
AT3G16500	PAP1	PAP1	820898	protein_coding
AT5G25480	DNMT2	DNMT2	832623	protein_coding
AT3G12910	AT3G12910	AT3G12910	820475	protein_coding
AT2G05100	LHCB2.1	LHCB2.1	815058	protein_coding
AT3G18510	AT3G18510	AT3G18510	821381	protein_coding
AT1G73603	LCR64	LCR64	3767692	protein_coding
AT4G08876	AT4G08876	AT4G08876	826463	protein_coding
AT1G55650	AT1G55650	AT1G55650	842014	protein_coding
AT5G65130	AT5G65130	AT5G65130	836637	protein_coding
AT3G25730	EDF3	EDF3	822164	protein_coding
AT1G78180	AT1G78180	AT1G78180	844154	protein_coding
AT2G28960	AT2G28960	AT2G28960	817445	protein_coding
AT3G48680	GAMMA CAL2	GAMMA CAL2	824029	protein_coding
AT2G04842	EMB2761	EMB2761	815029	protein_coding
AT3G63360	AT3G63360	AT3G63360	825511	protein_coding
AT1G55928	AT1G55928	AT1G55928	3767464	protein_coding
AT3G18010	WOX1	WOX1	821325	protein_coding
AT4G18550	DSEL	DSEL	827587	protein_coding
AT4G12000	AT4G12000	AT4G12000	826807	protein_coding
AT1G29880	AT1G29880	AT1G29880	839866	protein_coding
AT3G01250	AT3G01250	AT3G01250	821184	protein_coding
AT5G27280	AT5G27280	AT5G27280	832786	protein_coding
AT1G53645	AT1G53645	AT1G53645	841801	protein_coding
AT3G46070	AT3G46070	AT3G46070	823750	protein_coding
AT3G19120	AT3G19120	AT3G19120	821446	protein_coding
AT5G37180	SUS5	SUS5	833692	protein_coding
AT3G21305	AT3G21305	AT3G21305	28719294	protein_coding
AT4G37760	SQE3	SQE3	829932	protein_coding
AT3G01840	LYK2	LYK2	820047	protein_coding
AT2G20690	AT2G20690	AT2G20690	816597	protein_coding
AT4G02510	TOC159	TOC159	827934	protein_coding
AT5G10110	AT5G10110	AT5G10110	830875	protein_coding
AT2G45580	CYP76C3	CYP76C3	819166	protein_coding
AT2G31360	ADS2	ADS2	817694	protein_coding
AT3G14290	PAE2	PAE2	820649	protein_coding
AT3G23090	AT3G23090	AT3G23090	821884	protein_coding
AT3G08690	UBC11	UBC11	820016	protein_coding
AT2G01830	WOL	WOL	814714	protein_coding
AT3G48540	AT3G48540	AT3G48540	824013	protein_coding
AT4G34750	AT4G34750	AT4G34750	829627	protein_coding
AT1G06240	AT1G06240	AT1G06240	837134	protein_coding
AT5G05050	AT5G05050	AT5G05050	830387	protein_coding
AT1G72330	ALAAT2	ALAAT2	843565	protein_coding
AT3G48343	AT3G48343	AT3G48343	28719388	protein_coding
AT3G54300	VAMP727	VAMP727	824597	protein_coding
AT5G42470	AT5G42470	AT5G42470	834254	protein_coding
AT5G51380	AT5G51380	AT5G51380	835212	protein_coding
AT4G28150	AT4G28150	AT4G28150	828930	protein_coding
AT3G36659	AT3G36659	AT3G36659	819850	protein_coding
AT1G20840	TMT1	TMT1	838676	protein_coding
AT4G33040	AT4G33040	AT4G33040	829441	protein_coding
AT1G45050	ATUBC2-1	ATUBC2-1	841072	protein_coding
AT5G61770	PPAN	PPAN	836299	protein_coding
AT3G58970	MGT6	MGT6	825066	protein_coding
AT1G52500	MMH-1	MMH-1	841681	protein_coding
AT5G58750	AT5G58750	AT5G58750	835989	protein_coding
AT3G13010	AT3G13010	AT3G13010	820487	protein_coding
AT1G10430	PP2A-2	PP2A-2	837583	protein_coding
AT3G01820	AT3G01820	AT3G01820	821071	protein_coding
AT2G31865	PARG2	PARG2	817744	protein_coding
AT3G54630	AT3G54630	AT3G54630	824628	protein_coding
AT1G05670	AT1G05670	AT1G05670	837074	protein_coding
AT5G66240	AT5G66240	AT5G66240	836756	protein_coding
AT4G19990	FRS1	FRS1	827744	protein_coding
AT4G18380	AT4G18380	AT4G18380	827567	protein_coding
AT1G64110	DAA1	DAA1	842716	protein_coding
AT2G16710	AT2G16710	AT2G16710	816172	protein_coding
AT5G47050	AT5G47050	AT5G47050	834751	protein_coding
AT1G65220	AT1G65220	AT1G65220	842829	protein_coding
AT1G13635	AT1G13635	AT1G13635	2745751	protein_coding
AT4G27415	AT4G27415	AT4G27415	2745727	protein_coding
AT2G29080	ftsh3	ftsh3	817456	protein_coding
AT4G03635	AT4G03635	AT4G03635	5008119	protein_coding
AT5G45095	AT5G45095	AT5G45095	834542	protein_coding
AT3G45720	AT3G45720	AT3G45720	823714	protein_coding
AT5G65000	AT5G65000	AT5G65000	836624	protein_coding
AT2G46280	TRIP-1	TRIP-1	819236	protein_coding
AT4G34200	EDA9	EDA9	829568	protein_coding
AT2G19870	AT2G19870	AT2G19870	816506	protein_coding
AT5G35660	AT5G35660	AT5G35660	3771291	protein_coding
AT3G15548	AT3G15548	AT3G15548	6241436	protein_coding
AT5G34908	AT5G34908	AT5G34908	5008239	protein_coding
AT2G14210	AGL44	AGL44	815907	protein_coding
AT5G59800	MBD7	MBD7	836101	protein_coding
AT3G54530	AT3G54530	AT3G54530	824618	protein_coding
AT1G54950	AT1G54950	AT1G54950	841935	protein_coding
AT2G28520	VHA-A1	VHA-A1	817400	protein_coding
ATMG00850	ATMG00850			protein_coding
AT4G12800	PSAL	PSAL	826892	protein_coding
AT3G62900	AT3G62900	AT3G62900	825465	protein_coding
AT3G54410	AT3G54410	AT3G54410	824607	protein_coding
AT1G55730	CAX5	CAX5	842022	protein_coding
AT1G07310	AT1G07310	AT1G07310	837242	protein_coding
AT1G77230	AT1G77230	AT1G77230	844059	protein_coding
AT1G52400	BGLU18	BGLU18	841670	protein_coding
AT5G60580	AT5G60580	AT5G60580	836179	protein_coding
AT5G24790	AT5G24790	AT5G24790	832548	protein_coding
AT5G48780	AT5G48780	AT5G48780	834936	protein_coding
AT5G41490	AT5G41490	AT5G41490	834150	protein_coding
AT3G22320	NRPB5	NRPB5	821801	protein_coding
AT5G22820	AT5G22820	AT5G22820	832345	protein_coding
AT2G22345	AT2G22345	AT2G22345	3768035	protein_coding
AT2G44440	EML4	EML4	819051	protein_coding
AT4G30993	AT4G30993	AT4G30993	829225	protein_coding
AT3G57440	AT3G57440	AT3G57440	824911	protein_coding
AT5G60260	AT5G60260	AT5G60260	836148	protein_coding
AT5G14740	CA2	CA2	831326	protein_coding
AT1G16430	AT1G16430	AT1G16430	838213	protein_coding
AT5G66760	SDH1-1	SDH1-1	836809	protein_coding
AT5G54225	LCR83	LCR83	3771507	protein_coding
AT1G27752	AT1G27752	AT1G27752	5007732	protein_coding
AT3G09700	AT3G09700	AT3G09700	820127	protein_coding
AT2G16580	AT2G16580	AT2G16580	816158	protein_coding
AT5G47510	AT5G47510	AT5G47510	834801	protein_coding
AT3G50390	AT3G50390	AT3G50390	824203	protein_coding
AT1G14880	PCR1	PCR1	838053	protein_coding
AT4G34350	HDR	HDR	829585	protein_coding
AT4G14368	AT4G14368	AT4G14368	7922506	protein_coding
AT1G11190	BFN1	BFN1	837660	protein_coding
AT2G30730	AT2G30730	AT2G30730	817624	protein_coding
AT3G23070	CFM3A	CFM3A	821881	protein_coding
AT5G16950	AT5G16950	AT5G16950	831558	protein_coding
AT2G23690	AT2G23690	AT2G23690	816900	protein_coding
AT2G40710	AT2G40710	AT2G40710	818666	protein_coding
AT2G30925	AT2G30925	AT2G30925	817643	protein_coding
AT3G14360	AT3G14360	AT3G14360	820657	protein_coding
AT1G43100	AT1G43100	AT1G43100	840909	protein_coding
AT2G31265	AT2G31265	AT2G31265	28718320	protein_coding
AT1G26650	AT1G26650	AT1G26650	839205	protein_coding
AT5G43066	AT5G43066	AT5G43066	6240501	protein_coding
AT5G20300	Toc90	Toc90	832152	protein_coding
AT3G01550	PPT2	PPT2	821114	protein_coding
AT5G49950	AT5G49950	AT5G49950	835059	protein_coding
