	Gene1	Gene2	EdgeWeight
2388	Cep162	Cdk11b	0.3122792788606983
2389	Adarb1	Hspa5	0.3122476999532823
2390	Slc25a5	Lurap1l	0.3122290754117727
2391	Egfr	Dlat	0.3121968884966418
2392	Adarb1	Stau1	0.3121793686527137
2393	Prrc1	Ybx1	0.3120208424091829
2394	Acta2	Ybx1	0.3119913902578937
2395	Piezo2	Ubc	0.3119209399153283
2396	Ybx1	Fam120c	0.311914852631827
2397	Setbp1	Plk2	0.3119088862521041
2398	Lrrc4c	Plk2	0.3118973361764003
2399	Cdh18	Ngf	0.3118950877726186
2400	Vkorc1l1	Adarb1	0.3118668073618855
2401	Ptma	Brinp3	0.3118461687726335
2402	Crim1	Msrb3	0.3118367036108289
2403	Zfc3h1	Rpl23	0.3118216361349973
2404	Hgf	Rps5	0.311751339060286
2405	Rps24	Col12a1	0.3116943223600141
2406	Lars2	Abcf1	0.311688638556189
2407	Snx25	Thsd7a	0.3116073227843469
2408	Ptma	Sh3bgrl	0.3115623984899242
2409	Mir6236	Ybx1	0.3115501110994841
2410	Rpl13a	Piezo2	0.3115287184846221
2411	Piezo2	Stau1	0.3114709302571444
2412	Chka	Rps18	0.3114478732544684
2413	Tra2b	Eya1	0.3114262893412644
2414	Wdpcp	Egfr	0.3113751882534167
2415	Rpl8	Plk2	0.3113634763081734
2416	Sh3bgrl	Plk2	0.3113398365180622
2417	Rbm20	Sulf1	0.3112773064224965
2418	Snrpb	Ptma	0.3111615626027275
2419	Rpl13a	Col12a1	0.3110530131829131
2420	Sh3bgrl	Pparg	0.3110454010433582
2421	Slc25a4	Eif1	0.3110348289129787
2422	Eya1	Ngf	0.311027025904816
2423	Sdad1	Mrps6	0.3110154104549177
2424	Pdgfc	Adarb1	0.3109588250458943
2425	Anp32b	Ubc	0.3108610279779492
2426	Sdad1	Slc8a1	0.310826728435683
2427	Ankrd1	Plk2	0.3108040110041497
2428	Angpt1	Has2	0.3107663898617528
2429	Rnf169	Timp3	0.310705641097885
2430	Ybx1	Gulp1	0.3106964213548113
2431	Tra2b	Setbp1	0.3106850111100012
2432	Kirrel3	Thsd7a	0.3106474736410822
2433	Eya1	Ttc17	0.3106421786446818
2434	Mars1	Eya1	0.3106239999361646
2435	Thoc1	Hells	0.3105687568553866
2436	Pdgfc	Hdgf	0.3105188023825259
2437	Lrrc4c	Cracd	0.3105031920073631
2438	Pdk4	Rack1	0.310488749061335
2439	Scaf1	Ybx1	0.3104435700304274
2440	Rbm41	Ptma	0.3104427637010227
2441	Crim1	Rps5	0.3104127888487678
2442	Hdgf	Lyar	0.3104054104592577
2443	Nasp	Cdkn1a	0.3104053319995474
2444	Mrps6	Sh3bgrl	0.3103225649996213
2445	Eya1	Ndst3	0.3102898786221228
2446	Pkia	Lgr6	0.3102521607247253
2447	Gcn1	Has2	0.3102076676722519
2448	Mrps6	Khdc4	0.3101024072041532
2449	Setbp1	Sh3bgrl	0.3100846116731063
2450	Ybx1	Cracd	0.3100440308482392
2451	Gigyf1	Ybx1	0.3100170426796834
2452	Tra2b	Adarb1	0.3099970161805229
2453	Ryr3	Slc25a5	0.3099637769004161
2454	Wdhd1	Adarb1	0.309948016263228
2455	Gapdh	Mdm2	0.3099136825029341
2456	Rbm20	Adamtsl3	0.3098888802940628
2457	Ybx1	Angpt1	0.309861549642575
2458	Pdlim5	Rbm20	0.3098416109569564
2459	Ybx1	Hspa5	0.3098237458671169
2460	Pkia	Zfp131	0.3097766199039924
2461	Junb	Khdc4	0.3097683675003572
2462	Stau1	Cdkn1a	0.3097459513980971
2463	Angpt1	Crim1	0.3097216076573453
2464	Pkia	Rps18	0.3097152699725177
2465	Tial1	Egfr	0.3096976882048489
2466	Hdgf	Rps3	0.3096553138569104
2467	Rnf169	Pparg	0.3096507517877246
2468	Heatr3	Col12a1	0.3095301577248407
2469	Eya1	Pcf11	0.3095173675641153
2470	Pkia	Hmgn1	0.3094891775545251
2471	Cdk11b	Plk2	0.3094678849418651
2472	Nrg1	Ybx1	0.3094578078414228
2473	Lingo2	Kcnq1ot1	0.3094360172953243
2474	Anp32b	Rps24	0.3094333859563966
2475	Tmtc2	Plk2	0.3094018560315072
2476	Hgf	Pcdh7	0.3093340572849545
2477	Ybx1	Neat1	0.3093184210951412
2478	Ldha	Khdc4	0.3092610717478966
2479	Lrrc4c	Adamtsl3	0.3092247114531643
2480	Creb5	Ryr3	0.3091979157263255
2481	Piezo2	Nav3	0.3091668197736351
2482	Hdgf	Adamtsl3	0.309016258622901
2483	Mdm2	Khdc4	0.3089994904593074
2484	Hk2	Slc25a4	0.3089658950804222
2485	Has2	Mdm2	0.3089236091366126
2486	Mcm3	Crim1	0.308868111541324
2487	Slc8a1	Rpl7a	0.3088241994191137
2488	Dlat	Anp32b	0.3088147248197496
2489	Ptma	Top2a	0.3087469407319002
2490	Hgf	Thbs1	0.3087360932661314
2491	Dlat	Ldha	0.3087327061004563
2492	Cox4i1	Ptma	0.3086835471032384
2493	Slc25a4	Pparg	0.3085504103383656
2494	Ppp1r18	Egfr	0.3085333743908932
2495	Pcdh7	Has2	0.3084900397241052
2496	Plekhh2	Akap12	0.3083436956233101
2497	Aspm	Sulf1	0.3083076580230934
2498	Col12a1	Adamtsl3	0.3082747303267104
2499	Ptma	Igfbp2	0.3082656015839867
2500	Ptma	Rps4x	0.3082383657544841
2501	Ccser1	Plekhh2	0.3082144566314881
2502	Sh3bgrl	Cdkn1a	0.308210167598636
2503	Errfi1	Ybx1	0.308203944533097
2504	Hdgf	Lingo2	0.3081850761653354
2505	Lingo2	Egfr	0.308157986125998
2506	Yars	Adarb1	0.3080767791930274
2507	Rgs20	Ptma	0.3080430900395264
2508	Lingo2	Slc25a4	0.3079800969369282
2509	Thbs1	Efna5	0.3079663672770071
2510	Eef1g	Adarb1	0.3079663540348697
2511	Rps26	Rack1	0.3079518530262219
2512	Piezo2	Khdc4	0.30792350137805
2513	Sod1	Ybx1	0.3078866465072012
2514	Samhd1	Ptma	0.307871562697957
2515	Col12a1	Eefsec	0.3078684786960761
2516	Gtf2f1	Ybx1	0.3078092173501364
2517	Pde10a	Piezo2	0.3077977721976127
2518	Gm38211	Slc25a4	0.3077811230177965
2519	Tnc	Zfc3h1	0.3077267208913025
2520	Ybx1	Pcdh7	0.3077098413633064
2521	Gm38211	Hgf	0.3076530598149308
2522	Eya1	Rps18	0.3076503845799148
2523	Setbp1	Timp3	0.3076380817081508
2524	Ptma	Igf2bp2	0.3076000845300878
2525	Snrpd1	Ybx1	0.3075561250478564
2526	Hgf	Eefsec	0.3075442119352886
2527	Rbm41	Rack1	0.3075438660396699
2528	Nkap	Crim1	0.3074917673753277
2529	Wdr36	Col12a1	0.3074880328470591
2530	Nasp	Cdh6	0.3074703916015416
2531	Rbm20	Ndst3	0.3074190859208709
2532	Ptma	Ubc	0.3074163476502224
2533	Sdad1	Rack1	0.3073907208916034
2534	Utp14a	Zfc3h1	0.3073642345530894
2535	Bmpr1b	Ptma	0.3073556514630607
2536	Sec63	Cep162	0.307345754813033
2537	Slc8a1	Atp5pb	0.307342317788852
2538	Poldip3	Ybx1	0.3073306066311803
2539	Adarb1	Heatr3	0.3073118222927751
2540	Ybx1	Rps24	0.3072897075191536
2541	Pkia	Lurap1l	0.3072815595625459
2542	Sec63	Mdm2	0.3072613223464489
2543	Lsg1	Ptma	0.3072459180389963
2544	Rpl8	Grik2	0.3072335850015042
2545	Aspm	Sec63	0.3071444937710153
2546	Nav3	Glyr1	0.3071318213246233
2547	Abcf1	Rpl14	0.3071317605262174
2548	Hells	Gfra1	0.3070766738365378
2549	Rack1	Brinp3	0.3069165975248766
2550	Trir	Sec63	0.3069142489809674
2551	Rpl23	Rps8	0.3068773141646282
2552	Sdad1	Egfr	0.3068722331100596
2553	Hgf	Atp5pb	0.306848653567738
2554	Tnc	Rps8	0.3068428667330525
2555	Plekhh2	Eefsec	0.3068336996835677
2556	Eya1	Hmgn1	0.3068105716350308
2557	Abcf1	Eef1g	0.3067847384215868
2558	Yars	Anp32b	0.3066981827612885
2559	Lsg1	Adarb1	0.3066967633097692
2560	Slc25a4	Atp5pb	0.3066268141310135
2561	Slc25a4	Top2a	0.3066044375328856
2562	Hdgf	Pdgfc	0.3065669513445522
2563	Neat1	Mrps6	0.3065617059942513
2564	Setbp1	Ttc17	0.3065439694346775
2565	Rpl8	Efna5	0.3064223679701096
2566	Crim1	Lars2	0.3064036741751778
2567	Pde10a	Slc25a4	0.3063980197693979
2568	Vkorc1l1	Piezo2	0.3063743447482261
2569	Aspm	Slc25a4	0.3063263830173146
2570	Efcab11	Pcdh7	0.3063251954193583
2571	Ptma	Glyr1	0.3062309866066344
2572	Kcnq1ot1	Mdm2	0.3061632735807947
2573	Mcm5	Ptma	0.3061372255655432
2574	Pcdh7	Hdgf	0.3061288272075345
2575	Anp32b	Vegfc	0.3061261940949509
2576	Egfr	Rpl23	0.3060849676829385
2577	Rps4x	Gapdh	0.3060688210919751
2578	Mdm2	Cdh18	0.3060477597696643
2579	Slc25a4	Cdh18	0.3059853782892711
2580	Eya1	Csnk2a1	0.3059721010357883
2581	Hdgf	Gfra1	0.3059674672180681
2582	Drg1	Adarb1	0.3059600891631355
2583	Tial1	Plekhh2	0.305958498436665
2584	Rae1	Adarb1	0.3059474879411269
2585	Pkia	Rpl5	0.3059223196898473
2586	Mrps6	Nusap1	0.3059157447352866
2587	Rack1	Pcdh7	0.3059020089275695
2588	Adarb1	Utp14a	0.3059009613379411
2589	Rps26	Hdgf	0.3057445152795615
2590	Kirrel3	Plekhh2	0.3057268241259049
2591	Hgf	Fbxl7	0.3056230499046384
2592	Pacrg	Rack1	0.3056087004841016
2593	Ptma	Ryr3	0.3055681317407649
2594	Fn1	Egfr	0.3055331320528929
2595	Gapdh	Zfp131	0.3055136886033489
2596	Ptma	Rps5	0.305505092791045
2597	Rack1	Pdgfc	0.3055015491280495
2598	Strbp	Ybx1	0.3054346867013086
2599	Egfr	Tafa2	0.3054027240048249
2600	Abcf1	Nusap1	0.3053662830617796
2601	Nav3	Slc25a5	0.305347568155711
2602	Mrps6	Aspm	0.3053264351980904
2603	Slc25a4	Glyr1	0.3053263648446619
2604	Id3	Nusap1	0.3052209560712242
2605	Ptma	Eif1	0.305186032978291
2606	Col12a1	Lars2	0.3051718818090168
2607	Eefsec	Atp5pb	0.3051697116423206
2608	Pparg	Rps5	0.3051014142023271
2609	Tra2b	Crim1	0.3050708607617409
2610	Eya1	Slit2	0.3050260765708077
2611	Drg1	Mrps6	0.3050113571262786
2612	Pdlim5	Sec63	0.305008574436084
2613	Eef1g	Ptma	0.3049938591904844
2614	Lars2	Crim1	0.3049258078463511
2615	Cavin2	Rack1	0.3049146586612588
2616	Anp32b	Slit2	0.3048238230262112
2617	Khdc4	Rpl14	0.3048228350772026
2618	Kcnq1ot1	Efcab11	0.3047351972664375
2619	Col12a1	Slc25a5	0.3047184461185369
2620	Mars1	Egfr	0.3046630451381396
2621	Lgr6	Efcab11	0.3046591752030636
2622	Adarb1	Glyr1	0.3045378263562445
2623	Slc25a4	Ryr3	0.3044974605441303
2624	Arpc1b	Cdkn1a	0.304493904387106
2625	Galnt18	Egfr	0.3044501027747726
2626	Peli2	Ptma	0.304444078110858
2627	Eif5a	Egfr	0.3044006596735643
2628	Snx25	Slc25a4	0.3043865618041996
2629	Zfc3h1	Atp5pb	0.3043481569585797
2630	Hacd3	Ybx1	0.3042773085961644
2631	Chka	Khdc4	0.3042555626553243
2632	Abcf1	Zfp131	0.3042520527904754
2633	Piezo2	Igf2bp2	0.3041048751609804
2634	Wdpcp	Zfc3h1	0.3041001512802899
2635	Vkorc1l1	Crim1	0.3040965837989319
2636	Abcf1	Ndst3	0.3040732687212178
2637	Zfc3h1	Rps18	0.3039420351190536
2638	Hgf	Tmtc2	0.3039043953065174
2639	Utp14a	Has2	0.3038918599334322
2640	Ldha	Pparg	0.3038870266896769
2641	Sec63	Lgr6	0.3038845953724523
2642	Slc8a1	Top2a	0.3038783461175481
2643	Arpc1b	Lurap1l	0.3038718697802272
2644	Igfbp5	Ldha	0.3038463563611159
2645	Egfr	Cdh6	0.303838855328004
2646	Eef1g	Eya1	0.3037470576908649
2647	Ebf1	Setbp1	0.3037215786723231
2648	Nvl	Rps18	0.303628600239521
2649	Zfc3h1	Ndst3	0.3035668237786044
2650	Rack1	Cracd	0.3035575015941532
2651	Slc8a1	Khdc4	0.3035076587070067
2652	Efna5	Slc25a5	0.3034489584827219
2653	Adarb1	Atp5pb	0.3034186681161345
2654	Crim1	Rpl14	0.3033692744869891
2655	Piezo2	Gfra1	0.303348926473462
2656	Utp14a	Hgf	0.3033199926381768
2657	Ppp1ca	Hgf	0.3032598340668976
2658	Ccser1	Thsd7a	0.3031824441244104
2659	Tpt1	Eya1	0.3031687520796517
2660	Nasp	Rps24	0.3031518987774056
2661	Ankrd1	Mrps6	0.3031507604045352
2662	Sdad1	Rbm20	0.303144628242724
2663	Egfr	Ubc	0.3031217892371319
2664	Col12a1	Ccser1	0.3030678975155912
2665	Cenpf	Rpl8	0.3029847447841693
2666	Chka	Zfp131	0.3029815501621425
2667	Adarb1	Lingo2	0.3029617570489776
2668	Rps4x	Adarb1	0.3029578181280523
2669	Eya1	Pparg	0.3029460690072417
2670	Has2	Cdkn1a	0.3029393866062655
2671	Slit2	Khdc4	0.302938727133991
2672	Adarb1	Adamtsl3	0.3029341701434303
2673	Zfp131	Sh3bgrl	0.3028975752420207
2674	Cep162	Thsd7a	0.3028685714148723
2675	Piezo2	Ndst3	0.3028602211457433
2676	Grik2	Tra2b	0.3028065742485307
2677	Anp32b	Csnk2a1	0.3027690479093389
2678	Ldha	Rps18	0.3027621292647948
2679	Abcf1	Plk2	0.302749332935767
2680	Vkorc1l1	Egfr	0.3027420767409384
2681	Ybx1	Vegfc	0.3027022624232325
2682	Nudt21	Egfr	0.3026872405143873
2683	Plekhh2	Khdc4	0.3026376150408587
2684	Cdkn1a	Zfp131	0.3026227508354361
2685	Utp6	Ptma	0.3026227190310027
2686	Wdhd1	Kcnq1ot1	0.3026138510935401
2687	Nusap1	Adarb1	0.3025241823040991
2688	Slc8a1	Ubc	0.3025057772282054
2689	Atp1b1	Rack1	0.3025042589143742
2690	Ndst3	Rpl5	0.302492970344587
2691	Ankrd1	Hgf	0.3024924190562031
2692	Chka	Cdkn1a	0.3024850000213845
2693	Col8a1	Ybx1	0.3024064553917276
2694	Ybx1	Ppp1ca	0.302401395232718
2695	Trir	Ptma	0.3023569854406611
2696	Wdhd1	Zfc3h1	0.3023284357360402
2697	Mdm2	Csnk2a1	0.3023033846085803
2698	Fhl1	Ybx1	0.3022433127895102
2699	Zfc3h1	Sh3bgrl	0.302216026800498
2700	Zfc3h1	Gfra1	0.3021871931206292
2701	Egfr	Nav3	0.302149715939498
2702	Chka	Atp5pb	0.302140849690044
2703	Col12a1	Efcab11	0.302110211929143
2704	Samhd1	Hdgf	0.3020985573885412
2705	Nav3	Mdm2	0.3020943356513275
2706	Anp32b	Nav3	0.302017387641415
2707	Rbm20	Slc25a5	0.3019642266771768
2708	Rpl7a	Efcab11	0.3019499969784509
2709	Gapdh	Timp3	0.3018805915625303
2710	Anp32b	Sqstm1	0.3017847701864078
2711	Col12a1	Ngf	0.3017702906553414
2712	Dlat	Zfp131	0.3017470820773391
2713	Fxr2	Eya1	0.3016858736643104
2714	Tet2	Slc25a4	0.3016652815554686
2715	Hgf	Hmgn1	0.3016622597337395
2716	Pdgfc	Cdk11b	0.3016365800888554
2717	Tra2b	Kcnq1ot1	0.3016312294327512
2718	Rack1	Tra2b	0.3015873880432528
2719	Slc25a4	Angpt1	0.3015686870438641
2720	Pkia	Rpl14	0.3015612941063031
2721	Col12a1	Cacnb2	0.3014232028020031
2722	Hdgf	Ndst3	0.3013920556847653
2723	Gapdh	Khdc4	0.3013159217990381
2724	Hdgf	Atp5pb	0.3013035496430929
2725	Lrrc4c	Khdc4	0.3012810003056979
2726	Egfr	Rps3	0.3012719981440874
2727	Mthfd1l	Hgf	0.3012670112684775
2728	Crim1	Zfp131	0.3012495080918363
2729	Eif4e2	Mrps6	0.3012327900809184
2730	Rpl5	Pparg	0.301197780686307
2731	Galnt18	Rack1	0.3011813428975096
2732	Lars2	Nvl	0.3011672584801819
2733	Hdgf	Grik2	0.3011319747491317
2734	Ptma	Angpt1	0.3010371568350246
2735	Snx25	Rbm20	0.301031410783754
2736	Crim1	Csnk2a1	0.3009242681056868
2737	Ebf1	Mdm2	0.300844929560965
2738	Aspm	Has2	0.300787968682943
2739	Kcnq1ot1	Tra2b	0.3007849229989365
2740	Eya1	Cacnb2	0.3007351955195398
2741	Slc25a4	Slc25a5	0.3007209533582948
2742	Junb	Ldha	0.3007092899763839
2743	Rae1	Abcf1	0.3006855107640017
2744	Hdgf	Rpl23	0.3006174453947844
2745	Pcdh7	Anp32b	0.3005998455960624
2746	Poldip3	Zfc3h1	0.3005043823565866
2747	Fxr2	Ptma	0.3005002009558467
2748	Wdr36	Plk2	0.3004853256679336
2749	Mrps6	Stau1	0.3004182423645006
2750	Peg3	Rack1	0.3003890623342524
2751	Ybx1	Ttc17	0.3003675545364012
2752	Rpl8	Adamtsl3	0.3003311812956641
2753	Mrps6	Slc25a5	0.3002843939711404
2754	Eya1	Tmtc2	0.3002842876773309
2755	Rps26	Nasp	0.3002775801436857
2756	Cavin2	Ptma	0.3002733867518601
2757	Adarb1	Gcn1	0.3002668089193189
2758	Sh3bgrl	Grik2	0.3002533019847627
2759	Rpl8	Cdh6	0.3002484823424008
2760	Lingo2	Lrrc4c	0.3002440533209983
2761	Wdr36	Cdk11b	0.3002288237903585
2762	Junb	Hgf	0.3002214590657179
2763	Pkia	Brinp3	0.3001508359991809
2764	Gfra1	Rpl14	0.3001428527130067
2765	Pcdh7	Eya1	0.300123775313916
2766	Eya1	Efna5	0.3000458721780209
2767	Dnaja1	Setbp1	0.3000401782937251
2768	Setbp1	Pdzrn3	0.3000123567500524
2769	Snrpd1	Ptma	0.2999886163653877
2770	Thsd7a	Heatr3	0.2999611711344279
2771	Slc8a1	Rpl23	0.299959159908114
2772	Rpl13a	Ngf	0.2999208348943561
2773	Piezo2	Ankrd1	0.2998031278914295
2774	Zfp131	Khdc4	0.2997663052242679
2775	Setbp1	Cdkn1a	0.299740676344769
2776	Pcf11	Plekhh2	0.2996729432642679
2777	Ppp1ca	Zfc3h1	0.299647905098209
2778	Fbxl7	Slc25a5	0.2996287947676727
2779	Rae1	Anp32b	0.2996147784765604
2780	Rpl7a	Arpc1b	0.2995541337925909
2781	Hdgf	Junb	0.2995525863246656
2782	Cfl1	Anp32b	0.2995430173089093
2783	Eya1	Hspa5	0.2995381320164358
2784	Ldha	Rps5	0.29949894417323
2785	Nusap1	Anp32b	0.2994879720384321
2786	Hdgf	Cdh18	0.2994695506698373
2787	Hgf	Thoc1	0.2994492636078734
2788	Sec63	Zfp131	0.2994367775261883
2789	Palld	Plekhh2	0.2994298418599693
2790	Fxr2	Slc25a4	0.2994051592253176
2791	Piezo2	Pcdh7	0.2993962047793003
2792	Nav3	Csnk2a1	0.299395048583298
2793	Top2a	Brinp3	0.29939026761003
2794	Id3	Rps3	0.2993475520739401
2795	Slc25a4	Rps5	0.2993056183512471
2796	Fn1	Slc25a4	0.2992807590725348
2797	Drg1	Rbm20	0.2992681409800536
2798	Ptma	Aspm	0.299261572567333
2799	Cep112	Rack1	0.2992614579100975
2800	Pdk4	Egfr	0.2992147400212809
2801	Eif4e2	Rack1	0.2992017963986134
2802	Hgf	Ryr3	0.299198839423152
2803	Adarb1	Tmeff2	0.2991973541750852
2804	Lgr6	Nvl	0.29918133611038
2805	Igfbp5	Ptma	0.2991331489102211
2806	Anp32b	Neat1	0.2991319859936587
2807	Adarb1	Ttc17	0.2991315687610685
2808	Ankrd1	Chka	0.2991020882599364
2809	Adarb1	Pparg	0.2990232267208705
2810	Ppp1r18	Ptma	0.2990087278230353
2811	Sulf1	Mdm2	0.2990014306451159
2812	Vegfc	Nvl	0.2989748802695121
2813	Cdk11b	Slc25a5	0.2989463017739414
2814	Eya1	Ryr3	0.2988321313053093
2815	Atp5d	Ybx1	0.2988274573902991
2816	Mrps6	Rps4x	0.2988153393009332
2817	Ybx1	Ubc	0.2988049563925291
2818	Trir	Anp32b	0.298801291177674
2819	Gapdh	Ryr3	0.2987845452727321
2820	Creb5	Wdr36	0.2987734529796674
2821	Cenpf	Slc8a1	0.2987733495748286
2822	Aspm	Setbp1	0.2987664338057653
2823	Zfc3h1	Adamtsl3	0.298754917815322
2824	Arpc1b	Rpl14	0.2986579728603117
2825	Efna5	Plk2	0.2986456506541257
2826	Rack1	Junb	0.2986360887463273
2827	Anp32b	Pparg	0.2986049162467241
2828	Lars2	Thsd7a	0.2984398690010593
2829	Nvl	Rpl14	0.2984327226947073
2830	Egfr	Lgr6	0.2983891442809377
2831	Mdm2	Grik2	0.298360831132442
2832	Ptma	Pdgfc	0.2983456239126202
2833	Peg3	Mrps6	0.298345186512544
2834	Calr	Adarb1	0.2983347105748821
2835	Lrrc4c	Ryr3	0.2983104989261993
2836	Efna5	Rps5	0.2982839205329608
2837	Plekhh2	Top2a	0.2982823396420956
2838	Cep112	Adarb1	0.2982820367848072
2839	Tnc	Slc25a4	0.2982572154993864
2840	Rnf169	Efcab11	0.2982192686414742
2841	Rbm20	Lurap1l	0.2981590104381129
2842	Has2	Eefsec	0.298143116953761
2843	Abcf1	Fbxl7	0.2981426797616786
2844	Piezo2	Brinp3	0.2981144602715314
2845	Zfc3h1	Stau1	0.2980993619399119
2846	Plekhh2	Rpl14	0.2980816155979292
2847	Nsrp1	Hgf	0.298047910879809
2848	Adarb1	Rps5	0.2979376081250753
2849	Brip1os	Adarb1	0.2979332531521857
2850	Slc25a5	Arpc1b	0.297862598220062
2851	Nasp	Sh3bgrl	0.2978530325984655
2852	Crim1	Top2a	0.2978502374215555
2853	Vkorc1l1	Sec63	0.2978380731650852
2854	Glyr1	Mdm2	0.2977936733878936
2855	Slc25a5	Rpl14	0.2977451917995962
2856	Heatr3	Mdm2	0.2977389599326156
2857	Pparg	Akap12	0.2977303795632493
2858	Egfr	Immp2l	0.2977121663695551
2859	Cenpf	Thsd7a	0.2977041936074175
2860	Setbp1	Lurap1l	0.2977035538314051
2861	Lyar	Rpl5	0.2977026111584573
2862	Wdr36	Pkia	0.2976911094201314
2863	Plekhh2	Ngf	0.2976785910600894
2864	Grik2	Efna5	0.2976730026690137
2865	Has2	Akap12	0.2976613750979016
2866	Kcnq1ot1	Brinp3	0.29762503972114
2867	Abcf1	Ryr3	0.2976114579897287
2868	Col12a1	Cdh18	0.2976079047802608
2869	Rbm20	Lyar	0.2975971529294374
2870	Egfr	Hspa5	0.2975726386705287
2871	Ttc17	Lyar	0.2975684620650461
2872	Zfc3h1	Eef1g	0.2975676554476915
2873	Zfc3h1	Rps3	0.2975621714106908
2874	Abcf1	Tra2b	0.2975537583920234
2875	Thsd7a	Glyr1	0.2975507185786391
2876	Egfr	Tmtc2	0.2975218300083574
2877	Anp32b	Ngf	0.2974976227745957
2878	Pura	Slc25a4	0.2974554957524114
2879	Cdh18	Rps24	0.297433277095355
2880	E2f2	Egfr	0.297432688288177
2881	Rassf8	Adarb1	0.2974195686562468
2882	Hdgf	Cacnb2	0.2974028163614242
2883	Eya1	Sh3bgrl	0.2973935566967997
2884	Ccn1	Hdgf	0.2973723361351092
2885	Igfbp2	Hgf	0.2973721055972336
2886	Plk2	Rpl14	0.2973553655720325
2887	Lingo2	Sec63	0.2973453837737552
2888	Setbp1	Pparg	0.2973365983683599
2889	Hgf	Neat1	0.2972750949658642
2890	Pura	Rpl8	0.2972743357474266
2891	Timp3	Efcab11	0.2972684199165757
2892	Lima1	Egfr	0.2972412329416388
2893	Anp32b	Akap12	0.2972320327260487
2894	Ybx1	Tra2b	0.2972007914231384
2895	Trir	Abcf1	0.2971944677305287
2896	Cenpf	Glyr1	0.2971705676858329
2897	Tmeff2	Efcab11	0.2971356917165997
2898	Ptma	Gcn1	0.2971041328552064
2899	Akap12	Plk2	0.2970849162553544
2900	Rack1	Cacnb2	0.2970230145091039
2901	Fn1	Mrps6	0.2969914033191297
2902	Col12a1	Tra2b	0.2969080494233183
2903	Rnmt	Ybx1	0.2969040644347419
2904	Tra2b	Abcf1	0.2968786050565205
2905	Lingo2	Nasp	0.2968198982637884
2906	Mmp16	Ybx1	0.2968123411495046
2907	Ybx1	Lars2	0.2967996668520589
2908	Efcab11	Rpl23	0.2967653133389398
2909	Thoc1	Ngf	0.2967422730015275
2910	Piezo2	Adamtsl3	0.2967322729639785
2911	Col12a1	Gsdme	0.2966795900424196
2912	Mrps6	Gulp1	0.2966527088887783
2913	Pparg	Slc25a5	0.2966194819780572
2914	Hgf	Lars2	0.2966189889939222
2915	Egfr	Lurap1l	0.2965965105915686
2916	Rpl7a	Sh3bgrl	0.2965960228999381
2917	Gm38211	Ldha	0.2965645324790968
2918	Rack1	Arhgap28	0.2965623717082984
2919	Kirrel3	Lyar	0.2965575384986685
2920	Sh3bgrl	Immp2l	0.2965504639277267
2921	Hgf	Cdh18	0.2965467307768174
2922	Adamtsl3	Arpc1b	0.2965437460532388
2923	Eif4e2	Chka	0.2965287772181785
2924	Ybx1	Grik2	0.2965276408760857
2925	Drg1	Piezo2	0.2965045343998297
2926	Arpc1b	Slc25a5	0.296465856450312
2927	Rpl23	Sulf1	0.2964521741215433
2928	Slx4ip	Hdgf	0.29643771864038
2929	Nrg1	Hdgf	0.2964318148658864
2930	Tnc	Ldha	0.2964035565368506
2931	Ybx1	Hk2	0.2963942125025521
2932	Abcf1	Igf2bp2	0.2963716129589165
2933	Nav3	Efcab11	0.2963657330969551
2934	Sec63	Rps5	0.2963620345402306
2935	Rps15a	Adarb1	0.2963078753343991
2936	Egfr	Hmgn1	0.2962973997467059
2937	Utp6	Rack1	0.2962800798763292
2938	Ndst3	Sh3bgrl	0.2962566079621583
2939	Rae1	Rpl8	0.2962472680375511
2940	Rpl8	Junb	0.2962398649010375
2941	Setbp1	Hmgn1	0.2962286253092792
2942	Slc8a1	Lyar	0.2962211058260739
2943	Cenpf	Hells	0.2962058137554947
2944	Samhd1	Ybx1	0.296169775472987
2945	Rps4x	Rpl8	0.2961222278281014
2946	Slc25a4	Lingo2	0.2961212496522483
2947	Fn1	Ldha	0.2960855435007959
2948	Amot	Piezo2	0.2960847271320164
2949	Thsd7a	Rps3	0.2960308013928492
2950	Crim1	Akap12	0.2959664422118661
2951	Hacd3	Hdgf	0.2959461754757304
2952	Tpt1	Adarb1	0.2958860572028042
2953	Rack1	Lockd	0.2958291500758793
2954	Lingo2	Eya1	0.2958183156757111
2955	Btbd11	Egfr	0.2957751896618822
2956	Adarb1	Eif1	0.2957746036735625
2957	Lima1	Chka	0.2957227021868002
2958	Sh3bgrl	Zfp131	0.2956923219081092
2959	Lrrc4c	Rps3	0.2956779482922722
2960	Piezo2	Hk2	0.2956734644084458
2961	Ccser1	Ttc17	0.2956695338346221
2962	Rnf169	Sh3bgrl	0.2956401123809221
2963	Nmnat2	Rack1	0.295609582648926
2964	Lockd	Creb5	0.2956061216975112
2965	Efna5	Rpl14	0.2955722987422187
2966	Tet2	Ldha	0.2955283707016533
2967	Fxr2	Rack1	0.2954809826943264
2968	Rack1	Cep162	0.2954666973377787
2969	Rnf169	Ngf	0.2954261452421498
2970	Wdhd1	Hdgf	0.2954049185552355
2971	Mcm10	Ybx1	0.295382393301981
2972	Eef1g	Zfc3h1	0.2952913398265887
2973	Hgf	Ttc17	0.2952709632053312
2974	Aspm	Eya1	0.2952626969194225
2975	Timp3	Id3	0.2952222838654965
2976	Ptma	Mecom	0.2952065089735249
