,A10,A2,A3,A4,A5,A6,A7,A8,A9,B1,B2,B4,B5,B6,B7,B8,B9,C1,C2,C3,C4,C5,C6,C7,C8,C9,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,E9,F1,F2,F3,F4,F5,F6,F7,F8,F9,G1,G2,G3,G4,G5,G6,G7,G8,G9,H1,H2,H3,H4,H5,H6,H7,H8
PRPF4,1.4663771,1.1231505,1.9662591,1.4649498,1.5110468,1.9146014,1.1243144,1.4762559,1.866162,1.8718659,0.9360679,1.9563342,1.7129766,2.2807236,2.0132904,2.1526,1.5008295,1.8332624,1.3230566,2.106455,1.546987,1.8422661,1.4170423,1.7481177,1.7732133,1.5397224,1.979065,2.1793916,1.6801171,1.3676445,1.9970173,2.1059165,1.3285471,1.577926,1.8196769,1.5467831,1.8638226,1.6391404,1.7183424,1.7470211,1.861663,1.657446,1.8023444,1.4676927,1.6451902,1.747056,2.0438902,1.8163311,2.2243469,1.9959942,1.7593287,1.4719706,1.8263209,1.5243108,1.9564506,1.9670362,1.7032355,1.5754805,1.8703179,1.9190584,1.4270451,1.4840252,1.9466811,1.9922442,0.9251906,1.3707592,1.3236359,0.88223207,1.4886819
DDX11-AS1,0.59248614,0.0,0.0,0.0,1.0574486,0.5263934,0.0,0.0,0.0,0.0,0.0,0.0,1.0929465,0.0,0.0,0.0,0.0,0.62823474,0.0,0.0,0.0,0.30612567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0963342,0.0,0.0,0.0,0.0,0.5858075,0.0,0.58265966,0.0,0.0,0.0,0.113407254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2264683,0.0,0.0,0.0,2.4622877,0.0,0.48844013,1.2416451,0.0,0.0,0.0,0.0,0.0
TARDBP,3.9402168,4.274601,4.192428,3.5214286,3.76181,4.0551734,3.9541128,4.141203,3.7312582,4.1903114,3.6670606,4.3189445,3.7900064,3.981993,4.1863914,3.6975667,3.774397,4.683509,3.3484497,4.1776605,2.9926922,4.056116,4.3813086,3.5236495,4.0576825,3.955802,3.8782356,4.053869,4.0720096,3.6830163,3.675851,4.3830943,4.209109,3.7885876,3.8132327,3.3885775,4.238651,3.447716,3.774892,3.4099858,4.458187,3.6627588,4.068217,4.298363,3.8896213,3.647387,4.1357284,3.7337384,5.158799,3.8370643,3.866818,4.486168,4.23932,3.4130263,3.3537176,3.617665,4.1337814,3.8810391,4.173317,4.552877,4.2706738,3.5456712,3.8056536,3.5911736,3.472196,4.477998,4.1286697,4.3349915,4.4530916
TAF1C,1.7856569,0.52799183,0.8496918,1.1757921,0.7283464,1.1981752,1.4301265,0.48223478,1.0634216,1.5264932,0.66547686,0.7757207,1.4962397,1.534449,0.6184048,1.560445,1.1248939,1.9954774,0.3652478,0.39926928,0.80270445,0.52957004,1.5823317,2.1276114,3.53769,1.5820887,1.987487,1.6988567,1.6993523,0.20398274,0.6996594,2.233709,1.3975831,0.0,0.1997955,0.53719956,1.9990147,1.13458,2.0683832,0.31964138,0.88300234,1.2908595,1.1026973,1.2216299,1.2272245,2.2963657,1.3648947,0.49998042,1.5956466,1.1420363,0.6353523,1.7919462,1.3458356,0.15185976,0.43711108,0.49639174,0.7927255,1.5903198,0.68436676,1.0397232,2.499175,1.3838912,1.5941437,1.4650861,1.4178263,0.27441671,1.0270891,0.15375404,1.1725317
ZSCAN2,0.0,0.0,0.3104428,0.5132152,2.3585496,0.0,0.0,0.0,0.21103291,0.0,0.30861348,0.8391561,0.0,0.0,0.25656363,0.99274534,0.26811004,0.5147433,0.076755464,1.3522489,0.29322168,0.0,0.26618695,0.24172267,0.3680221,0.35610047,0.0,0.8223519,0.20521824,0.89097255,0.88202715,0.0,1.2864903,0.41805485,0.6206727,0.26107344,0.0,0.7030282,0.32360768,0.0,0.0,2.8895726,0.0,0.2108831,2.9919908,1.0833718,1.1049137,0.0,0.2927457,0.5508858,0.8743172,0.29155183,0.0,0.16456823,0.59244245,0.0,0.30504274,0.3767446,0.064884715,0.25536445,0.17890489,0.7369396,0.0,1.0359515,0.46972233,0.0,0.37706906,0.9320672,0.5566204
EMC10,0.9230021,0.5242515,0.39817458,0.4236108,0.77237415,0.88630277,0.11597696,0.09618707,0.98983335,0.6148126,0.20403658,0.19402942,0.80779326,0.6606534,0.82043207,0.86754113,0.074543305,0.5958446,2.2068553,0.09539109,0.07851261,0.8422614,1.602868,0.6055207,0.03675614,0.11650933,2.6812286,0.87863165,1.0115991,1.0038806,0.42604193,0.4982752,0.8019128,0.0,1.5346893,0.0,0.45416766,0.93263364,0.8307864,0.7587842,0.43979567,0.39946312,2.9841385,0.67618513,0.16757588,0.5351064,0.5790839,1.8911276,0.45833898,0.17272398,0.8935395,0.38576907,0.7147531,0.5276179,0.2633192,0.62005806,0.04109012,0.34521887,0.62020975,0.96259934,0.38349962,1.6755657,0.73692435,0.095453806,0.544628,0.2037544,0.20781547,0.120459445,0.66217184
IFITM3,3.641232,3.2773306,4.365108,3.322509,2.8575587,4.1002536,2.0772083,3.6604462,3.8303342,3.4039721,2.1188867,2.2949347,2.555487,3.0704806,3.0408254,3.486453,2.7696404,1.0553992,4.327026,3.5588481,1.5705434,2.5874553,3.968806,3.2702556,2.6516225,2.8029783,2.5559857,2.325425,3.4932256,2.4070728,4.1763654,2.3205664,2.8105743,2.2852712,2.9941835,2.5735354,3.064838,3.5345783,3.8848095,1.4384437,2.4547606,1.584713,3.1162786,0.67504483,2.1160898,2.7548726,3.7881238,2.6608229,3.8973415,3.7065666,3.4572868,2.9555264,2.5389385,3.763456,2.690117,2.6855385,3.2918103,2.414456,3.518433,1.5363269,2.9510775,2.7864141,3.3395157,1.8394206,2.201451,3.0482395,3.0981836,0.0,3.3334134
IL7R,0.0,0.6850334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9743294,0.0,2.558276,0.0,0.0,0.0,0.7585341,0.0,0.0,0.0,0.0,0.12888297,0.0,0.0,0.80630934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3969405,0.0,0.0,0.0,0.0,0.0,0.0,0.90880805,0.0,0.8246788,0.0,0.7761552,0.0,0.40247998,0.0,0.0,0.0,1.3918666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70924395
IMPA2,0.0,0.0,0.0,0.9398975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20070079,0.69530934,1.7046578,0.20789751,0.4478034,0.0,0.61300814,0.61697537,0.0,0.0,0.0,0.629403,0.0,1.796965,0.8316962,1.2789769,0.44001594,0.60994923,1.2231028,0.0,1.2423923,0.0,0.0,0.0,1.5495796,0.0,0.0,0.39546528,1.1387002,0.0,0.6304688,0.0,0.0,1.0143887,3.0119147,0.8507571,1.0077933,0.789074,0.7039328,0.0,0.37289026,0.0,0.96845156,0.0,1.9360065,0.0,0.17585234,0.56016874,0.35808486,0.0,0.0,0.0,0.19805628
MS4A3,0.5213447,1.7556753,2.5421362,2.6790164,0.57096374,4.738181,0.75083715,1.5269952,0.0,0.0,0.0,0.0,2.0376003,0.51815605,1.958089,3.2585447,2.5270467,0.0,1.9700824,3.006067,1.6718783,2.568438,1.744984,3.5433464,1.9026746,0.84389424,0.0,2.7954245,2.172185,0.4518785,0.8039213,0.0,2.7379837,0.0,3.646883,2.2851646,0.0,1.6304073,3.347994,3.6658885,3.6627822,1.4413002,3.6124232,3.6004438,4.113415,2.994405,3.7627661,0.982691,0.0,1.9730598,5.2391043,0.0,3.7067835,1.0146766,1.3422395,3.6413324,1.2169081,0.0,4.148457,0.0,3.4875093,1.268248,0.0,0.33930394,2.7960799,0.0,3.2029958,2.7278607,4.583548
FABP5,2.863754,0.0,0.6616374,2.2816849,2.0179062,3.522882,3.3379226,2.9969177,2.929484,1.9163961,2.110279,3.1542358,2.2410576,1.6711913,2.097613,3.5751374,2.1467307,3.7765899,2.8129613,2.1368392,2.514162,3.1851735,3.0890052,2.9232187,2.70687,3.73739,3.4718359,1.1916286,2.90543,2.7189004,3.0461369,3.6865754,2.7358375,2.654624,2.4975393,2.269979,2.9121525,2.6155772,3.3021514,2.8294737,3.171232,3.4482706,2.361868,3.2386804,0.0,3.7345746,0.5318346,3.7776723,2.9148417,2.494259,2.7261486,3.7870345,2.5519848,3.190201,1.4892058,1.9500341,3.1539767,2.373365,2.6527848,1.2816731,3.955918,0.0,2.5309145,2.2220166,0.0,0.0,1.9181105,2.776953,2.625852
LMBRD2,1.2614701,0.39343503,0.9914453,1.9621006,1.9841559,3.2349799,2.57295,0.76143414,0.8635691,0.45606822,0.98408204,1.0335097,2.3134792,0.7318663,1.0087594,1.0655931,2.5602303,0.89083016,1.1936392,1.0558242,0.506133,1.6749845,1.283333,0.6422175,0.40617883,0.49163973,0.93816376,2.1504455,0.6224323,0.7096001,0.6395122,1.8997262,1.1347231,1.8963342,1.0527812,1.1797614,1.3721308,0.5437814,0.93335706,1.9310834,1.0508409,0.51656634,3.644852,2.5657265,0.9648119,1.7246166,1.7698538,0.5876778,0.8361417,0.98547906,0.0658823,0.35884857,1.4713373,0.9738549,2.422746,1.411503,0.6969584,0.67802393,1.0578823,0.38729095,1.0889175,1.7058157,0.62474895,0.2871612,0.6291877,0.2883768,2.2665253,1.0395843,0.86403316
KIFC3,0.755074,0.78580886,0.7952334,1.6899334,1.9408348,1.2376827,1.3938187,1.2443347,1.9814625,1.6098146,1.3952994,1.610169,0.2782694,1.5666112,1.111489,1.0967625,1.2899847,2.0523598,1.5952114,1.0262796,1.1886556,0.931002,1.2839324,1.9756824,2.1717615,3.1593955,1.5315157,1.5233387,0.4667916,1.139841,2.0185485,1.6592464,1.4449432,1.9720856,2.2915137,1.6195985,0.43834785,1.5958437,2.1718402,1.6693517,0.3575304,0.5739356,1.180516,0.88506466,1.4747758,1.5119276,1.4220492,2.0881376,1.853055,1.3720144,1.7027111,3.7365322,1.5718642,0.3669571,0.6202614,0.4348433,1.575329,0.792084,1.5671964,1.0784382,1.0679327,1.1682426,0.6269951,1.2655292,1.1911979,1.1756749,1.868203,1.8622966,0.41336912
ILRUN-AS1,0.0,0.0,0.0,0.0,1.0981895,0.0,0.0,0.0,0.0,1.1784608,0.0,0.0,0.0,0.0,0.0,0.0,1.2843909,0.0,0.0,0.8832856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6401935,2.599039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6476738
LRRC74B,0.0,0.17714234,0.08597676,0.0,0.09175843,0.21727918,0.04647606,0.0,0.0,0.0,0.0,0.0,0.0,0.6112851,0.0,0.051572006,0.0,0.0,0.0,0.20367853,0.0,0.22563326,0.6175714,0.0,0.0,0.0,0.0,0.0,0.0,0.045959495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19822033,2.6260846,0.07499244,1.1279325,0.0,1.1592577,0.0,0.0,0.11468313,0.0,0.30486068,0.0,1.3212768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13326785,0.0,0.0,0.0,0.09508834,0.10136997
ZNF800,2.4060884,1.7513561,2.0626297,2.4408817,1.9593762,2.304178,2.2090282,2.3374,2.1897407,2.3569915,2.120279,1.7600094,2.033628,3.3376987,2.414288,2.6461718,3.065864,2.3618362,2.0474966,2.2874112,2.2498615,2.9317062,2.3128085,2.45997,2.5397403,1.6837976,2.6266189,1.7552072,2.4626226,2.5478008,2.0432153,2.6466737,2.6416957,2.4211414,2.1138997,2.2559514,1.5447415,2.2424593,2.6150107,2.5536098,2.5384717,2.9257307,2.7733388,3.2311623,2.6507785,2.698568,2.1642735,2.5911822,2.2109842,2.6492853,2.5700502,2.286864,2.65537,2.0239353,1.9079353,2.6053016,1.918984,2.9902856,1.8305081,2.3547833,3.4423957,1.264995,2.4780517,2.5659401,1.6391588,1.9756474,2.1742704,2.9842136,2.612548
PDK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0818371,2.0969067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11133563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11541401,0.0,0.0,0.0,0.0,0.23755993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34336627,0.0,0.0,0.0,1.3480848,0.0,0.78136545
BORCS5,1.1953173,0.21106449,0.2654894,0.33523077,0.57978135,0.48217303,0.09256733,0.5075872,0.16642505,0.0478726,2.5987115,0.26932308,0.14447862,0.2804686,0.55785936,0.23800772,0.14994213,0.87984,0.23340988,0.0,0.045083303,0.34240815,0.0,0.34820244,0.0,0.09630877,0.8584832,0.19899102,0.2152799,0.6589573,0.3815808,0.121151574,0.14745057,0.30936968,1.8718247,0.044227388,0.35577053,0.14271149,0.1510751,1.0061684,0.0,1.116754,0.16024038,0.21170478,0.06307432,0.10067033,0.1812293,1.8114738,0.0,0.92262226,0.47845346,0.3951905,0.18499549,0.6389407,0.5256813,0.048192844,0.0,0.0,0.8753775,0.1058481,2.8027542,0.39582747,0.16847868,2.2853818,0.47733235,0.08927016,0.2271292,0.0,0.74378896
LINC01635,0.0,0.0,0.7301987,0.5669806,0.0,0.0,0.0,0.64627516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6215591,0.0,0.58090305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4394381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96891695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4C9,2.208795,1.9324083,1.542209,2.7193196,3.95176,2.9562848,3.1844568,2.0830374,2.7909346,3.1915371,2.5209084,1.4084278,3.3343272,3.0140884,3.2416432,2.7724676,2.901804,3.5759354,1.4804589,3.6630766,1.5681694,1.8465858,2.4227185,2.199336,1.4703754,2.6647751,3.2355433,2.728777,1.7948356,1.0959909,2.7754526,0.7736044,3.0237284,2.9504054,2.610602,2.6841571,2.2008343,2.5544348,2.838034,2.8906527,2.489382,2.6208699,2.7300558,1.1522855,2.1549885,3.1175122,0.0,2.6135335,3.2730157,2.4665842,0.8734588,1.8263993,2.4431622,2.6182475,2.6400473,0.0,3.3527515,2.0206926,4.0126057,1.7916362,3.8491876,0.758395,2.115591,2.6935172,3.157001,1.3169543,3.3125253,0.6321719,2.0798953
SNAP23,2.6338577,2.3544183,3.2765043,1.9436872,2.2897532,4.269104,2.9890912,2.9601412,3.093089,2.5687864,2.9595633,2.6487372,3.6038985,2.3464117,1.5464668,3.3540454,2.1538293,2.4225345,1.7196013,3.1037881,1.8637693,1.9505208,3.304759,2.2071552,2.3011687,2.9301536,2.8826957,2.9338045,2.8211324,2.7943835,2.8234553,3.088598,2.9555235,4.249169,2.7018409,2.7473245,2.3833635,3.7456152,2.3330288,2.7856612,3.0672872,2.5511417,3.8450804,1.8879695,3.1435044,1.9561309,2.333995,3.1642022,2.1287193,2.2953606,1.8894268,2.5999248,3.4589505,2.1052122,2.9464216,3.50702,3.483536,3.7272651,3.8518593,2.7564163,2.393781,4.042706,2.0709488,3.134901,1.8304636,0.42480814,2.7304788,2.8839142,2.9005346
PLXNB3-AS1,1.7461171,0.0,0.51822937,0.0,0.0,0.0,0.0,1.2544359,0.0,1.3789654,0.2956815,0.78690296,1.4719914,0.7767914,0.80830324,0.0,2.1091487,1.9136865,2.7772706,1.5766832,0.0,0.0,0.67130893,0.82044876,0.0,0.0,1.4323457,0.0,0.0,0.0,0.77912945,1.017528,2.2909453,0.7349904,1.2348129,0.0,0.0,0.7669923,1.2424812,0.0,0.7845602,0.0,1.6224515,2.2599971,0.0,0.90266997,0.0,0.0,0.2724547,1.2884933,2.5892181,1.5662928,0.0,0.9629231,0.0,2.699419,0.0,0.0,0.0,0.0,0.0,0.0,0.24065964,0.0,0.0,0.0,1.254991,0.0,0.0
ANKRD10,1.6811607,1.9140029,3.8933523,2.2144942,3.5357494,3.750338,2.6265173,5.083991,2.0035367,3.2652047,2.2082531,1.8723749,2.3141773,3.6477664,3.7786713,2.4730406,4.5398893,3.0217078,2.8220859,3.1176918,2.8924057,2.969945,2.243291,3.2584667,3.067459,2.4597237,3.5247538,2.6117837,2.8662877,2.6666167,3.795605,2.7687914,2.1048164,2.7682447,1.3433948,4.1320963,2.5471587,3.434864,3.0618894,2.6542919,2.4802363,2.9253163,2.9817853,3.3530211,0.8339764,3.7586718,1.4005916,2.3945825,1.7810063,2.563316,2.4498427,3.6685603,2.0082433,2.2653723,1.7766954,2.8458514,2.7876303,1.9542949,2.7455323,3.8339515,4.0787582,3.365495,1.5741789,4.327151,2.7910674,1.8914449,2.1593182,3.041713,2.243857
G3BP1,3.67577,3.6646564,2.9830709,3.674248,2.7244968,3.2691648,2.3691237,3.4050977,3.5111437,2.8678973,3.0469916,3.1700642,3.4000447,3.8848536,3.1527898,3.708425,2.97009,3.652565,3.355692,3.4921932,3.878126,2.9498713,3.1857102,3.2972708,3.468543,3.1451824,3.3025064,3.5001986,3.2969453,3.2966936,3.033593,3.2822957,3.15313,3.6142673,2.6400938,2.974926,3.24584,3.5632532,3.1648352,2.8437681,3.3004637,3.080727,2.7175896,3.5275407,3.1617353,3.2137108,3.4637382,3.478905,3.288034,3.507017,3.8683927,3.434561,2.6858978,2.3807342,2.8844135,2.3259552,3.2296157,3.412445,2.8522654,3.7743974,3.588385,2.3350067,2.9105802,3.7863383,2.590676,3.32969,3.281226,2.6407456,2.852065
LINC00921,0.0,0.0,0.22603138,0.0,0.0,3.1470315,0.0,0.0,0.0,0.0,0.0,0.10430416,0.0,0.0,0.51318586,0.0,0.0,0.21237296,0.21441759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4987666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20128642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10277588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1084642,0.0,0.0,0.10879252,0.0,0.0,0.2933358,0.0,0.0,0.0,0.10355789,0.0,0.0
IFT74,1.0017982,0.6536301,1.4388975,1.6869363,2.4806902,1.6057093,0.75516987,1.2793974,0.7126051,0.8697495,1.5806776,0.0,0.79637814,1.1629881,1.2404966,0.5865615,0.0,1.6522955,0.7669546,0.7357794,0.0,1.9941903,0.96745825,1.0404427,0.4654621,1.5707829,1.5682582,1.4634346,1.5737264,0.73076373,0.0,2.0967362,0.27198857,0.5453737,0.61039907,0.0,2.1752915,0.0,0.6566237,0.38493514,0.49753854,0.3696424,0.59555423,0.42387393,0.0,0.27397355,1.1660775,1.7896409,0.9215051,0.81774515,0.99519247,2.2831588,0.7951748,0.0,1.7126508,0.0,0.57969236,1.9224117,1.4380257,1.424419,3.7451155,1.1243223,1.0573606,2.135317,1.3878379,0.8534881,0.13968368,0.67723423,0.95924026
HNRNPM,4.5077443,4.632581,4.8700604,3.9793022,4.8554244,4.7999434,4.677064,4.307426,4.234941,4.7982674,4.090731,4.3070846,4.7019916,4.6577716,4.737524,4.123646,4.8780723,4.385011,4.2652836,4.615149,4.647245,4.5119905,4.925014,4.59218,4.670734,4.6917515,5.0196652,3.879522,4.675034,4.150466,4.541103,4.4159036,4.5182767,4.683959,4.916244,4.532629,4.64148,4.755596,4.7536564,4.665743,4.541637,4.7223616,4.7146506,4.5809107,4.4660172,4.649042,4.0645328,4.5318685,4.6740646,4.655768,4.469199,4.8718266,4.553823,4.5877686,4.7946305,4.9579844,4.3252335,4.297244,4.712208,4.630274,5.506155,4.6498885,3.7264533,4.5857,3.989606,3.8845406,4.484012,4.5327353,4.7516775
NDUFC2-KCTD14,0.0,0.0,0.0,0.0,0.0,1.9740067,1.3729249,0.0,1.9685326,1.003377,3.3805745,2.5836432,3.6169922,0.0,0.0,2.3508217,2.608499,2.25233,2.4706304,3.0821517,0.0,2.1008072,2.4839637,2.271346,0.0,0.0,3.441282,1.9417552,2.4110115,1.4501466,2.1866617,3.3869743,3.168017,2.7803743,2.7282221,0.0,1.3356115,1.9367993,0.0,0.0,3.3461006,3.1820304,2.2830544,2.211036,0.0,1.9908963,2.5594954,3.5069513,2.0960655,2.6465492,3.4386406,2.8803897,3.0902684,1.9120848,0.0,1.963863,0.0,3.0888777,3.7682505,0.0,3.6332998,2.1153078,2.4594648,2.671003,1.6323247,0.0,0.0,3.5628738,2.4048696
NRDE2,0.3080713,1.6856163,0.14879493,0.5522902,1.05771,1.7784224,0.36830792,1.26374,1.833475,1.3771055,0.21621883,0.059849735,0.83857304,1.6562022,0.13831916,0.6215298,0.2646125,0.6820605,0.8621315,0.34662974,0.036967214,0.3895674,1.8261334,1.4697944,1.6431738,1.073117,0.5536891,1.3344458,1.2382171,0.34089816,1.3948997,1.0812122,1.3850766,0.9025893,2.0279417,0.86343324,0.4082273,1.1159694,0.73830503,0.79788506,1.4254254,1.2513757,3.1702182,0.50823706,2.3260856,1.0551999,1.1942939,1.5662463,2.2742333,1.4503787,1.3733355,0.13882238,2.1470692,0.4439304,1.3765029,0.0,0.3465534,0.061635874,1.9813907,3.5865512,0.2390854,0.8924283,0.15579788,1.8773979,0.17829347,0.0,0.43384197,0.5420975,1.4924746
LIN28B,2.5682867,1.0085826,2.077236,1.708045,2.068979,2.4826684,2.3387265,2.058983,2.4330833,1.1143537,2.270062,2.0316942,1.7532684,2.0048416,1.7083579,2.1356704,1.8305231,2.6099203,2.019505,1.8080294,1.5662909,2.0005283,2.1556854,2.2869701,2.6809208,1.9564536,2.1741843,1.745289,2.6478825,2.0783176,1.9059837,2.1120157,2.0816295,2.1420324,1.3865608,2.4534228,2.0153515,1.8932749,1.9643998,2.8291035,2.0249486,1.6614238,2.0764952,2.428772,2.5798202,2.0829082,2.0307264,1.9908272,2.1552863,2.2416656,1.9165527,1.2617624,1.9209684,2.070633,2.2396898,2.0943828,2.1982741,1.6128951,1.9390355,2.5142887,2.7208934,2.0456955,2.0474706,2.6482766,1.8793874,2.3446074,1.8710202,1.5600917,2.6590984
DAPK1-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68101186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2845976,1.155648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0101125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77451146,2.3507278,0.0,0.0,0.0,0.0,0.0,0.0,0.6632188,0.0,1.3940576,0.0
CC2D1B,0.598007,0.96495557,0.3781453,1.7759584,0.733365,0.36132652,1.1002995,0.74757427,1.0452751,0.6257534,0.84593177,0.4867716,2.0768301,1.4812143,0.3727456,1.2554231,0.4597702,0.8253581,1.1715083,1.0815547,1.997343,0.038634002,1.289199,1.3770485,0.7240628,0.58020693,0.75709194,1.0970755,0.60441107,0.67815334,1.2944041,2.3384922,1.2092113,0.8365239,1.0622954,3.27167,0.5257824,0.7082594,0.11146713,0.47040167,0.44807428,1.2196265,0.6838501,1.3559568,0.48511082,0.5880072,2.809887,1.488723,1.1224828,0.6266884,0.3665302,0.65910995,0.8353973,0.8673211,0.46271023,1.0273052,2.580605,0.26927722,0.96078825,0.7966424,0.28338185,0.78386915,0.5086695,0.45634452,0.57769537,0.033004317,0.37162012,0.2614762,2.4545128
TMEM60,0.7393994,0.6991402,2.7993891,0.0,0.68369365,1.1502347,1.0456393,1.869435,1.9747974,2.1543818,1.194377,2.2327938,2.6027875,1.4639508,2.001658,1.1656966,3.2905421,3.2687097,1.3660189,3.3022528,0.0,1.6483374,0.7748746,1.436663,2.2831626,1.1523331,1.5403022,1.3718425,1.9436501,1.7144132,1.1436532,2.1848135,0.0,0.7430872,2.2165067,0.7711928,1.4396149,1.5909745,0.0,2.468045,1.1786424,2.225374,2.6745586,1.7646239,0.0,0.0,2.5431547,0.0,0.77071595,2.0528288,3.1789074,2.6659324,1.8243715,0.0,2.4513273,1.573281,1.701329,0.0,1.847674,2.049582,0.0,1.555963,2.465784,0.0,1.9906442,0.0,2.4675226,0.6820579,2.3268435
ZNF532,0.0,0.0,0.0,0.0,0.0,0.46303883,0.0,0.0,0.0,0.0,0.0,0.08633915,0.0,0.0,0.26952472,0.1751979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08491267,0.0,0.0,0.53781706,0.09744245,0.0,0.0,0.0,0.0,0.0,0.66311675,0.0,2.662181,0.23513378,0.0,0.0,0.0,0.0,0.0,0.0,1.8332342,1.407449,0.0,0.10784313,0.0,0.0,0.0,0.0,0.0,1.3733479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01203,0.54546064,1.1042616,1.3080869,0.0,0.59797513,0.7586596,0.5068682,0.5494154,0.7891966,0.37272218,1.3322233,0.69941103,0.0,0.29075062,0.0,0.9144342,0.0,0.890318,1.3136231,0.0,0.0,0.7231622,0.6657061,0.77090603,0.9424099,0.0,0.0,1.4984587,0.9804359,0.7253103,0.0,0.69953674,0.40243185,1.1618922,1.1943833,0.7201863,0.0,0.7172445,0.0,0.15545125,1.3879495,0.82149243,0.1617829,0.0,2.0832398,0.0,0.0,0.65312386,0.0,0.7638195,0.23652087,3.1729195,0.43701482,0.0,0.6157617,0.54031533,0.26147464,1.0789329,0.0,0.0,0.6609178,0.8581496,0.92627233,0.2962245,1.0747209,0.0,0.0,0.18131271,1.0127544
SPINK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.638044,0.0,0.7041049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2159184,0.0,2.0734746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.758908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8618806,0.0,0.0,0.0,0.0
CKLF,3.5694299,1.6403695,3.5021288,2.4325395,3.076427,2.4911106,3.087897,1.9852188,3.140949,0.74972457,3.2375026,1.8240627,3.2050009,3.287598,1.8196292,3.2039135,2.1212142,1.955324,3.1708958,3.383719,2.5439155,2.4366374,3.3311138,2.801805,2.6255412,3.1791122,3.0414217,3.2097874,2.7003775,2.5693095,2.9240565,2.3597584,2.6504664,0.0,4.3430686,2.513037,3.6231337,2.9753597,2.8625505,3.8985777,2.6487305,2.2726886,2.3459291,0.0,0.0,2.7717204,2.814899,2.6674838,1.8776999,2.28091,2.4838464,2.052888,2.554999,3.113944,2.2109714,2.7798781,2.7824113,2.7112532,2.3355825,2.049194,2.474352,2.4561357,0.7442019,2.2460418,1.6783372,3.0994554,3.239372,2.3387866,2.7103677
