,A10,A2,A3,A4,A5,A6,A7,A8,A9,B1,B2,B4,B5,B6,B7,B8,B9,C1,C2,C3,C4,C5,C6,C7,C8,C9,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,E9,F1,F2,F3,F4,F5,F6,F7,F8,F9,G1,G2,G3,G4,G5,G6,G7,G8,G9,H1,H2,H3,H4,H5,H6,H7,H8
TYMP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0433114,0.0,0.0,0.8156953,0.0,0.0,0.0,0.0,0.0,2.4634962,0.0,0.0,0.62333506,0.0,0.0,0.58719647,0.6157725,0.0,0.0,0.0,0.0,0.539595,0.0,0.0,0.7868001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4584806,0.0,0.0,0.10130219,0.0,0.0,0.0,0.0,0.0,1.8775967,0.0,0.38635635,0.9196722,0.4976486,0.0,0.0,0.0,1.4574788,0.0,0.14815532
CYP1B1-AS1,2.2338746,0.5435938,0.0,0.0,0.5295377,1.5120908,0.28481647,2.6538274,0.852826,0.0,2.6150143,0.0,0.0,0.76641065,2.699228,0.32522494,1.9484528,0.0,2.34546,3.596214,0.0,1.4838756,1.1986166,1.2924684,1.0892112,1.7154828,2.7917488,2.2745585,1.147004,0.0,1.4625964,0.86057675,0.0,0.0,2.8368425,0.0,1.5288235,0.0,1.587606,3.2388785,1.5885842,0.32088205,2.4691498,1.4034879,2.9049294,1.0585202,1.2103287,1.6673489,0.8397327,2.2235005,1.1376595,0.0,1.0588318,0.46059826,1.1862748,1.4157803,1.9291149,1.9214647,1.3861479,2.2271504,0.0,1.9218202,1.0647931,0.0,0.0,2.2564025,0.9893215,0.0,1.0321159
PCAT19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40633607,0.0,2.717439,0.0,0.0,0.0,0.0,0.0,0.0,0.9840649,0.0,0.0,0.0,0.3803449,0.0,0.82644176,0.0,0.0,0.0,0.0,0.45523322,0.0,0.0,0.24147686,0.0,0.37337846,0.0,0.0,0.0,0.0,0.0,0.25402886,0.0,0.13658036,0.12827449,0.0,0.0,0.0,0.0,0.0,0.12567095,0.0,0.63549423,0.0,0.35384053,0.9153287,0.0,0.2859636,0.0,0.0,0.0,0.0,0.0,0.82376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33606428
LAPTM4B,3.3760889,2.6289792,2.3121603,2.7851024,2.1351287,4.203166,2.2296438,2.1824498,3.2777095,2.490308,2.7634103,1.7221006,2.0234182,3.4347053,2.4990566,1.7147256,2.8720207,0.75829333,2.8740323,3.8379557,2.057451,2.4681659,3.0120244,3.552818,1.9549176,3.3244276,3.5922952,2.6374056,3.3590043,2.6121116,3.1996875,2.3116062,3.006238,3.1531296,3.4409475,2.8003862,2.4779105,2.9484415,2.9787993,4.064673,2.2555668,1.5574929,2.7394555,2.428865,3.0777893,2.807403,3.684351,2.0337021,3.6023076,3.0362797,3.143364,3.4677546,1.7569458,2.774744,3.5873215,2.8219585,2.683933,2.7355003,2.4623685,2.2648842,2.2616313,3.1190886,2.1022491,1.9775492,1.4538007,2.386063,3.5550654,2.324188,1.5800048
LINC01551,0.0,0.0,4.2780766,3.510769,0.0,0.0,0.0,4.003303,2.345426,4.616661,0.0,4.5101542,3.5006123,2.252739,3.3135073,3.3198571,1.9465221,2.1568186,2.1882153,0.0,5.1955724,2.5573955,0.0,4.9443746,2.0994968,2.3436496,0.0,4.7083483,0.30711257,1.3628491,3.4356604,0.0,2.5344331,2.744645,0.0,0.6942401,3.8631601,2.3176453,0.23691864,3.7572768,2.2859125,0.0,0.9323054,0.0,3.6837854,3.9771302,1.2628443,2.324117,1.6221184,0.0,3.041578,0.0,0.0,5.2257566,0.0,0.07628952,0.0,4.6525445,0.55259633,1.0790026,5.8693824,0.0,0.0,0.0,3.395118,3.9240623,0.0,3.426687,1.6124697
R3HDM2,0.7982722,1.9070953,0.56819373,0.34935957,1.2960209,1.8840264,1.5353241,1.495861,2.0708702,0.590063,1.502927,0.21235597,1.278536,0.0,3.5319448,0.0,1.7298932,1.4717915,1.6071427,0.3435209,1.1618109,0.08519005,2.4198096,0.43694633,0.92486626,2.9997613,0.55290127,0.13375174,0.87703127,0.8641137,1.8094705,0.90851015,2.1522956,0.055395916,1.5879154,1.6468319,1.9346756,2.2928784,1.2585582,0.5788967,0.99770296,0.94925344,1.7797705,1.0562176,1.1954404,1.8225737,1.146368,0.8154157,1.318015,0.9669302,2.0588903,0.0,2.4923007,0.14918005,1.1653683,0.80830634,1.9617689,1.5967177,0.8067071,0.69471794,1.1320838,2.0871506,0.49063432,0.3584846,2.0508158,0.0,1.2004385,0.0,1.4230596
SERBP1,5.3549414,4.670591,4.8510737,4.63083,5.1229286,4.778131,4.7370167,4.8883705,5.1466594,4.669655,4.529005,4.9189825,5.283503,4.8377633,4.8777523,5.169781,5.1037436,5.1472073,4.907993,5.07108,4.561157,4.725933,4.9680877,5.082764,4.8410797,5.4213433,5.158006,4.924863,5.315298,5.2048407,5.160566,5.460411,5.0976014,4.371994,4.7881603,4.8417635,5.237037,4.853493,4.8167925,5.092868,5.396493,4.493881,5.347718,4.897555,5.037111,5.0143156,4.7284036,5.1636615,4.97324,5.096641,4.705075,5.075853,5.0244713,4.8263183,4.2333717,4.8552527,5.2165227,5.1237106,5.089906,5.184099,5.947142,4.3972087,4.4220676,4.8920693,4.4682727,5.4612365,4.7955008,5.0587325,5.111135
NMT1,4.302823,3.3888032,3.5588639,3.724544,4.7427297,2.0627875,3.6837404,2.827687,4.3484383,2.513473,3.9589198,3.2518604,4.109301,3.3445048,4.2899656,3.1013777,2.6199398,4.409918,3.7695441,4.367997,2.9311087,3.8972461,4.4411507,3.7891946,2.9909544,4.055594,3.366078,3.8053277,3.6810896,3.2755134,3.8911037,4.4938083,2.7888231,4.409829,3.5132127,4.1654367,3.7276947,2.7455773,3.3867311,4.0067887,3.9823182,2.8495739,3.445375,3.166523,3.6599529,3.6784313,3.9990737,3.2973866,3.063668,4.126002,3.678515,4.0871105,3.9452326,3.8793192,3.6236856,3.8117058,3.8803267,3.8917546,2.784896,4.3164873,4.822741,2.4397573,3.4475157,3.2842443,3.254439,2.9287555,3.1676729,1.317119,4.2688885
NCAPG,2.4561818,3.5454586,3.5557399,2.5754964,3.1265676,1.64931,2.5813336,1.9916804,3.2976918,2.5752735,2.9691873,2.710732,1.156304,1.5277587,3.259915,2.8888001,1.4398729,2.9477932,3.1667256,2.2782729,2.1468434,2.2175283,2.1855025,1.6713415,2.0725174,3.1799507,3.4379883,2.173268,2.7881567,2.7695675,2.379809,3.1194243,2.8591247,3.2165582,4.1723895,2.8853652,2.1882124,3.1239893,1.8736231,3.1889145,2.5334752,2.1515357,3.6202922,3.012731,3.857177,2.2657595,3.2071295,1.9996179,2.0285902,3.0647194,2.673679,1.8571398,3.372004,2.873492,2.2699049,2.053501,3.5849667,3.1836765,2.8634539,3.145679,3.4658072,0.0,2.3306298,4.1065087,2.6157799,3.1004994,1.9449962,2.6265104,3.5937653
HES1,0.8919501,1.8336469,0.23839073,1.7769644,0.6328567,2.9497964,1.2951728,2.3570368,1.877855,0.8231337,2.2619328,1.4394758,1.720685,1.8381108,1.2164593,1.6611799,1.228777,1.1138437,2.2614036,1.1562017,0.60917956,1.1850156,2.8170483,2.083323,1.2558898,2.6282923,1.6255023,0.9770968,1.110908,3.448039,2.2220685,0.46065065,1.047875,0.8670295,1.7237597,1.9138079,2.2146807,1.1267513,0.94179744,2.9069626,1.6067713,1.3563904,0.5758383,2.3908367,2.7188523,1.2176778,1.643379,0.84374624,1.7099562,2.472613,3.2257967,0.0,2.0793123,0.240831,2.0993323,0.62206465,2.6520188,0.9236329,2.329192,1.7674766,2.8105998,0.0,1.5253395,0.0,0.92046124,0.0,3.1787302,0.0,1.9188421
RBFOX2,0.98945534,0.08396792,1.4283814,0.49773553,0.34549922,1.3461186,1.5615575,0.04123407,0.81865543,0.6470153,0.2975339,1.8542926,1.321669,1.3059256,0.59838367,0.71674556,0.9324267,0.8134249,0.965696,0.9500678,0.8210983,1.0756241,1.8960348,0.24859998,1.480824,1.2969147,1.472957,0.2432928,1.3549863,0.39313608,1.1645495,2.0732164,0.828302,0.2468507,1.5918024,0.31579053,1.1007503,1.0296437,1.4913807,1.563988,1.2922875,1.5498645,1.4966866,1.0108253,0.048323385,0.8659065,0.5281139,0.40711707,1.242409,1.3724991,0.8270516,1.1095519,0.9093745,1.9292694,0.3180995,0.94107306,1.103009,0.85923856,2.1981065,0.9262767,1.7039447,0.6371825,1.0852845,0.05088796,1.4502771,0.0,0.7465159,0.2503096,0.93899816
CD3D,0.0,0.0,1.8956939,1.8083541,0.0,0.8434077,1.29313,0.0,0.0,1.2572395,0.0,0.5250664,3.1016262,2.5166936,0.0,0.0,0.0,0.0,2.9189043,1.6659331,1.2135845,0.8010361,0.0,1.4675127,1.7854586,0.0,0.0,0.0,2.255815,0.8254908,0.0,2.6701672,2.4540033,0.0,2.2672956,0.0,2.0683634,2.825705,2.2282138,1.1169063,1.3753684,0.0,0.0,0.0,0.0,1.3399991,0.0,0.0,1.8168249,1.3625044,0.0,3.001151,0.0,0.5641404,0.0,0.0,2.318521,0.0,0.0,0.0,0.0,0.0,1.6154637,1.528584,0.0,1.7601136,2.1536355,0.0,2.014303
HNRNPU,5.274367,5.0776877,4.7728987,4.43918,5.2540565,4.636307,4.746528,4.593718,5.168917,4.816386,4.779275,4.589586,5.4681735,4.869415,4.57469,5.177718,5.049911,5.35545,4.85533,5.268548,4.8544927,5.0284233,4.8012533,5.2226543,5.3420897,5.020576,5.04391,4.861998,5.153647,4.7078333,5.211313,4.750673,5.0269356,5.277478,5.031118,4.9948344,5.1075306,4.893667,4.7889185,5.1674204,4.8928204,5.1399918,5.2117343,5.4726253,4.6793504,4.8901787,4.6245847,5.09346,5.0747585,5.193695,4.646105,5.488922,5.005896,3.9670973,5.26962,4.749692,5.1680036,5.1509447,4.885031,5.3134933,5.851427,4.976205,4.269076,5.2946725,4.632734,5.4328165,4.8971786,5.0463367,4.6160684
AURKA,2.6389477,2.4609127,2.5747821,1.366516,1.6018488,0.44613346,1.5281804,1.7782719,3.4159806,1.8173795,1.4510077,2.7536018,1.6248366,1.9003702,2.1168857,2.5655713,0.53058475,1.6893253,1.6698118,0.53793675,0.8743285,1.0066984,1.843933,1.1795866,1.100908,3.6024384,2.4286919,1.6399555,2.6876497,3.0328794,2.858927,3.2512062,1.9569774,2.0825045,1.549435,2.1340392,2.3091564,1.7797178,1.2885258,2.9588463,1.8732017,1.774404,2.1730266,2.713119,1.7321557,2.326529,2.2980475,0.8688943,0.63643557,2.0711505,3.4530692,2.9990911,2.008699,2.564826,1.9351274,1.8387132,3.1396863,3.257567,2.315713,3.6312425,2.7800303,1.7243702,1.2857177,2.937767,2.1390934,0.49010155,2.2467127,0.2774802,3.6793425
C5orf34-AS1,0.0,0.0,0.0,0.0,2.4468975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.084972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2335455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0902575,1.389663,0.0,0.0,0.0,0.0,0.6965922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1446023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9471799,0.0,0.6417765,0.0,0.0,1.1112885
DDX3X,3.8362288,2.7521179,4.4994807,3.7021093,3.8123407,3.5632136,3.8402908,4.175616,3.870271,3.6987603,3.379906,3.9721575,4.1169558,4.007559,3.711169,4.0174575,4.0346017,4.5522885,4.0817227,4.150271,3.374385,4.192105,3.413808,4.0493217,4.4183507,4.288384,3.9946191,3.8198984,4.568021,3.6312923,3.8201897,4.3011804,3.9938881,4.2072606,3.764407,3.7531958,4.032559,3.6976888,3.82865,4.300368,4.2106376,4.2202864,3.9635649,4.407447,3.766268,4.0099354,3.0172052,4.3433175,4.0471416,3.9583175,4.281297,3.22363,3.6640227,4.2423115,3.4239209,3.423963,4.0445294,3.940181,3.9558086,4.6222258,4.4350023,3.8849223,3.2318268,4.0703006,3.5848613,0.0,3.5917108,4.047653,4.0771956
TBC1D12,0.0,0.3151012,0.2621958,0.22652502,0.112663284,0.29909074,0.7488169,0.18178974,0.19516374,0.4961616,0.43437126,0.0,0.220711,0.48938462,3.1479876,0.0,0.4699305,0.12790497,0.18161047,0.852757,0.05531644,0.76001626,0.0,0.12033356,0.0,0.116407864,0.90941477,0.23144896,0.5420556,0.057533734,0.8806495,0.21342447,0.27278212,0.11152706,0.43170708,0.0,0.0,0.0,0.30333787,0.0,0.73251885,0.5628198,0.12701936,0.49714386,0.0,0.27842537,0.16437142,0.2581075,0.23822919,0.50748605,0.17848003,0.40279555,1.0024999,0.0,0.12882231,0.21748517,0.33195993,0.53613365,1.150265,0.18090722,0.0,0.109613754,0.109208606,0.15252537,0.36384138,0.0,0.11714283,0.1513966,0.26839834
CPSF6,3.5184073,3.2118032,3.1373353,2.8430781,2.8536296,2.853208,3.0377934,3.503272,3.5826898,3.1787357,3.695023,3.3176465,3.271891,3.2687054,2.5594084,4.15531,2.5389364,3.1202583,2.8795495,2.6000316,3.4590762,3.4329033,2.7633066,3.3826876,3.6188076,3.1620672,3.3000953,3.0900831,3.8727188,2.6782703,2.8940947,3.267622,2.8113801,3.1700523,2.9475644,3.6321287,2.580995,2.6745217,3.1047075,3.1860247,3.2034574,3.7771177,2.5142837,3.6789947,2.6068528,3.2360039,3.4575155,2.9754136,3.6532147,3.5844197,2.8012295,3.5089912,2.9417892,3.0314417,2.637113,3.2249775,2.982339,2.969308,3.1538987,3.2647479,2.6430476,2.6523728,2.7602189,3.320776,2.3400962,2.2572272,3.4233878,3.0236928,3.5469427
LINC01356,0.0,0.0,1.4731262,0.0,0.0,0.78939646,0.0,1.0841631,0.63876593,0.0,1.5103722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53954136,0.24919641,0.7456827,0.0,0.5634604,0.0,0.0,0.0,0.0,0.0,0.0,0.31197754,0.0,0.0,0.16487949,0.0,0.0,1.0349616,0.0,0.0,0.0,0.0,0.0,0.48663333,0.0,2.7075367,0.0,0.2763946,0.0,0.9132606,0.0,1.0522276,0.0,0.0,0.0,0.0,0.0,0.0,0.5442097,0.0,0.0,0.0,0.43719822,0.0,0.0,0.0,0.0,0.0,0.2749972,0.0
FUS,3.9359925,3.1424468,4.487376,3.2302005,2.937403,3.5633857,3.8831947,4.345637,3.608434,3.989066,3.223031,3.5664504,3.2723587,4.374009,4.005254,3.8658805,3.164944,3.6248314,3.467372,4.5239053,4.092514,3.1746812,4.445394,3.5406194,3.893792,4.237109,3.6825888,3.3688915,3.4259362,3.5159671,3.4945312,2.8962162,3.5052974,3.9627,3.2502186,2.9340127,4.1107345,4.1166596,3.6739752,3.839671,3.4618242,3.5771856,3.838967,3.4201827,3.0214508,3.746127,3.5268736,4.093505,4.5070267,3.5127652,3.3829417,3.63808,3.806518,3.3112957,3.1444426,3.5511897,3.2216444,2.9690585,3.544946,4.0230136,4.008331,3.3515723,3.8761985,3.8051028,3.8022065,4.2724113,3.3416085,3.0536423,3.3057854
SFTPB,0.0,0.0,0.077074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9637591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0745498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14139625,0.0,0.0,0.30763248,0.0,0.0,0.27015308,0.0,0.0,0.0,0.0,0.0,0.0,0.08321091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBS2,0.0,0.0,0.0,1.6275017,0.33805242,0.0,0.5156197,0.69383293,1.4968783,0.0,1.3954883,2.1213222,0.0,0.4617402,0.6473168,0.0,1.842751,0.0,1.5101408,0.0,0.0,0.0,0.22310355,1.0886337,0.0,0.0,0.9968955,0.0,1.393969,0.0,0.0,0.13135803,0.91903734,0.0,0.28895602,0.44480312,0.0,0.5114946,1.6956478,0.0,0.0,0.0,0.0,0.9863443,0.94010335,2.115693,0.0,0.0,0.123098664,1.1028347,0.37950024,0.25267363,0.6760885,0.45291278,0.0,0.38109112,2.9226544,0.13090281,2.3067074,0.0,0.4075456,2.283322,0.0,0.81132215,0.0,0.0,2.6489434,0.73914826,0.0
DGKB,0.0,0.0,0.0,0.0,1.8847826,0.0,0.0,0.0,0.0,2.0096483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2650982,0.0,0.0,0.113379575,0.0,0.0,0.0,1.4062558,0.0,0.0,0.0,1.8563974,0.0,0.0,1.7145047,0.0,0.0,0.0,0.0,1.7588761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064325064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFITM2,4.803517,3.5832474,4.0159426,0.0,2.8724542,4.706385,3.975802,3.1462688,4.0430245,3.4896708,2.8126998,3.8793411,2.5422363,3.2983623,2.1804972,3.2199035,4.10128,2.0737307,4.6860714,3.6936955,3.1160517,3.465664,4.0582595,3.8970053,3.2424457,2.793599,4.556226,3.9202218,3.1569488,2.6145544,3.4987817,3.0897865,2.7151022,0.0,2.467637,3.429421,3.1265662,3.575521,3.8728237,1.1854576,2.766814,1.2554291,3.3201373,3.3666883,4.1215553,2.9532256,2.9427462,3.2026854,4.565551,2.9511564,0.90187407,0.95559716,3.1648297,3.2886298,3.2498193,1.4491454,3.9596696,2.7713902,3.8567472,2.7534559,3.9382732,3.53082,4.0291667,0.4523207,1.8196517,2.2636774,4.713292,1.5632609,4.0828853
FASTKD2,1.8930725,1.0141373,1.7718884,1.7144172,2.2974029,1.6072986,2.0854719,1.1595067,1.9366066,2.1722066,1.3340185,1.7734039,1.7477708,3.0230176,1.8073502,2.726059,1.7222197,1.097239,1.5359305,1.8272266,1.7530419,1.2581416,1.4571705,1.3311256,0.6590189,1.5542755,1.4198779,2.2133534,1.9242095,1.8332431,1.8245655,1.9266478,1.3953302,1.2426754,1.1527197,1.0695645,1.3616679,1.7146765,1.7415653,2.3587794,1.802427,1.4645913,1.688876,1.3091793,1.1242586,1.698985,1.3048795,1.6079617,1.3694373,1.3705696,2.1221387,1.4244646,0.9453788,1.4095305,1.0788778,2.0702066,1.8486919,1.9101561,1.1051135,1.733061,1.8958051,0.756314,1.3946449,1.8468807,1.4922302,0.0,1.511985,1.5569726,1.1745107
TTC9C,1.3922095,0.0,2.9574265,1.3938481,1.3205223,2.3252888,1.0927964,3.1079183,2.1622832,1.2956799,2.6516707,1.9396132,0.30241895,1.1785735,0.30622804,1.9058673,1.413404,1.4085532,1.409776,0.9192635,1.9182538,1.239433,0.9482215,1.0284787,0.87323123,2.0325847,1.1447942,1.9111615,0.7038309,0.888162,1.3073463,2.3504453,2.4829454,0.36118785,1.0890534,1.5447118,1.2628822,1.3187963,1.3358974,0.0,0.3937649,1.2775497,0.76416975,1.4463245,3.475023,0.6686885,1.4705093,1.4387084,2.4406226,1.6672535,1.3715237,1.3499395,0.72887,1.9019642,1.8374482,0.28664777,2.3008084,1.3799186,2.214872,1.049951,0.37060103,1.0489951,1.5714511,1.9040854,1.1651685,1.8708863,1.5924984,1.2007241,1.0217626
S100A1,2.489225,0.8636159,0.8435054,0.0,0.0,3.3091593,0.0,0.0,0.0,0.36135995,0.0,2.1695445,0.0,1.4724126,0.4005926,0.0,0.4973701,0.0,1.2511027,0.9621012,0.75077486,0.48450178,1.3137755,2.21255,2.1498551,1.294056,0.0,0.0,0.4194022,0.0,0.4855841,0.0,0.91395444,0.0,2.1821268,1.6498172,0.84892327,0.48141205,0.0,0.7033049,0.5391093,0.0,2.2864206,0.0,0.0,0.0,2.5966406,1.0792083,0.0,1.3311912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3619297,0.0,0.0,0.0,1.705283,1.6080862,0.0,1.2393245
RABGAP1L-IT1,0.0,1.5512404,1.5598997,0.0,0.98614955,3.4364972,0.0,0.0,0.0,0.0,0.0,0.0,1.5348058,0.0,0.0,0.0,2.0564036,0.8958243,0.0,1.5447259,1.7613792,0.0,0.0,1.9134798,1.2256249,0.0,0.0,0.8058319,0.0,0.0,0.0,1.1633533,2.330849,0.0,1.1122074,0.0,0.7742137,0.0,1.9022923,0.0,0.86525047,0.0,0.0,2.3659403,1.4193736,0.0,1.6496451,1.7523792,0.0,0.0,0.0,0.0,0.9329224,0.7998715,0.0,1.3149189,0.0,0.0,0.0,2.679916,2.2925754,0.0,0.0,0.0,1.9979355,0.0,0.724249,1.2601159,0.0
LINC01004,0.0,0.0,0.5642439,0.0,0.0,0.0,0.0,1.7375301,0.0,0.80869347,0.0,0.0,0.0,0.9142948,0.5140301,0.0,1.6410179,0.0,0.0,0.9215477,0.47077647,1.3880296,0.0,0.0,0.0,0.7579864,0.83136576,1.5012538,0.0,0.78149045,0.0,3.0015483,0.0,0.0,0.0,1.1878517,0.0,1.100017,0.0,0.0,0.7812158,0.0,0.0,0.6484447,0.59985083,0.0,0.0,0.0,0.0,0.0,0.7921953,1.7984772,0.0,0.0,0.0,0.0,0.0,0.55043894,1.5294323,0.0,0.0,0.0,0.63203955,0.0,0.0,0.0,1.6474082,0.0,0.0
PTPRG-AS1,0.0,0.0,0.8590412,0.1642399,0.0,0.0,0.0,0.0,0.0,0.0,0.49550933,0.0,0.0,0.75243115,0.0,0.0,0.0,0.50012904,2.3993807,0.0,0.0,0.0,0.0,0.0,1.1955744,0.76532036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18724939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7980503,0.0,0.0,0.18777914,0.0,0.0,0.0,0.0,0.2302407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9996957
NINJ2,0.0,0.0,0.0,0.0,1.4537724,0.0,2.1380963,0.0,0.0,0.0,0.0,0.0,1.3875203,2.6760218,0.0,0.0,0.0,0.5665534,0.0,1.5565271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0016935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4823895
PTPRZ1,0.0,1.9255949,0.12116664,0.0,0.0,0.0,1.8655916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9590051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18942295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10962451,0.0,0.0,0.0,0.0,0.0,0.0,0.10831794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17orf80,1.6255252,0.75789833,2.5348647,1.4410256,1.4316505,2.1329482,1.1687415,1.5042477,1.1222087,1.1793028,0.6099596,0.50543714,1.662329,0.6812183,1.8172147,1.9876183,2.2468452,3.1657624,0.7460465,1.4476105,1.1281588,1.0946026,0.590986,1.1588726,1.3469112,2.0186415,1.9667832,1.6545333,0.9768017,1.4573691,1.6945132,1.8756849,1.6313659,0.23499069,0.9606578,0.53168947,1.8713117,0.85829884,1.1088806,1.6843079,2.237899,0.8523285,1.8488511,1.6515507,1.3609715,2.22464,1.2323564,0.48070243,1.3081144,2.2817981,2.3945158,1.0890023,0.5740393,2.0225809,1.342088,1.543011,1.7100912,2.4806511,2.193136,2.4300098,3.8718846,1.6228052,2.1762242,1.248939,0.97727257,0.0,1.87653,1.1251916,1.8284292
SLC7A8,0.28655544,1.1834579,0.58009994,2.600285,0.7331186,0.18725437,0.42805666,0.4900127,0.4855115,1.7885431,0.58217704,2.001213,0.0,0.28039837,1.4975461,0.1597896,2.2851596,0.0,0.093283586,0.0,0.0,1.1873314,0.0,0.40003708,0.0,0.32446906,0.9532651,1.4985816,1.4898812,2.3207521,0.0,1.9534221,1.8655359,0.45950118,0.81428236,1.8571296,1.1216164,0.16712247,0.0,0.0,0.5940879,0.51754063,0.5515243,2.5431714,0.0,0.29880968,0.23660691,0.9081703,0.0,0.15525179,3.6587286,1.6728656,1.789392,1.1080872,0.36545253,1.9511468,0.0,0.9376975,0.0,1.1616122,1.2245507,0.0,0.5140498,0.544472,0.8927199,0.0,0.24975508,2.1965146,0.0
GLUL,4.801516,5.4843864,4.9695764,4.614808,4.1075864,5.5795946,4.3225493,4.5754027,4.792199,3.4473388,3.6153188,4.3303466,4.0264034,4.2234864,4.364005,4.760983,5.209361,3.7546196,5.204516,4.3292894,3.8966234,4.0886497,4.919972,4.691033,4.4567037,4.8316674,4.480166,3.947178,4.308161,4.337054,4.980945,5.1669574,3.784605,3.1656256,4.045198,4.2884417,4.3485527,3.9971538,4.220665,4.9157715,4.5438104,4.2405305,4.9472694,4.241108,4.594382,4.7193975,5.487913,3.2875848,4.844116,5.0295634,4.4827485,4.3738413,4.5875735,3.8837597,3.9162147,3.620339,4.277736,4.222163,5.4323425,4.8690987,5.7296906,4.525655,3.301285,4.190146,3.7415152,2.7270224,5.63963,3.0523708,5.1615176
GABRQ,0.14074233,0.052345738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30823663,0.29091734,0.0,0.13549982,0.0,0.8856055,0.0,0.0,0.0,1.6270053,0.0,0.0,0.09155221,0.0,0.13708009,0.7944927,0.0,0.10831794,0.0,0.0,0.0,0.0,0.0,0.048613958,0.0,2.3557792,0.0,0.26114967,0.13212502,0.17446662,0.0,0.0,0.28624454,0.0,0.054408636,0.0,0.13900861,0.0,0.0,0.6017022,0.27061933,0.0,0.6365652,0.047063913,0.0,0.0,0.0,0.18559869,0.0,0.0,0.09867995,0.0,0.0,0.29111093,0.0,0.0,0.0,0.2513873,0.0,0.13800822
NKRF,1.4401178,0.8598664,1.9971398,1.0463297,1.208613,1.2711096,1.5781379,2.3449595,0.6769436,1.8600024,1.3643506,1.2965294,1.8587343,1.6094307,1.2102451,2.143799,0.5348388,1.5999042,1.4278563,1.0862586,1.1410947,1.1761781,0.9886817,1.0764492,1.8791175,1.8800533,0.8741812,1.8124247,2.0878332,1.1618615,1.675514,0.8446981,1.126574,1.1871481,1.4794065,0.72446555,1.1475084,1.029175,1.5787847,1.196756,1.6515753,1.5038993,1.7459959,0.9051048,1.7968284,1.4402146,1.3580332,1.167173,1.774,1.4022645,1.6799564,1.7803607,1.9326792,1.4634633,0.9528043,0.9980097,1.678583,1.3116952,1.2749674,2.1609764,2.1627915,0.99960154,1.4830086,1.4081366,1.0024072,0.0,1.7398846,1.7424701,0.99873227
